"MES","STME01","STME02","STME03","STME04","STME05","STME06","STME07","STME08","STME09","STME10","STME11","STME12","STME13","STME14"
2005-03-01,"8.1","15.189109999999999","10.454269999999999","10.454269999999999","7.5190000000000007E-2","10.454269999999999","10.454269999999999","6.7445700000000004","1.1451100000000001","10.454269999999999","2.7680699999999998","3.0215800000000002","1.3769999999999999E-2","2.47777"
2005-04-01,"8.1","15.40662","10.418010000000001","10.418010000000001","7.6219999999999996E-2","10.418010000000001","10.418010000000001","6.7717099999999997","1.13717","10.418010000000001","2.7795000000000001","3.16676","1.3780000000000001E-2","2.4802399999999998"
2005-05-01,"8.1","14.72786","10.073309999999999","10.073309999999999","7.4829999999999994E-2","10.073309999999999","10.073309999999999","6.5211300000000003","1.09768","10.073309999999999","2.8019099999999999","3.40828","1.393E-2","2.48272"
2005-06-01,"8.1","14.582470000000001","9.7480899999999995","9.7480899999999995","7.3099999999999998E-2","9.7480899999999995","9.7480899999999995","6.2977400000000001","1.03159","9.7480899999999995","2.7922199999999999","3.431","1.3950000000000001E-2","2.4830999999999999"
2005-07-01,"8.09","14.130990000000001","9.7698900000000002","9.7698900000000002","7.1819999999999995E-2","9.7698900000000002","9.7698900000000002","6.2638600000000002","1.0375000000000001","9.7698900000000002","2.8134600000000001","3.3458000000000001","1.43E-2","2.4742600000000001"
2005-08-01,"8.09","14.34159","9.8138699999999996","9.8138699999999996","7.2169999999999998E-2","9.8138699999999996","9.8138699999999996","6.3268199999999997","1.04976","9.8138699999999996","2.75827","3.3740899999999998","1.478E-2","2.4519099999999998"
2005-09-01,"8.08","14.136139999999999","9.6524199999999993","9.6524199999999993","7.0959999999999995E-2","9.6524199999999993","9.6524199999999993","6.2004700000000001","1.0353600000000001","9.6524199999999993","2.7501099999999998","3.62486","1.5140000000000001E-2","2.4001199999999998"
2005-10-01,"8.08","14.1927","9.6487800000000004","9.6487800000000004","6.9199999999999998E-2","9.6487800000000004","9.6487800000000004","6.2441500000000003","1.01291","9.6487800000000004","2.6545000000000001","3.5351300000000001","1.473E-2","2.3679100000000002"
2005-11-01,"8.08","13.752789999999999","9.4279600000000006","9.4279600000000006","6.6919999999999993E-2","9.4279600000000006","9.4279600000000006","6.0931499999999996","0.99231000000000003","9.4279600000000006","2.6879499999999998","3.6438199999999998","1.542E-2","2.3426100000000001"
2005-12-01,"8.08","13.79191","9.4803599999999992","9.4803599999999992","6.7930000000000004E-2","9.4803599999999992","9.4803599999999992","6.0915299999999997","1.00685","9.4803599999999992","2.6446299999999998","3.4426399999999999","1.555E-2","2.33372"
2006-01-01,"8.08","14.134779999999999","9.6672100000000007","9.6672100000000007","6.8019999999999997E-2","9.6672100000000007","9.6672100000000007","6.2135899999999999","1.04698","9.6672100000000007","2.6135199999999998","3.6158199999999998","1.5259999999999999E-2","2.4158200000000001"
2006-02-01,"8.07","13.992010000000001","9.5216499999999993","9.5216499999999993","6.8169999999999994E-2","9.5216499999999993","9.5216499999999993","6.1022600000000002","1.01366","9.5216499999999993","2.5992199999999999","3.7371400000000001","1.545E-2","2.4326400000000001"
2006-03-01,"8.07","13.91605","9.6919699999999995","9.6919699999999995","6.7930000000000004E-2","9.6919699999999995","9.6919699999999995","6.1444799999999997","1.0307200000000001","9.6919699999999995","2.5868199999999999","3.6399300000000001","1.5100000000000001E-2","2.3807"
2006-04-01,"8.06","14.345190000000001","9.9766899999999996","9.9766899999999996","6.973E-2","9.9766899999999996","9.6919699999999995","6.32172","1.0726800000000001","9.9766899999999996","2.61734","3.7864200000000001","1.537E-2","2.3979499999999998"
2006-05-01,"8.06","14.992000000000001","10.240970000000001","10.240970000000001","7.0949999999999999E-2","10.240970000000001","10.240970000000001","6.56928","1.1051500000000001","10.240970000000001","2.5773000000000001","3.4146999999999998","1.4919999999999999E-2","2.4128500000000002"
2006-06-01,"8.06","14.536160000000001","10.066269999999999","10.066269999999999","6.9150000000000003E-2","10.066269999999999","10.066269999999999","6.4279099999999998","1.09077","10.066269999999999","2.5773000000000001","3.6635599999999999","1.461E-2","2.4398499999999999"
2006-07-01,"8.06","14.82917","10.149050000000001","10.149050000000001","6.9349999999999995E-2","10.149050000000001","10.149050000000001","6.4561599999999997","1.10002","10.149050000000001","2.5869399999999998","3.6614499999999999","1.477E-2","2.4558399999999998"
2006-08-01,"8.0500000000000007","15.14083836","10.19989223","10.19989223","6.7867510000000006E-2","10.19989223","10.19989223","6.4752596200000001","1.1043200399999999","10.19989223","2.56700032","3.7184284399999998","1.4756379999999999E-2","2.45711637"
2006-09-01,"8.0500000000000007","14.91977","10.09883","10.09883","6.7489999999999994E-2","10.09883","10.09883","6.3755600000000001","1.0918399999999999","10.09883","2.56101","3.6656200000000001","1.4800000000000001E-2","2.4431500000000002"
2006-10-01,"8.0500000000000007","15.119820000000001","10.11875","10.11875","6.7720000000000002E-2","10.11875","10.11875","6.3694300000000004","1.0972999999999999","10.11875","2.5694900000000001","3.6968100000000002","1.512E-2","2.4712499999999999"
2006-11-01,"8.0500000000000007","15.47174","10.45626","10.45626","6.8349999999999994E-2","10.45626","10.45626","6.5756800000000002","1.1514200000000001","10.45626","2.5857899999999998","3.6716299999999999","1.503E-2","2.4670299999999998"
2006-12-01,"8.0299999999999994","15.56336231","10.42597949","10.42597949","6.6698629999999995E-2","10.42597949","10.42597949","6.4888307000000003","1.15250739","10.42597949","2.5809601299999998","3.7160262400000001","1.4833519999999999E-2","2.4804504199999999"
2007-01-01,"8.01","15.52502","10.25581","10.25581","6.5030000000000004E-2","10.25581","10.25581","6.3176399999999999","1.1336599999999999","10.25581","2.5458599999999998","3.71292","1.455E-2","2.4749699999999999"
2007-02-01,"7.99","15.479089999999999","10.44411","10.44411","6.6869999999999999E-2","10.44411","10.44411","6.4791600000000003","1.1286799999999999","10.44411","2.54393","3.69469","1.4630000000000001E-2","2.4745200000000001"
2007-03-01,"7.99","15.481820000000001","10.52098","10.52098","6.6890000000000005E-2","10.52098","10.52098","6.4812900000000004","1.12784","10.52098","2.54352","3.8638599999999999","1.464E-2","2.4784000000000002"
2007-04-01,"7.99","15.762980000000001","10.772209999999999","10.772209999999999","6.6000000000000003E-2","10.772209999999999","10.772209999999999","6.5447800000000003","1.17933","10.772209999999999","2.5533999999999999","3.8847900000000002","1.499E-2","2.4881700000000002"
2007-05-01,"7.97","15.55152","10.57213","10.57213","6.4689999999999998E-2","10.57213","10.57213","6.4235499999999996","1.1349899999999999","10.57213","2.5551900000000001","4.0535699999999997","1.4930000000000001E-2","2.4787400000000002"
