"MES","BCFP01","BCFP02","BCFP03","BCFP04","BCFP05","BCFP06","BCFP07","BCFP08","BCFP09","BCFP10","BCFP11","BCFP12","BCFP13","BCFP14","BCFP15","BCFP16","BCFP17","BCFP18","BCFP19","BCFP20","BCFP21","BCFP22","BCFP23","BCFP24","BCFP25","BCFP26","BCFP27","BCFP28","BCFP29","BCFP30","BCFP31","BCFP32"
2000-05-01,"5594499.9359999998","1693450.936","3901049","1052050","2848987","12",,"20316648.0510954","5599835","298150","5300344","1341",,"14275360","113576","14040434","121350",,"441453.05109540001","37249","401930.05109540001","2274",,"5123009.9394349996","2423978.1469999999",,"2260961.5754349995","438070.217","151557.22","3941105.48018","7293930.0939045995","5783203.7379300008"
2000-06-01,"5393365.8839999996","1771841.8840000001","3621524","868873","2752651","0",,"20479523.971978098","5584497","313104","5270029","1364",,"14452114","138732","14193808","119574",,"442912.97197810002","37100","403528.97197810002","2284",,"5045911.8709925003","2395791.977",,"2225827.4179925001","424292.47600000002","150154.71599999999","3854199.3661199999","7406283.7050219001","6010399.2937999992"
2000-07-01,"5590889.0940000005","1722110.094","3868779","1020323","2848456","0",,"20570444.565558001","5718498","312677","5404451","1370",,"14384342","143319","14120251","120772",,"467604.565558","48523","416961.565558","2120",,"5082241.2745500002","2579118.429",,"2117251.2765500001","385871.56899999996","154525.41800000001","3962427.8701999998","7621659.4274420002","6013861.6100000003"
2000-08-01,"5605000.3780000005","1692014.3780000003","3912986","968403","2944583","0",,"20661855.3800308","5795958.5954599995","310252.84041","5485510.0489999996","195.70605",,"14457152.37318","143246.63418000002","14192196.52","121709.219",,"408744.41139080003","36999.525000000001","369616.5553908","2128.3310000000001",,"4992766.3511075005","2577300.5150000001",,"2074214.0061075001","341251.83","154269.80100000001","3970183.2632800001","7697744.8466092004","6035515.0479999995"
2000-09-01,"5574054.3279999997","1744178.328","3829876","1011744","2818132","0",,"20780993.581793498","5914298","300897","5613194","207",,"14455132","138631","14199672","116829",,"411563.58179350005","39914.038","369239.20679350005","2410.337",,"4739000.7315175002","2372627.89",,"2084059.0295175","282313.81199999998","159783.677","4006241.2827199996","7997125.5162064992","6044340.9139999999"
2000-10-01,"5555843.8890000004","1776120.889","3779723","906455","2873268","0",,"20492924.404906001","5810804","264877","5545702","225",,"14294583","137686","14035682","121215",,"387537.40490599995","43344.581999999995","342269.89490599994","1922.9280000000001",,"5098831.0420749998","2717424.477",,"2117379.1530749998","264027.41199999995","157265.57999999999","3923618.1644000001","7820282.9220940005","6126122.8790000007"
2000-11-01,"5670985.8760000002","1709849.8759999999","3961136","933912","3027224","0",,"20395473.1683308","5833694","282444","5551017","233",,"14180624","131186","13935602","113836",,"381155.16833079996","39794.186999999998","339418.22633079998","1942.7550000000001",,"5077691.2284850003","2790819.9670000002",,"2041652.3264850001","245218.935","157506.73800000001","3780459.1743200002","8110517.5656692004","6168961.3270000005"
2000-12-01,"6405864.057","2175276.057","4230588","1111815","3118773","0",,"20857793.845755599","6272033","330217","5941527","289",,"14204262","131603","13955823","116836",,"381498.84575559996","49265.210999999996","330666.51875559997","1567.116",,"4593314.9228949994","2209085.1880000001",,"2138919.9478949998","245309.78700000001","161091.01999999999","3804238.4022399997","8038995.1872444004","6218685.0420000004"
2001-01-01,"6019337.9570000004","1829624.9569999999","4189713","1005195","3184518","0",,"21009901.654074199","6329426","303467","6025698","261",,"14288650","135020","14035508","118122",,"391825.65407420008","48772.974999999999","341465.14307420008","1587.5360000000001",,"4900438.7414524993","2649778.6369999996",,"1998780.7334524998","251879.37099999998","162574.54399999999","3839205.2631800002","8001935.6939257998","6270741.3220000006"
2001-02-01,"6280670.2719999999","1839035.2720000001","4441635","1254949","3186686","0",,"21659878.515784699","6378984","289421","6089293","270",,"14866122","145799","14602021","118302",,"414772.51578470005","50771.525999999998","362446.95878470002","1554.0309999999999",,"4694302.3891575001","2632403.5319999997",,"1806837.9641575001","255060.89299999998","164261.61499999999","3821609.6250200002","8145983.2292152997","6355759.3739999998"
2001-03-01,"6182378.8810000001","1764517.8810000001","4417861","1117993","3299868","0",,"21492044.535784699","6410779","310162","6100350","267",,"14722360","136405","14469395","116560",,"358905.53578470001","49983.978999999999","307346.77378470002","1574.7829999999999",,"4608316.4408799997","2537683.7329999995",,"1821765.3968799999","248867.31099999999","169144.18700000001","3784376.7754199998","8261603.5532153007","6329825.7120000003"
2001-04-01,"5880599.8100000005","1792486.81","4088113","1032728","3055385","0",,"21634596.391619999","6301822","280687","6020891","244",,"14938806","134195","14505383","299228",,"393968.39162000001","92053.608000000007","300241.72461999999","1673.059",,"5010959.0870000003","2821298.9939999999",,"1943831.2440000002","245828.84899999999","170693.99100000001","3690759.6605000002","8339006.3643800002","6335780.415"
2001-05-01,"6179419.4929999998","1781368.493","4398051","1000574","3397477","0",,"21835790.636493001","6596335","299385","6296698","252",,"14906339","136590","14476885","292864",,"333116.63649299997","46828.606999999996","284593.89749299997","1694.1320000000001",,"4824888.9041999998","2710427.963",,"1858144.5902","256316.351","174687.598","3670261.6397000002","8356503.5935070002","6463215.9100000001"
2001-06-01,"6439488.5830000006","1901505.5830000001","4537983","969996","3567987","0",,"21545440.091354799","6517370","295109","6222023","238",,"14675356","121775","14258816","294765",,"352714.09135479998","57082.373","293921.49435479997","1710.2240000000002",,"5204952.6583200004","2524181.6770000001",,"2422139.0413199998","258631.94","172666.13","3598517.6270000003","8389074.8886452001","6510259.3449999997"
2001-07-01,"6227092.4179999996","1863309.4180000001","4363783","1096556","3267227","0",,"21515941.003078401","6613349","303484","6309636","229",,"14572838","110782","14181338","280718",,"329754.00307839992","47330.193999999996","280689.15507839993","1734.654",,"5282305.8815600006","2658653.5630000001",,"2361063.97156","262588.34700000001","177446.367","3644039.1051599998","8584028.3299215995","6613147.0519999992"
2001-08-01,"6647403.6559999995","1859145.656","4788258","1127686","3660572","0",,"21349192.550560798","6846600","325405","6520973","222",,"14184275","107225","13795780","281270",,"318317.55056079995","38406.97","278154.92256079998","1755.6579999999999",,"5103727.1167200003","2481872.8840000001",,"2375692.8627200001","246161.37","179342.77499999999","3740669.37744","8617061.5904392004","6709018.8600000003"
2001-09-01,"6548334.182","1871172.182","4677162","1026359","3650803","0",,"21412440.860043202","6833070","319536","6513283","251",,"14244020","117067","13766194","360759",,"335350.86004320002","51179.506999999998","282398.85804320005","1772.4949999999999",,"4969884.9908799995","2395571.247",,"2324197.3878799998","250116.356","181092.1","3755124.6764000002","8747689.9359568004","6960147.4900000002"
2001-10-01,"6697737.0150000006","1893638.0150000001","4804099","1098736","3705363","0",,"21506354.797766801","7076884","303744","6772887","253",,"14095371","138124","13451919","505328",,"334099.79776679998","40630.484999999993","291680.22976680001","1789.0830000000001",,"5025736.6871199999","2525488.4219999998",,"2242068.7531199995","258179.51200000002","181360.91","3685995.2610999998","9088821.8842331991","7110721.3200000003"
2001-11-01,"6886086.8090000004","1888554.8089999999","4997532","1053700","3943832","0",,"21495893.3086286","7562308","334248","7227795","265",,"13597995","126980","13064642","406373",,"335590.30862860003","47066.93","287163.08662860002","1360.2919999999999",,"5598187.7542399988","2540189.19",,"2792996.6122399997","265001.95199999999","186058.83499999999","3650366.8219099995","9357064.2843714003","7126533.0779999997"
2001-12-01,"7532819.2650000006","2396358.2650000001","5136461","1312273","3824188","0",,"21626815.6976947","7833691","442462","7390919","310",,"13475775","98343","12979554","397878",,"317349.69769469998","45406.632999999994","270900.81469470001","1042.25",,"5072035.9052399993","2568368.9550000001",,"2253164.0542399995","250502.89600000001","189070.10800000001","3514367.9615600002","9541839.5303052999","7051787.8300000001"
2002-01-01,"7366101.148","1958220.148","5407881","1123893","4283988","0",,"21468870.005124301","8080915","319435","7761228","252",,"13077355","100025","12574693","402637",,"310600.00512429996","46532.605000000003","263012.20912429999","1055.191",,"5878881.0115599995","2683221.8590000002",,"2950208.8735599997","245450.27900000001","192324.86499999999","3468612.0120599996","9701610.1008756999","7232507.7400000002"
2002-02-01,"7387882.3159999996","1952256.3160000001","5435626","1140639","4294987","0",,"21297971.090968799","8033662","308919","7724417","326",,"12941268","97862","12427730","415676",,"323041.09096880001","45168.420999999995","276806.78096880001","1065.8890000000001",,"5666585.9128399994","2747239.9240000001",,"2684610.7008399996","234735.288","193812.31400000001","3445440.7448399998","9747205.3540312015","7489498.8549999995"
2002-03-01,"6921995.2080000006","1956145.2080000001","4965850","1008504","3957346","0",,"21363835.830060001","8048907","300109","7748503","295",,"13031995","103041","12524947","404007",,"282933.83006000001","39426.830999999998","242433.89606","1073.1030000000001",,"5505983.2630399996","2586559.2060000002",,"2684240.0640400001","235183.99300000002","200274.397","3447266.0395400003","9924307.3939399999","7509635.9470000006"
2002-04-01,"7039464.6660000002","1918356.6660000002","5121108","989852","4131256","0",,"21291740.3140768","8037260","291274","7745731","255",,"12957930","103630","12424368","408212","21720","296550.31407680002","48743.987999999998","246728.49507680003","1077.8309999999999",,"5551965.3951600008","2820232.74",,"2493866.5981600005","237866.057","200075.18900000001","3365355.6940000001","10092444.635923199","7625740.3700000001"
2002-05-01,"7053054.983","2055322.983","4997732","973898","4023834","0",,"21020604.714820001","7921551","312933","7608375","243",,"12795880","100006","12256902","392687","46285","303173.71481999999","42511.09","259580.06581999996","1082.559",,"5289034.4742799997","2586364.4279999998",,"2461044.6332800002","241625.413","203481.01500000001","3313955.0420300001","10068173.28218","7840415.3640000001"
2002-06-01,"7187631.9649999999","2040595.9649999999","5147036","1085453","4061583","0",,"20371521.6459","7661199","302329","7358590","280",,"12403925","96572","11903201","381276","22876","306397.6459","42041.805999999997","263261.33990000002","1094.5",,"5072197.7415999994","2486327.9459999995",,"2329889.0405999999","255980.755","209366.53599999999","3386668.1521999999","10472314.359099999","7610459.2559999991"
2002-07-01,"6549223.4989999998","2086684.4989999998","4462539","933722","3528817","0",,"17839681.334517799","6135378","288272","5846884","222",,"11404530","75052","10966556","340589","22333","299773.33451779996","31913.511999999999","266754.6245178","1105.1980000000001",,"5739379.4338800004","2487912.5950000002",,"3009477.51988","241989.31899999999","211516.61799999999","2715868.4736000001","10811818.2844822","7651961.426"
2002-08-01,"6729566.2429999998","2084063.2429999998","4645503","1001450","3644053","0",,"18185039.3870872","6343652","348502","5994963","187",,"11547040","62197","11128861","333672","22310","294347.38708719995","38346.410000000003","254886.3230872","1114.654",,"5768381.7061200012","2777925.8430000003",,"2755186.8851200002","235268.97799999997","214168.42499999999","2338414.6918000001","10880409.0229128","7861472.1909999996"
2002-09-01,"6799845.5529999994","2088086.5529999998","4711759","1075634","3636125","0",,"18966822.457389999","6635213","327602","6307367","244",,"12094626","41825","11731984","298557","22260","236983.45738999997","42095.048999999999","193765.54038999998","1122.8679999999999",,"5374025.1543200007","2541138.3770000003",,"2607399.6003200002","225487.177","218850.38","2311623.1362699997","10572133.067609999","8088537.4850000003"
2002-10-01,"6876341.5769999996","1989117.577","4887224","1038624","3848600","0",,"19452008.9798894","6728266","332661","6395333","272",,"12499908","66357","12174305","258968","278","223834.97988940001","38150.763999999996","184554.13488940001","1130.0809999999999",,"5490897.5205199998","2778759.0369999995",,"2480644.6035200004","231493.88","215545.66899999999","2388229.6756199999","10623982.8191106","8229103.4989999998"
2002-11-01,"7193887.273","2155613.273","5038274","974302","4063972","0",,"19741836.1213209","6901749","367364","6534164","221",,"12582010","46130","12286105","249707","68","258077.12132090001","43689.493999999999","213250.42332090001","1137.204",,"5093253.5777200004","2583128.3669999996",,"2274360.1407200005","235765.07","217175.353","2350536.0207400001","10512439.1126791","8336561.04"
2002-12-01,"8115308.9639999997","2677867.9640000002","5437441","1230283","4207158","0",,"20357428.499752399","7323338","383202","6939922","214",,"12788433","55076","12482223","234986","16148","245657.49975239998","45619.206999999995","198892.78475239998","1145.508",,"4563916.5739200003","2299009.44",,"2021128.11992","243779.014","214813.52499999999","2677912.6001200001","9654712.0462476015","8997946.5980000012"
2003-01-01,"7677622.0140000004","2294603.9410000001","5383018.0730000008","1064748.7239999999","4318269.3490000004","0",,"20812827.314934","7681305.2740000002","388021.527","7293056.7470000004","227",,"12933759.225999998","58212.953999999998","12618120.903999999","222823.802","34601.565999999999","197762.81493399997","36419.851999999992","160190.01393399999","1152.9490000000001",,"4600809.0731200008","2240910.35",,"2111076.2601200002","248822.46300000002","218898.12299999999","3409405.4721299997","9790809.4170660004","9228323.4550000001"
2003-02-01,"7230286.2780000009","2350976.821","4879309.4570000004","1008106.895","3871202.5619999999","0",,"20019682.531213503","7166627.5889999997","397252.908","6769143.6809999999","231",,"12663030.539000003","58402.981","12323211.770000001","222473.15900000001","58942.629000000001","190024.40321349999","39012.835999999996","149855.55621350001","1156.011",,"4812064.0122000007","2351586.983",,"2210393.4652","250083.56400000001","208714.68299999999","3398118.7604999999","9884133.4897865001","9175085.1549999975"
2003-03-01,"7240505.6260000002","2171032.645","5069472.9810000006","1054873.548","4014599.4330000002","0",,"20084927.624076597","7304664.2719999999","387987.18199999997","6916434.0899999999","243",,"12511019.808","58174.417999999998","12160568.113","223748.66099999999","68528.615999999995","269243.54407659994","37836.841999999997","230246.09707659998","1160.605",,"4675637.0213200003","2254959.3760000002",,"2169658.0263200002","251019.61900000001","215543.45800000001","3394535.2229000004","10281264.856923399","8803379.6899999995"
2003-04-01,"7417531.0280000009","2288261.4700000002","5129269.5580000002","971497.50699999998","4157772.051","0",,"20183480.707364302","7529827.193","387687.92099999997","7141916.2719999999","223",,"12441634.058000002","61017.493999999999","12041566.494000001","236015.53599999999","103034.534","212019.45636429999","43622.068999999996","167235.25236429999","1162.135",,"5056442.0933600003","2612159.6450000005",,"2191070.41536","253212.033","215305.65100000001","3357182.56941","10375409.695635699","8683621.8770000003"
2003-05-01,"7732914.8819999993","2345089.0079999999","5387825.8739999998","1036350.899","4351474.9749999996","0",,"20511013.576939698","7835485.2939999998","408879.62199999997","7426400.6720000003","205",,"12486788.369999999","102966.077","12048915.613","241140.21299999999","93766.467000000004","188739.91293970001","37063.222999999998","150471.49593970002","1205.194",,"4744575.9664399996","2440289.3879999998",,"2050371.4924399999","253915.08600000001","220482.86600000001","3363615.3813899998","10247414.520060301","8936133.4890000001"
2003-06-01,"7899376.7369999997","2389145.878","5510230.8590000002","1142394.7290000001","4367836.13","0",,"20781421.443916403","8010879.8290000008","409169.78100000002","7601527.0480000004","183",,"12558279.020000001","143861.57199999999","12077258.210000001","230698.78400000001","106460.454","212262.5949164","44275.094999999994","166782.27891640001","1205.221",,"5268630.3035600008","2445342.7480000001",,"2578867.46856","244420.087","221395.541","3352624.8832399999","10133804.590083601","8884211"
2003-07-01,"8322721.9570000004","2449231.9550000001","5873490.0020000003","1163047.5959999999","4710442.4060000004","0",,"20995891.0215967","8314036.0219999999","461105.32699999999","7852842.6950000003","88",,"12464423.702000001","153281.04800000001","12040934.393000001","207716.92800000001","62491.332999999999","217431.29759670002","40255.543000000005","175981.63459670002","1194.1199999999999",,"4958657.8906800002","2565392.2519999999",,"2147708.1326800003","245557.50600000002","224947.60800000001","3356541.1840500003","9991067.9804033004","9071475.1649999991"
2003-08-01,"8388381.5480000004","2469227.15","5919154.398","1138386.1810000001","4780768.2170000002","0",,"21138345.623141304","8422440.6940000001","455355.8","7966995.8940000003","89",,"12510385.715000002","116422.8","12135552.494000001","203088.84899999999","55321.572","205519.21414130001","38129.381000000001","166190.0161413","1199.817",,"4880186.7478400003","2573631.6750000003",,"2060565.91784","245989.155","228776.91899999999","3310485.8521811003","10232593.9808587","9324478.3550000004"
2003-09-01,"8547279.4220000003","2450985.3939999999","6096294.0279999999","1210943.7860000001","4885350.2419999996","0",,"21239023.265561901","8606377.5800000001","428894.571","8177414.0089999996","69",,"12346738.593","95303.438999999998","12038848.714","142040.016","70546.423999999999","285907.09256190003","56750.413","227958.34956190002","1198.33",,"5110811.0129199987","2295010.8939999999",,"2570140.0249199998","245660.09399999998","229935.723","3375338.7916910998","10223039.645438099","9426449.0749999993"
2003-10-01,"8103379.631000001","2623735.6970000002","5479643.9340000004","1188077.723","4291566.2110000001","0",,"20306837.9309825","8225863.6349999998","462645.33600000001","7763150.2989999996","68",,"11858481.904000001","83463.385999999999","11571446.662","132822.38","70749.475999999995","222492.3919825","44839.309000000001","176450.6289825","1202.454",,"4830390.4440000001","2426341.2370000002",,"2155263.156","248786.05100000001","232598.745","3384674.5639775004","10495766.2860175","9508290.6319999993"
2003-11-01,"8433054.9129999988","2646297.0980000002","5786757.8149999995","1251003.1850000001","4535754.63","0",,"20201510.595998701","8351738.0559999999","434857.967","7916813.0889999997","67",,"11610457.973999999","74510.097999999998","11344206.466","128553.857","63187.553","239314.56599869998","52119.750999999997","185985.15599869998","1209.6590000000001",,"5007856.6890799999","2469530.5349999997",,"2305065.7110800003","233260.443","231985.47899999999","3387942.8105894998","10420324.963001302","9692196.7899999991"
2003-12-01,"9206097.1229999997","3193035.1239999998","6013061.9990000008","1338696.6780000001","4674365.3210000005","0",,"20705450.2985758","9012853.148","518907.62599999999","8493881.5219999999","64",,"11486400.573999999","69424.19200000001","11252520.030999999","117150.94","47305.411","206196.57657580002","52142.370999999999","152838.6135758","1215.5920000000001",,"5235067.8732799999","2180702.1829999997",,"2846799.5232799998","207566.16699999999","228134.236","3434689.6481502","10425258.5084242","9993567.7290000003"
2004-01-01,"8878442.7721900009","2690186.5102200001","6188256.2619700003","1189767.4786","4998488.7833700003","0",,"20411102.9280596","8980235.0435399991","452133.39976999996","8527955.9300800003","145.71369000000001",,"11198606.3927","48938.506750000008","11032993.33495","100449.22499999999","16225.325999999999","232261.49181960002","37325.029580000002","193728.30871960003","1208.1535199999998",,"5088200.6683599995","2599152.79",,"2285819.7663599998","203228.11200000002","229329.58600000001","3454661.9322656002","10474031.527471321","9940084.2379999999"
2004-02-01,"8625934.4919999987","2702238.8119999999","5923695.6799999997","1267417.0630000001","4656278.6169999996","0",,"19926922.183310002","8650315.8249999993","440747.94","8209442.8849999998","125",,"11049915.488","52145.675000000003","10887277.346999999","93579.326000000001","16913.14","226690.87031","40298.788999999997","185183.04431","1209.037",,"5182643.7313999999","2597212.6869999999",,"2382376.3534000004","203054.69099999999","233370.356","3438478.6132970001","10335355.993751381","9911301.3910000008"
2004-03-01,"8662657.0989999995","2494378.9369999999","6168278.1620000005","1193340.9750000001","4974937.1869999999","0",,"19444467.788608003","8307343.2590000005","446790.19","7860420.0690000001","133",,"10920667.198000001","43741.012999999999","10792615.561000001","83604.168000000005","706.45600000000002","216457.33160799998","37015.892","178229.21660799999","1212.223",,"5623383.2235199995","2865442.9360000002",,"2556670.3175199996","201269.97","240457.60500000001","3543100.5211148001","10427454.859514764","10059002.778999999"
2004-04-01,"8493266.3629999999","2672383.8020000001","5820882.5609999998","1129559.7150000001","4691322.8459999999","0",,"18935684.305374004","7807168.2760000005","454849.43099999998","7349723.6560000004","123","2472.1889999999999","10908442.075000001","45322.084000000003","10781817.614","73259.297999999995","8043.0789999999997","220073.95437399996","34319.194000000003","184540.22237399998","1214.538",,"5696318.9375600005","3039259.7940000002",,"2459495.1145600001","197564.02899999998","242823.94","3560782.7646717001","10320568.775769223","9853751.6267461926"
2004-05-01,"8813942.5720000006","2607354.693","6206587.8789999997","1245192.817","4961395.0619999999","0",,"19109449.294140004","7731449.0940000005","439102.23499999999","7282545.2439999999","84","9717.6149999999998","11162411.044000002","65716.423999999999","10964172.280000001","71392.262000000002","61130.078000000001","215589.15614000001","54913.578000000001","159453.89814","1221.68",,"5622316.3245999999","2978808.15",,"2443606.0036000004","199902.171","247427.557","3584073.1454130001","10380994.470023682","9883660.4334923867"
2004-06-01,"8216618.5510000009","2777063.094","5439555.4570000004","1303464.3810000001","4136091.0759999999","0",,"18755280.664672002","6249873.6620000014","552533.28600000008","5661861.2880000006","94","35385.088000000003","12276995.372","114363.45","12071597.533","58132.146999999997","32902.241999999998","228411.63067199997","43015.824999999997","184172.80867199998","1222.9970000000001",,"6048871.6106799999","3258599.301",,"2581709.0866800002","208563.223","245595.07699999999","2790560.9376960001","10278146.548532603","9789318.4869847707"
2004-07-01,"8208819.5932900012","2969547.8840000001","5239271.7092900006","1262439.8334899999","3943893.5268000001","32938.349000000002",,"19105137.792438","6185587.6349999998","687245.94299999997","5424614.2579999994","60","73667.433999999994","12708136.094000001","136219.024","12479976.505999999","55879.116000000002","36061.447999999997","211414.06343800001","42441.504999999997","167751.469438","1221.0889999999999",,"5775404.6673765657","3161734.4419999998",,"2408032.6163765658","205637.609","247390.821","2866875.5877747","10419988.579561999","9825589.7287309654"
2004-08-01,"8346595.8369999994","2953561.1949999998","5393034.642","1254646.1040000001","4099902.3259999999","38486.212",,"19530289.558735996","6181727.2790000001","740323.65500000003","5333708.4400000004","63","107632.18399999999","13105713.877999999","146306.06200000001","12831912.539999999","55343.644","72151.631999999998","242848.401736","45800.57","195822.70173599999","1225.1300000000001",,"5890058.4704662627","3332322.2560000001",,"2354276.5844662627","203459.63","250151.90700000001","2892221.0705008004","10506699.465264","10019403.727969544"
2004-09-01,"8370815.5660000006","2995944.7280000001","5374870.8380000005","1281266.5490000001","4042938.091","50666.197999999997",,"19938441.463268001","6332734.9750000006","793752.74300000002","5404352.7340000002","8810.491","125819.007","13369292.957","155669.889","13037611.541999999","69360.989000000001","106650.537","236413.53126799999","47377.252","187822.66826799998","1213.6110000000001",,"6232976.746859394","3340040.3619999997",,"2690746.9858593941","202189.39899999998","256166.39799999999","2905626.6468280004","10543815.623731999","10160678.767461928"
2004-10-01,"8468472.0289999992","3118356.7829999998","5350115.2460000003","1242008.1569999999","3971955.7170000002","136151.372",,"20127703.402566001","6429150.3459999999","833354.08499999996","5469330.443","11166.764999999999","115299.053","13467716.484999999","177473.77799999999","13110628.539999999","79472.501000000004","100141.666","230836.571566","55221.35","174399.150566","1216.0709999999999",,"6282505.0119490921","3566249.111",,"2510669.0689490912","205586.83199999999","259210.27100000001","2895700.2784703998","10406676.189433999","10319822.875700507"
2004-11-01,"8530855.4729999993","3109938.392","5420917.0809999993","1315960.977","4048916.9750000001","56039.129000000001",,"20250876.013332002","6520407.9969999995","812390.30299999996","5583700.7769999998","11815.044","112501.87300000001","13490770.485000001","190064.26","13035000.853","158898.99299999999","106806.379","239697.53133199998","66419.298999999999","172057.910332","1220.3219999999999",,"6603778.2346456572","3429527.821",,"2971284.7876456566","202965.62600000002","263541.69","2854066.0494168955","10382783.225668","10574665.022446701"
2004-12-01,"9371502.6799999997","3865381.4359999998","5506121.2440000009","1392456.084","3994672.3450000002","118992.815",,"20822349.007864002","6907771.0190000003","997469.39099999995","5762141.3430000003","11280.504999999999","136879.78","13694223.932","210119.277","13258108.233999999","105789.14599999999","120207.27499999999","220354.05686399998","41210.839999999997","177920.08586399999","1223.1310000000001",,"6274123.8130387878","3149011.057",,"2922052.6880387878","203060.068","269765.46399999998","2809171.0276939999","10270889.553136","10441537.454939086"
2005-01-01,"8770917.4819299988","3320524.8819300001","5450392.5999999996","1354350.69","3972585.01","123456.9",,"20936497.383989997","6928749.2600000007","927962.07","5848501.4900000002","9749.8700000000008","142535.82999999999","13773457.119999999","179223.57","13326437.58","106767.45","161028.51999999999","234291.00398999997","44978.746529999997","188057.35065999997","1221.4886200000001","33.41818","5892035.8963153549","3510058.7855000007","0","2179283.2918153536","202693.81900000002","270249.67599999998","2817122.0092799999","10296504.030185012","10438786.26951886"
2005-02-01,"8592817.461480001","3272207.5392200011","5320609.9222600004","1339622.4187399999","3845656.758630001","135330.74489",,"21213949.641645998","6861806.8490499994","949143.27549999987","5773252.5073099993","8707.5010699999984","130703.56517","14089528.819569999","221117.66836000004","13585962.288269999","111367.87677000002","171080.98616999999","262613.97302599996","50116.263070000001","211237.65873599998","1223.0361700000001","37.015050000000002","6013884.8948113201","3634316.3551900005","0","2175833.0971705196","203735.44245080004","272364.68584420002","2814932.3785596881","10379911.272758778","10505119.951484149"
2005-03-01,"8477037.2954099998","3214677.4009000002","5262359.89451","1292137.6278300004","3827442.0361100002","142780.23056999999",,"21138692.102518","6830757.6436299998","928153.32881999994","5754727.0533199999","8235.8145999999997","139641.44689000002","14049237.609649999","217014.45574000003","13558455.228149999","102255.72509000001","171512.20066999999","258696.849238","63325.063850000006","194108.80008799999","1222.1385499999999","40.84675","6144691.5873410497","3614978.4452300002","0","2325610.18774065","204102.95437039997","279256.73530080001","2763055.8799292841","10546153.547119008","10427218.153743532"
2005-04-01,"8857094.8877900001","3556461.5163799999","5300633.3714100001","1235262.40729","3916520.0032900004","148850.96083000003",,"22134010.280698001","7300551.5395799996","982216.43402999989","6166685.8440100001","7679.8314900000005","143969.43005","14583929.420450002","251664.98505000005","14027522.999510001","106563.85555000002","198177.58033999999","249529.32066799997","70231.844900000011","178032.85735799998","1220.3524500000001","44.26596","6628322.3001742503","4131599.4647499998","0","2289902.53253305","206820.30289119997","277781.93596439995","2758521.452629684","10510789.04244101","10552475.512831133"
2005-05-01,"8906721.3471900001","3552434.9242700003","5354286.4229199998","1320128.18582","3923027.1996399993","111131.03746000001",,"22274118.432187997","7363957.8077699998","956615.98545999988","6241120.4432999995","7538.1914100000004","158683.18760000003","14674971.792039998","223738.87638","14056807.483339999","89159.615769999989","305265.81654999999","235188.83237800005","49930.346340000004","183966.39748800002","1238.75396","53.334589999999999","6449341.35951465","4058961.0664900001","0","2183024.20565665","207356.08736799998","281662.70132280001","2784509.6713260841","10479690.772776611","10534651.657982735"
2005-06-01,"8891050.5329299998","3670032.0855899998","5221018.4473399995","1311304.7993399997","3820892.3762599998","88821.271740000011",,"22125616.869931202","7197043.2679500002","1009911.1393500001","6020997.8824400008","4311.5083900000009","161822.73777000001","14699747.999189999","228743.39854000002","14065436.59076","81600.278399999981","323967.73148999998","228825.60279120001","45462.81856","182068.03164119998","1235.8404800000001","58.912109999999998","6887630.043264932","3811270.6343699996","334682.72646028246","2524079.8564954507","217596.8259392","287989.20404640003","2767967.5022036843","10826082.147520179","10676889.280165531"
2005-07-01,"9178572.3962200005","3848861.8106900002","5329710.5855299998","1453505.9176800002","3808241.1318899998","67963.535960000008",,"22342375.576317001","7265364.5602599988","1018298.9195999999","6072326.1897899993","3735.05015","171004.40071999998","14839192.938410001","292061.37303999998","14152595.38374","73524.932489999992","321011.24913999997","237818.07764700003","54976.267610000003","181560.561487","1226.4741900000001","54.774360000000001","7235526.2706790157","4679412.8609599983","245896.18941366364","2095966.5600628536","214250.66024249999","289544.58464650006","2901282.3671464897","10658922.660844238","10666315.721055362"
2005-08-01,"9753095.9255600013","4031246.70952","5721849.2160400003","1541381.07372","4053690.2212200002","126777.92110000001",,"22693825.824964199","7453831.93824","1160257.3583399998","6102658.8749299999","3186.44677","187729.25819999998","14985603.26089","287112.05786","14301645.41034","66446.666339999996","330399.12635000004","254390.62583420001","51766.356009999996","201332.97613420003","1222.7557899999999","68.537899999999993","7015597.3296535518","4494665.1874399995","214103.31623493001","2092411.6434408224","214417.18253779996","289506.51766240003","2912150.5091638928","10682061.63677495","10760230.548239177"
2005-09-01,"9937703.7665700018","4255116.8083700007","5682586.9582000012","1548880.1906500002","4025948.8376300004","107749.78345999999","8.1464599999999994","22892506.242102802","7606209.4892500006","1280099.0339000002","6132724.8019700013","3152.3171500000003","190233.33622999996","15056727.70421","338970.44659999997","14335540.00632","60404.519220000002","321812.73207000003","229569.04864280001","50096.692590000006","178198.51833279998","1216.4379900000001","57.399730000000005","7073733.956413311","4608501.0969199995","221708.6405094552","2030625.6712722564","212898.54771160003","293301.08898340003","2962613.7437708001","10696422.842277169","11189102.654217388"
