"MES","FBCB01","FBCB02","FBCB03","FBCB04","FBCB05","FBCB06","FBCB07","FBCB08","FBCB09","FBCB10","FBCB11","FBCB12","FBCB13","FBCB14","FBCB15"
2008-03-01,"6621173.5517600002","9173950.6909374353","-2552777.1391774351","0","890637.571184","-890637.571184","0","6372460.3332720008","-6372460.3332720008","0","757704.78269399994","-757704.78269399994","6621173.5517600002","17194753.378087435","-10573579.826327436"
2008-04-01,"6804914.865975","8937739.2418149579","-2132824.375839958","0","925705.00720799994","-925705.00720799994","0","6679819.5594930006","-6679819.5594930006","0","1447680.3192220002","-1447680.3192220002","6804914.865975","17990944.127737958","-11186029.261762958"
2008-05-01,"6986924.5264624218","8154539.9671226731","-1167615.4406602513","0","985462.94161760004","-985462.94161760004","0","6734440.3993627997","-6734440.3993627997","0","2297278.0398276001","-2297278.0398276001","6986924.5264624218","18171721.347930674","-11184796.821468253"
2008-06-01,"7097211.7991093369","8172423.8197139148","-1075212.0206045778","0","1047247.9876072","-1047247.9876072","0","6233701.1001092","-6233701.1001092","0","3493712.6541459998","-3493712.6541459998","7097211.7991093369","18947085.561576314","-11849873.762466978"
2008-07-01,"8217458.9575829636","10098861.736806829","-1881402.7792238649","0","1109202.3275024001","-1109202.3275024001","0","6379260.1885383995","-6379260.1885383995","0","3711084.5151579999","-3711084.5151579999","8217458.9575829636","21298408.768005628","-13080949.810422665"
2008-08-01,"8214144.7834493443","10396914.957165875","-2182770.1737165302","0","1068836.3631255999","-1068836.3631255999","0","6638871.2640932994","-6638871.2640932994","0","4080747.0191425001","-4080747.0191425001","8214144.7834493443","22185369.603527274","-13971224.82007793"
2008-09-01,"8212356.910058205","9781366.4284171443","-1569009.5183589393","0","1100229.6936643999","-1100229.6936643999","0","6674172.6708915001","-6674172.6708915001","0","4605324.6719107004","-4605324.6719107004","8212356.910058205","22161093.464883745","-13948736.554825541"
2008-10-01,"8620586.6963024009","10752137.016337497","-2131550.3200350963","0","1113671.5347932","-1113671.5347932","0","6872315.374256501","-6872315.374256501","0","3459993.7891345005","-3459993.7891345005","8620586.6963024009","22198117.714521699","-13577531.018219298"
2008-11-01,"8762629.9811278526","11256030.433708273","-2493400.4525804203","0","1152227.2248232001","-1152227.2248232001","0","6982250.8191329995","-6982250.8191329995","0","3161526.9784053001","-3161526.9784053001","8762629.9811278526","22552035.456069771","-13789405.474941919"
2008-12-01,"8909853.7007267643","10207424.684273286","-1297570.9835465215","0","1071736.4997532","-1071736.4997532","0","6060150.2771793995","-6060150.2771793995","0","3502400.4762840993","-3502400.4762840993","8909853.7007267643","20841711.937489983","-11931858.236763218"
2009-01-01,"9047580.1424920466","10850505.141642336","-1802924.9991502892","0","1133286.6272532002","-1133286.6272532002","0","6045902.9792702002","-6045902.9792702002","0","3582120.1113805003","-3582120.1113805003","9047580.1424920466","21611814.859546237","-12564234.71705419"
2009-02-01,"9114654.2671885844","11614692.771954512","-2500038.5047659278","0","1145457.9679932001","-1145457.9679932001","0","6303658.8919193","-6303658.8919193","0","3207860.0818635002","-3207860.0818635002","9114654.2671885844","22271669.713730514","-13157015.44654193"
2009-03-01,"9120921.0911779255","12328273.191150798","-3207352.0999728721","0","1142223.0874232","-1142223.0874232","0","6452894.0471526003","-6452894.0471526003","0","3191629.0609744","-3191629.0609744","9120921.0911779255","23115019.386700999","-13994098.295523074"
2009-04-01,"9141519.7318625227","15250470.212264162","-6108950.4804016389","0","1150205.8756432","-1150205.8756432","0","6450785.1159915002","-6450785.1159915002","0","1383007.6722473002","-1383007.6722473002","9141519.7318625227","24234468.876146164","-15092949.144283641"
2009-05-01,"9175456.2416043989","16317596.246413678","-7142140.004809279","0","1190689.9956632","-1190689.9956632","0","6335290.0207382003","-6335290.0207382003","0","1543684.9159500001","-1543684.9159500001","9175456.2416043989","25387261.178765077","-16211804.937160678"
2009-06-01,"9203369.0336943232","16171474.158233579","-6968105.1245392561","0","1266331.7835432","-1266331.7835432","0","6197786.533214299","-6197786.533214299","0","1212852.0491191002","-1212852.0491191002","9203369.0336943232","24848444.524110176","-15645075.490415853"
2009-07-01,"9221719.7844025996","17226548.894845355","-8004829.1104427557","0","1326306.3492732001","-1326306.3492732001","0","5973923.4431582","-5973923.4431582","0","1252786.0326808","-1252786.0326808","9221719.7844025996","25779564.719957557","-16557844.935554957"
2009-08-01,"9464105.4942082688","17494070.871924952","-8029965.3777166829","0","1332881.6286231999","-1332881.6286231999","0","5953206.5231774002","-5953206.5231774002","0","969194.21516879986","-969194.21516879986","9464105.4942082688","25749353.238894351","-16285247.744686082"
2009-09-01,"9508039.8963770848","16941283.810670819","-7433243.9142937344","0","1393820.7785132001","-1393820.7785132001","0","5892334.8422965007","-5892334.8422965007","0","1122618.9154566999","-1122618.9154566999","9508039.8963770848","25350058.346937221","-15842018.450560136"
2009-10-01,"9516367.0472101867","15724377.883507825","-6208010.8362976387","0","1428266.8856132","-1428266.8856132","0","5830944.1116377003","-5830944.1116377003","0","1402383.2124858","-1402383.2124858","9516367.0472101867","24385972.093244527","-14869605.04603434"
2009-11-01,"9523904.5906263795","15596729.576868551","-6072824.9862421714","0","1509197.2609531998","-1509197.2609531998","0","5698927.6567889005","-5698927.6567889005","0","1529210.9252386999","-1529210.9252386999","9523904.5906263795","24334065.419849351","-14810160.829222972"
2009-12-01,"9529623.429569371","13821053.885380568","-4291430.4558111969","0","1448086.2597232002","-1448086.2597232002","0","4904529.3951596003","-4904529.3951596003","0","1393815.5294087001","-1393815.5294087001","9529623.429569371","21567485.06967207","-12037861.640102699"
2010-01-01,"9535059.1605773419","13878443.655973904","-4343384.4953965619","0","1549651.2745132002","-1549651.2745132002","0","4813349.1901158998","-4813349.1901158998","0","1339940.5899369998","-1339940.5899369998","9535059.1605773419","21581384.710540004","-12046325.549962662"
2010-02-01,"9797432.7669611126","13365308.252729896","-3567875.4857687838","0","1557652.9534632","-1557652.9534632","0","4924228.3025193","-4924228.3025193","0","1848676.4178606998","-1848676.4178606998","9797432.7669611126","21695865.926573098","-11898433.159611985"
2010-03-01,"9652773.7255308256","14293130.572668267","-4640356.8471374419","0","1508751.3238732","-1508751.3238732","0","4820153.5888566002","-4820153.5888566002","0","1564927.8297603999","-1564927.8297603999","9652773.7255308256","22186963.315158468","-12534189.589627642"
2010-04-01,"9659099.0383922439","16130570.381173274","-6471471.3427810296","0","1552649.4323032","-1552649.4323032","0","5129933.0672617005","-5129933.0672617005","0","1381683.6265658999","-1381683.6265658999","9659099.0383922439","24194836.507304072","-14535737.468911828"
2010-05-01,"9668501.6874224395","16778829.721063823","-7110328.0336413831","0","1592215.6373731999","-1592215.6373731999","0","4843417.9250703994","-4843417.9250703994","0","1375412.8083772","-1375412.8083772","9668501.6874224395","24589876.09188462","-14921374.404462181"
2010-06-01,"9682308.8460074086","17280669.490672581","-7598360.6446651723","0","1638750.6242232001","-1638750.6242232001","0","5493768.8754164996","-5493768.8754164996","0","1320997.7461687999","-1320997.7461687999","9682308.8460074086","25734186.736481078","-16051877.890473669"
2010-07-01,"9693175.6800464783","18115475.763317354","-8422300.0832708757","0","1676713.4719932","-1676713.4719932","0","5997420.0217366004","-5997420.0217366004","0","1355522.2468525004","-1355522.2468525004","9693175.6800464783","27145131.503899656","-17451955.82385318"
2010-08-01,"9791427.9140530452","19045164.546550866","-9253736.632497821","0","1697275.1470832","-1697275.1470832","0","6400325.6078650001","-6400325.6078650001","0","1344506.8590653997","-1344506.8590653997","9791427.9140530452","28487272.160564467","-18695844.246511422"
2010-09-01,"9753324.3667033967","19361684.65712383","-9608360.2904204335","0","1786939.6034631999","-1786939.6034631999","0","6800754.4583441","-6800754.4583441","0","1426502.4291294999","-1426502.4291294999","9753324.3667033967","29375881.148060631","-19622556.781357236"
2010-10-01,"9792233.1392551642","19552465.630331848","-9760232.4910766836","0","1848998.5270332","-1848998.5270332","0","7250689.639982501","-7250689.639982501","0","1346310.1489720999","-1346310.1489720999","9792233.1392551642","29998463.946319647","-20206230.807064481"
2010-11-01,"9935588.3011376951","19693755.23353032","-9758166.9323926251","0","1805165.6787776002","-1805165.6787776002","0","7456245.4097511992","-7456245.4097511992","0","1361012.7950003999","-1361012.7950003999","9935588.3011376951","30316179.117059521","-20380590.815921828"
2010-12-01,"10215179.760334298","18906911.313368607","-8691731.5530343093","0","1791991.7112963998","-1791991.7112963998","0","7149159.5045942003","-7149159.5045942003","0","1400834.2494660001","-1400834.2494660001","10215179.760334298","29248896.778725207","-19033717.018390909"
2011-01-01,"10219703.471415853","19982590.117012847","-9762886.6455969941","0","1843930.8106063998","-1843930.8106063998","0","7576371.4896982005","-7576371.4896982005","0","1212494.3047334","-1212494.3047334","10219703.471415853","30615386.722050849","-20395683.250634998"
2011-02-01,"10378496.381381204","20387735.432257343","-10009239.050876139","0","1860737.6245052","-1860737.6245052","0","8111707.8789895996","-8111707.8789895996","0","1416798.3544823998","-1416798.3544823998","10378496.381381204","31776979.290234543","-21398482.908853337"
2011-03-01,"10217773.154698804","19654768.558895893","-9436995.4041970894","0","1888493.321884","-1888493.321884","0","8199667.6835459992","-8199667.6835459992","344680.64382","1334900.67193","-990220.02810999996","10562453.798518805","31077830.236255892","-20515376.437737085"
2011-04-01,"10221850.589773359","21307824.474905126","-11085973.885131767","0","1967253.7692584","-1967253.7692584","0","9095544.7109166998","-9095544.7109166998","371149.97289999999","943046.24636019988","-571896.27346019982","10593000.562673358","33313669.201440427","-22720668.638767071"
2011-05-01,"10225919.276841456","22135877.145637549","-11909957.868796093","0","2051446.6328984001","-2051446.6328984001","0","9470394.1060515009","-9470394.1060515009","504434.43244999996","1112621.1130275","-608186.68057750002","10730353.709291456","34770338.99761495","-24039985.288323492"
2011-06-01,"10261208.545599625","21081905.187973257","-10820696.642373633","0","2012688.9365028003","-2012688.9365028003","0","9742343.5965716001","-9742343.5965716001","688885.82681","1266362.5607443999","-577476.7339343999","10950094.372409625","34103300.281792052","-23153205.909382425"
2011-07-01,"10265000.044399966","21445116.594355356","-11180116.54995539","0","2088717.7789371999","-2088717.7789371999","0","10455434.0792883","-10455434.0792883","696843.02064999996","1556234.4522547","-859391.43160470005","10961843.065049965","35545502.904835552","-24583659.839785587"
2011-08-01,"10268914.80559439","22635617.645058554","-12366702.839464163","0","2111471.2561071999","-2111471.2561071999","0","11028428.073784301","-11028428.073784301","1122107.48844","1408671.8976741","-286564.40923410002","11391022.29403439","37184188.872624151","-25793166.57858976"
2011-09-01,"10272743.333715111","22745194.420992739","-12472451.087277628","0","2095704.5557972","-2095704.5557972","0","11253558.587669399","-11253558.587669399","1157722.2267199999","1518209.1832161997","-360486.95649619983","11430465.560435111","37612666.747675538","-26182201.187240429"
2011-10-01,"10276945.292140743","23008424.887139738","-12731479.594998995","0","2518216.4823272","-2518216.4823272","0","11620581.377543103","-11620581.377543103","1659156.72749","1285586.7296986","373569.99779139995","11936102.019630743","38432809.476708636","-26496707.457077891"
2011-11-01,"10280373.010582499","22895613.478353031","-12615240.467770532","0","2955344.5290516","-2955344.5290516","0","11681798.239780396","-11681798.239780396","2832577.22829","1534079.4305256","1298497.7977644","13112950.238872498","39066835.67771063","-25953885.438838132"
2011-12-01,"10233351.568457114","20711808.708880972","-10478457.140423859","0","2929277.0814016005","-2929277.0814016005","0","10997659.748119799","-10997659.748119799","3241375.8665500004","2009048.1214270003","1232327.7451230001","13474727.435007114","36647793.659829371","-23173066.224822257"
2012-01-01,"10237866.466994442","23603113.176778153","-13365246.709783711","0","3161048.5088016","-3161048.5088016","0","11313448.725441201","-11313448.725441201","3244169.8151400001","1945459.2045662","1298710.6105738","13482036.282134442","40023069.61558716","-26541033.333452716"
2012-02-01,"10242093.283989802","23954590.151794028","-13712496.867804226","0","3209309.2675716006","-3209309.2675716006","0","11891346.9706118","-11891346.9706118","3268811.3543400001","1902539.5051364002","1366271.8492035998","13510904.638329802","40957785.895113826","-27446881.256784022"
2012-03-01,"10111653.837807706","23576448.789121829","-13464794.951314123","0","3401423.1917216","-3401423.1917216","0","12415535.169905001","-12415535.169905001","3735571.0526100001","1997578.1800212001","1737992.8725888","13847224.890417706","41390985.330769628","-27543760.440351922"
2012-04-01,"10115697.028389722","24027212.448996741","-13911515.420607019","0","3452643.5147516001","-3452643.5147516001","0","12747108.637544001","-12747108.637544001","4086943.6870399998","2142073.5068760002","1944870.1801639996","14202640.715429721","42369038.108168341","-28166397.392738618"
2012-05-01,"10119302.579173941","24738117.780087743","-14618815.200913802","0","3585497.0112116002","-3585497.0112116002","0","13447993.539242798","-13447993.539242798","4127849.4997199997","2080840.4653915998","2047009.0343283999","14247152.078893941","43852448.795933738","-29605296.717039797"
2012-06-01,"10123145.124862647","23854334.968488727","-13731189.84362608","0","3641511.6425016001","-3641511.6425016001","0","13863793.089910001","-13863793.089910001","4322261.7095799996","2216839.8387450003","2105421.8708349993","14445406.834442645","43576479.539645329","-29131072.705202684"
2012-07-01,"10127110.454592509","25130690.701593895","-15003580.247001385","0","3757659.8971916004","-3757659.8971916004","0","14308701.624099601","-14308701.624099601","4386805.7247799998","2389496.8499453999","1997308.8748345999","14513916.179372508","45586549.072830498","-31072632.89345799"
2012-08-01,"10131157.060354674","26102711.643469386","-15971554.583114712","0","3825980.7867415999","-3825980.7867415999","0","14701612.419065399","-14701612.419065399","4555004.5169500001","2697314.5888398001","1857689.9281102","14686161.577304674","47327619.438116185","-32641457.860811509"
2012-09-01,"10134948.215867937","26004919.669736527","-15869971.45386859","0","3929761.6537516001","-3929761.6537516001","0","14574149.207517397","-14574149.207517397","5367204.9426799994","2617456.3093703999","2749748.6333095995","15502153.158547936","47126286.840375923","-31624133.681827985"
2012-10-01,"10138998.174373025","29995091.75456062","-19856093.580187596","0","3990290.6835316001","-3990290.6835316001","0","15088605.8223616","-15088605.8223616","7008064.5023400001","3105656.1309782006","3902408.3713617995","17147062.676713027","52179644.391432017","-35032581.71471899"
2012-11-01,"10142650.930216338","29387698.44571365","-19245047.515497312","0","4092845.4524016003","-4092845.4524016003","0","15063996.548823001","-15063996.548823001","7036339.0897199996","3118590.0097587998","3917749.0799611998","17178990.019936338","51663130.456697054","-34484140.436760716"
2012-12-01,"10145968.422704667","25867339.882572144","-15721371.459867477","0","4127381.5343516003","-4127381.5343516003","0","13879102.320947802","-13879102.320947802","8004696.8678700002","3592681.6174821998","4412015.2503878009","18150665.290574666","47466505.35535375","-29315840.064779084"
2013-01-01,"10150299.980343275","28327175.148129307","-18176875.167786032","0","4153734.7178816004","-4153734.7178816004","0","13720145.434208801","-13720145.434208801","8012638.6932800002","3503825.8309872001","4508812.8622928001","18162938.673623275","49704881.131206907","-31541942.457583632"
2013-02-01,"10154132.682619121","29097825.379431225","-18943692.696812104","0","4200639.5621215999","-4200639.5621215999","0","14530993.167846801","-14530993.167846801","8159568.5779200001","3739811.0939858002","4419757.4839341994","18313701.260539122","51569269.203385428","-33255567.942846306"
2013-03-01,"10025382.503412955","28909336.130126934","-18883953.62671398","0","4287788.7701716004","-4287788.7701716004","0","15151441.283771999","-15151441.283771999","8247346.4621799998","4170635.0970345996","4076711.3651454002","18272728.965592954","52519201.281105131","-34246472.31551218"
2013-04-01,"10029005.718715716","30465015.127913903","-20436009.409198187","0","4377783.9775616005","-4377783.9775616005","0","15833349.382541999","-15833349.382541999","8587454.2077900004","4288202.9484770009","4299251.2593129994","18616459.926505715","54964351.436494499","-36347891.509988785"
2013-05-01,"10032726.909591915","30457216.770142235","-20424489.860550322","0","4484739.5674516009","-4484739.5674516009","0","16146385.269730201","-16146385.269730201","8857258.1960799992","4787525.0416720007","4069733.1544079985","18889985.105671912","55875866.64899604","-36985881.543324128"
2013-06-01,"10036471.562839201","28949150.549908739","-18912678.98706954","0","4575910.9750915999","-4575910.9750915999","0","16442200.081082601","-16442200.081082601","9323291.4294600002","5046129.9038500013","4277161.525609999","19359762.992299199","55013391.509932943","-35653628.517633744"
2013-07-01,"10040293.476231836","30462302.825182781","-20422009.348950945","0","4678512.3333316008","-4678512.3333316008","0","16738864.000559","-16738864.000559","9871962.4196799975","5941766.7831816012","3930195.6364983963","19912255.895911835","57821445.942254983","-37909190.046343148"
2013-08-01,"10044212.706711099","34046352.58820089","-24002139.881489791","0","4772329.5894416003","-4772329.5894416003","0","17316814.849716198","-17316814.849716198","10120041.90498","5328676.2808307996","4791365.6241492005","20164254.611691099","61464173.308189481","-41299918.696498379"
2013-09-01,"10047710.907671971","33990849.45627445","-23943138.548602477","0","4850109.0486316001","-4850109.0486316001","0","17699340.589611005","-17699340.589611005","10325056.972209999","5177902.8839666005","5147154.0882433988","20372767.879881971","61718201.978483655","-41345434.098601684"
2013-10-01,"10051640.980123904","33976685.808361575","-23925044.828237671","0","4924918.5590316001","-4924918.5590316001","0","17674606.327551201","-17674606.327551201","10782451.81935","5929799.4283095989","4852652.3910404015","20834092.799473904","62506010.123253971","-41671917.323780067"
2013-11-01,"10055539.336060461","33919887.773239873","-23864348.437179413","0","5009246.5047515994","-5009246.5047515994","0","17385968.841037802","-17385968.841037802","11164774.129220001","6110213.170566","5054560.9586540014","21220313.465280462","62425316.289595276","-41205002.824314818"
2013-12-01,"10058963.734199964","29377627.498630214","-19318663.764430251","0","4798833.4388716007","-4798833.4388716007","0","15040875.767203599","-15040875.767203599","12495927.498189999","7150652.3403762002","5345275.1578137986","22554891.232389964","56367989.045081615","-33813097.812691651"
2014-01-01,"10063326.126557149","31787031.799662847","-21723705.673105698","0","4865662.8968115998","-4865662.8968115998","0","14124996.6079544","-14124996.6079544","12506276.750089997","7171785.2300128015","5334491.5200771959","22569602.876647145","57949476.53444165","-35379873.657794505"
2014-02-01,"10067106.532266235","32397005.84897919","-22329899.316712953","0","4928448.9497016007","-4928448.9497016007","0","14475602.155654","-14475602.155654","12880063.202100001","7055233.2114135996","5824829.9906864017","22947169.734366238","58856290.165748388","-35909120.431382149"
2014-03-01,"9940115.0750196166","32985888.226479236","-23045773.151459619","0","5124079.0275116004","-5124079.0275116004","0","15102559.080212001","-15102559.080212001","13184720.675550001","7266569.1015568003","5918151.5739932004","23124835.750569619","60479095.435759641","-37354259.685190022"
2014-04-01,"9943410.3678592648","33341496.002282996","-23398085.634423733","0","5179782.6791343996","-5179782.6791343996","0","15716316.288592001","-15716316.288592001","13570352.314989997","7920914.3207185995","5649437.9942713976","23513762.682849262","62158509.290728003","-38644746.607878745"
2014-05-01,"9946934.890653329","33683782.161658056","-23736847.271004729","0","5296535.2017844003","-5296535.2017844003","0","15708998.288380202","-15708998.288380202","13882831.303490002","9063318.6770653985","4819512.6264246032","23829766.194143333","63752634.328888059","-39922868.134744726"
2014-06-01,"9950658.5024247114","32634425.775529016","-22683767.273104303","0","5455192.6865344001","-5455192.6865344001","0","15875937.713415001","-15875937.713415001","14468611.521400001","9518679.7769540008","4949931.7444460001","24419270.023824714","63484235.952432416","-39064965.928607702"
2014-07-01,"9954359.1613691505","34995745.349312156","-25041386.187943004","0","5513623.7301543998","-5513623.7301543998","0","16367784.290332001","-16367784.290332001","14609434.154340001","9625665.5996016003","4983768.5547384005","24563793.315709151","66502818.969400153","-41939025.653691001"
2014-08-01,"9958105.6536020655","35055007.186579704","-25096901.532977641","0","5638375.6256243996","-5638375.6256243996","0","16153837.267352","-16153837.267352","15007215.76949","12325627.446486","2681588.3230039999","24965321.423092067","69172847.526042104","-44207526.102950037"
2014-09-01,"9961880.1000032406","33550774.290753633","-23588894.19075039","0","5745386.3535643993","-5745386.3535643993","0","15854816.891612003","-15854816.891612003","15244628.302240001","12404712.065303799","2839916.2369362023","25206508.402243242","67555689.601233825","-42349181.198990583"
2014-10-01,"9964904.4711078014","32432278.011988215","-22467373.540880412","0","5791152.1471843999","-5791152.1471843999","0","15206940.550042002","-15206940.550042002","15319146.849180002","12691746.320805","2627400.5283750016","25284051.320287801","66122117.030019619","-40838065.709731817"
2014-11-01,"9968627.5486340001","31966987.90342148","-21998360.35478748","0","5888592.4031943996","-5888592.4031943996","0","14815790.350741997","-14815790.350741997","15655317.421809999","13046224.279434001","2609093.1423759982","25623944.970444001","65717594.936791882","-40093649.966347881"
2014-12-01,"9971519.7483328786","27138459.366947848","-17166939.618614972","0","5659961.5156343989","-5659961.5156343989","0","11780132.019612001","-11780132.019612001","16382710.054470001","11104592.660329999","5278117.3941400014","26354229.802802879","55683145.562524244","-29328915.759721365"
2015-01-01,"9975744.8150579315","29338306.5172056","-19362561.70214767","0","5716325.8671443993","-5716325.8671443993","0","11578680.895782001","-11578680.895782001","16396254.84419","11200538.739131201","5195716.1050587986","26371999.659247931","57833852.019263208","-31461852.360015277"
2015-02-01,"9981423.9291214515","28979881.574468572","-18998457.645347118","0","5769103.2606643997","-5769103.2606643997","0","11703213.041749801","-11703213.041749801","16406447.632970002","11827654.557688","4578793.0752820019","26387871.562091455","58279852.434570774","-31891980.87247932"
2015-03-01,"10356222.547757497","29205232.746368587","-18849010.198611088","0","5884436.0060743997","-5884436.0060743997","0","11757737.532473","-11757737.532473","16971093.645579997","11580371.671789603","5390721.9737903941","27327316.193337493","58427777.956705585","-31100461.763368092"
2015-04-01,"10359463.88323025","31131820.721906051","-20772356.838675801","0","5930232.2280543996","-5930232.2280543996","0","12365283.981816201","-12365283.981816201","17243930.966239996","11302421.0232426","5941509.942997396","27603394.849470247","60729757.955019251","-33126363.105549004"
2015-05-01,"10363039.162654379","31227445.683508556","-20864406.520854175","0","6066626.429724399","-6066626.429724399","0","11343129.103354601","-11343129.103354601","17620473.429719999","11109757.582751201","6510715.846968798","27983512.592374377","59746958.799338758","-31763446.206964381"
2015-06-01,"10366571.849699682","30776024.664170526","-20409452.814470842","0","6162712.327224399","-6162712.327224399","0","11903322.047778999","-11903322.047778999","19244831.534560002","12516230.726073602","6728600.8084864002","29611403.384259686","61358289.765247524","-31746886.380987838"
2015-07-01,"10369962.984795487","32582710.365538016","-22212747.380742528","0","6223815.4457143992","-6223815.4457143992","0","12572034.820084598","-12572034.820084598","19606624.863299999","12501980.595957203","7104644.2673427965","29976587.848095484","63880541.227294222","-33903953.379198737"
2015-08-01,"10373483.732272377","33871870.418396235","-23498386.686123855","0","6313915.563474399","-6313915.563474399","0","12507334.634292599","-12507334.634292599","19808052.851369999","12092595.0451904","7715457.8061795998","30181536.583642378","64785715.66135364","-34604179.077711262"
2015-09-01,"10373180.59301045","33220893.823464856","-22847713.230454408","0","6302591.4484343994","-6302591.4484343994","0","12370300.027371597","-12370300.027371597","19974723.92193","11896348.809647799","8078375.1122822016","30347904.514940448","63790134.108918652","-33442229.593978204"
2015-10-01,"10376713.129424743","31995266.89958363","-21618553.770158887","0","6335218.4090743996","-6335218.4090743996","0","12080893.142513398","-12080893.142513398","20247225.311000001","11650361.839134999","8596863.4718650021","30623938.440424744","62061740.290306427","-31437801.849881683"
2015-11-01,"10379666.573662678","31446728.842971418","-21067062.269308738","0","6374288.3455743995","-6374288.3455743995","0","11711025.179311799","-11711025.179311799","20680212.384070002","11522569.7589358","9157642.6251342017","31059878.957732677","61054612.126793414","-29994733.169060737"
2015-12-01,"10542383.805639658","20443401.307702336","-9901017.5020626783","0","6024071.535884399","-6024071.535884399","0","9464886.3643254023","-9464886.3643254023","20973925.247530002","11446032.617339598","9527892.6301904041","31516309.05316966","47378391.825251736","-15862082.772082075"
