"MES","AMOD01","AMOD02","AMOD03","AMOD04","AMOD05","AMOD06","AMOD07","AMOD08","AMOD09","AMOD10","AMOD11","AMOD12","AMOD13","AMOD14","AMOD15","AMOD16","AMOD17","AMOD18","AMOD19","AMOD20","AMOD21","AMOD22","AMOD23","AMOD24","AMOD25","AMOD26","AMOD27","AMOD28","AMOD29","AMOD30","AMOD31","AMOD32","AMOD33","AMOD34","AMOD35","AMOD36","AMOD37"
2003-11-01,"10769431.018999999","11860411.083999999","-1090980.0649999999","4810905.3662860002","6418445.9792860001","9818762.0533659998","-3400316.0740800002","-2973194.0529999998","-20443.436000000002","-406678.58507999999","-168277.02800000002","0","-168277.02800000002","-167728.29500000001","-548.73299999999995","-1312201.388","0","-1312201.388","-1250117.6429999999","-62083.745000000003","-127062.197","0","-127062.197","-124078.995","-2983.2020000000002","29571244.184308793","23228952.184308793","250101","5629266","462925","-14599529.108461555","0","-231985.47899999999","-3387942.8105894998","-1287404.0288720559","-9692196.7899999991","30552051.461133238"
2003-12-01,"12253745.901000001","13444175.326000001","-1190429.4249999998","4594913.0408759993","6094008.8158759996","9829980.9141559992","-3735972.09828","-3326476.432","-18466.871999999999","-391028.79428000003","-185454.73300000001","0","-185454.73300000001","-185069.38200000001","-385.351","-1194276.0460000001","0","-1194276.0460000001","-1152259.6470000001","-42016.398999999998","-119364.996","0","-119364.996","-116381.79399999999","-2983.2020000000002","29616978","23169558","251700","5745806","449914","-14633857.617324781","0","-228134.236","-3434689.6481502","-977466.0041745808","-9993567.7290000003","31831779.324551221"
2004-01-01,"11584558.874000002","12648281.470000001","-1063722.5959999999","4864367.5613576015","6424793.4063576013","9952568.2287176009","-3527774.8223600001","-3126818.3119999999","-18569.166000000001","-382387.34435999999","-188506.99","0","-188506.99","-188120.65400000001","-386.33600000000001","-1260087.987","0","-1260087.987","-1211205.9099999999","-48882.076999999997","-111830.868","0","-111830.868","-108847.666","-2983.2020000000002","29258495.687010556","22899156.687010556","252340","5788687","318312","-14396734.979749337","0","-229329.58600000001","-3454661.9322656002","-772659.22348373756","-9940084.2379999999","31310687.14261882"
2004-02-01,"11023626.744999999","12084267.722999999","-1060640.9779999999","5032977.2757100025","6658291.4167100014","10215621.007110002","-3557329.5904000001","-3149414.7310000001","-20274.669999999998","-387640.18940000003","-213783.946","0","-213783.946","-213397.117","-386.82900000000001","-1291744.9129999999","0","-1291744.9129999999","-1231495.564","-60249.349000000002","-119785.28200000001","0","-119785.28200000001","-116802.08","-2983.2020000000002","29168159.01436951","22777661.01436951","252659","5827808","310031","-14586093.647703392","0","-233370.356","-3438478.6132970001","-1002943.2874063905","-9911301.3910000008","30638669.387376115"
2004-03-01,"11472803.385","12556358.59","-1083555.2050000001","4595109.6613839986","6338390.8333839988","10218492.883903999","-3880102.05052","-3470756.8870000001","-19147.226999999999","-390197.93651999999","-242161.87400000001","0","-242161.87400000001","-241773.56700000001","-388.30700000000002","-1380889.4890000001","0","-1380889.4890000001","-1304616.791","-76272.698000000004","-120229.80899999999","0","-120229.80899999999","-118386.942","-1842.867","29223380","22748201","253619","5913214","308346","-15065159.637619182","0","-240457.60500000001","-3543100.5211148001","-1222598.7325043827","-10059002.778999999","30226133.408764817"
2004-04-01,"10412864.249","11431728.231000001","-1018863.9820000001","4642690.8713020012","6419555.8063020008","10339009.807862001","-3919454.0015599998","-3512610.1809999999","-18993.643","-387850.17755999998","-261928.079","0","-261928.079","-261539.27900000001","-388.8","-1393308.602","0","-1393308.602","-1326981.665","-66326.937000000005","-121628.254","0","-121628.254","-119785.387","-1842.867","29380349","22877450","253939","5966420","282540","-14927028.66107429","0","-242823.94","-3560782.7646717001","-1269670.3296563979","-9853751.6267461926","29508875.459227711"
2004-05-01,"11075179.897000002","12104235.282000002","-1029055.385","4469854.8042199984","6466938.6612199983","10092171.127819998","-3625232.4665999999","-3216070.662","-17198.968000000001","-391962.83660000004","-334234.45400000003","0","-334234.45400000003","-333845.16100000002","-389.29300000000001","-1497462.845","0","-1497462.845","-1436777.07","-60685.775000000001","-165386.55799999999","0","-165386.55799999999","-163543.69099999999","-1842.867","29301612","22732607","254258","6021922","292825","-14901609.774529384","0","-247427.557","-3584073.1454130001","-1186448.6386239976","-9883660.4334923867","29945036.926690616"
2004-06-01,"10072813.139","11285701.630000001","-1212888.4909999999","4363082.8170559984","6372935.3280559992","10411954.429736","-4039019.1016800003","-3634724.2960000001","-15304.960999999999","-388989.84467999998","-346872.717","0","-346872.717","-346482.43800000002","-390.279","-1495531.963","0","-1495531.963","-1447259.6029999999","-48272.36","-167447.83100000001","0","-167447.83100000001","-165604.96400000001","-1842.867","29102578","22597156","254899","5960855","289668","-14465087.140439587","0","-245595.07699999999","-2790560.9376960001","-1639612.6387588158","-9789318.4869847707","29073386.815616414"
2004-07-01,"10654625.896","11752425.25","-1097799.3540000001","4524355.438637333","6582659.6616373332","10299760.102013899","-3717100.4403765658","-3314540.753","-15296.867","-387262.82037656568","-356196.25","0","-356196.25","-355805.47899999999","-390.77100000000002","-1539734.4279999998","0","-1539734.4279999998","-1485688.3559999999","-54046.072","-162373.54500000001","0","-162373.54500000001","-160530.67800000001","-1842.867","28988929.951596446","22452348.951596446","255218","6010882","270481","-14737695.030864466","0","-247390.821","-2866875.5877747","-1797838.8933588006","-9825589.7287309654","29430216.255369317"
2004-08-01,"11489403.455","12617576.137","-1128172.682","4713751.435807338","6890129.2048073374","10603809.9092736","-3713680.7044662624","-3302869.767","-17604.117999999999","-393206.81946626259","-360649.11100000003","0","-360649.11100000003","-360256.86200000002","-392.24900000000002","-1651274.618","0","-1651274.618","-1583407.7239999999","-67866.894","-164454.04","0","-164454.04","-162611.17300000001","-1842.867","28964539.594680816","22362161.594680816","256178","6084899","261301","-15125487.411020145","0","-250151.90700000001","-2892221.0705008004","-1963710.7055498008","-10019403.727969544","30042207.074468009"
2004-09-01,"12525696.488","13903141.057","-1377444.5689999999","4471366.8381888065","6566026.5201888066","10704343.585048201","-4138317.064859394","-3729385.7680000002","-17117.321","-391813.97585939395","-326972.647","0","-326972.647","-326579.41200000001","-393.23500000000001","-1598011.4809999999","0","-1598011.4809999999","-1524495.635","-73515.846000000005","-169675.554","0","-169675.554","-167832.68700000001","-1842.867","28907387.570708923","22247549.570708923","256817","6164261","238760","-15284887.64950392","0","-256166.39799999999","-2905626.6468280004","-1962415.8372139912","-10160678.767461928","30619563.247393813"
2004-10-01,"12785668.98","14156273.578","-1370604.598","4568088.0474089095","6704147.5854089092","10850593.056358","-4146445.470949091","-3720448.1919999998","-17249.643","-408747.63594909094","-341435.913","0","-341435.913","-341041.2","-394.71300000000002","-1657018.8969999999","0","-1657018.8969999999","-1569366.8929999999","-87652.004000000001","-137604.728","0","-137604.728","-135761.861","-1842.867","28776848","21998921","257776","6274976","245175","-15054808.5686264","0","-259210.27100000001","-2895700.2784703998","-1580075.1434554942","-10319822.875700507","31075796.458782513"
2004-11-01,"13452383.03584649","14893983.469846491","-1441600.4340000001","4204299.3356703436","6348185.9826703435","10808077.572316","-4459891.5896456568","-4028476.9109999998","-17352.187000000002","-414062.49164565658","-355247.82199999999","0","-355247.82199999999","-354852.61599999998","-395.20600000000002","-1642001.9170000001","0","-1642001.9170000001","-1573920.4920000001","-68081.425000000003","-146636.908","0","-146636.908","-144794.041","-1842.867","28821472.184418313","21935902.911446154","258097","6384348","243124.2729721576","-15152001.772689734","0","-263541.69","-2854066.0494168955","-1459729.0108261369","-10574665.022446701","31326152.783245411"
2004-12-01,"13537982.981000001","15041171.534","-1503188.5530000001","4797009.2853732109","6748415.9133732114","11071133.098412","-4322717.1850387882","-3874905.5159999998","-45583.822","-402227.84703878791","-296846.31399999995","0","-296846.31399999995","-296450.12199999997","-396.19200000000001","-1514055.5730000001","0","-1514055.5730000001","-1479680.34","-34375.233","-140504.74100000001","0","-140504.74100000001","-138661.87400000001","-1842.867","29322416.734883253","22360488.734883253","258736","6461982","241210","-14910660.477085255","0","-269765.46399999998","-2809171.0276939999","-1390186.5304521695","-10441537.454939086","32746748.524171211"
2005-01-01,"13197785.483549999","14509893.610609999","-1312108.1270600001","4931880.1781446459","6913126.4841446467","10823916.07446","-3910789.5903153531","-3481184.9105799999","-27384.11","-402220.56973535358","-309788.40600000002","0","-309788.40600000002","-309391.72200000001","-396.68400000000003","-1519928.6669999999","0","-1519928.6669999999","-1491410.7579999999","-28517.909","-151529.23300000001","0","-151529.23300000001","-149686.36600000001","-1842.867","29112776.001478404","23066638.575728402","259055.96","5540454","246627.46574999997","-15105268.691248935","0","-270249.67599999998","-2817122.0092799999","-1579110.7364500761","-10438786.26951886","32137172.971924115"
2005-02-01,"13420349.399913479","14737572.864107279","-1317223.4641938007","4834734.3731504818","6942307.7333546812","10848619.2679618","-3906311.5346071189","-3469047.4612987996","-27663.8543168","-409600.21899151924","-333025.33590359997","0","-333025.33590359997","-332628.15876999998","-397.17713359999999","-1624781.7280559998","0","-1624781.7280559998","-1586590.1276509999","-38191.600405000012","-149766.2962446","0","-149766.2962446","-147923.4289346","-1842.8673100000001","29097804.581484981","23032194.222967468","259375.76527385745","5565131.0479900008","241103.54525365366","-15085552.875721928","0","-272364.68584420002","-2814932.3785596881","-1493135.8598338906","-10505119.951484149","32267335.478827018"
2005-03-01,"13535146.73222727","14790564.92013127","-1255418.1879039998","4435855.1765309516","6627968.4221945517","10580546.763872001","-3952578.3416774501","-3488224.9277875996","-51891.863030799999","-412461.55085905048","-355099.35587480001","0","-355099.35587480001","-354701.19319000002","-398.16268479999997","-1738550.7770703998","0","-1738550.7770703998","-1682438.8628763999","-56111.914194000004","-98463.112718400007","0","-98463.112718400007","-96620.245408400006","-1842.8673100000001","29283142.438856468","23158451.030723356","260015.39271056678","5618283.6723999996","246392.343022546","-15217784.034591882","0","-279256.73530080001","-2763055.8799292841","-1748253.2656182665","-10427218.153743532","32036360.313022807"
2005-04-01,"14483414.886468472","15800555.289512072","-1317140.4030436","4253577.5439085523","6467941.6292033521","10881899.844082803","-4413958.2148794504","-3938103.1431791997","-52526.825147199997","-423328.24655305053","-336139.21541479998","0","-336139.21541479998","-335741.05273","-398.16268479999997","-1769625.4126567999","0","-1769625.4126567999","-1700464.1713236","-69161.241333200014","-108599.45722319999","0","-108599.45722319999","-106756.58991319999","-1842.8673100000001","29728201.709567666","23436800.972354554","260015.39271056678","5769306.3681100002","262078.97639254606","-14974874.056361876","0","-277781.93596439995","-2758521.452629684","-1386095.1549366601","-10552475.512831133","33490320.083582811"
2005-05-01,"14595786.688238472","15834781.768438471","-1238995.0802000002","4203118.7023901502","6574013.7912093503","10652460.061904801","-4078446.2706954507","-3577852.0033740001","-76344.811763200007","-424249.45555825048","-385261.53774479998","0","-385261.53774479998","-384863.37505999999","-398.16268479999997","-1878062.0575579999","0","-1878062.0575579999","-1827080.1642379998","-50981.89332000001","-107571.49351640001","0","-107571.49351640001","-105728.6262064","-1842.8673100000001","29989798.606418069","23660880.012184955","260015.39271056678","5799569.5201099999","269333.68141254608","-15124971.302573886","0","-281662.70132280001","-2784509.6713260841","-1524147.2719422672","-10534651.657982735","33663732.694472805"
2005-06-01,"14996534.480179673","16173930.177463273","-1177395.6972836002","3991082.3981888974","6409777.4606300965","10878712.441453829","-4468934.9808237329","-3789939.2347334502","-248522.7386994175","-430473.00739086547","-388201.45936480002","0","-388201.45936480002","-387803.29668000003","-398.16268479999997","-1917381.4527867998","0","-1917381.4527867998","-1884231.9808295998","-33149.471957199996","-113112.15028960002","0","-113112.15028960002","-113112.15028960002","0","29880049.158593673","23554805.010240559","260015.39271056678","5830186.2485499997","235042.50709254606","-15439304.719006233","0","-287989.20404640003","-2767967.5022036843","-1706458.7325906176","-10676889.280165531","33428361.317956008"
2005-07-01,"15957936.396313783","17035268.701370284","-1077332.3050565005","3532770.6894519734","6218348.364386973","10768296.96013099","-4549948.5957440166","-3848363.8258684343","-273770.05247077532","-427814.71740480734","-400859.31025799998","0","-400859.31025799998","-400462.62589999998","-396.68435800000003","-2169752.4809394996","0","-2169752.4809394996","-2137193.3732269998","-32559.107712499997","-114965.88373750001","0","-114965.88373750001","-114965.88373750001","0","29930313.433476206","23566801.924741499","258055.95155550278","5867884.8820399996","237570.67513920736","-15486677.440700855","0","-289544.58464650006","-2901282.3671464897","-1629534.7678525019","-10666315.721055362","33934343.0785411"
2005-08-01,"17046842.757414188","18109641.209900487","-1062798.4524862999","3572223.912425315","6537278.9151867144","10587821.242078867","-4050542.326892152","-3325595.6166009037","-295342.98899608897","-429603.72129515937","-397223.83163679997","0","-397223.83163679997","-396828.13282999996","-395.69880679999994","-2446521.1385697001","0","-2446521.1385697001","-2357940.1384959999","-88581.000073699994","-121310.0325549","0","-121310.0325549","-121310.0325549","0","29897631.894624554","23487064.031445447","255989.32411879345","5918963.9387699999","235614.60029031499","-15841514.74732955","0","-289506.51766240003","-2912150.5091638928","-1879627.1722640786","-10760230.548239177","34675183.817134507"
2005-09-01,"17848770.156472094","18834401.792997696","-985631.63652559964","3534694.392008156","6733340.8439283557","10608428.348421467","-3875087.5044931122","-3146685.1027040593","-291407.04625129682","-436995.35553775576","-401292.55389120005","0","-401292.55389120005","-400897.34786000004","-395.20603119999998","-2672230.0027490002","0","-2672230.0027490002","-2557562.0807134002","-114667.92203559999","-125123.89528","0","-125123.89528","-125123.89528","0","30044269.490153868","23581294.870027561","253341.5104004388","5971621.0612399988","238012.04848586873","-16590518.733047897","0","-293301.08898340003","-2962613.7437708001","-2145501.2460763082","-11189102.654217388","34837215.305586226"
2005-10-01,"19188800.084157296","20076910.397227295","-888110.31306999992","3002659.575755544","6495850.7813455444","10539107.922914622","-4043257.1415690784","-3374645.4345060596","-294470.04484067514","-374141.6622223435","-391676.14912999998","0","-391676.14912999998","-391281.92864999996","-394.22048000000001","-2970846.2816900006","0","-2970846.2816900006","-2849350.5073200003","-121495.77437","-130668.77476999999","0","-130668.77476999999","-130668.77476999999","0","30143133.773655266","23637786.038416207","253045.33170208414","6014500.8572300002","237801.54630697632","-16740111.370728493","0","-292642.33885","-3080156.9448299995","-2118559.4437420871","-11248752.643306406","35594482.062839612"
2005-11-01,"20315064.812777299","21156089.142177299","-841024.3293999997","2866500.0563712409","6484130.5891312398","10407376.754554272","-3923246.1654230324","-3221321.5014587897","-326704.41618400655","-375220.24778023607","-398294.76385000005","0","-398294.76385000005","-397900.54337000003","-394.22048000000001","-3097091.7986599994","0","-3097091.7986599994","-2996719.1224999996","-100372.67616000002","-122243.97025","0","-122243.97025","-122243.97025","0","30152428.577085264","23592813.797246207","252900.33170208414","6074743.183029999","231971.26510697632","-17017847.72595419","0","-296044.86721999996","-3234092.16022","-1852577.5664336532","-11635133.132080536","36316145.720279619"
2005-12-01,"20301972.63945286","21128690.530032858","-826717.89057999989","3203840.6766195651","6707364.0590795651","10877813.923749221","-4170449.8646696568","-3563818.2740217703","-302202.93398445623","-304428.65666343045","-306019.35006999999","0","-306019.35006999999","-305625.12958999997","-394.22048000000001","-3092647.1404400002","0","-3092647.1404400002","-2990980.4614500003","-101666.67899000001","-104856.89195","0","-104856.89195","-104856.89195","0","30248990.939369246","23634596.2865308","250960.40919407678","6120618.50404","242815.7396043684","-17552914.834312059","0","-297604.87977999996","-3259021.1729400004","-2102531.6486815251","-11893757.132910535","36201889.421129614"
2006-01-01,"21109661.467742849","21354016.45600285","-244354.98826000001","83148.837876871345","3853394.4080768712","8325673.6340415273","-4472279.2259646561","-3888090.8246505437","-292565.68262711057","-291622.71868700185","-365241.73520000005","0","-365241.73520000005","-364847.51472000004","-394.22048000000001","-3283402.9708699998","0","-3283402.9708699998","-3202095.9739999999","-81306.996870000003","-121600.86413","0","-121600.86413","-121600.86413","0","30240174.874899238","23614969.993320793","250701.36719407677","6125295.9770400003","249207.53734436841","-16556708.948029352","0","-299912.51386000001","-3277173.4428400001","-666880.77065881714","-12312742.220670534","34876276.232489601"
2006-02-01,"21762003.625651397","21999585.185285699","-237581.55963430001","-408547.57214038441","3456730.4329412151","8239440.3447656501","-4782709.911824435","-4209337.189481372","-287152.73843152338","-286219.9839115392","-365556.38104439998","0","-365556.38104439998","-365162.65333999996","-393.72770439999999","-3378024.9079854996","0","-3378024.9079854996","-3293629.6081148996","-84395.299870600007","-121696.7160517","0","-121696.7160517","-121696.7160517","0","30155933.454208124","23492823.796805054","250389.67406793419","6166978.7554100007","245741.22792513794","-16373439.281327823","0","-298717.35310500005","-3260760.1362774004","-771609.97811558098","-12042351.813829843","35135950.226391315"
2006-03-01,"22952185.823125992","23152355.816096492","-200169.9929705","-1366858.7286949698","2960878.0783935301","8055257.3912500236","-5094379.3128564935","-4548822.5691580037","-250965.64620560556","-294591.09749288345","-393254.98194319999","0","-393254.98194319999","-392862.23979000002","-392.74215319999996","-3809858.6757743","0","-3809858.6757743","-3715435.6164016998","-94423.059372599993","-124623.14937099998","0","-124623.14937099998","-124623.14937099998","0","30209721.916412536","23515447.46623021","249766.28781564898","6195049.7974500004","249458.36491667703","-16616571.53729884","0","-300985.6443704","-3204051.3548238003","-932672.31903798133","-12178862.219066659","35178477.473544717"
2006-04-01,"24022365.681854241","24284155.081124641","-261789.39927039997","-2229028.9760036161","2465900.9332967838","8104445.4614273766","-5638544.5281305928","-5073764.9627015116","-266186.11260777724","-298593.45282130444","-388882.12869759998","0","-388882.12869759998","-388489.87932000001","-392.2493776","-4183576.9650563998","0","-4183576.9650563998","-4090652.0986307999","-92924.86642559999","-122470.8155464","0","-122470.8155464","-122470.8155464","0","30438455.312821325","23723531.687927198","249163.59629828151","6220497.6427100003","245262.38588584532","-16668603.950275537","0","-301914.45728160004","-3281975.3698511999","-419753.3831430953","-12664960.739999641","35563188.068396404"
2006-05-01,"24847181.256645057","25074508.035858657","-227326.77921359998","-2967108.7296269438","2096146.4863870554","8182582.0906870421","-6086435.6042999867","-5539865.1500002174","-246268.73356075","-300301.72073901864","-426426.26014759997","0","-426426.26014759997","-426034.01076999999","-392.2493776","-4510436.1423991993","0","-4510436.1423991993","-4434267.4339143997","-76168.708484799994","-126392.8134672","0","-126392.8134672","-126392.8134672","0","30731671.043678936","23964770.866894811","242829.36129828152","6274161.4544599997","249909.36102584534","-17018829.533360634","0","-306445.32283359999","-3246201.0650028","-488560.66803578846","-12977622.477488445","35592914.037336424"
2006-06-01,"25150507.350946266","25406868.869106665","-256361.51816039998","-3264789.3929989235","2079283.9472274762","8324130.4919686848","-6244846.5447412087","-5713848.4007911645","-235405.4481605184","-295592.69578952581","-469149.28526759997","0","-469149.28526759997","-468757.03589","-392.2493776","-4694937.5272931997","0","-4694937.5272931997","-4622435.4539895998","-72502.073303600002","-179986.52766560001","0","-179986.52766560001","-179986.52766560001","0","30742632.772539344","23947347.169995219","242829.36129828152","6305025.4017199986","247430.83952584534","-16522169.16150027","0","-307975.97360119998","-3255356.3897895999","-259596.64813702554","-12699240.149972444","36106181.568986423"
2006-07-01,"26649460.318646595","26880160.098774996","-230699.78012839999","-4241394.5770822894","1338022.0198213113","8260035.9376347978","-6922013.9178134864","-6386848.4310739022","-245311.71915366192","-289853.76758592227","-463804.62953759998","0","-463804.62953759998","-463412.38016","-392.2493776","-4921232.9213920003","0","-4921232.9213920003","-4856937.0417007999","-64295.879691199996","-194379.04597400004","0","-194379.04597400004","-194379.04597400004","0","31094179.086126741","24248533.63000327","241535.19917762341","6352371.1711500008","251739.08579584537","-16819867.166314632","0","-311259.8353036","-3238345.5070552002","-165317.9754221905","-13104943.84853364","36682377.661376417"
2006-08-01,"27881876.245582949","28078629.31254695","-196753.06696400003","-4792096.314760739","1109155.4071397614","8253238.4964794079","-7144083.0893396465","-6509280.1335475668","-343595.27914800443","-291207.67664407543","-469267.31925199996","0","-469267.31925199996","-468875.56264999998","-391.75660199999999","-5246084.7896495005","0","-5246084.7896495005","-5175139.1678745002","-70945.621775000007","-185899.612999","0","-185899.612999","-185899.612999","0","31233479.033685438","24344957.584255695","241225.49745915906","6400824.2969499994","246471.65502058674","-16748563.179709531","0","-311964.9170565001","-3198943.5208739997","-139037.61320107803","-13098617.128577953","37574695.784798115"
2006-09-01,"29035487.444149449","29267079.84574645","-231592.40159699999","-5689193.1495929249","1045995.4011080768","8222114.1851442922","-7176118.7840362154","-6613026.1255951775","-263000.6586328384","-300091.99980819941","-484007.69709199999","0","-484007.69709199999","-483615.94049000001","-391.75660199999999","-5541202.3941425011","0","-5541202.3941425011","-5450830.2659035008","-90372.128238999998","-709978.45946650009","0","-709978.45946650009","-709978.45946650009","0","31451998.04716837","24517717.8606757","235660.58466208409","6470491.3438799996","228128.25795058673","-16517585.780246781","0","-318771.71804050001","-3180723.5732324999","109779.37862817012","-13127869.867601952","38280706.561478116"
2006-10-01,"30004182.26597295","30230394.691596951","-226212.42562400002","-6024774.1701899795","1147258.7897850182","8241928.3112598211","-7094669.5214748029","-6390359.7634336082","-401247.99997832958","-303061.75806286419","-473396.930162","0","-473396.930162","-473005.17356000002","-391.75660199999999","-5686921.4852244984","0","-5686921.4852244984","-5586812.1522349985","-100109.33298950002","-1011714.5445885001","0","-1011714.5445885001","-1011714.5445885001","0","31556046.607616864","24519639.311514191","235660.58466208409","6568077.8481699992","232668.86327058673","-16811288.421651717","0","-318609.16853249999","-3211647.4398125","-311454.61287926324","-12969577.200427454","38724166.281748116"
2006-11-01,"31575661.581690948","31735200.192272447","-159538.61058149999","-5797191.3436702657","1186741.4452937339","8308602.4145563897","-7121860.9692626558","-6454737.111135466","-361866.48385735607","-305257.3742698342","-500979.79412199993","0","-500979.79412199993","-500588.03751999995","-391.75660199999999","-5467426.5137134995","0","-5467426.5137134995","-5390387.8493804997","-77038.664333000008","-1015526.4811285001","0","-1015526.4811285001","-1015526.4811285001","0","31744958.981916863","24615430.529144194","235660.58466208409","6670493.8593800012","223374.00873058673","-17274879.737649433","0","-321784.19970799994","-3185209.3405229999","-392518.40647797845","-13375367.790940454","40248549.482288115"
2006-12-01,"32347842.555158753","32560982.503999252","-213139.9488405","-4231649.5363967987","2240877.5804644013","8455630.4331621099","-6214752.8526977086","-5465096.5978420293","-449423.18794080312","-300233.06691487634","-440701.45364079997","0","-440701.45364079997","-440310.68258999998","-390.77105079999995","-4732336.2176937005","0","-4732336.2176937005","-4668306.5967635","-64029.620930200006","-1299489.4455266998","0","-1299489.4455266998","-1299489.4455266998","0","31961753.368340369","24751735.290758673","233449.27272577694","6750215.7035600003","226353.10129592323","-17481957.870980807","0","-322868.03340939997","-3332380.4050731994","-335744.87238233723","-13490964.560115868","42595988.516121514"
2007-01-01,"33685634.02474016","33902319.451817863","-216685.42707769998","-5119940.6179475272","1702640.2923943726","8524127.0817905497","-6821486.789396177","-6063606.9748772802","-463322.78432169039","-294557.03019720677","-472199.07390960003","0","-472199.07390960003","-471809.28841000004","-389.78549959999998","-4806587.2362414999","0","-4806587.2362414999","-4752037.1722769998","-54550.063964500005","-1543794.6001907999","0","-1543794.6001907999","-1543794.6001907999","0","31692102.93694387","24500282.482349504","227359.8690694698","6740042.9656099994","224417.61991489943","-17486872.779511586","0","-324133.98705900001","-3376231.1700384002","-95451.915918596089","-13691055.706495589","42770923.564224914"
2007-02-01,"34990012.136190072","35206230.506654374","-216218.37046429998","-5574306.0654421393","1816501.15477846","8554705.7687613443","-6738204.6139828842","-6100404.7182740709","-342939.80033778324","-294860.09537103074","-521320.65926839999","0","-521320.65926839999","-520931.85931999999","-388.79994840000001","-5102096.0549167003","0","-5102096.0549167003","-5042638.1469122004","-59457.908004499994","-1767390.5060354997","0","-1767390.5060354997","-1767390.5060354997","0","31790224.178037424","24568985.095399667","226116.0021438832","6754814.0945699997","240308.98592387568","-17650575.881357037","0","-323892.61348840001","-3347050.9826221005","-245174.17176042683","-13734458.113486111","43555354.367428325"
2007-03-01,"36289235.723634377","36463743.468556277","-174507.74492189998","-6569046.482221094","1284727.2217625054","8173967.511715807","-6889240.2899533017","-6272219.9265492531","-312702.1890669","-304318.17433714867","-538320.37783839996","0","-538320.37783839996","-537931.57788999996","-388.79994840000001","-5304880.4810452992","0","-5304880.4810452992","-5240307.3621294992","-64573.118915799998","-2010572.8450998999","0","-2010572.8450998999","-1992541.7018599","-18031.143239999998","32136558.789592583","24849505.059580233","223231.17581847188","6851533.5797300003","212288.97446387567","-17240905.384027548","0","-329036.61970440001","-3336721.5869083004","-115479.77944954485","-13459667.397965305","44615842.646978319"
2007-04-01,"37613550.962793678","37782470.511976577","-168919.54918290002","-7884386.3337140707","475529.96901442949","8276966.4595732968","-7801436.4905588673","-7209835.0797923449","-305122.48423789995","-286478.92652862275","-552365.82307839999","0","-552365.82307839999","-551977.02312999999","-388.79994840000001","-5530401.7791250004","0","-5530401.7791250004","-5459495.6751708006","-70906.103954199993","-2277148.7005251003","0","-2277148.7005251003","-2267019.4262910006","-10129.274234099999","32606074.623201165","25262810.73369769","222450.17581847188","6909553.9458999988","211259.76778500181","-17340793.303052451","0","-328444.24166290002","-3297482.9773806003","42827.907764954492","-13757693.991773905","44994445.949228317"
2007-05-01,"38460146.404047787","38620727.882233389","-160581.47818559999","-8079210.9467830379","644129.93662626296","8345341.657143034","-7701211.7205167711","-7129468.2564979102","-284968.0780182","-286775.38600066083","-607970.7295872001","0","-607970.7295872001","-607582.91519000009","-387.81439720000003","-5770723.1168128001","0","-5770723.1168128001","-5696852.2511638002","-73870.865648999985","-2344647.0370093002","0","-2344647.0370093002","-2334543.4390090001","-10103.598000299999","33061899.085766561","25616667.871350322","221884.31732463549","7012428.2034299998","210918.69366160515","-16805718.932709597","0","-331712.60067919991","-3307778.8671550001","522349.49111603014","-13688576.955991426","46637115.610321715"
2007-06-01,"38626782.611299679","38650513.04109218","-23730.42979250001","-7103181.0924309548","864719.94890204445","8534068.0854759794","-7669348.1365739349","-7106596.5564737814","-280881.08731500001","-281870.49278515362","-643936.17689599993","0","-643936.17689599993","-643549.34804999991","-386.82884599999994","-5793587.0804284997","0","-5793587.0804284997","-5719456.1892464999","-74130.891181999992","-1530377.7840084997","0","-1530377.7840084997","-1520299.8622419997","-10077.9217665","33508866.496550396","25947859.002539597","221318.45883079903","7127952.8312899992","211736.20389","-16960303.041364003","0","-332362.15867000003","-3175890.1315105003","281311.95336604118","-13733362.704549544","48072164.974055111"
2007-07-01,"39851665.319867924","39908579.052893825","-56913.733025900001","-7939508.5399734043","-169896.74800550379","8449708.5743034352","-8619605.322308939","-8066072.1526678652","-277660.7428599","-275872.42678117455","-659472.7072512001","0","-659472.7072512001","-659089.82061000005","-382.88664119999993","-5797379.5478472002","0","-5797379.5478472002","-5731798.9536776999","-65580.594169500007","-1312759.5368695001","0","-1312759.5368695001","-1308532.6977397001","-4226.8391297999997","33625764.87161658","26021270.826036323","218898.77257026135","7174164.4430299997","211430.82998000001","-16824388.131162368","0","-330547.2864029","-3114512.4322922998","355750.72073744796","-13735079.133204617","48713533.520348735"
2007-08-01,"40929748.15009366","40968788.188138962","-39040.038045299996","-7450256.5397002324","-13473.20496853441","8615013.9255002979","-8628487.1304688323","-8059377.7089310018","-293786.00868630002","-275323.41285153083","-685825.31458759995","0","-685825.31458759995","-685445.38459999999","-379.9299876","-6027003.434094999","0","-6027003.434094999","-5950130.7075351989","-76872.726559799994","-723954.58604909992","0","-723954.58604909992","-719760.38660369988","-4194.1994454000005","33709480.704192221","26075011.020622429","218224.62377979411","7206942.9285300011","209302.13125999997","-17322661.834946711","0","-329991.67242229998","-3076659.0318911001","-192649.60956033692","-13723361.521072973","49866310.479638949"
