"MES","SEPV01","SEPV02","SEPV03","SEPV04","SEPV05","SEPV06","SEPV07","SEPV08","SEPV09","SEPV10","SEPV11"
2012-04-01,"3178.6179999999999","412.02247000000006","11466.947899999999","3860.9561400000002","4928.1073799999986","290.38578000000024","514.83116000000018","59685.767619999999","29273.308770000003","42284.03357","155894.97878999999"
2012-05-01,"1975.6704999999999","309.71017000000006","14068.0074","3758.7286300000005","4565.7749899999999","194.49176000000014","1817.3763399999998","55668.168130000005","23568.373209999998","58751.639189999987","164677.94031999999"
2012-06-01,"2905.5382999999997","239.91144","12639.63888","3637.2944500000003","3732.5734499999994","275.58317000000005","4559.1794500000015","91555.491600000008","40239.600859999999","64655.7408","224440.55240000002"
2012-07-01,"825.85424999999998","1744.5427699999998","16467.025029999997","3288.2553800000005","3653.6002899999999","597.79916000000026","2325.9605100000012","59603.709699999999","17647.352140000003","66708.090690000012","172862.18992"
2012-08-01,"1535.6420000000001","1991.4646200000002","14852.284700000002","3528.8551400000006","4187.7521699999998","510.34212000000019","1965.6886600000003","107315.05220000001","50793.941600000013","73758.332089999982","260439.3553"
2012-09-01,"998.56600000000003","827.34015999999997","15151.84268","3434.7474599999996","4001.0131200000014","471.64153000000005","1223.2990700000003","80335.141059999994","28063.335940000001","91083.929779999977","225590.85679999998"
2012-10-01,"1338.1310000000001","2427.61391","9066.1929999999975","4365.2425900000017","5493.0092999999979","371.72770999999972","2659.4506100000003","53441.208039999998","20242.999679999997","85988.736539999998","185394.31237999999"
2012-11-01,"3454.5765999999999","2133.5494399999998","11397.61916","2773.4455400000002","3311.0818499999996","392.56653000000006","1726.7523200000003","47943.657879999992","18243.923080000004","75905.687029999957","167282.85942999995"
2012-12-01,"3472.1098999999999","2246.78647","10564.04077","3699.6565399999999","5433.968539999998","221.18236999999976","943.31976000000031","59669.441619999998","11890.399379999997","88720.464909999995","186861.37025999997"
2013-01-01,"3530.81288","1544.80853","8120.4307700000008","3801.3331100000009","3178.0084999999999","210.21401999999992","658.06376999999998","46407.041229999988","8522.1184799999992","65635.868839999952","141608.70012999995"
2013-02-01,"6011.8990400000002","1004.3032800000002","5649.9712099999997","3617.2593999999999","3681.9577599999998","164.47360999999998","1890.0124800000001","37658.24121","6979.332190000001","52144.198569999993","118801.64874999999"
2013-03-01,"8058.445020000001","568.21355999999992","6405.5256799999997","4157.1114599999983","4494.7693200000003","101.27482000000006","10347.697400000001","66259.230340000009","34832.207909999997","50521.60250999991","185746.07801999993"
2013-04-01,"5398.5434700000005","590.79647","9021.1139599999988","4086.2443200000012","4453.8090900000007","197.71838000000014","6616.8385600000001","76503.900460000004","20292.754509999999","57567.371509999997","184729.09073"
2013-05-01,"3474.9234999999999","333.93887999999998","9298.9932599999993","3567.9369999999981","2866.3625999999999","121.75951999999997","8111.077110000002","96029.571410000019","34525.057570000004","46922.955340000044","205252.57619000005"
2013-06-01,"1729.1533999999999","424.15745999999996","12434.770140000001","3288.5464100000013","4216.0078000000003","302.03586000000001","9121.7121100000022","99816.204959999988","30822.128229999998","54745.825509999995","216900.54188"
2013-07-01,"1235.29115","1030.35797","12568.905780000001","4378.5644500000008","3841.2009300000009","616.55378999999982","6707.3282999999992","93908.974150000009","22871.938890000001","64337.330429999973","211496.44583999997"
2013-08-01,"9792.88465","877.89900999999998","13567.685219999999","3220.39473","3252.1387499999996","652.56380999999988","12591.42326","104554.38318999999","25479.777850000006","69267.616760000004","243256.76723"
2013-09-01,"16798.051560000004","2262.9300899999998","12160.52399","3555.3977599999998","3938.6292900000008","450.99622000000033","2454.3050199999998","84516.31382000001","28502.102849999999","76149.499110000004","230788.74971000003"
2013-10-01,"9690.0320000000011","1837.4126600000002","12297.564190000001","3831.7913500000013","5054.0144100000016","284.48685999999987","9207.9531200000001","84285.763630000001","28924.770349999995","89153.294579999987","244567.08314999999"
2013-11-01,"7164.5034900000001","2135.1095","11483.5388","3453.6005399999999","4965.2718599999998","276.79899999999986","3009.5755599999998","75538.83593999999","24052.919039999997","72952.61645000003","205032.77018000002"
2013-12-01,"9676.2566600000009","2886.1911599999999","9796.744999999999","3992.7447900000006","5381.775169999999","232.56033000000008","2425.6951300000001","57685.961999999992","22081.997780000002","79601.987440000055","193761.91546000005"
2014-01-01,"2951.8044","1807.2007800000001","10439.561400000001","3693.5555899999986","4372.2525000000005","354.34267000000017","3.7339999999850992E-2","58425.783199999998","19219.394409999997","65583.565330000027","166847.49762000001"
2014-02-01,"2526.6215400000001","1485.7053899999999","6406.4252400000005","3850.4309300000004","3910.3986399999999","117.34652000000014","379.73403000000025","49876.539800000006","6103.7110000000002","58247.257269999958","132904.17035999996"
2014-03-01,"1788.75","1443.7024600000002","4771.9792000000007","5378.8057900000003","4936.0420900000008","150.16826000000026","3088.4174400000006","45696.943070000001","22842.345940000003","67927.138179999994","158024.29243"
2014-04-01,"2017.3125","317.59564","11238.269360000002","5126.1498900000006","4249.8049899999996","135.43027999999993","3939.9391000000001","56017.39452999999","20878.073010000004","66761.310520000028","170681.27982000003"
2014-05-01,"1.52274","1058.5533400000002","18078.390919999998","4315.4499699999997","3807.8831600000003","98.940550000000044","3682.5381099999995","98943.301800000016","33018.310879999997","63574.240300000034","226579.13177000004"
2014-06-01,,"342.13171999999997","16687.529850000003","2966.0313799999994","3531.03458","186.77335999999997","3187.4538900000007","105567.76876000001","36298.007809999996","64705.807390000002","233472.53874000002"
2014-07-01,"52.751199999999997","1351.41074","19994.271649999999","4676.4191199999987","5843.6249800000014","560.68306999999993","3107.7259500000009","91394.156520000004","30166.569500000001","64684.086700000014","221831.69943000004"
2014-08-01,"127.21177999999999","966.9361100000001","19810.852320000002","3614.6048099999998","3443.1145700000006","674.12721000000022","4760.6683399999993","76698.066709999999","32497.905150000002","67637.170480000059","210230.65748000005"
2014-09-01,"258.86420000000004","1527.0003400000001","19464.54638","4650.7787800000015","3775.3750600000008","327.78984000000008","3933.8703100000016","78018.467319999996","34553.638280000006","70686.722290000034","217197.05280000003"
2014-10-01,"29.330000000000002","2235.3119799999999","13960.46508","3793.7788399999999","4960.9786400000003","370.14970999999997","5214.8902099999996","62733.226990000003","33988.961299999995","66548.84672999999","193835.93948"
2014-11-01,"368.67379999999997","2745.7522099999996","17380.078829999999","4476.1303600000001","4833.7207099999987","142.69777000000002","4966.9889900000016","30779.9643","6426.7876000000006","61196.789910000007","133317.58447999999"
2014-12-01,"105.50239999999999","1284.1151200000002","13061.08783","4464.7909400000026","3844.9894700000013","198.61940999999987","4976.3517699999993","35498.267380000005","17540.21112","59467.646130000008","140441.58157000001"
2015-01-01,"22.126999999999999","1131.71388","5062.9947999999995","3853.2815700000006","3514.2990500000001","128.49776999999997","3783.8291799999993","43937.661349999995","12303.918769999998","45684.247069999983","119422.57043999998"
2015-02-01,"23.86","798.71891000000005","6392.9095199999992","3380.5372100000004","4129.3577500000001","85.592169999999982","5572.8125699999991","30022.869340000005","14189.275650000001","44139.872210000009","108735.80533000002"
2015-03-01,,"518.61761999999999","9827.4585999999999","4255.0968299999986","5688.9173399999991","85.902710000000141","2677.6640599999996","13829.70552","16864.690500000001","53112.958910000001","106861.01208999999"
2015-04-01,"1.6163800000000001","68.161479999999997","13633.3212","3293.9001900000003","3594.2034000000003","70.608819999999952","10269.919580000002","51845.860770000007","12586.948260000001","59992.179340000002","155356.71942000001"
2015-05-01,,,"19715.129940000003","3998.8013199999991","3720.0923500000008","109.55151000000001","6029.9743399999998","56882.519","30708.404580000002","54377.050790000008","175541.52383000002"
2015-06-01,"19.555","203.40442999999999","17512.953829999999","3151.8819400000002","3966.5142599999999","180.39778000000015","5305.0106199999991","50089.652789999993","26230.718600000004","43704.507469999968","150364.59671999997"
2015-07-01,"23.715","284.04508000000004","19465.413789999999","3989.2439899999999","3439.3983500000004","266.52028000000013","7920.4292999999998","67997.413039999999","32381.477869999999","40235.404090000055","176003.06079000005"
2015-08-01,"221.58079999999998","617.13294000000008","19049.123159999999","2640.3738100000005","3643.4210400000002","492.82625000000024","8243.9170200000008","52216.072140000004","21537.183430000001","49063.302199999976","157724.93278999999"
2015-09-01,"221.26022","1094.9966200000001","17831.302440000003","2357.4935800000003","3320.6067000000007","336.15912000000014","7992.40895","45660.476269999999","26612.27968","55006.115489999996","160433.09907"
2015-10-01,"113.3304","1767.85293","19228.717689999998","2816.7142199999998","3101.6573900000003","240.27717000000004","8617.3662899999999","43063.281500000005","17895.536510000005","51167.814659999945","148012.54875999995"
2015-11-01,"211.04227","1887.4892900000002","18626.523349999999","3643.1804899999988","3177.1634500000005","255.32310999999984","7553.391810000001","47878.069850000007","21266.404790000001","44333.810939999967","148832.39934999996"
2015-12-01,"258.01560000000001","1805.94173","11744.84664","2857.5679000000009","3472.4852600000004","140.68568999999999","6441.0464500000007","34994.140429999999","23530.756970000002","49696.384419999988","134941.87109"
