"MES","BCMA01","BCMA02","BCMA03","BCMA04","BCMA05","BCMA06","BCMA07","BCMA08","BCMA09","BCMA10","BCMA11","BCMA12","BCMA13","BCMA14","BCMA15","BCMA16","BCMA17","BCMA18"
2015-03-01,"115562352.099702","116328973.71546601","766621.61576399987","1571136.7447313999","1690654.4376119999","28375381.083637495","11404287.438057497","16971093.645579997","92325857.388661399","92077327.0693914","89604777.653834701","0","763472.78680295986","1709076.6287537292","248530.31926999995","3835129.9319291995","22197810.600216404","265558322.2864899"
2015-04-01,"115866558.4218464","116579909.53570521","713351.11385880003","1626777.2308858004","1696179.5480167998","28600759.473460246","11356828.50722025","17243930.966239996","94470650.674368039","94211329.832238033","91718615.095102265","0","771417.33557295997","1721297.4015628158","259320.84213","3854912.7986622001","21629826.349476457","267745664.49671596"
2015-05-01,"115186883.06485","115863998.6663502","677115.60150019999","1655697.1098052","1696006.8965658001","29026346.49335438","11405873.063634379","17620473.429719999","96243075.401473179","95983601.781763181","93489589.612777412","0","735846.66613296012","1758165.5028528157","259473.61971","3847786.9086695998","20820002.433098275","268475798.30781639"
2015-06-01,"115253883.73188724","115967852.67336804","713968.94148079993","1647306.0057566003","1695734.8000165999","30702380.822659686","11457549.288099682","19244831.534560002","97606386.491603166","97325175.760173172","94881543.779907405","0","692060.09823295986","1751571.8820328158","281210.73142999999","3887267.9945200002","22471589.952960994","273264549.79940426"
2015-07-01,"113890061.658053","114673223.3327954","783161.67474240006","1564040.0752116004","1695874.0155531999","30967349.437995486","11360724.574695487","19606624.863299999","99114859.749973223","98797250.203993216","96275684.008727446","0","726610.94882295991","1794955.2464428153","317609.54597999994","3875745.0023548002","21999686.024804458","273107615.96394581"
2015-08-01,"113722488.0095502","114508458.6970388","785970.68748860003","1711638.1679572","1696193.1352758","31195156.363932379","11387103.512562377","19808052.851369999","100514655.1720932","100241721.2656232","97676906.724357426","0","754470.82212295989","1810343.7191428158","272933.90646999999","3872401.3493897999","21597070.935497139","274309603.13369572"
2015-09-01,"112776608.96413481","113569767.95826381","793158.994129","1715520.5737754002","1696737.4154275998","31345589.258040451","11370865.33611045","19974723.92193","101765589.70329319","101466122.92039318","98903291.692517415","0","745911.22323295986","1816920.0046428158","299466.78289999999","3864761.3111879998","20114988.86063328","273279796.08649272"
2015-10-01,"110902880.57027119","111565119.7650024","662239.1947312","1720034.9418643999","1696413.1119459998","31695006.260254744","11447780.949254744","20247225.311000001","103507224.25490631","103196235.64784631","100588336.93192746","0","779161.80988295993","1828736.906035905","310988.60706000001","3864518.0346082002","18762755.404797271","272148832.57864809"
2015-11-01,"108034623.17038059","108598424.18305279","563801.01267219998","1727175.9832362004","1696157.8227398","32088629.97525268","11408417.591182677","20680212.384070002","105427410.17166629","105092741.52071629","102437309.13166744","0","799617.21996295999","1855815.1690859054","334668.65095000004","3952546.9341670005","18476429.608397644","271402973.66584021"
2015-12-01,"106236341.5767774","106856400.595902","620059.01912459999","1732521.2913945999","1695947.8881492","33073224.773179661","12099299.525649659","20973925.247530002","107309335.02289338","106924837.25028339","104435898.57338743","0","673013.93892695988","1815924.7379689948","384497.77261000004","3813925.0099775996","19367148.669092823","273228444.23146468"
