"MES","SFBP01","SFBP02","SFBP03","SFBP04","SFBP05","SFBP06","SFBP07","SFBP08","SFBP09","SFBP10","SFBP11","SFBP12","SFBP13","SFBP14","SFBP15","SFBP16","SFBP17","SFBP18","SFBP19","SFBP20","SFBP21","SFBP22","SFBP23","SFBP24","SFBP25","SFBP26","SFBP27","SFBP28","SFBP29","SFBP30","SFBP31"
2012-02-01,"6545028.7383700004","197664.31162999998","168163.70611999999","29500.605509999998","0","2521759.7606600001","2102696.0244900002","417303.86794999999","0","1759.8682200000001","3706055.9081499996","2619664.8993699998","1086391.0087799998","0","0","119548.75792999999","63542.521370000002","56006.236559999998","-","734568.23790999991","0.30129","397933.47200000001","336634.46461999998","40328.528439999995","40147.922799999993","180.60563999999999","-","0","146162.36747999999","789698.93802","880694.69691000017"
2012-03-01,"6801306.1168799996","215750.31624000001","192801.44507000002","22948.871169999999","0","2543717.1314999997","2128510.7489499999","414226.08620999998","0","980.29633999999999","3919518.1455299999","2846625.7428799998","1072892.4026500001","0","0","122320.52361","65868.999360000002","56451.524250000002","-","748813.14465999999","0.30129","419859.17241","328953.67095999996","17808.73864","17643.063589999998","165.67504999999997","-","0","142655.98392","810567.61734000023","908403.25621000002"
2012-04-01,"6909576.7661000006","215915.21845999997","194643.44567999998","21271.772779999999","0","2452427.3349000006","2039726.8710500004","411842.75983","0","857.70402000000001","4122382.5336600002","3058951.6720599998","1063430.8616000002","0","0","118851.67908","62387.571990000004","56464.107089999998","-","779750.27431000001","0.30129","436721.23936000001","343028.73365999997","26695.537850000004","26472.801440000003","222.73641000000003","-","0","80548.378069999992","816205.53905000025","920514.47175000003"
2012-05-01,"7159184.0752399992","244132.47331999999","202250.89369","41881.57963","0","2466273.5784800001","2050001.55935","415522.72196999996","0","749.29716000000008","4326194.6610300001","3265867.6182100005","1060327.0428199999","0","0","122583.36241","66035.409100000004","56547.953309999997","-","745935.03245000006","0.30129","411787.96125000005","334146.76991000003","7467.2274700000016","7269.7610400000012","197.46643","-","0","86722.378069999992","849530.1621099998","927712.67796"
2012-06-01,"7517478.8581999997","234637.81848999998","192154.67692999999","42483.141559999996","0","2576658.8701400002","2165108.2217200003","410940.87231000001","0","609.77611000000013","4581569.2225299999","3521495.2872600006","1060073.9352699998","0","0","124612.94704","68081.703379999992","56531.24366","-","740986.35407999996","0.30129","395122.9057","345863.14708999998","27959.176209999998","27945.599599999998","13.576609999999999","-","0","109017.37806999999","882583.52881000005","834238.41917999997"
2012-07-01,"7937734.549610001","249010.24239000003","221720.59626000002","27289.646130000001","0","2627921.1572200004","2206209.3246900002","421099.35528000008","0","612.47725000000003","4937735.1317500006","3914115.2215300002","1023619.9102200001","0","0","123068.01825000001","66110.012400000007","56958.005850000001","-","779084.78477000003","0.30129","425761.23829000001","353323.24518999999","7664.2667200000005","7645.9919400000008","18.27478","-","0","109017.37806999999","928467.51472000009","863147.17183000001"
2012-08-01,"8276830.6958500007","280314.72664000001","255811.80395","24502.922689999999","0","2611220.6724399999","2191503.4329300001","419196.89027000003","0","520.34924000000001","5234750.7066300008","4235267.563430001","999483.14320000005","0","0","150544.59013999999","66728.724990000002","83815.865149999998","-","774841.35577000002","0.30129","406410.64441000001","368430.41007000004","7498.4747600000001","7482.75396","15.720800000000001","-","0","111200.10659","933617.60497000022","881154.36355000001"
2012-09-01,"8504792.1682900023","260238.30856","225523.84619000001","34714.462370000001","0","2677878.1337300004","2255285.6759299999","422117.51202000002","0","474.94578000000001","5415627.3748500012","4443559.5889000008","972067.78595000005","0","0","151048.35115","67217.682799999995","83830.668349999993","-","748888.94736000011","0.30129","378143.06208000006","370745.58399000001","10695.34042","10682.853370000001","12.48705","-","0","108379.72302999999","970117.56635999982","917760.98702000012"
2012-10-01,"8715593.8096799981","291086.60876000003","259290.21787000002","31796.390889999995","0","2714564.1753999996","2302936.7310599997","411280.48751000001","0","346.95683000000002","5560712.6641799994","4609858.5773099996","950854.08686999988","0","0","149230.36134","65395.218780000003","83835.142559999993","-","689024.12556999992","0.30129","308197.72604000004","380826.09823999996","7777.0583900000001","7765.7382100000004","11.320180000000001","-","0","113832.14118000001","982246.84623999987","948136.81151999999"
2012-11-01,"8841144.4611800015","285317.32769000001","246365.69336999999","38951.634319999997","0","2648275.6104799998","2250336.9667400001","397640.97409999993","0","297.66964000000002","5758145.7944200002","4830048.2584800003","928097.53593999997","0","0","149405.72859000001","65641.119819999993","83764.608770000006","-","725003.57446000003","0.30129","333060.64669999998","391942.62647000008","7527.6059099999993","7481.7402899999997","45.865619999999993","-","0","112383.91897","1025235.46462","984012.27879000001"
2012-12-01,"9086873.954810001","252984.99963000001","209853.75658000002","43131.243049999997","0","2772984.3472200003","2352193.9959800001","420480.26486","0","310.08638000000002","5913054.56886","4996902.9496099995","916151.61925000011","0","0","147850.03909999999","64063.377460000003","83786.661639999991","-","791613.61941000004","0.30129","391929.44915","399683.86897000007","65611.649739999993","65585.002389999994","26.647349999999999","-","0","119243.91897","1004834.9481799998","997202.05900000001"
2013-01-01,"8488647.4805899989","275239.26040999999","238735.87553000002","36503.384879999998","0","2810338.1430099998","2433118.1528999996","376897.72516000003","0","322.26494999999994","5256131.9378799992","4404434.6227399996","851697.31513999996","0","0","146938.13928999999","63067.204760000001","83870.934529999999","-","891215.26288000005","0.30129","509263.30900999997","381951.95387000008","53677.686710000002","53677.686710000002","0","-","6860","113093.88781000001","937657.44647999993","855108.33765"
2013-02-01,"8576188.7842900008","317653.46392999997","282388.50423999998","35264.959689999996","0","2797551.3618600005","2422325.1252100002","374899.38895999995","0","326.84769","5313636.6509200009","4507083.8585900012","806552.79232999997","0","0","147347.30757999999","63650.301399999997","83697.006179999997","-","896925.08616000006","0.30129","521815.88228999998","375109.20387000008","51677.848419999995","51677.847669999996","7.5000000000000002E-4","-","6860","112522.22115999999","973173.04876999988","852079.05966000003"
2013-03-01,"8817553.2480699997","356178.95383999997","319979.58559999999","36199.368239999996","0","2833309.0735999993","2440554.9054099997","392408.18821000005","0","345.97998000000001","5480661.0090299994","4692557.3102699993","788103.69876000006","0","0","147404.21159999998","63559.426059999998","83844.785539999997","-","920236.44430000009","0.30129","532804.34884999995","387432.09545000008","54519.929120000008","54519.927550000008","1.57E-3","-","0","118696.22115999999","1007312.00343","863563.90885000001"
2013-04-01,"8998316.2072700001","300732.54969999997","268796.02515","31936.524550000002","0","2777848.0411300003","2397444.0992100001","380030.57156000001","0","373.37036000000001","5772278.8505599992","5004837.4354399992","767441.41512000002","0","0","147456.76587999999","63819.73936","83637.026519999999","-","917420.9161400001","0.30129","519901.88258000003","397519.03356000007","19485.927450000003","19485.898980000002","2.8469999999999999E-2","-","0","118660.63931","1000395.7705300001","883452.89124000003"
2013-05-01,"9005829.01468","314070.53946","271698.06575000001","42372.473709999998","0","2703236.4550599996","2313907.5896599996","388933.38164999994","0","395.48374999999999","5841117.7429499999","5110561.56776","730556.1751900001","0","0","147404.27721","63780.744449999998","83623.532760000002","-","914710.92237000004","0.30129","526185.38880999992","388525.53356000007","10660.772279999999","10660.772289999999","-1.0000000000000001E-5","-","0","79482.417099999991","1051420.6508800001","898809.04868999997"
2013-06-01,"9168063.5801499989","338235.67124000005","304556.89073000004","33678.780509999997","0","2743098.3918699995","2371906.4232799998","370771.41155999998","0","420.55703","5939134.3247400001","5235415.1871699998","703719.13757000014","0","0","147595.1923","64005.574439999997","83589.617859999998","-","1218185.1272400001","0.30129","831236.59368000005","386948.53356000007","10899.187170000001","10899.187170000001","0","-","0","76052.417099999991","1090441.9511700002","940627.00976000004"
2013-07-01,"9350380.5797199998","362874.07678","321072.81124999997","41801.265530000004","0","2751468.6764700003","2382024.24853","369015.01462999999","0","429.41331000000002","6087992.3109699991","5398348.6443899991","689643.66658000008","0","0","148045.51550000001","64443.298320000002","83602.217180000007","-","1108590.8758799999","0","709142.34231999994","399448.53356000007","9945.5940200000005","9944.3285800000012","1.2654400000000001","-","0","86342.417100000006","1091825.92753","957462.90222000005"
2013-08-01,"9562908.784190001","379725.75568000006","337883.76722000004","41841.98846","0","2798869.0984400003","2437171.0626600003","361272.65039999998","0","425.38537999999994","6204526.4143199995","5518943.0077799996","685583.40654","0","0","179787.51575000002","96242.870840000003","83544.644910000003","-","1188915.9548199999","0","789310.17125999986","399605.78356000007","19820.913240000002","19820.194660000001","0.71858","-","0","85770.750449999992","1133662.1797099998","952715.46014999994"
2013-09-01,"9442316.8536099996","280161.81403999997","237590.71637999997","42571.097659999999","0","2815998.5766600003","2447864.5618500002","367673.19475999998","0","460.82004999999998","6166181.9837100003","5490308.2851000009","675873.69860999985","0","0","179974.4792","96291.928599999999","83682.550600000002","-","1104635.8737500003","0","697707.19862000016","406928.67513000005","10760.382159999999","10753.58273","6.7994300000000001","-","0","85770.750449999992","1158620.6497499999","964927.66411999997"
2013-10-01,"9575813.0592599995","346605.82681","302397.91888000001","44207.907930000001","0","2900043.2961799996","2543764.2784399996","355808.03444000008","0","470.98329999999999","6149442.9196100011","5490650.7109600008","658792.20865000004","0","0","179721.01665999999","96128.147759999993","83592.868900000001","0","1119169.57391","0","709153.96067000006","410015.61323999998","7574.4911300000003","7568.4109500000004","6.0801800000000004","0","0","96025.168590000001","1184407.1689599999","981938.88971999986"
2013-11-01,"9641958.88277","455417.91729999997","413959.94052","41457.976779999997","0","2862922.5987899997","2512522.4470799998","350304.37781999999","0","95.773889999999994","6145839.1600000001","5498428.2580800001","647410.90191999997","0","0","177779.20668","96842.956609999994","80936.250069999995","0","1058717.0136899999","0","649661.40044999996","409055.61323999998","9618.507959999999","9617.6239499999992","0.88401000000000007","0","0","94576.946379999994","1242348.1364900004","1013087.9365599999"
2013-12-01,"9675416.5549400002","459964.22279999999","403509.16889999999","56455.053900000006","0","2921852.9734999998","2570379.9221600001","351417.45921","0","55.592129999999997","6115614.4922199985","5483466.1750999987","632148.31712000002","0","0","177984.86642000001","97135.026270000002","80849.840150000004","0","1691230.2889299998","0","1285679.1756899999","405551.11323999998","67976.840720000007","67976.573790000009","0.26693","0","0","122016.94637999999","1231973.21538","1024760.4434"
2014-01-01,"9670130.364740001","456406.05213000003","397023.77662000002","59382.275509999999","0","2941488.0067800004","2584548.7716900003","356881.54600999993","0","57.689079999999997","6094957.8536099996","5485653.1104799993","609304.74312999996","0","0","177278.45222000001","96485.337440000003","80793.114780000004","0","2398764.00471","0","1997037.8914699999","401726.11323999998","64214.626209999995","64213.601309999998","1.0249000000000001","0","0","118586.94637999999","1242005.4287500002","1081154.8211600001"
2014-02-01,"9706755.032759998","564205.63552000001","511332.44877999998","52873.186740000005","0","2881534.1021900009","2529556.5247200006","351918.08993000002","0","59.487539999999996","6083222.2784899985","5482074.848079999","601147.43040999991","0","0","177793.01655999999","96945.444749999995","80847.571809999994","0","2655084.3239999996","0","2259829.9607599997","395254.36323999998","61701.342120000008","61700.315290000006","1.0268299999999999","0","0","118015.27972999999","1330979.5175000005","1113434.9018699999"
2014-03-01,"9773756.8228300009","431443.82076999999","383912.78246999998","47531.0383","0","3034436.2962599997","2676496.0400499995","357903.18390000006","0","37.072310000000002","6130066.5111700008","5536133.4529300006","593933.05824000004","0","0","177810.19462999998","96981.321639999995","80828.872990000003","0","2686230.30321","0","2270914.5483900001","415315.75481999997","65645.188349999997","65644.00572999999","1.1826200000000002","0","0","130706.27972999999","1318976.9322099993","1172605.10075"
2014-04-01,"9696645.8031300008","452467.45448999997","405284.04942","47183.405069999993","0","2915878.4602900003","2555728.7322300002","360112.47127000004","0","37.256790000000002","6150551.6193700004","5548715.0530000003","601836.56637000002","0","0","177748.26897999999","96829.313829999999","80918.955149999994","0","2734023.2570699994","0","2309174.5641399994","424848.69292999996","26642.223719999995","26640.249929999994","1.9737899999999999","0","0","130670.69786999999","1299870.37274","1210537.96175"
2014-05-01,"9785105.6311799977","484097.74249999993","414415.86923999997","69681.873259999993","0","2959471.1608199999","2598373.2195299999","361025.31850999995","0","72.622780000000006","6163470.7736999989","5588975.811449999","574494.96224999998","0","0","178065.95416000002","97247.206000000006","80818.748160000003","0","2644183.3432899993","844509.19068","1337762.9596799996","461911.19292999996","18438.250150000003","18436.690880000002","1.5592699999999999","0","0","129222.47566","1332258.4042200001","1225997.2548500001"
2014-06-01,"9739850.0597100016","437576.51959000004","356876.13140000007","80700.388189999998","0","2892688.7082699998","2532695.41713","359920.29184000002","0","72.999299999999991","6231110.2624300001","5671007.6933399998","560102.56909","0","0","178474.56942000001","97660.0052","80814.56422","0","2596373.6054599998","828947.2121","1305952.7004299997","461473.69292999996","11917.648000000001","11913.70059","3.9474099999999996","0","0","101626.56844","1369448.8228500001","1283215.42029"
