"MES","BCPP01","BCPP02","BCPP03","BCPP04","BCPP05","BCPP06","BCPP07","BCPP08","BCPP09","BCPP10","BCPP11","BCPP12","BCPP13","BCPP14","BCPP15","BCPP16","BCPP17","BCPP18","BCPP19","BCPP20","BCPP21","BCPP22","BCPP23","BCPP24","BCPP25","BCPP26","BCPP27","BCPP28","BCPP29","BCPP30","BCPP31","BCPP32","BCPP33","BCPP34"
2006-04-01,"22145638.827049997","5761253.4169499995","1606284.8255800004","3901298.2769899992","96683.05575","156987.25863","16384385.410099998","5711183.3641000008","1325429.60696","4153845.9759400003","1588.0139300000001","230319.76726999998","10435074.319859998","258645.32414000001","9460065.7267199978","21731.11246","694632.15654000011","238127.72614000001","68104.07295999999","168962.21169000003","1022.8283200000001","38.613169999999997","6430215.2229997003","2933191.1745240903","1291682.5358159323","2205341.5126596773","292057.18028000003","277464.49950000003","14592.680780000001","0","139258.41493999999","1006582.85851","7085120.2127269469","1387475.2875048988"
2006-05-01,"21911127.262180001","5665159.5210900009","1797710.4819799999","3570646.8960000002","63211.237200000003","233590.90591","16245967.741090002","5643111.8493499998","1331726.1340500002","4046511.3959799996","1512.1135499999998","263362.20577","10366941.946180001","273632.86092000001","9315506.54892","21078.07761","756724.45873000007","235913.94556000005","54378.278710000006","180459.51926000003","1039.1747","36.97289","6529719.3219796997","2897582.6103140898","1423907.5758659323","2208229.1357996776","202534.11079999999","187961.91149","14572.199309999998","0","125185.63004","995799.68838999991","7197129.97976695","1424243.7883948991"
2006-06-01,"21837807.574519999","5606189.8477599993","1824934.4831699999","3399658.8988499995","191538.09189000001","190058.37385","16231617.72676","5679720.0611799993","1505012.0914600003","3930670.8563999995","1416.79591","242620.31740999999","10310496.865940001","302887.48879999999","9171733.8136500008","21076.68331","814798.88018000009","241400.79963999998","64330.576169999993","176000.43472000002","1035.0390500000001","34.749699999999997","6604159.5241841003","2944111.4098984902","1502642.4219359322","2157405.6923496774","107304.63971999999","92644.439769999997","14660.199949999998","0","135475.39817999999","997283.63592999999","7091377.9835169483","1476798.1439248996"
2006-07-01,"22001954.33495","5885063.0307000009","2065144.3305300004","3698163.60702","46081.172810000004","75673.920339999997","16116891.30425","5693731.8717300007","1566090.0194400002","3885939.6677000001","786.74797999999998","240915.43661","10195584.228559999","317244.87948","9054621.8392599989","21077.373210000002","802640.13661000016","227575.20395999998","66013.258650000003","160497.74751999998","1031.1828","33.014989999999997","6610313.9718040982","2868633.8811184894","1530358.0296459319","2211322.0610396769","227325.80716000003","222858.87926000002","4466.9279000000006","0","106903.92155","985497.15026000014","7114973.7913849419","1508274.4185248998"
2006-08-01,"22681414.113760002","6091138.8356300006","2017977.2240800001","3929478.8155599996","28435.441750000002","115247.35424","16590275.27813","6060996.5508399997","1677522.18716","4135003.6626200001","637.17009000000007","247833.53096999999","10293607.1447","331621.75488999998","9094757.1388799995","21051.643339999999","846176.60758999991","235671.58258999998","68730.97984","165886.42827999999","1027.0744999999999","27.099970000000003","6591292.9815026037","2851379.5048909206","1536750.5386477967","2203162.9379638857","75540.401819999999","71284.151519999999","4256.2502999999997","0","125391.85943000001","987448.81339999998","7186309.3541943412","1544238.0430106015"
2006-09-01,"23151642.6624","6236456.1500000004","2139959.86876","3969269.3066000002","34861.063569999998","92365.911069999987","16915186.512399998","6230959.5013700007","1743173.33201","4246954.3727900013","637.72676999999999","240194.0698","10449594.692389997","338185.72923","9234390.3860499971","20763.819329999998","856254.75777999999","234632.31863999998","64561.458140000002","169021.97772999998","1022.53264","26.35013","6554256.798802603","2848653.1993109207","1523911.2070377967","2181692.3924538856","72702.075689999998","68369.23517","4332.8405199999997","0","121631.51501999999","977908.81388000015","7200823.7083543418","1580672.2868406014"
2006-10-01,"23493277.510650001","6378299.7140100012","2163165.0215700003","4086706.1276600007","21515.655529999996","106912.90925","17114977.796640001","6388926.8702399991","1669224.6452999997","4473416.8887699991","637.83103000000006","245647.50514000002","10455203.578740001","349306.45300999994","9204980.9410800003","16652.730680000001","884263.45396999991","270847.34766000003","93438.320390000008","176352.76215999998","1031.89202","24.373090000000001","6402889.9190426022","2849494.5305509204","1415204.4055177968","2138190.9829738853","75195.300470000002","70939.733370000002","4255.5671000000002","0","116264.64494","985605.40563000005","7317271.8655543402","1296317.579110601"
2006-11-01,"24568012.008500002","6836251.8084200006","2403320.0521500008","4172309.2887599994","23655.769339999999","236966.69817000002","17731760.200080004","6749895.7025000015","1816319.9543200005","4681234.3383100014","586.73800000000006","251754.67186999996","10703267.204880001","363811.61261000001","9391344.4584600013","16763.630809999999","931347.50300000003","278597.29269999999","81130.140849999996","196416.79582","1031.06673","19.289300000000001","6362779.2425526017","2851639.4406609205","1411031.0165677965","2100108.7853238853","70278.11639000001","66018.531990000003","4259.5843999999997","0","44717.635320000001","967139.28347999998","7432985.394344341","1352037.7177606011"
2006-12-01,"25391128.628040001","6871630.1638799999","2544155.3469100003","4113465.2583199996","24841.368690000003","189168.18995999999","18519498.464159999","7459285.0078299986","2298560.2200199999","4881579.0528499996","585.37109000000009","278560.36386999994","10832012.16199","404283.95093999995","9571499.1973999999","16723.196449999999","839505.81719999993","228201.29433999999","65538.792929999996","161615.41553","1026.5573999999999","20.528480000000002","6441131.9569773227","2845043.9006697834","1554487.5048715253","2041600.551436014","105782.12111000001","101437.7436","4344.3775100000003","0","82712.28214000001","1105394.0523699999","7279177.9855331406","1456996.6058320054"
2007-01-01,"26029341.202530004","7231983.4693900002","2673757.6513299998","4332555.53687","30882.658629999998","194787.62255999999","18797357.733140003","7393396.6940699993","2168665.5580999991","4932133.9206000008","771.68709999999999","291825.52827000007","11186214.359360002","450377.82130999997","9760399.3567900006","21168.255639999999","954268.92561999999","217746.67971000003","59370.004629999996","157364.69401000001","994.67859999999996","17.30247","6466347.4122220417","2838734.6224086448","1763457.9520352541","1864154.8377781427","82396.194319999995","78782.274709999998","3613.9196099999999","0","85742.943230000004","1083647.1486800001","7276072.2754837992","1497416.3195834099"
2007-02-01,"26622001.859060001","7423401.8282099999","2582597.5516100004","4475149.6737899994","17439.944529999997","348214.65827999997","19198600.030850001","7588546.1135100005","2246185.3111400004","5062718.1576899998","498.16048999999998","279144.48418999993","11388822.565610001","480183.65654","9918736.8826599997","21015.638749999998","968886.38766000001","221231.35172999999","74622.111489999996","145599.92465","992.16367000000002","17.151919999999997","6471818.7283467613","2861308.6787375067","1784181.6554989831","1826328.3941102712","86029.977369999993","82479.61623","3550.3611400000004","0","87313.92637999999","1075248.8883500001","7384727.2418242097","1373047.8206848139"
2007-03-01,"27307594.19046","7619366.846859999","2507521.23049","4683768.5098499991","12639.019410000001","415438.08710999996","19688227.343600001","7770041.9967","2291736.4092999995","5178938.7332000006","498.16451000000001","298868.68968999997","11696217.856790001","545851.99802000006","10154412.69884","20946.490869999998","975006.66905999999","221967.49011000001","50462.141659999994","170495.58685000002","992.16367000000002","17.597930000000002","6387107.8467467614","2833208.1784975072","1779862.8156489832","1774036.8526002711","105215.31868000003","101588.89019000002","3626.4284900000002","0","46798.589760000003","1049287.8694500001","7484428.7675354462","1279804.2971948138"
2007-04-01,"27085847.565829996","7455093.2160399994","2402019.9405899998","4556009.8691999996","6316.9576799999995","490746.44857000001","19630754.349789996","7749271.2847299995","2220894.9736899999","5251351.9193099998","70.423389999999998","276953.96833999996","11612114.803399997","498113.36752999993","10127254.288599998","20946.613880000001","965800.53339","269368.26165999996","66818.342290000001","201540.09750999999","992.16367000000002","17.658189999999998","6399553.5779267615","2861520.790197507","1841490.5161889831","1696542.2715402711","483543.09541999991","479989.06147999992","3554.0339400000003","0","36838.111859999997","1017161.46108","7407630.217749632","1332639.828214814"
2007-05-01,"28184096.025599994","7920761.9957199991","2673506.2316000001","4851076.4093999984","2852.1000600000002","393327.25466000004","20263334.029879995","8139597.4322499977","2461562.88423","5360889.7007099986","70.245660000000001","317074.60165000003","11903370.454939999","572583.93238000001","10335372.057639999","20892.846280000002","974521.61864","220366.14269000001","62284.661770000006","157074.11257","989.64867000000004","17.71968","6321390.2669914812","2908870.1332463692","1793627.5404027121","1618892.5933423997","83835.796370000011","80290.107220000005","3545.6891499999992","0","33988.838100000001","1046811.58449","7372599.910075305","1376596.4837362175"
2007-06-01,"28960666.21311","8376917.9248700002","2907843.5161900008","5085016.9719299991","3128.29241","380929.14434","20583748.288240001","8239187.6993800011","2499105.5405999999","5463437.5525100008","70.067930000000004","276574.53833999997","12111895.735860001","730226.88806999999","10394386.948419999","20893.691330000001","966388.20803999994","232664.85300000003","61670.041769999996","169989.58977000002","987.13367000000005","18.087790000000002","6127293.7927162005","2886406.9784652316","1666595.9310364407","1574290.8832145284","83671.934789999999","81946.987720000005","1724.9470700000002","0","38534.177630000006","997819.80610000005","7366134.980191255","1434526.180817622"
2007-07-01,"28962524.654399998","8102136.7002299996","2842977.8694500006","4940796.4972599996","1451.55908","316910.77444000001","20860387.95417","8387867.39542","2706229.6498699998","5363768.3725800002","69.35466000000001","317800.01830999996","12178065.130699998","846980.96083","10350638.727669999","20679.341480000003","959766.10071999999","294455.42804999999","124329.05700999999","169131.05392999999","977.0740199999999","18.243089999999999","6040424.3581850789","2819978.1038106801","1702508.9632613559","1517937.2911130427","71120.797670000014","70637.433140000008","483.36453","0","39454.615519999999","969292.96829999995","7316940.4424973782","1463202.9311632391"
2007-08-01,"29346733.823449999","8109052.56666","3067316.0758000007","4686197.04892","1712.09094","353827.35100000002","21237681.256790001","8932308.2884900011","3300212.88424","5267603.7678700015","68.819860000000006","364422.81652000005","12067520.476220001","928122.29138000018","10153629.571380001","20519.95161","965248.66184999992","237852.49208","64858.560890000001","172022.55147999999","969.52904999999998","1.85066","5980758.4681992363","2765679.1461972664","1731263.952022542","1483815.3699794284","74741.601239999989","74190.520959999994","551.08028000000002","0","58573.003619999996","956449.21539000003","7327422.5585993826","1533811.1440374507"
2007-09-01,"29811537.101839997","8214858.3936800007","3276829.2765699998","4646443.5849900004","1157.1702500000001","290428.36186999996","21596678.708159998","9220471.9139900021","3376785.6727799992","5394358.470350001","68.820630000000008","449258.95023000002","12153224.115469998","954538.62419999996","10172893.788449999","20539.675640000001","1005252.0271799999","222982.67870000002","66936.969839999991","155074.02809000001","969.52904999999998","2.1517200000000001","5811298.1207292359","2758711.0146372658","1596894.2054125424","1455692.9006794286","86258.550029999999","85631.881020000001","626.66900999999996","0","57167.088869999992","947197.21554000012","7373365.2406993797","1613249.0641374504"
2007-10-01,"30267470.270149998","8325246.5296599995","3425616.6651699999","4505953.2931399997","780.0311999999999","392896.5401499999","21942223.740490001","9504423.8916999996","3438391.2398999999","5557974.6103399992","68.464370000000002","507989.57708999998","12215628.927820001","974511.96882000007","10112217.65092","20383.090180000003","1108516.2179","222170.92097000001","68945.007260000013","152259.42788999999","964.49905999999999","1.9867600000000001","5807242.423964276","2751578.8360005906","1634717.4338000002","1420946.1541636856","79077.026800000021","78442.511710000021","634.51508999999999","0","89282.371490000005","911324.63963999983","7297229.4222694738","1712147.189720259"
2007-11-01,"30293710.767900001","8235422.8746699998","3429928.3106199997","4337645.3918099999","751.07956999999999","467098.09267000004","22058287.893230002","9662795.8144700006","3574760.9328000005","5495894.6961199995","16.493470000000002","592123.69207999995","12113061.101019999","1009105.11853","9881631.7166299988","20580.79869","1201743.4671700001","282430.97774","74892.272880000004","206588.04344000001","949.08178999999996","1.5796299999999999","5864833.0707069151","2890950.1130815148","1558315.7482374576","1415567.2093879431","90102.543640000004","89622.738450000004","479.80518999999998","0","64497.689230000004","903628.45029999991","7403488.4874495892","1772788.7376230673"
2007-12-01,"30997963.19311","8203818.5632300004","3583584.1100100004","4226623.3312800005","707.50311999999997","392903.61881999997","22794144.62988","10434089.89026","4353241.3410399994","5339730.6098300004","16.36392","741101.57547000004","12056758.13658","1082470.8336499999","9658088.2430199999","20391.383100000003","1295807.6768100001","303296.60304000002","111187.75099000002","191165.30376000001","941.61850000000004","1.9297899999999999","5702652.6286652731","2980075.1832423005","1393235.1572786444","1329342.2881443286","112827.48065000001","112257.23567000001","570.24497999999994","0","121830.99863999999","930761.94406000001","7214938.4051309871","1968577.8816672794"
2008-01-01,"32263256.447750006","8891858.2869700007","3658846.1714500003","4633484.0225299997","596.35675000000003","598931.73624","23371398.160780005","10836458.667510003","4330894.0598300006","5591699.4774700012","16.277619999999999","913848.85259000002","12279358.365890002","1192958.5453100004","9624004.1519800015","20206.295489999997","1442189.37311","255581.12737999999","81790.235990000016","172852.47907","936.64296999999999","1.76935","5526465.0517087113","2694039.4286240246","1519997.3533661016","1312428.2697185858","159472.60348999998","158750.11562999999","722.48786000000007","0","83570.587950000001","979652.22914000007","7407299.7930380413","1891922.9672900876"
2008-02-01,"33272385.950999998","9289273.70242","3764044.3153300001","4751625.4710400002","416.24637000000001","773187.66967999993","23983112.248579998","11381993.20836","4604566.3748400006","5531192.5838399995","16.191300000000002","1246218.0583800001","12341303.289069995","1238533.5900600001","9501638.9059599973","19963.67986","1581167.1131899999","259815.75115","74325.565480000005","184556.97745000001","931.66743999999994","1.54078","5414499.966393752","2781905.89109735","1338936.1411235596","1293657.9341728431","122401.34524000001","121477.11703000001","924.22820999999999","0","78444.500950000001","1034339.0142399999","7487541.5359941628","1777475.3205928956"
2008-03-01,"33552323.346479997","9376164.0512799993","3888550.8251100001","4740136.5567299984","311.99110000000002","747164.6783400001","24176159.295199998","11612772.026589999","4589281.8220799994","5552814.7391500007","15.996889999999999","1470659.46847","12323084.12614","1263362.1755000001","9247474.3045000006","19561.137579999999","1792686.50856","240303.14246999999","72981.93376","166399.58441000001","920.47249999999997","1.1517999999999999","5388566.7932573901","2734681.5072346292","1388233.0012203387","1265652.2848024219","116719.45998","115291.30205","1428.1579299999999","0","47778.45307000001","1014867.84331","7394691.2346179318","1951574.4403742149"
2008-04-01,"34160476.394129999","9418270.2408800013","3850679.2631999999","4680854.0788500002","257.91050999999999","886478.98831999989","24742206.153249998","12020419.291719999","4808369.4167999998","5422403.0406400012","15.780860000000001","1789631.05342","12390853.632199999","1352278.31311","9172625.6709000003","19296.505529999999","1846653.1426599999","330933.22933","165551.46005999998","164471.92087999999","908.03370000000007","1.8146900000000001","5447613.1409520814","2842918.5881589395","1355502.8618089831","1249191.6909841585","160511.10774000001","159182.40142000001","1328.70632","0","63028.865539999999","1008077.73623","7394128.6349464329","2138782.1129412344"
2008-05-01,"35224848.945990004","9842825.3345600013","4005837.8726600003","5000493.6442100015","192.50979999999998","836301.30789000005","25382023.611430004","12818844.073070001","5212768.0445100013","5429765.3731300002","15.586450000000001","2176295.06898","12286287.708640002","1416593.44472","8996689.9562100004","19058.892019999999","1853945.4156900002","276891.82971999998","116326.70506000001","159665.60935000001","896.83878000000004","2.6765300000000001","5289256.7002919484","2708450.0924016805","1337969.3179657625","1242837.2899245047","238624.10683","237489.05034000002","1135.0564899999999","0","84692.768779999999","1069293.10078","7287625.142045266","2260888.4677311825"
2008-06-01,"34890600.456430003","9324179.68255","4120318.6784600001","4338376.1061300002","226.83188999999999","865258.06607000006","25566420.773880001","13051972.733040001","5204328.4538600007","5313526.6566899996","15.39311","2534102.2293799999","12287994.092730001","1481003.7789200004","8853960.9484099988","18821.271430000001","1934208.0939699998","226453.94811000003","78150.650550000006","147414.16716000001","885.64379000000008","3.4866100000000002","5136096.000865519","2564946.7801381256","1341525.5094325426","1229623.7112948503","106148.97504","104949.95329","1199.0217499999999","0","81494.087500000009","1076728.3481999999","7275633.4698544983","2414061.9000725015"
2008-07-01,"35953530.92667","9898800.7419499997","4351880.0976400003","4554434.6988100009","212.12268000000003","992273.82282000012","26054730.184720002","13384184.714640001","5376476.093249999","5097194.3201900003","15.220270000000001","2910499.0809300002","12429462.143309999","1532327.5797800003","8824498.0421499982","18646.77146","2053989.7499199999","241083.32676999999","83016.9611","157186.34201999998","875.69275000000005","4.3309000000000006","5291229.5440094918","2692521.0521446541","1387990.8469174579","1210717.6449473803","87690.992370000007","86690.982780000006","1000.0095899999999","0","71242.430729999993","1074567.2534700003","7245632.9760427037","2545584.3745481181"
2008-08-01,"35827124.174729995","9579878.2283699997","4514946.4640899999","4097797.9792799987","282.84337000000005","966850.94163000002","26247245.946359996","13578041.34667","5677157.6418900006","4909818.4207499996","15.15438","2991050.12965","12355453.807469998","1545885.31956","8786451.8178999983","18521.596830000002","2004595.0731799998","313750.79221999994","91970.070089999979","220903.80820999999","871.96110999999996","4.9528100000000004","5108356.1155727822","2585239.4982389025","1331989.1468130508","1191127.4705208289","100179.41922000001","99266.032330000016","913.38689000000011","0","219191.50111000001","1082177.8429400001","7368078.2050159751","2681939.1345857983"
2008-09-01,"36518118.438129999","9939465.2000699993","4955191.4975999994","4056728.7686600001","358.50693000000001","927186.42688000016","26578653.238059998","13515524.355359999","5662034.0699499995","4908946.686830001","15.111270000000001","2944528.4873099998","12726591.69503","1771293.3645300004","8912727.9118999988","18469.18837","2024101.2302300001","336537.18766999996","119908.94714999999","215751.24101999999","869.47334999999998","7.5261500000000003","4870205.4262708761","2557569.2717276346","1125533.1020767798","1187103.0524664614","103137.88057000001","102066.47862000001","1071.4019499999999","0","173728.91772999999","1089785.7463099998","7396110.5316175837","2666856.5172972027"
2008-10-01,"36274922.113129996","9493048.9950699974","4605717.3819299983","3927901.9938499993","181.80458999999999","959247.81469999987","26781873.11806","13514943.46869","5604041.5150800003","5210991.4650100004","15.06817","2699895.4204299999","12869792.647969998","1723957.3378300001","9146865.5226299986","18416.903200000001","1980552.8843100001","397137.00140000001","89765.178500000024","306494.79657000001","866.98557999999991","10.040749999999999","4882234.1420908701","2645465.6238382673","1057345.8395805084","1179422.6786720939","170739.47672999999","169889.24302999998","850.2337","0","194272.70673999999","1150384.3751400001","7596852.7081591934","2764994.0516586071"
2008-11-01,"36546508.856519997","9334104.8101100009","4464036.5668400005","3838402.50269","172.15900999999999","1031493.5815699999","27212404.046409998","13500312.269449998","5436606.3728999989","5622553.7344599999","15.06831","2441137.0937799998","13329350.245519999","1852849.5678400004","9528636.8752800003","18417.337720000003","1929446.4646800002","382741.53144000005","92245.070690000008","289617.89647000004","866.98557999999991","11.578700000000001","4999165.3897608705","2668005.1661982676","1179552.5451805086","1151607.6783820938","114212.17680999999","113186.61900999999","1025.5578","0","146941.68221","1141323.3752100002","7551968.0834791921","2862710.1192386067"
2008-12-01,"38168311.899609998","9822358.7414599992","4765522.67246","3925958.9099299996","182.62724999999998","1130694.5318200001","28345953.158149999","14387859.914799999","5805925.4899000004","6133991.1631900007","15.068449999999999","2447928.1932600001","13492330.846659999","1834723.08928","9751539.4776099995","18391.287400000001","1887676.9923700001","465762.39669000002","127855.07364","337008.39035","884.68044999999995","14.25225","5376608.6523608696","2531263.7679382674","1757342.1365005085","1088002.7479220938","160839.69899999996","159868.43285999997","971.26613999999995","0","143912.46791000001","1240382.2644400001","7527776.6803691937","2900142.4507686067"
2009-01-01,"38577479.895449996","9963587.6894099973","5151498.9226699993","3855677.3351800004","186.25826999999998","956225.17329000006","28613892.206039995","14294903.753859999","5572890.8826599997","6297108.6693699993","15.06859","2424889.1332399999","13904361.347759999","1929624.2746300001","10062232.50453","18391.08611","1894113.4824899998","414627.10441999999","119651.39495999999","294075.11661000003","884.68044999999995","15.9124","5285676.5449308697","2500081.7222982673","1726363.4808205084","1059231.341812094","233326.8626100001","232421.95874000009","904.90386999999987","0","108917.65019000001","1263906.0144400001","7545402.5548191927","2783390.3968786062"
2009-02-01,"39225201.225570001","10052537.066010002","5094980.1946200002","4060659.2438000003","145.41030000000001","896752.21729000006","29172664.159559999","14454731.51936","5726470.3280100003","6359108.9741099998","15.069850000000001","2369137.1473900001","14289770.52826","2238152.1039300002","10304696.62366","18391.228710000003","1728530.5719599999","428162.11194000003","112230.15435000001","315029.84065000003","884.68044999999995","17.436490000000003","5148223.2422408694","2394117.8569282671","1706101.1502805084","1048004.2350320937","291335.04715000006","290321.64183000004","1013.40532","0","126934.00869000002","1174998.3029100001","7448742.9616691926","2598327.6303163907"
2009-03-01,"39717968.044940002","10104013.634430002","5074877.6447500009","4262766.3424500003","174.90866","766194.73857000005","29613954.41051","14255478.495069999","5405233.2993199993","6558731.2894700002","15.06887","2291498.8374099997","14970323.057950003","2591530.6707100002","10688708.396430001","18391.16675","1671692.82406","388152.85748999997","86016.852329999994","301258.98810999998","858.19458999999995","18.82246","5069370.4983008699","2369133.5366382673","1649142.5857505086","1051094.375912094","184319.67153000002","183289.11537000001","1030.5561599999999","0","93974.12649000001","1153402.91973","7469002.0382791907","2662029.6543963915"
2009-04-01,"39932657.686769992","9946685.21263","4864761.6243599998","4335037.3449400002","175.41252999999998","746710.83080000011","29985972.474139996","14356472.908679998","5627877.4505599998","6693509.6383899981","15.06901","2035070.7507199999","15256530.087220002","2682852.6835700003","10941320.50866","18391.360990000001","1613965.534","372969.47824000003","93382.357140000007","278708.59974999999","858.19459999999992","20.326750000000001","5366983.2216008687","2355829.9124182672","1972006.8707705082","1039146.4384120938","464791.09606999997","463811.40027999994","979.69578999999999","0","58932.668669999999","1147264.1721000001","7542386.6531606549","2663762.7653063913"
2009-05-01,"40004245.85204","9978389.1651699971","4859776.9728599982","4458915.9625299992","194.81547999999998","659501.41430000006","30025856.686870005","14162252.203100001","5377277.8432000009","6867177.1449600002","15.069150000000002","1917782.1457900002","15449475.502690002","2736329.3048300007","11139549.269660002","18391.554620000003","1555205.3735799999","414128.98108","94081.460959999997","319167.41761","858.19459999999992","21.907910000000001","5056199.8789208699","2380269.1087482674","1655106.9020705088","1020823.8681020939","122518.77604000001","121482.54611000001","1036.22993","0","115706.66847","1137970.83879","7898297.9499806529","2731325.5239763912"
2009-06-01,"42040575.092309996","10660245.004489997","5497217.7835499998","4625548.5428699991","203.19557999999998","537275.48248999997","31380330.087819997","15009967.070169998","6234632.5266999993","7098254.3817600003","15.069290000000001","1677065.0924200001","15897635.597100001","3048851.5912500001","11341156.924929999","18391.75403","1489235.3268900001","472727.42055000004","161563.2071","310282.48288000003","858.19459999999992","23.535970000000002","4706821.2051108694","2130883.587778267","1581465.4774605087","994472.13987209368","102195.75228999999","100715.48288","1480.2694099999999","0","141132.37383","1061618.0614","7692371.0665983474","2818712.2465963913"
2009-07-01,"41846785.845959991","10562813.71325","5598883.6857699994","4477042.8066799995","219.31168","486667.90911999997","31283972.132709995","15043317.517399997","6359040.9683499997","7153792.8037199983","15.069430000000001","1530468.6758999999","15759473.34151","3020589.36362","11348700.5715","18392.010310000001","1371791.3960800001","481181.27379999997","155068.80069999999","325229.37053000001","858.19459999999992","24.907970000000002","4629903.7158408696","2121514.1109182672","1536548.3626805083","971841.2422420939","104247.22132","103230.62578","1016.59554","0","145696.28266999999","1046806.8114","7719897.6488445019","2887714.6221379987"
2009-08-01,"42551274.444660008","10918113.237660002","5592301.5021799998","4797190.63827","248.30305000000001","528372.79416000005","31633161.207000002","15409181.688039999","6567813.7705199998","7422529.8819799991","15.069570000000001","1418822.9659699998","15754437.256950002","3185510.4643599996","11292067.517750002","18392.205250000003","1258467.06959","469542.26200999995","111347.72585999998","357309.95332999999","858.19459999999992","26.38822","4533248.5931703867","2067600.5721379973","1497306.1557205084","968341.86531188106","64191.275020000001","64105.827709999998","85.447310000000002","0","134624.5085","1046632.5614","7777619.3619766627","2989543.622752599"
2009-09-01,"44950361.004220001","12062752.033539999","6179197.1171799991","5429321.9891299997","296.28710999999998","453936.64012","32887608.970680002","16415448.83781","7364971.7934299996","7717446.8462900007","15.069710000000001","1333015.1283799999","15923308.609999999","3490372.50752","11201673.553580001","18342.142910000002","1212920.4059899999","548851.52286999999","189367.25157999998","358598.23389000003","858.19459999999992","27.8428","4490251.5459080059","2061161.899406736","1493628.9677505086","935460.67875076178","66296.625010000018","66217.690460000013","78.934550000000002","0","112035.80153","1037583.1780900001","7788646.5267085927","3160809.4855125984"
2009-10-01,"45479288.620109998","12341770.515629997","6657501.757509999","5320333.099489999","317.06350000000003","363618.59513000003","33137518.104480002","16390436.162460001","7214137.3417800004","7908243.1288799997","15.070959999999999","1268040.6208400002","16265932.442389999","4050780.9953600001","11009109.836519999","18342.219980000002","1187699.39053","481149.49962999992","140071.18234","340190.84141999995","858.19459999999992","29.281269999999999","4619683.7522980059","2063276.0381767359","1595163.6031005087","961244.11102076177","75436.585220000008","75366.136200000008","70.449020000000004","0","115143.45632000001","979169.43045999995","7822299.5066679986","3250647.7268225979"
2009-11-01,"45439860.500329994","12940977.28884","7205941.0465900004","5349220.8094200017","253.44099","385561.99183999997","32498883.211489994","16006841.241399998","6849847.8175499989","7957625.6468100008","2.1098300000000001","1199365.6672099999","15934969.412259998","4247426.6658800002","10520768.379399998","18342.356730000003","1148432.0102500001","557072.55783000006","193737.02158999999","362446.61687000003","858.19459999999992","30.724769999999999","4738811.6323080063","2060348.375276736","1701299.0195605084","977164.23747076187","72695.927019999988","72492.712139999989","203.21487999999999","0","80135.189679999996","967826.09713000001","8142357.8857449237","3336630.3530125986"
2009-12-01,"46616921.764939994","13180542.57137","7447356.4162200009","5369143.6497200001","447.70472000000001","363594.80070999998","33436379.193569995","16455192.671199996","7183287.1534699993","8032015.1620699978","2.1098300000000001","1239888.2458300001","16405790.33855","5033011.6236300003","10294166.05098","18342.426380000001","1060270.23756","575396.18382000003","179895.97873","394609.42781000002","858.19459999999992","32.582680000000003","4572492.4034680063","1989016.5533767361","1600429.8317505084","983046.01834076177","72673.463069999983","72586.771439999982","86.691630000000004","0","109853.53700000001","987823.31974000018","8028181.0145163825","3476478.895932598"
2010-01-01,"47503551.917600006","13437803.102180002","7743254.3680200009","5384456.3295800006","864.49818000000005","309227.90639999998","34065748.815420002","16989340.67058","7584681.6461199997","8124850.821010001","2.1098300000000001","1279806.0936199999","16507974.598660002","5165379.3971700007","10279301.777200002","18342.48445","1044950.93984","568433.54618000006","223692.05564000001","343850.11589999998","858.19459999999992","33.180039999999991","4529869.0628380068","1989769.0771767362","1568750.0227605086","971349.96290076175","112473.32853000001","112415.31910000001","58.009430000000002","0","102840.83196000001","971269.56974000018","8019840.645294074","3250164.1731125982"
2010-02-01,"48073226.308129996","13609531.950479997","7934677.3779299986","5456101.5574700003","174.97258999999997","218578.04248999999","34463694.357649997","17487009.154599998","7862812.9744599992","8447288.8157100007","2.1098300000000001","1176905.2545999996","16442419.7138","5279250.7937899996","10122159.89804","18342.52331","1022666.49866","534265.48924999998","176278.55541","357094.42323000001","858.19459999999992","34.316009999999991","4495607.0671050213","1978432.5451637506","1535588.0510105086","981586.47093076177","109638.96864000001","109542.80824000001","96.160399999999996","0","132442.78968000002","969045.31972000003","7961194.9244933063","2997183.3122225981"
2010-03-01,"48107488.400990002","13604192.247540003","7555198.3311500009","5779058.1529800007","168.82749000000001","269766.93592000002","34503296.153449997","17647933.889789999","8051175.3806899991","8585499.140660001","2.1098300000000001","1011257.2586099999","16298138.516800001","5372704.2064199997","9918653.8937299997","18340.771500000003","988439.64515000011","557223.74686000007","182967.86807999999","373362.28040000005","858.19459999999992","35.403779999999998","4284986.7409258792","1814066.3688146095","1495732.1507205085","975188.22139076178","110945.26269000003","110837.67102000004","107.59166999999999","0","97335.513659999997","888717.43501000002","8027287.7503094599","3102050.877762598"
2010-04-01,"47322157.41392","12819634.929199999","6792009.2195999995","5893898.8481799997","156.77384999999998","133570.08757","34502522.484719999","17535497.074730001","7982212.4587500002","8581198.7836700007","2.1098300000000001","972083.72248","16396634.172","5513330.2005199995","9900067.8212199993","18340.8295","964895.32076000003","570391.23799000005","195400.53759000002","374096.04488","858.19459999999992","36.460920000000002","4340818.1483928794","1813977.566191609","1591420.5353405084","935420.04686076182","311561.99782000005","311479.19449000002","82.803330000000003","0","83343.875849999997","865407.43738000002","7772989.791426383","3167091.781012598"
