"MES","BCXP01","BCXP02","BCXP03","BCXP04","BCXP05","BCXP06","BCXP07","BCXP08","BCXP09","BCXP10","BCXP11","BCXP12","BCXP13","BCXP14","BCXP15","BCXP16","BCXP17","BCXP18","BCXP19","BCXP20","BCXP21","BCXP22","BCXP23","BCXP24","BCXP25","BCXP26","BCXP27","BCXP28","BCXP29","BCXP30","BCXP31","BCXP32","BCXP33","BCXP34"
2008-12-01,"38168311.899609998","9822358.7414599992","4765522.67246","3925958.9099299996","182.62724999999998","1130694.5318200001","28345953.158149999","14387859.914799999","5805925.4899000004","6133991.1631900007","15.068449999999999","2447928.1932600001","13492330.846659999","1834723.08928","9751539.4776099995","18391.287400000001","1887676.9923700001","465762.39669000002","127855.07364","337008.39035","884.68044999999995","14.25225","5376572.6523608696","2531227.7679382674","1757342.1365005085","1088002.7479220938","160839.69899999996","159868.43285999997","971.26613999999995","0","143912.46791000001","1240382.2644400001","7363194.1925615752","2795805.3095694026"
2009-01-01,"38577479.895449996","9963587.6894099973","5151498.9226699993","3855677.3351800004","186.25826999999998","956225.17329000006","28613892.206039995","14294903.753859999","5572890.8826599997","6297108.6693699993","15.06859","2424889.1332399999","13904361.347759999","1929624.2746300001","10062232.50453","18391.08611","1894113.4824899998","414627.10441999999","119651.39495999999","294075.11661000003","884.68044999999995","15.9124","5285640.5449308697","2500045.7222982673","1726363.4808205084","1059231.341812094","233326.8626100001","232421.95874000009","904.90386999999987","0","108917.65019000001","1263906.0144400001","7380820.0670115743","2679053.255679402"
2009-02-01,"39225201.225570001","10052537.066010002","5094980.1946200002","4060659.2438000003","145.41030000000001","896752.21729000006","29172664.159559999","14454731.51936","5726470.3280100003","6359108.9741099998","15.069850000000001","2369137.1473900001","14289770.52826","2238152.1039300002","10304696.62366","18391.228710000003","1728530.5719599999","428162.11194000003","112230.15435000001","315029.84065000003","884.68044999999995","17.436490000000003","5148187.2422408694","2394081.8569282671","1706101.1502805084","1048004.2350320937","291335.04715000006","290321.64183000004","1013.40532","0","126934.00869000002","1174998.3029100001","7284160.4738615742","2496003.2309294022"
2009-03-01,"39717968.044940002","10104013.634430002","5074877.6447500009","4262766.3424500003","174.90866","766194.73857000005","29613954.41051","14255478.495069999","5405233.2993199993","6558731.2894700002","15.06887","2291498.8374099997","14970323.057950003","2591530.6707100002","10688708.396430001","18391.16675","1671692.82406","388152.85748999997","86016.852329999994","301258.98810999998","858.19458999999995","18.82246","5069334.4983008699","2369097.5366382673","1649142.5857505086","1051094.375912094","184319.67153000002","183289.11537000001","1030.5561599999999","0","93974.12649000001","1153402.91973","7305179.4384715725","2559705.255009403"
2009-04-01,"39932657.686769992","9946685.21263","4864761.6243599998","4335037.3449400002","175.41252999999998","746710.83080000011","29985972.474139996","14356472.908679998","5627877.4505599998","6693509.6383899981","15.06901","2035070.7507199999","15256530.087220002","2682852.6835700003","10941320.50866","18391.360990000001","1613965.534","372969.47824000003","93382.357140000007","278708.59974999999","858.19459999999992","20.326750000000001","5366947.2216008687","2355793.9124182672","1972006.8707705082","1039146.4384120938","464791.09606999997","463811.40027999994","979.69578999999999","0","58932.668669999999","1147264.1721000001","7379520.037011575","2561915.3659194028"
2009-05-01,"40004245.85204","9978389.1651699971","4859776.9728599982","4458915.9625299992","194.81547999999998","659501.41430000006","30025856.686870005","14162252.203100001","5377277.8432000009","6867177.1449600002","15.069150000000002","1917782.1457900002","15449475.502690002","2736329.3048300007","11139549.269660002","18391.554620000003","1555205.3735799999","414128.98108","94081.460959999997","319167.41761","858.19459999999992","21.907910000000001","5056163.8789208699","2380233.1087482674","1655106.9020705088","1020823.8681020939","122518.77604000001","121482.54611000001","1036.22993","0","115706.66847","1137970.83879","7736756.9076315723","2629478.1245894027"
2009-06-01,"42040575.092309996","10660245.004489997","5497217.7835499998","4625548.5428699991","203.19557999999998","537275.48248999997","31380330.087819997","15009967.070169998","6234632.5266999993","7098254.3817600003","15.069290000000001","1677065.0924200001","15897635.597100001","3048851.5912500001","11341156.924929999","18391.75403","1489235.3268900001","472727.42055000004","161563.2071","310282.48288000003","858.19459999999992","23.535970000000002","4706785.2051108694","2130847.587778267","1581465.4774605087","994472.13987209368","102195.75228999999","100715.48288","1480.2694099999999","0","141132.37383","1061618.0614","7531182.3319415748","2716866.1992094028"
2009-07-01,"41846785.845959991","10562813.71325","5598883.6857699994","4477042.8066799995","219.31168","486667.90911999997","31283972.132709995","15043317.517399997","6359040.9683499997","7153792.8037199983","15.069430000000001","1530468.6758999999","15759473.34151","3020589.36362","11348700.5715","18392.010310000001","1371791.3960800001","481181.27379999997","155068.80069999999","325229.37053000001","858.19459999999992","24.907970000000002","4629867.7158408696","2121478.1109182672","1536548.3626805083","971841.2422420939","104247.22132","103230.62578","1016.59554","0","145696.28266999999","1046806.8114","7559944.9554115757","2786889.4977094033"
2009-08-01,"42551274.444660008","10918113.237660002","5592301.5021799998","4797190.63827","248.30305000000001","528372.79416000005","31633161.207000002","15409181.688039999","6567813.7705199998","7422529.8819799991","15.069570000000001","1418822.9659699998","15754437.256950002","3185510.4643599996","11292067.517750002","18392.205250000003","1258467.06959","469542.26200999995","111347.72585999998","357309.95332999999","858.19459999999992","26.38822","4533212.5931703867","2067564.5721379973","1497306.1557205084","968341.86531188106","64191.275020000001","64105.827709999998","85.447310000000002","0","134624.5085","1046632.5614","7623108.8753132829","2890390.9724094034"
2009-09-01,"44950361.004220001","12062752.033539999","6179197.1171799991","5429321.9891299997","296.28710999999998","453936.64012","32887608.970680002","16415448.83781","7364971.7934299996","7717446.8462900007","15.069710000000001","1333015.1283799999","15923308.609999999","3490372.50752","11201673.553580001","18342.142910000002","1212920.4059899999","548851.52286999999","189367.25157999998","358598.23389000003","858.19459999999992","27.8428","4490215.5459080059","2061125.899406736","1493628.9677505086","935460.67875076178","66296.625010000018","66217.690460000013","78.934550000000002","0","112035.80153","1037583.1780900001","7634276.1686605979","3061687.452169403"
2009-10-01,"45479288.620109998","12341770.515629997","6657501.757509999","5320333.099489999","317.06350000000003","363618.59513000003","33137518.104480002","16390436.162460001","7214137.3417800004","7908243.1288799997","15.070959999999999","1268040.6208400002","16265932.442389999","4050780.9953600001","11009109.836519999","18342.219980000002","1187699.39053","481149.49962999992","140071.18234","340190.84141999995","858.19459999999992","29.281269999999999","4619647.7522980059","2063240.0381767359","1595163.6031005087","961244.11102076177","75436.585220000008","75366.136200000008","70.449020000000004","0","115143.45632000001","979169.43045999995","7669485.1101605967","3151525.6934794025"
2009-11-01,"45439860.500329994","12940977.28884","7205941.0465900004","5349220.8094200017","253.44099","385561.99183999997","32498883.211489994","16006841.241399998","6849847.8175499989","7957625.6468100008","2.1098300000000001","1199365.6672099999","15934969.412259998","4247426.6658800002","10520768.379399998","18342.356730000003","1148432.0102500001","557072.55783000006","193737.02158999999","362446.61687000003","858.19459999999992","30.724769999999999","4738775.6323080063","2060312.375276736","1701299.0195605084","977164.23747076187","72695.927019999988","72492.712139999989","203.21487999999999","0","80135.189679999996","967826.09713000001","7989850.965160599","3240502.0246694032"
2009-12-01,"46616921.764939994","13180542.57137","7447356.4162200009","5369143.6497200001","447.70472000000001","363594.80070999998","33436379.193569995","16455192.671199996","7183287.1534699993","8032015.1620699978","2.1098300000000001","1239888.2458300001","16405790.33855","5033011.6236300003","10294166.05098","18342.426380000001","1060270.23756","575396.18382000003","179895.97873","394609.42781000002","858.19459999999992","32.582680000000003","4572456.4034680063","1988980.5533767361","1600429.8317505084","983046.01834076177","72673.463069999983","72586.771439999982","86.691630000000004","0","109853.53700000001","987823.31974000018","7878077.4687605966","3380750.5675894027"
2010-01-01,"47503551.917600006","13437803.102180002","7743254.3680200009","5384456.3295800006","864.49818000000005","309227.90639999998","34065748.815420002","16989340.67058","7584681.6461199997","8124850.821010001","2.1098300000000001","1279806.0936199999","16507974.598660002","5165379.3971700007","10279301.777200002","18342.48445","1044950.93984","568433.54618000006","223692.05564000001","343850.11589999998","858.19459999999992","33.180039999999991","4529833.0628380068","1989733.0771767362","1568750.0227605086","971349.96290076175","112473.32853000001","112415.31910000001","58.009430000000002","0","102840.83196000001","971269.56974000018","7869902.7482305951","3154435.8447694029"
2010-02-01,"48073226.308129996","13609531.950479997","7934677.3779299986","5456101.5574700003","174.97258999999997","218578.04248999999","34463694.357649997","17487009.154599998","7862812.9744599992","8447288.8157100007","2.1098300000000001","1176905.2545999996","16442419.7138","5279250.7937899996","10122159.89804","18342.52331","1022666.49866","534265.48924999998","176278.55541","357094.42323000001","858.19459999999992","34.316009999999991","4495571.0671050213","1978396.5451637506","1535588.0510105086","981586.47093076177","109638.96864000001","109542.80824000001","96.160399999999996","0","132442.78968000002","969045.31972000003","7811304.1736605968","2901454.9838794027"
2010-03-01,"48107488.400990002","13604192.247540003","7555198.3311500009","5779058.1529800007","168.82749000000001","269766.93592000002","34503296.153449997","17647933.889789999","8051175.3806899991","8585499.140660001","2.1098300000000001","1011257.2586099999","16298138.516800001","5372704.2064199997","9918653.8937299997","18340.771500000003","988439.64515000011","557223.74686000007","182967.86807999999","373362.28040000005","858.19459999999992","35.403779999999998","4284986.7409258792","1814066.3688146095","1495732.1507205085","975188.22139076178","110945.26269000003","110837.67102000004","107.59166999999999","0","97335.513659999997","888717.43501000002","7878954.5356305968","3009298.5494194026"
2010-04-01,"47322157.41392","12819634.929199999","6792009.2195999995","5893898.8481799997","156.77384999999998","133570.08757","34502522.484719999","17535497.074730001","7982212.4587500002","8581198.7836700007","2.1098300000000001","972083.72248","16396634.172","5513330.2005199995","9900067.8212199993","18340.8295","964895.32076000003","570391.23799000005","195400.53759000002","374096.04488","858.19459999999992","36.460920000000002","4340818.1483928794","1813977.566191609","1591420.5353405084","935420.04686076182","311561.99782000005","311479.19449000002","82.803330000000003","0","83343.875849999997","865407.43738000002","7628703.9536705967","3074339.4526694026"
2010-05-01,"49609266.729189999","13438301.557159999","7668057.2876599999","5632984.9741399996","188.28953999999999","137071.00582000002","36170965.172030002","18357577.694909997","8683366.1685499977","8720386.7396800015","2.1098300000000001","953822.67684999993","17251468.444020003","5986133.2482099999","10319876.000930002","17951.484120000001","927507.71076000016","561919.03310000012","215496.68417000002","345526.68787000002","858.19459999999992","37.466459999999998","4310438.7673210613","1788765.3407016089","1594897.7963605088","926775.63025894365","97216.610020000007","97140.652990000002","75.957029999999989","0","343307.22645000002","1294367.0606500001","8283752.2328005964","3391482.1596294027"
2010-06-01,"49225011.460539997","13359329.011149999","7489051.8928499985","5691047.8038299996","420.84478000000001","178808.46969","35865682.449390002","17883998.338300001","8474649.2492199987","8516835.8038000017","2.1098300000000001","892511.17544999986","17368486.707119998","6208351.531059999","10279630.233569998","17927.281270000003","862577.66121999989","613197.40396999998","215064.76501","397235.86554999999","858.19459999999992","38.578809999999997","4188524.4442222156","1778182.826221609","1532766.0737305086","877575.54427009844","110298.36470999999","110228.44721","69.917500000000004","0","96550.137860000003","1157993.2118899999","7871510.6909705969","3461825.7393294028"
2010-07-01,"49011203.227200001","13339454.462749999","7493943.0370000005","5684921.8046099981","148.17274","160441.44839999999","35671748.764449999","17609028.297510002","8399410.5461900011","8417809.6762699988","2.1098300000000001","791805.96522000001","17460556.60788","6505904.0281499997","10164899.178370001","17927.286350000002","771826.11500999995","602163.85906000005","208876.04086000001","392389.47381","858.19459999999992","40.149789999999996","4064054.7109424323","1776704.2900616091","1499096.15439","788254.26649082312","86699.356370000009","86614.310210000011","85.046159999999986","0","94111.970620000007","1132378.4618899999","8050032.387181107","3346176.7711589201"
2010-08-01,"49312431.702959992","13269620.017959997","7542623.4549199995","5572470.677769999","419.26425999999998","154106.62101","36042811.684999995","17833220.771159999","8553393.0604000017","8499566.5151399989","2.1098300000000001","780259.08578999992","17594277.557939999","6815912.8577699987","10073917.668580001","14.387400000000001","704432.64419000002","615313.35590000008","253610.71426000001","360803.13433999999","858.19459999999992","41.3127","3909578.8077929076","1759187.9629316092","1351746.7187100002","798644.12615129806","95628.628039999996","95515.830860000002","112.79718","0","108637.55982000001","1115052.54532","8140614.4432511069","3421974.2865089201"
2010-09-01,"50164349.858469993","13412885.83509","7592322.1341399997","5753239.1998700006","503.28425999999996","66821.216820000001","36751464.023379996","17989193.897070002","8654495.3948800005","8604182.9214900024","2.1098300000000001","730513.47086999996","18199696.665209997","7483094.001720001","10018253.271979999","14.38846","698335.00305000017","562573.46110000007","222745.10693000001","338927.87050999998","858.19459999999992","42.289059999999999","4093680.6799429073","1763185.244701609","1498703.0642900001","831792.37095129804","82180.746929999979","82084.013519999979","96.733409999999992","0","92700.345820000002","1097153.8186999999","8211447.3415211048","3471966.7886489206"
2010-10-01,"50817916.466199987","13774547.264519999","7945806.2645199988","5754313.7887699986","326.11592000000002","74101.095310000004","37043369.20167999","18102810.734499991","8727658.7449799981","8734798.006029997","2.1098300000000001","640351.87365999992","18208923.4366","7672696.1291899998","9854361.7813900001","14.389510000000001","681851.13650999998","731635.03058000002","239888.03756","490845.81698","858.19459999999992","42.981439999999992","4045021.9206535439","1758255.7493186092","1462009.89693","824756.27440493449","95487.956639999989","95407.47675999999","80.479880000000009","0","76517.049510000012","1089642.7700399999","8281725.5644099992","3544598.7215831676"
2010-11-01,"51601234.96859999","14124678.582039999","8183323.8248499995","5900631.6232400006","368.79874000000001","40354.335209999997","37476556.386559993","18269114.677529998","9347943.3991899993","8359988.9237499982","2.1068099999999998","561180.24778000009","18459710.868919998","8150005.6066099992","9637784.1304800007","14.36992","671906.76191","747730.84010999999","269512.15698000003","477318.45202999999","856.96334000000002","43.267759999999996","3914744.6268774392","1751991.091941609","1357484.2615900002","805269.27334582992","79522.700639999995","79391.044039999993","131.6566","0","81735.492899999997","1044301.42099","8362519.1747400016","3625507.4188731676"
2010-12-01,"51099910.616361991","14696034.249406997","9293596.0169269983","5333795.4948299993","373.64108999999996","68269.096559999991","36403876.366954997","17246456.467045996","10094357.600786997","6682792.449209","2.1007500000000001","469304.31630000001","18187629.950886","8340354.5208299989","9198332.6070659999","14.32962","648928.49337000004","969789.94902299996","347447.838223","621444.04334999993","854.50081999999998","43.566629999999996","4008367.6723616263","1780193.2273396091","1352513.10748","875661.33754201722","133947.86234000002","133865.40044000003","82.4619","0","102114.59705999999","958642.43735999998","8518241.8224780001","3743244.2226131852"
2011-01-01,"50887361.990832999","14792678.284365498","9315283.4955204986","5461698.7846749993","443.95383999999996","15252.050329999998","36094683.706467502","17308239.300143998","10099901.5674305","6858294.8293035002","2.1007500000000001","350040.80266000004","18019168.144829001","8550047.7835499998","8867887.289898999","14.33066","601218.74072","767276.26149449986","265135.3777445","501242.58265999996","854.50081999999998","43.800269999999998","4011075.4098522323","1745142.7225796091","1401264.07124","864668.61603262334","92925.444689999989","92889.253379999995","36.191310000000001","0","100980.12147000001","934352.43735999998","8684682.687647","3739591.1635931856"
2011-02-01,"51767418.030509993","15190005.451533999","9638438.6297340002","5540857.4152999995","471.49984000000001","10237.906660000002","36577412.57897599","17799151.517395999","10524060.597204","6990866.4638519986","2.0947","284222.3616399999","17996397.596135996","8738497.7191699985","8681098.3190259989","14.290400000000002","576787.26754000003","781863.46544399997","275690.72519600001","505361.82481799996","766.83447000000012","44.080959999999997","3979691.087517505","1706631.3576676091","1416020.9078000004","857038.82204989577","138365.37442000001","138215.86481","149.50960999999998","0","146739.06490999999","818443.82062000001","8804625.3586500008","3650209.498021008"
2011-03-01,"52163629.267909005","15232568.244442496","9815474.0439474974","5407102.533295","580.24580000000014","9411.4213999999993","36931061.023466505","18155074.73649","10744600.014267504","7163158.3566024983","2.0886499999999999","247314.27696999998","18009526.384612504","9025004.7747600004","8471280.6121425014","14.250140000000002","513226.74757000001","766459.9023640001","269978.51619749999","495672.35258250003","764.61818400000004","44.415399999999991","3975874.0646352642","1704946.1348236091","1417230.89234","853697.03747165541","773302.28970999992","153989.88686","619312.40284999995","0","100941.77469000001","791685.88043999998","8825562.3193609994","3731734.195959874"
2011-04-01,"51154752.028281003","14491434.284136003","8754035.1806810014","5730973.4368850011","269.75061000000005","6155.9159600000003","36663317.744144998","17940222.960887998","10526594.496030999","7217437.3874070002","2.0856300000000001","196188.99182000002","17867011.932210002","9089616.5624700002","8290992.9638300017","11.383649999999999","486391.02225999994","856082.85104700003","369155.20077900001","486119.35915799998","763.51005000000009","44.781059999999997","4425816.0863754544","1730420.0048736092","1864527.6224099998","830868.45909184532","659946.57663999998","659871.16983999999","75.406800000000004","0","84931.061429999987","773230.89342999994","8687068.8930690009","3811253.2098943815"
2011-05-01,"51218504.390394494","14280990.196601998","8665260.7502244972","5609616.2682975009","847.81789000000003","5265.3601900000003","36937514.1937925","18151526.932390999","10643223.897114502","7377874.1672364995","2.0856300000000001","130426.78241000001","18003155.310820002","9350146.4207000006","8162955.8923900006","14.231570000000001","490038.76615999994","782831.95058149996","289890.83722049999","492174.83207599993","721.09282499999995","45.188459999999999","4325435.2675807178","1801946.6772836088","1598724.1682299997","924764.42206710996","97177.688979999992","97101.397429999997","76.291550000000001","0","61676.705799999996","736754.42282000009","9020558.5523255002","3889598.9541043816"
2011-06-01,"52873428.370013997","14810236.763961498","9023184.2904814985","5782693.9983599996","168.36051999999998","4190.1145999999999","38063191.606052503","18995634.976224001","11479125.763341501","7417516.444592502","2.0825900000000002","98990.685700000002","18251756.058559503","9692120.3534399997","8064843.4181394996","13.597630000000001","494778.68935","815800.57126899995","346029.54250349995","469047.75010349997","677.69059200000004","45.588070000000002","4043281.4843220124","1701488.801393609","1447541.2516900001","894251.43123840331","96463.742830000003","96346.112139999997","117.63069","0","89057.112339999992","722501.21801000007","9003691.1731460001","3998784.1098559052"
2011-07-01,"53093546.339437298","14756304.887801802","8719053.3091463","6033681.8726055007","164.60287","3405.1031800000001","38337241.451635495","18807077.4105682","11243834.2732323","7472582.2329858998","2.0795599999999999","90658.824789999999","18802381.7137818","10408726.722700002","7895344.3276417991","13.57882","498297.08461999998","727782.32728550001","274955.26194270002","452349.69791300001","431.39980980000001","45.967619999999997","4261697.058039479","1753301.6917836089","1616174.4527999999","892220.91345587012","854916.41636000015","854347.7644300001","568.65193000000011","0","84192.816460000002","724903.36013000004","9019309.736322701","4081859.1414574278"
2011-08-01,"54640524.310333498","15219964.040960997","9316889.5476984996","5899435.1090624994","173.92525999999998","3465.45894","39420560.2693725","19382756.094649006","11978712.233428504","7328270.6769905007","2.0795599999999999","75771.104670000001","19258223.516810998","10977909.41436","7781618.2357909996","13.57977","498682.28688999999","779580.65791249997","306644.06100650004","472509.54910499998","380.64689099999998","46.400909999999996","4115412.53670948","1691505.3445336092","1503098.7129500003","920808.47922586999","112572.62555000001","112446.67666000001","125.94889000000001","0","113096.41768000001","745049.97176999995","9438727.9767265003","4181718.0178874279"
2011-09-01,"55678189.625871994","15061846.824841997","9313070.5075919982","5745199.0895100003","210.55326999999997","3366.6744699999999","40616342.801029995","19956403.281348001","12604021.293831998","7305083.4827359999","2.0795599999999999","47296.425219999997","19888398.618211996","11779041.680689998","7607589.8293719999","13.580729999999999","501753.52742","771540.90147000004","315765.45953800005","455390.29558999999","338.35279200000002","46.793549999999996","4187442.0810960326","1767619.618383609","1491445.2749999999","928377.18771242362","124713.03031999999","124649.85523999999","63.175080000000001","0","46480.753190000003","722009.44447999995","9066175.9585880022","4282747.586277429"
2011-10-01,"56328915.173550494","15567041.571662998","9795498.4298854992","5767872.2942575002","247.38326999999998","3423.46425","40761873.601887494","19699102.505286999","12365994.615585502","7297879.2251514988","2.0795599999999999","35226.584989999996","20156204.996582996","12174516.000429997","7494589.5231929999","13.581689999999998","487085.89126999996","906566.10001750011","458249.70348949998","447973.1675150001","296.05869299999995","47.170319999999997","3928671.1604369963","1685447.5455936091","1313889.7924100002","929333.82243338693","118007.51325","117921.61044","85.902810000000002","0","88379.309820000009","718592.17725999991","9257239.5185895003","4545430.7691774284"
2011-11-01,"58758694.740053989","16553387.759698996","10720042.301718997","5830091.88564","336.90657999999996","2916.6657600000003","42205306.980354995","20304665.998927999","12885882.689058999","7388304.2350290008","2.0765500000000001","30476.99829","20807474.843760997","12891220.566169998","7457579.2633210002","10.72841","458664.28586","1093166.1376660003","546404.59066099999","546460.62780900009","253.39521599999998","47.523979999999995","3916232.9186037816","1684870.2923394088","1287168.0366700001","944194.58959437255","107032.57685000003","106887.13272000002","145.44413","0","51869.133469999993","770660.76671999996","9438550.8013259992","4682463.544548952"
2011-12-01,"60861391.564734995","16860561.027287494","11145822.478842497","5711529.4719449999","306.21055000000001","2902.8659500000003","44000830.537447497","21507281.129049998","13910788.4066025","7565299.9613575004","2.0765500000000001","31190.684540000002","21222748.304147497","13385582.496799998","7430663.1772274999","10.72939","406491.90072999999","1270801.1042500003","749996.67697250005","520545.42316750006","211.16267999999999","47.841430000000003","4077236.4473489816","1686812.5368446088","1436804.20575","953619.70475437248","376988.23894000007","376878.81303000008","109.42591","0","78642.796960000007","723026.44880999997","9404977.3887350019","4844089.1539089521"
2012-01-01,"60742927.167066","16752598.378896004","11243206.421216002","5508361.5743700014","235.00534999999999","795.37796000000003","43990328.788169995","20734554.400031999","13111122.654075999","7601696.0483959997","2.0765400000000001","21733.621019999999","21964702.895303998","14420740.122649999","7257222.5493139997","10.73033","286729.49301000003","1291071.4928340001","758784.26905400003","532070.15758599993","168.93014400000001","48.136049999999997","4018794.3767502988","1673081.380586609","1415720.9179900002","929992.07817368954","319192.70384999999","319130.47531999997","62.228529999999999","0","92908.878020000004","692156.44882000005","9347477.178754","4812501.8924289523"
2012-02-01,"61617687.870277002","17069924.085384499","11430063.505399499","5639350.3418650003","145.25601","364.98210999999998","44547763.784892507","20700785.335004002","13088580.060369499","7594228.816164501","2.0765400000000001","17974.38193","22610262.072400503","15289049.873040002","7068796.5165104987","10.731290000000001","252404.95156000002","1236716.3774879999","730554.02316550002","505987.28062450001","126.69760799999999","48.376089999999998","3978407.8522537313","1669230.736316609","1389350.1058199999","919827.01011712244","318760.47745000012","318615.61202000012","144.86543","0","111692.93685000001","683280.58493000001","9568938.3751529995","4656478.5191889508"
2012-03-01,"63404794.345088005","17572881.008812997","11615634.357742999","5956660.773120001","248.01324","337.86470999999995","45831913.336275004","21343362.156896003","13633697.649403","7692783.7142930012","2.0765500000000001","16878.716649999998","23166243.041276999","16153687.827110002","6776893.4718569992","10.73227","235651.01004000002","1322308.1381020001","776795.23081700003","545379.87398300006","84.465072000000006","48.568229999999993","3975819.6790903979","1670117.2800066089","1407258.2244299999","898444.17465378903","316029.19805999997","315948.58743999997","80.610619999999997","0","81085.35291999999","622739.57903999998","9823353.6039519981","4646852.3457489507"
2012-04-01,"63564076.649819002","17720878.944411501","11252958.879666502","6467220.0767650018","148.7116","551.27638000000002","45843197.7054075","21395915.438458003","13708300.449586501","7673027.0249515017","2.0765400000000001","14585.88738","23154995.241383497","16513554.620279999","6434545.8154734997","10.733220000000001","206884.07240999999","1292287.025566","756990.99408850004","535205.05778150004","42.232536000000003","48.741159999999994","4072838.249130398","1659872.8326966092","1539821.4698599998","873143.946573789","1617732.2107199999","816223.19237999991","801509.01834000007","0","74075.657609999995","684542.63933000003","9579163.7156210002","4706285.7323089512"
2012-05-01,"64695275.079743199","18408074.669009201","11799842.7648452","6607423.7766140001","234.24633","573.88121999999998","46287200.410733998","21523995.125974398","13842903.708719201","7665540.5044251997","2.0765500000000001","15548.83628","23501349.4953508","17248678.915630002","6086019.7315807994","10.734170000000001","166640.11397000001","1261855.7894088","748559.42853079992","513213.66966919997","33.786028799999997","48.905180000000001","4031081.5786652314","1652781.9814266092","1449351.6429600001","928947.95427862171","150169.69484000001","149984.90259000001","184.79225","0","75413.144070000009","599134.23815999995","9796007.2427367996","4781989.7885089526"
2012-06-01,"65751253.600407392","18493423.341306899","12091501.388973901","6400636.6098629991","206.95705000000001","1078.3854199999998","47257830.259100497","22138435.527510799","14467622.120871902","7659059.5795689011","2.0765500000000001","11751.75052","23845991.9250881","17804699.821300004","5912712.6670080991","10.73512","128568.70166000001","1273402.8065016","764656.11096309999","508721.30406690005","25.339521600000001","5.1950000000000003E-2","4222233.5074178427","1651008.0007466092","1629371.29581","941854.21086123353","138380.61771000002","138317.93082000001","62.686890000000005","0","76748.141799999998","640901.27682000003","9759788.2703626007","4877223.4374789512"
2012-07-01,"64979821.582421601","17359939.021284599","11231246.616932601","6128176.7665719995","229.64986000000002","285.98792000000003","47619882.561136998","22114217.411597203","14463657.773324603","7640165.7013625996","2.0765500000000001","10391.860359999997","24258732.3351954","18371321.187460002","5824121.7078654002","10.736090000000001","63278.703780000003","1246932.8143443998","752565.40473539999","494350.46444459993","16.893014399999998","5.2150000000000009E-2","4509059.5818570666","1637093.721160609","1904903.50022","967062.36047645751","143072.40896999996","143024.74234999996","47.666619999999995","0","94995.562260000006","613490.01555999997","10110529.7966584","4958201.5164637268"
2012-08-01,"66136592.1274058","18128077.998762302","11793155.283911301","6334428.7169110002","181.24844999999999","312.74948999999998","48008514.128643498","22387653.102113601","14820173.099777302","7557800.7080663005","2.0765500000000001","9677.2177199999987","24217579.6406027","18539001.491829999","5626777.9469827004","10.737050000000002","51789.464740000003","1403281.3859271999","911939.44333769998","491333.44374230003","8.4465071999999992","5.2340000000000005E-2","4233821.8307582606","1630760.1337206091","1651708.18141","951353.51562765159","145305.07588000005","145147.56935000003","157.50653","0","132698.20899000001","593573.26471000002","9867693.9459142014","5193558.2820500005"
2012-09-01,"66621574.962202907","18322599.893331151","12122692.25176565","6199236.9027155014","244.65213","426.08672000000001","48298975.068871751","22264440.420966797","14600592.40821865","7654579.6244881488","2.0765500000000001","9266.3117100000018","24571030.438966356","19005442.020480003","5524941.7567263497","10.738","40635.923759999998","1463504.2089386","971705.52381884982","491794.40935614996","4.2232535999999996","5.2510000000000008E-2","4209097.6367164422","1630442.6265906091","1626509.5985799998","952145.41154583334","1223835.2742100002","147524.94792000001","1076310.3262900002","0","98890.181140000001","623277.01710000006","10132076.603617102","5355487.886020001"
2012-10-01,"67569701.480614319","18841828.48532892","12188632.102880521","6652132.1250983998","224.31428","839.94307000000003","48727872.995285399","22276482.21123144","14635696.078740921","7632448.3061605208","2.0765500000000001","8335.7497800000001","24857896.031847082","19418998.574900001","5409645.4892870802","10.738960000000001","29241.2287","1593494.7522068801","1121890.6009930801","471600.71990091994","3.3786028799999999","5.271E-2","4171121.516844321","1632056.8861006089","1543565.5321900002","995499.09855371225","176015.71823999999","175914.46815","101.25009","0","151562.31010999999","611899.5636799999","10375113.293695681","5468634.8391300002"
2012-11-01,"69514415.672665745","19383916.167616691","12779846.970445387","6603549.488501301","207.34025","312.36841999999996","50130499.50504905","23152377.637506079","15637796.613843191","7506041.2757828878","2.0765500000000001","8537.6713299999992","25297918.517127808","20004782.101309996","5286118.6772378106","10.739930000000001","7006.9986500000014","1680203.3504151602","1204929.7221373101","475271.04142569005","2.5339521599999997","5.2900000000000003E-2","3964383.347239776","1629920.112090609","1347453.7384200001","987009.49672916671","155332.74450999999","155238.69417","94.050339999999991","0","196353.9969","624846.37760999997","10470275.07800426","5627488.4195299996"
2012-12-01,"73991290.159387156","21440488.961334456","14782206.04646026","6657825.920084198","140.69821999999999","316.29656999999997","52550801.198052704","25090566.026070721","17461211.554905463","7620703.3923452608","2.0765500000000001","8649.002269999999","25706485.60722854","20529725.093180001","5169822.3453585394","10.740890000000002","6927.4277999999995","1753749.56475344","1282301.2012915399","471446.62107046001","1.6893014399999999","5.3090000000000005E-2","3984430.165010382","1619683.062340609","1386954.0815000001","977793.02116977272","656313.04905000015","655836.53032000014","476.51873000000001","0","104177.03438","603688.14908","9905386.222182842","6210522.5438400004"
