"MES","AMMC01","AMMC02","AMMC03","AMMC04","AMMC05","AMMC06","AMMC07","AMMC08","AMMC09","AMMC10","AMMC11","AMMC12","AMMC13","AMMC14","AMMC15","AMMC16","AMMC17","AMMC18","AMMC19","AMMC20","AMMC21","AMMC22","AMMC23","AMMC24","AMMC25","AMMC26","AMMC27","AMMC28","AMMC29","AMMC30","AMMC31","AMMC32","AMMC33","AMMC34","AMMC35","AMMC36"
2011-09-01,"25704845.640889999","2512599.2497700006","23192246.391119998","9355573.2152619977","5758187.3723200001","210.55326999999997","3366.6744699999999","15117337.815321997","16679727.028401999","9138167.0715260003","2.0795599999999999","50164.779219999997","25868060.958707999","14676269.069549998","10503365.898402","13.580729999999999","504051.76945000002","25683700.318131998","25704845.640889999","2512599.2497700006","23192246.391119998","9355573.2152619977","5758187.3723200001","210.55326999999997","3366.6744699999999","15117337.815321997","16679727.028401999","9138167.0715260003","2.0795599999999999","50164.779219999997","25868060.958707999","14676269.069549998","10503365.898402","13.580729999999999","504051.76945000002","25683700.318131998"
2011-10-01,"26070208.207839999","2645531.1096500009","23424677.098189998","9825213.2409754992","5780971.9640575005","247.38326999999998","3423.46425","15609856.052553","16509227.956655502","9124160.6604014989","2.0795599999999999","38025.523439999997","25671416.220057003","15200322.336939998","10375958.137573","13.581689999999998","487954.71164999995","26064248.767852996","26070208.207839999","2645531.1096500009","23424677.098189998","9825213.2409754992","5780971.9640575005","247.38326999999998","3423.46425","15609856.052553","16509227.956655502","9124160.6604014989","2.0795599999999999","38025.523439999997","25671416.220057003","15200322.336939998","10375958.137573","13.581689999999998","487954.71164999995","26064248.767852996"
2011-11-01,"26355467.03396","2883413.174560003","23472053.859399997","10758093.935658997","5844966.3759399997","336.90657999999996","2916.6657600000003","16606313.883938996","16971075.064568996","9202607.2962389998","2.0765500000000001","32768.683819999998","26206453.121177997","16039384.107719997","10328267.168051001","10.72841","459088.61220000003","26826750.616381001","26355467.03396","2883413.174560003","23472053.859399997","10758093.935658997","5844966.3759399997","336.90657999999996","2916.6657600000003","16606313.883938996","16971075.064568996","9202607.2962389998","2.0765500000000001","32768.683819999998","26206453.121177997","16039384.107719997","10328267.168051001","10.72841","459088.61220000003","26826750.616381001"
2011-12-01,"28585087.16164","2771457.7461100034","25813629.415529996","11275803.339162497","5728778.0252149999","306.21055000000001","2902.8659500000003","17007790.440877497","18227863.6273125","9386845.1318274997","2.0765500000000001","33480.810190000004","27648191.645879999","16707491.460649997","10335651.3339375","10.72939","406633.71564000001","27449787.239617497","28585087.16164","2771457.7461100034","25813629.415529996","11275803.339162497","5728778.0252149999","306.21055000000001","2902.8659500000003","17007790.440877497","18227863.6273125","9386845.1318274997","2.0765500000000001","33480.810190000004","27648191.645879999","16707491.460649997","10335651.3339375","10.72939","406633.71564000001","27449787.239617497"
2012-01-01,"27904261.6435","3001182.9730300009","24903078.670469999","11398616.686956001","5528270.6257900018","235.00534999999999","795.37796000000003","16927917.696056005","17441796.060176","9434348.1784659997","2.0765400000000001","24023.951659999999","26900170.266842","17879631.344000001","10204267.157903999","10.73033","286872.15103000001","28370781.383264001","27904261.6435","3001182.9730300009","24903078.670469999","11398616.686956001","5528270.6257900018","235.00534999999999","795.37796000000003","16927917.696056005","17441796.060176","9434348.1784659997","2.0765400000000001","24023.951659999999","26900170.266842","17879631.344000001","10204267.157903999","10.73033","286872.15103000001","28370781.383264001"
2012-02-01,"27651922.542569999","3026555.9433600008","24625366.599209998","11598227.211519498","5668850.9473750005","145.25601","364.98210999999998","17267588.397014499","17473888.726719499","9431077.7879345007","2.0765400000000001","20308.894410000001","26925277.485603999","18894960.098920003","10023284.508780498","10.731290000000001","252548.32148000001","29170803.660470501","27651922.542569999","3026555.9433600008","24625366.599209998","11598227.211519498","5668850.9473750005","145.25601","364.98210999999998","17267588.397014499","17473888.726719499","9431077.7879345007","2.0765400000000001","20308.894410000001","26925277.485603999","18894960.098920003","10023284.508780498","10.731290000000001","252548.32148000001","29170803.660470501"
2012-03-01,"27218263.037979998","2677752.1442099996","24540510.893769998","11808435.802812999","5979609.6442900011","248.01324","337.86470999999995","17788631.325052999","18052781.721463002","9519671.8150730021","2.0765500000000001","18402.76642","27590858.379506003","20022822.512910001","9710536.6765470002","10.73227","235755.24585000004","29969125.167576998","27218263.037979998","2677752.1442099996","24540510.893769998","11808435.802812999","5979609.6442900011","248.01324","337.86470999999995","17788631.325052999","18052781.721463002","9519671.8150730021","2.0765500000000001","18402.76642","27590858.379506003","20022822.512910001","9710536.6765470002","10.73227","235755.24585000004","29969125.167576998"
2012-04-01,"27420762.123630002","2699567.5835299976","24721194.540100005","11447602.325346502","6488491.849545002","148.7116","551.27638000000002","17936794.162871499","18038904.120736502","9485910.3929715008","2.0765400000000001","15971.209490000001","27540787.799738005","20660755.853659999","9327270.5683634989","10.733220000000001","206988.66712999999","30195025.822373498","27420762.123630002","2699567.5835299976","24721194.540100005","11447602.325346502","6488491.849545002","148.7116","551.27638000000002","17936794.162871499","18038904.120736502","9485910.3929715008","2.0765400000000001","15971.209490000001","27540787.799738005","20660755.853659999","9327270.5683634989","10.733220000000001","206988.66712999999","30195025.822373498"
2012-05-01,"27520156.490939997","2848003.1339099966","24672153.357030001","12002093.658535199","6649305.3562439997","234.24633","573.88121999999998","18652207.142329201","18181089.792619202","9480067.9876451995","2.0765500000000001","16775.075710000001","27677934.932524398","21655715.436230004","8972088.0142208003","10.734170000000001","166745.06101","30794559.245630804","27520156.490939997","2848003.1339099966","24672153.357030001","12002093.658535199","6649305.3562439997","234.24633","573.88121999999998","18652207.142329201","18181089.792619202","9480067.9876451995","2.0765500000000001","16775.075710000001","27677934.932524398","21655715.436230004","8972088.0142208003","10.734170000000001","166745.06101","30794559.245630804"
2012-06-01,"28361012.891550001","3124247.1737399995","25236765.717810001","12283656.0659039","6443119.7514229994","206.95705000000001","1078.3854199999998","18728061.159796897","18939751.823621903","9462046.5893789008","2.0765500000000001","12824.861440000001","28414625.350990802","22501245.569990005","8777497.5789880976","10.73512","128614.17552","31407368.059618101","28361012.891550001","3124247.1737399995","25236765.717810001","12283656.0659039","6443119.7514229994","206.95705000000001","1078.3854199999998","18728061.159796897","18939751.823621903","9462046.5893789008","2.0765500000000001","12824.861440000001","28414625.350990802","22501245.569990005","8777497.5789880976","10.73512","128614.17552","31407368.059618101"
2012-07-01,"28505503.54882","3150436.6334000006","25355066.91542","11452967.213192601","6155466.4127019998","229.64986000000002","285.98792000000003","17608949.263674598","19012108.800984606","9452941.7356326003","2.0765500000000001","11447.883789999996","28476500.496957205","23501061.49701","8643137.4488254003","10.736090000000001","63324.34577","32207534.027695403","28505503.54882","3150436.6334000006","25355066.91542","11452967.213192601","6155466.4127019998","229.64986000000002","285.98792000000003","17608949.263674598","19012108.800984606","9452941.7356326003","2.0765500000000001","11447.883789999996","28476500.496957205","23501061.49701","8643137.4488254003","10.736090000000001","63324.34577","32207534.027695403"
2012-08-01,"28584619.92594","3158315.5144400001","25426304.411499999","12048967.087861301","6358931.6396010006","181.24844999999999","312.74948999999998","18408392.725402303","19323909.246797301","9346421.8831262998","2.0765500000000001","10640.311729999999","28680973.518203601","24038826.23756","8392666.2735527009","10.737050000000002","51835.270210000002","32483338.518372703","28584619.92594","3158315.5144400001","25426304.411499999","12048967.087861301","6358931.6396010006","181.24844999999999","312.74948999999998","18408392.725402303","19323909.246797301","9346421.8831262998","2.0765500000000001","10640.311729999999","28680973.518203601","24038826.23756","8392666.2735527009","10.737050000000002","51835.270210000002","32483338.518372703"
2012-09-01,"29033313.723990001","3135678.9906699993","25897634.733320002","12348216.09795565","6233951.3650855012","244.65213","426.08672000000001","18582838.20189115","19186743.914398648","9437788.8286181483","2.0765500000000001","10176.724230000002","28634711.543796793","24770646.248350002","8241714.9890363496","10.738","40681.891949999997","33053053.867336355","29033313.723990001","3135678.9906699993","25897634.733320002","12348216.09795565","6233951.3650855012","244.65213","426.08672000000001","18582838.20189115","19186743.914398648","9437788.8286181483","2.0765500000000001","10176.724230000002","28634711.543796793","24770646.248350002","8241714.9890363496","10.738","40681.891949999997","33053053.867336355"
2012-10-01,"29535500.9989","3220637.8867600001","26314863.11214","12447922.320750521","6683928.5159884002","224.31428","839.94307000000003","19132915.094088919","19273777.477650918","9403736.9718605205","2.0765500000000001","9121.1238400000002","28686637.649901439","25401568.44196","8092804.9848770797","10.738960000000001","29270.422029999998","33523654.587827079","29535500.9989","3220637.8867600001","26314863.11214","12447922.320750521","6683928.5159884002","224.31428","839.94307000000003","19132915.094088919","19273777.477650918","9403736.9718605205","2.0765500000000001","9121.1238400000002","28686637.649901439","25401568.44196","8092804.9848770797","10.738960000000001","29270.422029999998","33523654.587827079"
2012-11-01,"30131992.33729","3617890.3605699986","26514101.976720002","13026212.663815387","6642501.1228213012","207.34025","312.36841999999996","19669233.495306689","20238438.239803191","9261304.5643028878","2.0765500000000001","9274.4453699999995","29509019.326026078","26248207.575159997","7949066.29775781","10.739930000000001","7036.2965900000017","34204320.909437805","30131992.33729","3617890.3605699986","26514101.976720002","13026212.663815387","6642501.1228213012","207.34025","312.36841999999996","19669233.495306689","20238438.239803191","9261304.5643028878","2.0765500000000001","9274.4453699999995","29509019.326026078","26248207.575159997","7949066.29775781","10.739930000000001","7036.2965900000017","34204320.909437805"
2012-12-01,"32665086.16045","3360364.7503200024","29304721.410129998","14992059.80304026","6700957.1631341977","140.69821999999999","316.29656999999997","21693473.960964456","22247917.801435463","9390558.2317152601","2.0765500000000001","9386.2234599999992","31647864.333160724","26997357.585469998","7809963.8185285395","10.740890000000002","6956.8304999999991","34814288.975388534","32665086.16045","3360364.7503200024","29304721.410129998","14992059.80304026","6700957.1631341977","140.69821999999999","316.29656999999997","21693473.960964456","22247917.801435463","9390558.2317152601","2.0765500000000001","9386.2234599999992","31647864.333160724","26997357.585469998","7809963.8185285395","10.740890000000002","6956.8304999999991","34814288.975388534"
2013-01-01,"31825354.411959998","3813072.5177400038","28012281.894219995","13706671.529485133","6888066.9192071008","177.41754","355.22235000000001","20595271.088582233","22197599.226077728","9487961.3087276295","2.0765500000000001","9165.004640000001","31694727.615995359","27358043.882289998","7694217.8497092696","10.741850000000001","6929.9494200000008","35059202.423269272","31825354.411959998","3813072.5177400038","28012281.894219995","13706671.529485133","6888066.9192071008","177.41754","355.22235000000001","20595271.088582233","22197599.226077728","9487961.3087276295","2.0765500000000001","9165.004640000001","31694727.615995359","27358043.882289998","7694217.8497092696","10.741850000000001","6929.9494200000008","35059202.423269272"
2013-02-01,"31105858.64638","3799777.5733000003","27306081.07308","14130193.807197567","7234567.5899935476","136.71720999999999","509.91150000000005","21365408.025901113","22178656.316548858","9509326.2129538171","2.0765500000000001","9263.9654900000023","31697248.571542673","27953160.021820001","7516285.3595196353","10.742810000000002","6947.6336200000005","35476403.757769644","31105858.64638","3799777.5733000003","27306081.07308","14130193.807197567","7234567.5899935476","136.71720999999999","509.91150000000005","21365408.025901113","22178656.316548858","9509326.2129538171","2.0765500000000001","9263.9654900000023","31697248.571542673","27953160.021820001","7516285.3595196353","10.742810000000002","6947.6336200000005","35476403.757769644"
2013-03-01,"30802190.48116","3573386.3408199959","27228804.140340004","14147961.123830048","7137371.4327028394","95.130049999999983","594.04739999999993","21286021.733982891","21975654.817213092","9573622.6934670545","2.0765500000000001","9373.1161200000024","31558652.703350145","28829528.415090002","7394117.4684997089","10.74377","6755.0299599999998","36230411.657319717","30802190.48116","3573386.3408199959","27228804.140340004","14147961.123830048","7137371.4327028394","95.130049999999983","594.04739999999993","21286021.733982891","21975654.817213092","9573622.6934670545","2.0765500000000001","9373.1161200000024","31558652.703350145","28829528.415090002","7394117.4684997089","10.74377","6755.0299599999998","36230411.657319717"
2013-04-01,"30829345.512419999","3511534.807409998","27317810.705010001","13275026.747326296","7236732.274192485","98.421330000000012","590.1808299999999","20512447.623678785","22178695.961685207","9627554.3647936694","2.0765500000000001","9756.8418799999999","31816009.244908877","29375733.245750003","7179731.9978197441","10.744729999999999","6814.7839799999992","36562290.772279747","30829345.512419999","3511534.807409998","27317810.705010001","13275026.747326296","7236732.274192485","98.421330000000012","590.1808299999999","20512447.623678785","22178695.961685207","9627554.3647936694","2.0765500000000001","9756.8418799999999","31816009.244908877","29375733.245750003","7179731.9978197441","10.744729999999999","6814.7839799999992","36562290.772279747"
2013-05-01,"31213303.970259998","3654016.3905500025","27559287.579709996","13490684.50587254","7361518.2663521292","101.89207999999999","305.63022000000001","20852610.29452467","21671932.355627321","9673342.5925402902","4.0710000000000003E-2","11466.522169999998","31356741.511047609","30649402.924879998","6928141.1182297822","24.465689999999999","6564.3335300000017","37584132.842329785","31213303.970259998","3654016.3905500025","27559287.579709996","13490684.50587254","7361518.2663521292","101.89207999999999","305.63022000000001","20852610.29452467","21671932.355627321","9673342.5925402902","4.0710000000000003E-2","11466.522169999998","31356741.511047609","30649402.924879998","6928141.1182297822","24.465689999999999","6564.3335300000017","37584132.842329785"
2013-06-01,"31641167.20555","3634509.8087200001","28006657.39683","14844492.367378781","7209361.539861775","229.60497999999998","458.71441999999996","22054542.226640552","22364466.173339434","9729350.7400669102","4.07E-2","10802.803730000003","32104619.757836342","31140360.487279996","6651977.2441098168","9.8918300000000006","6484.2107399999995","37798831.83395981","31641167.20555","3634509.8087200001","28006657.39683","14844492.367378781","7209361.539861775","229.60497999999998","458.71441999999996","22054542.226640552","22364466.173339434","9729350.7400669102","4.07E-2","10802.803730000003","32104619.757836342","31140360.487279996","6651977.2441098168","9.8918300000000006","6484.2107399999995","37798831.83395981"
2013-07-01,"31888061.63304","3767935.2182999998","28120126.41474","13994810.474405024","7245949.2177014193","229.12437","311.56817000000001","21241300.384646446","23319946.110031545","9761439.8639635276","4.07E-2","10214.6258","33091600.640495073","31549971.979439996","6328868.5291998545","9.8926599999999993","6814.1763799999999","37885664.57767985","31888061.63304","3767935.2182999998","28120126.41474","13994810.474405024","7245949.2177014193","229.12437","311.56817000000001","21241300.384646446","23319946.110031545","9761439.8639635276","4.07E-2","10214.6258","33091600.640495073","31549971.979439996","6328868.5291998545","9.8926599999999993","6814.1763799999999","37885664.57767985"
2013-08-01,"31958471.105610002","3764641.3069200031","28193829.798689999","14066550.42619127","6945457.1383510632","248.96156999999999","310.77148","21012567.297592334","24029595.851053659","9737102.4399001449","4.07E-2","10187.260929999999","33776885.592583805","32323562.883590002","6083551.7231198903","16.773790000000002","6520.5656100000015","38413651.946109891","31958471.105610002","3764641.3069200031","28193829.798689999","14066550.42619127","6945457.1383510632","248.96156999999999","310.77148","21012567.297592334","24029595.851053659","9737102.4399001449","4.07E-2","10187.260929999999","33776885.592583805","32323562.883590002","6083551.7231198903","16.773790000000002","6520.5656100000015","38413651.946109891"
2013-09-01,"32333088.900520001","3931427.0627000034","28401661.837819997","14458446.99691751","7429898.9440707089","316.28082000000006","316.64896999999996","21888978.870778222","23876901.462645773","9760811.2014667615","0","9581.7071199999991","33647294.371232539","33206524.835169997","5864622.4741499275","9.4341399999999993","6477.2091999999993","39077633.952659927","32333088.900520001","3931427.0627000034","28401661.837819997","14458446.99691751","7429898.9440707089","316.28082000000006","316.64896999999996","21888978.870778222","23876901.462645773","9760811.2014667615","0","9581.7071199999991","33647294.371232539","33206524.835169997","5864622.4741499275","9.4341399999999993","6477.2091999999993","39077633.952659927"
2013-10-01,"32726848.775180001","3882922.5541999973","28843926.220980003","15218528.391923755","7664134.7705003535","304.93252999999999","320.96539999999993","22883289.06035411","24601455.959767889","9814091.5499833822","0","9220.5983799999995","34424768.108131275","33524998.339290004","5779146.1588799637","9.434899999999999","6599.3055300000005","39310753.238599963","32726848.775180001","3882922.5541999973","28843926.220980003","15218528.391923755","7664134.7705003535","304.93252999999999","320.96539999999993","22883289.06035411","24601455.959767889","9814091.5499833822","0","9220.5983799999995","34424768.108131275","33524998.339290004","5779146.1588799637","9.434899999999999","6599.3055300000005","39310753.238599963"
2013-11-01,"33376522.949069999","4169999.8250600025","29206523.124009997","15771156.720720001","7729887.1530900002","106.38019","380.55798999999996","23501530.81199","24262984.72814","9784884.0265300013","0","8378.4398999999994","34056247.194570005","33729948.926199995","5626628.4700799994","9.435649999999999","6366.7849400000005","39362953.616869986","33376522.949069999","4169999.8250600025","29206523.124009997","15771156.720720001","7729887.1530900002","106.38019","380.55798999999996","23501530.81199","24262984.72814","9784884.0265300013","0","8378.4398999999994","34056247.194570005","33729948.926199995","5626628.4700799994","9.435649999999999","6366.7849400000005","39362953.616869986"
2013-12-01,"37001012.189350002","4284613.4487700015","32716398.74058","17809671.84967","7454032.9221800007","186.60693000000001","896.45456000000001","25264787.83334","27831642.049450003","10014749.583779998","0","8350.3845999999994","37854742.017829999","34403244.399659999","5551870.82797","9.4364100000000004","6240.3869399999985","39961365.050980002","37001012.189350002","4284613.4487700015","32716398.74058","17809671.84967","7454032.9221800007","186.60693000000001","896.45456000000001","25264787.83334","27831642.049450003","10014749.583779998","0","8350.3845999999994","37854742.017829999","34403244.399659999","5551870.82797","9.4364100000000004","6240.3869399999985","39961365.050980002"
2014-01-01,"35908594.242320001","4719950.0477200001","31188644.194600001","17177847.67241","7378039.3177399989","186.92646999999997","318.26288999999997","24556392.179509997","27393387.609299999","10012914.22948","0","7861.1165900000005","37414162.955370001","34523773.346490003","5482875.0929899998","9.4371799999999997","5862.8840799999989","40012520.760740004","35908594.242320001","4719950.0477200001","31188644.194600001","17177847.67241","7378039.3177399989","186.92646999999997","318.26288999999997","24556392.179509997","27393387.609299999","10012914.22948","0","7861.1165900000005","37414162.955370001","34523773.346490003","5482875.0929899998","9.4371799999999997","5862.8840799999989","40012520.760740004"
2014-02-01,"35170474.726609997","4335258.4288699962","30835216.297740001","17327047.179050002","7178586.0720199989","189.83463999999998","397.06868999999995","24506220.154399998","26781799.501790002","10084901.56848","0","7861.3583699999999","36874562.428640001","34781501.582199998","5412675.3168700002","9.4379400000000011","5854.0068600000004","40200040.343869999","35170474.726609997","4335258.4288699962","30835216.297740001","17327047.179050002","7178586.0720199989","189.83463999999998","397.06868999999995","24506220.154399998","26781799.501790002","10084901.56848","0","7861.3583699999999","36874562.428640001","34781501.582199998","5412675.3168700002","9.4379400000000011","5854.0068600000004","40200040.343869999"
2014-03-01,"34508930.251169994","4279548.7230899967","30229381.528079998","17754766.288389996","7436778.9342600005","330.91789000000006","368.42387999999994","25192244.564419996","27158246.277049996","10169297.121619999","0","7956.7862699999996","37335500.184939995","34918765.793329999","5354103.3348899996","9.4387000000000008","5810.3773999999985","40278688.944320001","34508930.251169994","4279548.7230899967","30229381.528079998","17754766.288389996","7436778.9342600005","330.91789000000006","368.42387999999994","25192244.564419996","27158246.277049996","10169297.121619999","0","7956.7862699999996","37335500.184939995","34918765.793329999","5354103.3348899996","9.4387000000000008","5810.3773999999985","40278688.944320001"
2014-04-01,"34555717.83557","4241140.5026899986","30314577.332880002","17079815.474209998","7532477.7797500016","174.49986999999999","368.07551000000001","24612835.829339996","28461270.760600001","10255849.167199999","0","8562.2111300000015","38725682.13893","35061650.983309999","5287120.02465","9.4394500000000008","5957.4616300000007","40354737.909040004","34555717.83557","4241140.5026899986","30314577.332880002","17079815.474209998","7532477.7797500016","174.49986999999999","368.07551000000001","24612835.829339996","28461270.760600001","10255849.167199999","0","8562.2111300000015","38725682.13893","35061650.983309999","5287120.02465","9.4394500000000008","5957.4616300000007","40354737.909040004"
2014-05-01,"34634109.01833","4083246.7531799972","30550862.265150003","17215575.055149999","7870794.7027500002","88.498739999999998","354.11752000000001","25086812.374159999","27898776.854069997","10309476.90306","0","10431.442660000001","38218685.199789993","35456681.604139999","5095764.0911400001","9.4402299999999997","5277.0513399999991","40557732.186849996","34634109.01833","4083246.7531799972","30550862.265150003","17215575.055149999","7870794.7027500002","88.498739999999998","354.11752000000001","25086812.374159999","27898776.854069997","10309476.90306","0","10431.442660000001","38218685.199789993","35456681.604139999","5095764.0911400001","9.4402299999999997","5277.0513399999991","40557732.186849996"
2014-06-01,"35280659.298040003","4263661.4687400013","31016997.829300001","17795675.39745","7800663.5740299989","75.845389999999995","505.07008999999999","25596919.886959996","28124874.318390001","10345127.77211","0","10149.78636","38480151.87686","36467468.299199998","4939269.6934799999","9.4409899999999993","5742.1574600000004","41412489.591129996","35280659.298040003","4263661.4687400013","31016997.829300001","17795675.39745","7800663.5740299989","75.845389999999995","505.07008999999999","25596919.886959996","28124874.318390001","10345127.77211","0","10149.78636","38480151.87686","36467468.299199998","4939269.6934799999","9.4409899999999993","5742.1574600000004","41412489.591129996"
2014-07-01,"35344692.92887","4336510.7947200015","31008182.134149998","16912385.487550002","7480699.8339999989","70.580889999999997","260.67984000000001","24393416.582279999","27909348.37297","10392946.826880001","0","9923.1328900000008","38312218.332740001","37355775.844229996","4837708.6583799999","9.4417500000000008","5126.8807700000007","42198620.825129993","35344692.92887","4336510.7947200015","31008182.134149998","16912385.487550002","7480699.8339999989","70.580889999999997","260.67984000000001","24393416.582279999","27909348.37297","10392946.826880001","0","9923.1328900000008","38312218.332740001","37355775.844229996","4837708.6583799999","9.4417500000000008","5126.8807700000007","42198620.825129993"
2014-08-01,"35635031.122339994","4341831.3886899985","31293199.733649995","16794033.261529997","7249333.8811500007","68.538449999999997","264.84373999999997","24043700.524869997","28228429.832400005","10340239.138680002","0","9683.8057800000006","38578352.776860006","38404092.332690001","4820368.9149000002","9.4425000000000008","5487.40571","43229958.095799997","35635031.122339994","4341831.3886899985","31293199.733649995","16794033.261529997","7249333.8811500007","68.538449999999997","264.84373999999997","24043700.524869997","28228429.832400005","10340239.138680002","0","9683.8057800000006","38578352.776860006","38404092.332690001","4820368.9149000002","9.4425000000000008","5487.40571","43229958.095799997"
2014-09-01,"36020299.270550005","4632296.0065199994","31388003.264030006","18465427.746160001","7121467.1347299991","68.503430000000009","412.55025000000001","25587375.934570003","29221801.87229","10340688.78076","0","9637.1726099999978","39572127.825659998","39119064.747360006","4774949.6838999996","9.4432700000000001","5516.4604699999991","43899540.335000001","36020299.270550005","4632296.0065199994","31388003.264030006","18465427.746160001","7121467.1347299991","68.503430000000009","412.55025000000001","25587375.934570003","29221801.87229","10340688.78076","0","9637.1726099999978","39572127.825659998","39119064.747360006","4774949.6838999996","9.4432700000000001","5516.4604699999991","43899540.335000001"
2014-10-01,"36636916.67154","4701329.5947300009","31935587.076809999","18454766.256070003","7497541.4976599999","68.503430000000009","153.95432","25952530.211480003","30105734.519540004","10297665.960179998","0","9700.8137100000004","40413101.293430001","40261408.205539994","4699438.0447200006","9.4440200000000001","5117.7578999999996","44965973.452179998","36636916.67154","4701329.5947300009","31935587.076809999","18454766.256070003","7497541.4976599999","68.503430000000009","153.95432","25952530.211480003","30105734.519540004","10297665.960179998","0","9700.8137100000004","40413101.293430001","40261408.205539994","4699438.0447200006","9.4440200000000001","5117.7578999999996","44965973.452179998"
2014-11-01,"37663863.960780002","5381085.0592599995","32282778.901520003","20460067.983679999","7583474.7033900004","196.48584999999997","441.34614999999991","28044180.519069996","29715103.381839998","10227920.965509996","0","9619.3128699999979","39952643.660219997","40995748.16003","4636335.12995","9.4447800000000015","5096.2089699999997","45637188.943730004","37663863.960780002","5381085.0592599995","32282778.901520003","20460067.983679999","7583474.7033900004","196.48584999999997","441.34614999999991","28044180.519069996","29715103.381839998","10227920.965509996","0","9619.3128699999979","39952643.660219997","40995748.16003","4636335.12995","9.4447800000000015","5096.2089699999997","45637188.943730004"
2014-12-01,"41371515.351379998","4700919.2209900022","36670596.130389996","21275663.936239999","7747479.4844599999","126.99000000000001","167.20751000000001","29023437.618209995","33822684.853369996","10460881.880329998","0","10491.473359999998","44294058.207059994","42442072.695769988","4505336.6817500005","9.4455400000000012","5079.1831000000002","46952498.006159991","41371515.351379998","4700919.2209900022","36670596.130389996","21275663.936239999","7747479.4844599999","126.99000000000001","167.20751000000001","29023437.618209995","33822684.853369996","10460881.880329998","0","10491.473359999998","44294058.207059994","42442072.695769988","4505336.6817500005","9.4455400000000012","5079.1831000000002","46952498.006159991"
2015-01-01,"40506033.192500003","5594877.5421300009","34911155.650370002","20923001.854979996","7820748.6648000013","91.336579999999998","382.39670999999998","28744224.253069997","32131174.884170003","10551077.471390001","0","10701.074560000001","42692953.430120006","43052021.29733","4421264.0109799998","9.446299999999999","5402.50324","47478697.257849999","40506033.192500003","5594877.5421300009","34911155.650370002","20923001.854979996","7820748.6648000013","91.336579999999998","382.39670999999998","28744224.253069997","32131174.884170003","10551077.471390001","0","10701.074560000001","42692953.430120006","43052021.29733","4421264.0109799998","9.446299999999999","5402.50324","47478697.257849999"
2015-02-01,"39262991.807870001","5423805.7270199955","33839186.080850005","20170135.432320002","7951853.1233600006","69.103319999999997","742.60729000000003","28122800.266290002","32514356.687680006","10555540.291669998","0","9841.7851500000015","43079738.7645","43657979.597659998","4382109.7034","9.4470599999999987","4794.0927899999997","48044892.840909995","39262991.807870001","5423805.7270199955","33839186.080850005","20170135.432320002","7951853.1233600006","69.103319999999997","742.60729000000003","28122800.266290002","32514356.687680006","10555540.291669998","0","9841.7851500000015","43079738.7645","43657979.597659998","4382109.7034","9.4470599999999987","4794.0927899999997","48044892.840909995"
2015-03-01,"38283966.157779999","5139137.2469800003","33144828.910799999","20571430.994739994","8317414.6987600019","69.153279999999995","809.36950999999999","28889724.216289997","31546408.619410001","10636128.411620002","0","9507.3634899999997","42192044.39452","43914290.304480001","4328031.3891599998","11.249049999999999","4854.6785000000009","48247187.621189997","38283966.157779999","5139137.2469800003","33144828.910799999","20571430.994739994","8317414.6987600019","69.153279999999995","809.36950999999999","28889724.216289997","31546408.619410001","10636128.411620002","0","9507.3634899999997","42192044.39452","43914290.304480001","4328031.3891599998","11.249049999999999","4854.6785000000009","48247187.621189997"
2015-04-01,"37850323.657679997","4910815.0518300012","32939508.605849996","19585396.904510003","8431159.3791199997","69.153279999999995","815.72084000000007","28017441.157750003","32405942.155539997","10761424.76125","0","9825.4869000000017","43177192.403689995","44269537.344330005","4316677.9427199997","11.24981","3061.5845300000005","48589288.121390015","37850323.657679997","4910815.0518300012","32939508.605849996","19585396.904510003","8431159.3791199997","69.153279999999995","815.72084000000007","28017441.157750003","32405942.155539997","10761424.76125","0","9825.4869000000017","43177192.403689995","44269537.344330005","4316677.9427199997","11.24981","3061.5845300000005","48589288.121390015"
2015-05-01,"38148541.673379995","4713867.7285300046","33434673.94484999","19850039.676770005","8847600.7117199991","69.153279999999995","245.94929999999999","28697955.491070006","33127788.083809994","10874644.318569997","0","12620.33203","44015052.734409988","46120430.161660008","4252840.874139999","11.25057","2939.7811299999998","50376222.06750001","38148541.673379995","4713867.7285300046","33434673.94484999","19850039.676770005","8847600.7117199991","69.153279999999995","245.94929999999999","28697955.491070006","33127788.083809994","10874644.318569997","0","12620.33203","44015052.734409988","46120430.161660008","4252840.874139999","11.25057","2939.7811299999998","50376222.06750001"
2015-06-01,"38359647.04208","4961344.1278599985","33398302.914220002","20858149.119139999","8619152.1124900002","69.153279999999995","705.66203000000007","29478076.046939999","34476693.570259996","10961942.192720002","0","11171.697849999995","45449807.460829996","47421924.687059999","4306493.8957100008","11.25132","2840.30294","51731270.137029998","38359647.04208","4961344.1278599985","33398302.914220002","20858149.119139999","8619152.1124900002","69.153279999999995","705.66203000000007","29478076.046939999","34476693.570259996","10961942.192720002","0","11171.697849999995","45449807.460829996","47421924.687059999","4306493.8957100008","11.25132","2840.30294","51731270.137029998"
