"MES","AMMC01","AMMC02","AMMC03","AMMC04","AMMC05","AMMC06","AMMC07","AMMC08","AMMC09","AMMC10","AMMC11","AMMC12","AMMC13","AMMC14","AMMC15","AMMC16","AMMC17","AMMC18","AMMC19","AMMC20","AMMC21","AMMC22","AMMC23","AMMC24","AMMC25","AMMC26","AMMC27","AMMC28","AMMC29","AMMC30","AMMC31","AMMC32","AMMC33","AMMC34","AMMC35","AMMC36"
2004-01-01,"2966547.125","276360.61477999995","2690186.5102200001","1189767.4786","4998488.7833700003","0",,"6188256.2619700003","452133.39976999996","8527955.9300800003","145.71369000000001",,"8980235.0435399991","48938.506750000008","11032993.33495","100449.22499999999","16225.325999999999","11198606.3927","2966547.125","276360.61477999995","2690186.5102200001","1189767.4786","4998488.7833700003","0",,"6188256.2619700003","452133.39976999996","8527955.9300800003","145.71369000000001",,"8980235.0435399991","48938.506750000008","11032993.33495","100449.22499999999","16225.325999999999","11198606.3927"
2004-02-01,"3000852.8119999999","298614","2702238.8119999999","1267417.0630000001","4656278.6169999996","0",,"5923695.6799999997","440747.94","8209442.8849999998","125",,"8650315.8249999993","52145.675000000003","10887277.346999999","93579.326000000001","16913.14","11049915.488","3000852.8119999999","298614","2702238.8119999999","1267417.0630000001","4656278.6169999996","0",,"5923695.6799999997","440747.94","8209442.8849999998","125",,"8650315.8249999993","52145.675000000003","10887277.346999999","93579.326000000001","16913.14","11049915.488"
2004-03-01,"2785731.9369999999","291353","2494378.9369999999","1193340.9750000001","4974937.1869999999","0",,"6168278.1620000005","446790.19","7860420.0690000001","133",,"8307343.2590000005","43741.012999999999","10792615.561000001","83604.168000000005","706.45600000000002","10920667.198000001","2785731.9369999999","291353","2494378.9369999999","1193340.9750000001","4974937.1869999999","0",,"6168278.1620000005","446790.19","7860420.0690000001","133",,"8307343.2590000005","43741.012999999999","10792615.561000001","83604.168000000005","706.45600000000002","10920667.198000001"
2004-04-01,"2941902.8020000001","269519","2672383.8020000001","1129559.7150000001","4691322.8459999999","0",,"5820882.5609999998","454849.43099999998","7349723.6560000004","123","2472.1889999999999","7807168.2760000005","45322.084000000003","10781817.614","73259.297999999995","8043.0789999999997","10908442.075000001","2941902.8020000001","269519","2672383.8020000001","1129559.7150000001","4691322.8459999999","0",,"5820882.5609999998","454849.43099999998","7349723.6560000004","123","2472.1889999999999","7807168.2760000005","45322.084000000003","10781817.614","73259.297999999995","8043.0789999999997","10908442.075000001"
2004-05-01,"2924532.693","317178","2607354.693","1245192.817","4961395.0619999999","0",,"6206587.8789999997","439102.23499999999","7282545.2439999999","84","9717.6149999999998","7731449.0940000005","65716.423999999999","10964172.280000001","71392.262000000002","61130.078000000001","11162411.044000002","2924532.693","317178","2607354.693","1245192.817","4961395.0619999999","0",,"6206587.8789999997","439102.23499999999","7282545.2439999999","84","9717.6149999999998","7731449.0940000005","65716.423999999999","10964172.280000001","71392.262000000002","61130.078000000001","11162411.044000002"
2004-06-01,"3072095.094","295032","2777063.094","1303464.3810000001","4136091.0759999999","0",,"5439555.4570000004","552533.28600000008","5661861.2880000006","94","35385.088000000003","6249873.6620000014","114363.45","12071597.533","58132.146999999997","32902.241999999998","12276995.372","3072095.094","295032","2777063.094","1303464.3810000001","4136091.0759999999","0",,"5439555.4570000004","552533.28600000008","5661861.2880000006","94","35385.088000000003","6249873.6620000014","114363.45","12071597.533","58132.146999999997","32902.241999999998","12276995.372"
2004-07-01,"3289359.8840000001","319812","2969547.8840000001","1262439.8334899999","3943893.5268000001","32938.349000000002",,"5239271.7092900006","687245.94299999997","5424614.2579999994","60","73667.433999999994","6185587.6349999998","136219.024","12479976.505999999","55879.116000000002","36061.447999999997","12708136.094000001","3289359.8840000001","319812","2969547.8840000001","1262439.8334899999","3943893.5268000001","32938.349000000002",,"5239271.7092900006","687245.94299999997","5424614.2579999994","60","73667.433999999994","6185587.6349999998","136219.024","12479976.505999999","55879.116000000002","36061.447999999997","12708136.094000001"
2004-08-01,"3294916.1949999998","341355","2953561.1949999998","1254646.1040000001","4099902.3259999999","38486.212",,"5393034.642","740323.65500000003","5333708.4400000004","63","107632.18399999999","6181727.2790000001","146306.06200000001","12831912.539999999","55343.644","72151.631999999998","13105713.877999999","3294916.1949999998","341355","2953561.1949999998","1254646.1040000001","4099902.3259999999","38486.212",,"5393034.642","740323.65500000003","5333708.4400000004","63","107632.18399999999","6181727.2790000001","146306.06200000001","12831912.539999999","55343.644","72151.631999999998","13105713.877999999"
2004-09-01,"3338106.7280000001","342162","2995944.7280000001","1281266.5490000001","4042938.091","50666.197999999997",,"5374870.8380000005","793752.74300000002","5404352.7340000002","8810.491","125819.007","6332734.9750000006","155669.889","13037611.541999999","69360.989000000001","106650.537","13369292.957","3338106.7280000001","342162","2995944.7280000001","1281266.5490000001","4042938.091","50666.197999999997",,"5374870.8380000005","793752.74300000002","5404352.7340000002","8810.491","125819.007","6332734.9750000006","155669.889","13037611.541999999","69360.989000000001","106650.537","13369292.957"
2004-10-01,"3431970.7829999998","313614","3118356.7829999998","1242008.1569999999","3971955.7170000002","136151.372",,"5350115.2460000003","833354.08499999996","5469330.443","11166.764999999999","115299.053","6429150.3459999999","177473.77799999999","13110628.539999999","79472.501000000004","100141.666","13467716.484999999","3431970.7829999998","313614","3118356.7829999998","1242008.1569999999","3971955.7170000002","136151.372",,"5350115.2460000003","833354.08499999996","5469330.443","11166.764999999999","115299.053","6429150.3459999999","177473.77799999999","13110628.539999999","79472.501000000004","100141.666","13467716.484999999"
2004-11-01,"3492411.392","382473","3109938.392","1315960.977","4048916.9750000001","56039.129000000001",,"5420917.0809999993","812390.30299999996","5583700.7769999998","11815.044","112501.87300000001","6520407.9969999995","190064.26","13035000.853","158898.99299999999","106806.379","13490770.485000001","3492411.392","382473","3109938.392","1315960.977","4048916.9750000001","56039.129000000001",,"5420917.0809999993","812390.30299999996","5583700.7769999998","11815.044","112501.87300000001","6520407.9969999995","190064.26","13035000.853","158898.99299999999","106806.379","13490770.485000001"
2004-12-01,"4282951.4359999998","417570","3865381.4359999998","1392456.084","3994672.3450000002","118992.815",,"5506121.2440000009","997469.39099999995","5762141.3430000003","11280.504999999999","136879.78","6907771.0190000003","210119.277","13258108.233999999","105789.14599999999","120207.27499999999","13694223.932","4282951.4359999998","417570","3865381.4359999998","1392456.084","3994672.3450000002","118992.815",,"5506121.2440000009","997469.39099999995","5762141.3430000003","11280.504999999999","136879.78","6907771.0190000003","210119.277","13258108.233999999","105789.14599999999","120207.27499999999","13694223.932"
2005-01-01,"3751692.4309999999","431167.55","3320524.8810000001","1354350.69","3972585.01","123456.9",,"5450392.5999999996","927962.07","5848501.4900000002","9749.8700000000008","142535.82999999999","6928749.2600000007","179223.57","13326437.58","106767.45","161028.51999999999","13773457.119999999","3751692.4309999999","431167.55","3320524.8810000001","1354350.69","3972585.01","123456.9",,"5450392.5999999996","927962.07","5848501.4900000002","9749.8700000000008","142535.82999999999","6928749.2600000007","179223.57","13326437.58","106767.45","161028.51999999999","13773457.119999999"
2005-02-01,"3692718.7312600003","420511.19203999918","3272207.5392200011","1339622.4187399999","3845656.758630001","135330.74489",,"5320609.9222600004","949143.27549999976","5773252.5073100002","8707.5010699999984","130703.56517","6861806.8490500003","221117.66836000004","13585962.288269999","111367.87677000002","171080.98616999999","14089528.819569999","3692718.7312600003","420511.19203999918","3272207.5392200011","1339622.4187399999","3845656.758630001","135330.74489",,"5320609.9222600004","949143.27549999976","5773252.5073100002","8707.5010699999984","130703.56517","6861806.8490500003","221117.66836000004","13585962.288269999","111367.87677000002","171080.98616999999","14089528.819569999"
2005-03-01,"3571867.8354699998","357190.43456999958","3214677.4009000002","1292137.6278300001","3827442.0361100002","142780.23056999999",,"5262359.89451","928153.32881999994","5754727.0533199999","8235.8145999999997","139641.44689000002","6830757.6436299998","217014.45574","13558455.228149999","102255.72509000001","171512.20066999999","14049237.609649999","3571867.8354699998","357190.43456999958","3214677.4009000002","1292137.6278300001","3827442.0361100002","142780.23056999999",,"5262359.89451","928153.32881999994","5754727.0533199999","8235.8145999999997","139641.44689000002","6830757.6436299998","217014.45574","13558455.228149999","102255.72509000001","171512.20066999999","14049237.609649999"
2005-04-01,"3898221.9580799998","341760.44169999985","3556461.5163799999","1235262.4072900002","3916520.0032900004","148850.96083000003",,"5300633.3714100011","982216.43403","6166685.8440100001","7679.8314900000005","143969.43005","7300551.5395799996","251664.98505000005","14027522.999510001","106563.85555000002","198177.58033999999","14583929.420450002","3898221.9580799998","341760.44169999985","3556461.5163799999","1235262.4072900002","3916520.0032900004","148850.96083000003",,"5300633.3714100011","982216.43403","6166685.8440100001","7679.8314900000005","143969.43005","7300551.5395799996","251664.98505000005","14027522.999510001","106563.85555000002","198177.58033999999","14583929.420450002"
2005-05-01,"3913727.0439599999","361292.11968999961","3552434.9242700003","1320128.18582","3923027.1996399993","111131.03746000001",,"5354286.4229199998","956615.98545999988","6241120.4432999995","7538.1914100000004","158683.18760000003","7363957.8077699998","223738.87638","14056807.483339999","89159.615769999989","305265.81654999999","14674971.792039998","3913727.0439599999","361292.11968999961","3552434.9242700003","1320128.18582","3923027.1996399993","111131.03746000001",,"5354286.4229199998","956615.98545999988","6241120.4432999995","7538.1914100000004","158683.18760000003","7363957.8077699998","223738.87638","14056807.483339999","89159.615769999989","305265.81654999999","14674971.792039998"
2005-06-01,"4044459.5171699999","374427.43158000009","3670032.0855899998","1311304.7993399997","3820892.3762599998","88821.271740000011",,"5221018.4473399995","1009911.1393500001","6020997.8824400008","4311.5083900000009","161822.73777000001","7197043.2679500002","228743.39854000002","14065436.59076","81600.278399999981","323967.73148999998","14699747.999189999","4044459.5171699999","374427.43158000009","3670032.0855899998","1311304.7993399997","3820892.3762599998","88821.271740000011",,"5221018.4473399995","1009911.1393500001","6020997.8824400008","4311.5083900000009","161822.73777000001","7197043.2679500002","228743.39854000002","14065436.59076","81600.278399999981","323967.73148999998","14699747.999189999"
2005-07-01,"4165149.1847700002","316287.37407999998","3848861.8106900002","1453505.9176800002","3808241.1318899998","67963.535960000008",,"5329710.5855299998","1018298.9195999999","6072326.1897899993","3735.05015","171004.40071999998","7265364.5602599988","292061.37303999998","14152595.38374","73524.932489999992","321011.24913999997","14839192.938410001","4165149.1847700002","316287.37407999998","3848861.8106900002","1453505.9176800002","3808241.1318899998","67963.535960000008",,"5329710.5855299998","1018298.9195999999","6072326.1897899993","3735.05015","171004.40071999998","7265364.5602599988","292061.37303999998","14152595.38374","73524.932489999992","321011.24913999997","14839192.938410001"
2005-08-01,"4365180.9591499995","333934.24962999951","4031246.70952","1541381.07372","4053690.2212200002","126777.92110000001",,"5721849.2160400003","1160257.3583399998","6102658.8749299999","3186.44677","187729.25819999998","7453831.93824","287112.05786","14301645.41034","66446.666339999996","330399.12635000004","14985603.26089","4365180.9591499995","333934.24962999951","4031246.70952","1541381.07372","4053690.2212200002","126777.92110000001",,"5721849.2160400003","1160257.3583399998","6102658.8749299999","3186.44677","187729.25819999998","7453831.93824","287112.05786","14301645.41034","66446.666339999996","330399.12635000004","14985603.26089"
2005-09-01,"4577927.1014","322810.74302999955","4255116.3583700005","1548880.1906500002","4025948.8376300004","107749.78345999999","8.1464599999999994","5682586.9582000012","1280099.0339000002","6132724.8019700013","3152.3171500000003","190233.33622999996","7606209.4892500006","338970.44659999997","14335540.00632","60404.519220000002","321812.73207000003","15056727.70421","4577927.1014","322810.74302999955","4255116.3583700005","1548880.1906500002","4025948.8376300004","107749.78345999999","8.1464599999999994","5682586.9582000012","1280099.0339000002","6132724.8019700013","3152.3171500000003","190233.33622999996","7606209.4892500006","338970.44659999997","14335540.00632","60404.519220000002","321812.73207000003","15056727.70421"
2005-10-01,"4767226.4950400004","361212.92959000077","4406013.5654499996","1954477.9567999998","4238834.8995900005","112540.79700000001","250.51092","6306104.1643100008","1333872.8707699999","6224915.4167899992","2563.9602000000004","197775.66636999999","7759127.9141299985","341142.95109999995","14116621.244179998","55777.439429999999","325507.73581000004","14839049.370519998","4767226.4950400004","361212.92959000077","4406013.5654499996","1954477.9567999998","4238834.8995900005","112540.79700000001","250.51092","6306104.1643100008","1333872.8707699999","6224915.4167899992","2563.9602000000004","197775.66636999999","7759127.9141299985","341142.95109999995","14116621.244179998","55777.439429999999","325507.73581000004","14839049.370519998"
2005-11-01,"4888492.8885900006","383860.19689000025","4504632.6917000003","2375725.9278799989","4674993.3898199992","111339.29754","1260.0973300000001","7163318.7125699986","1377982.27691","6238294.5931700002","2420.9136099999996","214449.65836","7833147.4420499997","345450.89335999999","13823859.284600001","49811.769080000005","352501.23899000004","14571623.18603","4888492.8885900006","383860.19689000025","4504632.6917000003","2375725.9278799989","4674993.3898199992","111339.29754","1260.0973300000001","7163318.7125699986","1377982.27691","6238294.5931700002","2420.9136099999996","214449.65836","7833147.4420499997","345450.89335999999","13823859.284600001","49811.769080000005","352501.23899000004","14571623.18603"
2005-12-01,"6179509.4853500007","585308.41184000019","5594201.0735100005","1795834.94689","3961099.37659","91457.964000000007","40739.827310000001","5889132.1147899991","1681121.6763400002","6169149.8288099999","2521.5440199999998","244661.73579000001","8097454.7849599998","320272.43177000002","13634826.906550001","47558.581689999992","465279.49872999999","14467937.418740002","6179509.4853500007","585308.41184000019","5594201.0735100005","1795834.94689","3961099.37659","91457.964000000007","40739.827310000001","5889132.1147899991","1681121.6763400002","6169149.8288099999","2521.5440199999998","244661.73579000001","8097454.7849599998","320272.43177000002","13634826.906550001","47558.581689999992","465279.49872999999","14467937.418740002"
2006-01-01,"5649941.5343699995","563213.04442999978","5086728.4899399998","1838006.0448099999","3892235.9943999997","96795.434500000003","44409.501029999999","5871446.9747399995","1652602.9027899997","6023600.8224299997","2464.1055200000001","237060.88528999998","7915728.7160299988","357623.06372999999","13518878.45253","32555.848789999996","454117.76967000007","14363175.13472","5649941.5343699995","563213.04442999978","5086728.4899399998","1838006.0448099999","3892235.9943999997","96795.434500000003","44409.501029999999","5871446.9747399995","1652602.9027899997","6023600.8224299997","2464.1055200000001","237060.88528999998","7915728.7160299988","357623.06372999999","13518878.45253","32555.848789999996","454117.76967000007","14363175.13472"
2006-02-01,"5668062.0792899998","547221.03457999974","5120841.04471","1778860.5469699996","4045152.9246999994","79461.324800000017","46091.920530000003","5949566.7169999983","1581466.4160000002","6063946.6900899997","1708.2682500000001","237730.69518999997","7884852.06953","378677.21718000004","13517366.112090001","22353.040359999999","555259.95276000001","14473656.322390001","5668062.0792899998","547221.03457999974","5120841.04471","1778860.5469699996","4045152.9246999994","79461.324800000017","46091.920530000003","5949566.7169999983","1581466.4160000002","6063946.6900899997","1708.2682500000001","237730.69518999997","7884852.06953","378677.21718000004","13517366.112090001","22353.040359999999","555259.95276000001","14473656.322390001"
2006-03-01,"5497840.2634499995","488720.2239299994","5009120.0395200001","1610760.5769100001","3931332.77893","112183.70339","127828.30811000001","5782105.3673400003","1758746.5104699999","5998804.4470599992","1691.40254","252062.54819","8011304.908259999","383784.48033000005","13602701.125139996","23008.150379999999","626517.28230999992","14636011.038159996","5497840.2634499995","488720.2239299994","5009120.0395200001","1610760.5769100001","3931332.77893","112183.70339","127828.30811000001","5782105.3673400003","1758746.5104699999","5998804.4470599992","1691.40254","252062.54819","8011304.908259999","383784.48033000005","13602701.125139996","23008.150379999999","626517.28230999992","14636011.038159996"
2006-04-01,"5795834.9184799995","515927.82367999945","5279907.0948000001","1611071.3979300004","3902633.62","96683.05575","156987.25863","5767375.3323099995","1784040.63692","5979909.0053200005","1710.80458","243933.23771999998","8009593.6845400007","386383.52204000001","13541785.949329998","22929.667249999999","697207.51713000017","14648306.655749999","5795834.9184799995","515927.82367999945","5279907.0948000001","1611071.3979300004","3902633.62","96683.05575","156987.25863","5767375.3323099995","1784040.63692","5979909.0053200005","1710.80458","243933.23771999998","8009593.6845400007","386383.52204000001","13541785.949329998","22929.667249999999","697207.51713000017","14648306.655749999"
2006-05-01,"6033953.4688900001","579743.72186999954","5454209.7470200006","1800799.13084","3571576.2859400003","63211.237200000003","233590.90591","5669177.5598900011","1832627.7658500001","5842600.3358399998","1561.2140999999999","278355.18345999997","7955144.4992500003","416878.06215000001","13364345.599160001","22270.726869999999","759309.12162000011","14562803.5098","6033953.4688900001","579743.72186999954","5454209.7470200006","1800799.13084","3571576.2859400003","63211.237200000003","233590.90591","5669177.5598900011","1832627.7658500001","5842600.3358399998","1561.2140999999999","278355.18345999997","7955144.4992500003","416878.06215000001","13364345.599160001","22270.726869999999","759309.12162000011","14562803.5098"
2006-06-01,"6392124.4446999999","566467.45519999973","5825656.9895000001","1828093.49156","3400600.0603799997","191538.09189000001","190058.37385","5610290.0176799996","2078457.0084200003","5698050.2723599989","1464.9736500000001","259105.88867999997","8037078.1431099987","468541.26240999997","13159112.313580001","22270.279170000002","817392.82319000014","14467316.678350002","6392124.4446999999","566467.45519999973","5825656.9895000001","1828093.49156","3400600.0603799997","191538.09189000001","190058.37385","5610290.0176799996","2078457.0084200003","5698050.2723599989","1464.9736500000001","259105.88867999997","8037078.1431099987","468541.26240999997","13159112.313580001","22270.279170000002","817392.82319000014","14467316.678350002"
2006-07-01,"6677423.9291400006","599111.07820000034","6078312.8509400003","2068368.5572400005","3698675.3479499999","46081.172810000004","75673.920339999997","5888798.9983400004","2186982.2290600003","5677666.9807500001","837.38797999999997","259320.23717000001","8124806.8349599997","504161.86841","13001380.292019999","22271.779560000003","805241.87224000017","14333055.812229998","6677423.9291400006","599111.07820000034","6078312.8509400003","2068368.5572400005","3698675.3479499999","46081.172810000004","75673.920339999997","5888798.9983400004","2186982.2290600003","5677666.9807500001","837.38797999999997","259320.23717000001","8124806.8349599997","504161.86841","13001380.292019999","22271.779560000003","805241.87224000017","14333055.812229998"
2006-08-01,"6718049.1887400001","572814.02817999944","6145235.1605600007","2026271.9844800001","3929903.3168899994","28435.441750000002","115247.35424","6099858.09736","2318407.3152799997","5957770.5845900001","704.45228000000009","266410.49238000001","8543292.8445299994","541020.97080000001","13014396.89294","22245.36088","848787.60111999989","14426450.82574","6718049.1887400001","572814.02817999944","6145235.1605600007","2026271.9844800001","3929903.3168899994","28435.441750000002","115247.35424","6099858.09736","2318407.3152799997","5957770.5845900001","704.45228000000009","266410.49238000001","8543292.8445299994","541020.97080000001","13014396.89294","22245.36088","848787.60111999989","14426450.82574"
2006-09-01,"6997972.0722700004","659848.06642000005","6338124.0058500003","2145698.5507399999","3969749.2795200003","34861.063569999998","92365.911069999987","6242674.8049000008","2384675.33886","6093374.9301700015","695.33389999999997","259386.82866","8738132.431590002","566337.21310000005","13123801.262789996","21955.04781","858874.85380000004","14570968.377499996","6997972.0722700004","659848.06642000005","6338124.0058500003","2145698.5507399999","3969749.2795200003","34861.063569999998","92365.911069999987","6242674.8049000008","2384675.33886","6093374.9301700015","695.33389999999997","259386.82866","8738132.431590002","566337.21310000005","13123801.262789996","21955.04781","858874.85380000004","14570968.377499996"
2006-10-01,"7066030.3798400005","612278.4302099999","6453751.9496300006","2165773.4064000002","4087188.2847300009","21515.655529999996","106912.90925","6381390.2559100008","2341941.4247199995","6355799.7118099993","690.95102000000009","264637.51167000004","8963069.5992200002","591162.87683999992","13069249.32564","17851.513010000002","886893.14089999988","14565156.856389999","7066030.3798400005","612278.4302099999","6453751.9496300006","2165773.4064000002","4087188.2847300009","21515.655529999996","106912.90925","6381390.2559100008","2341941.4247199995","6355799.7118099993","690.95102000000009","264637.51167000004","8963069.5992200002","591162.87683999992","13069249.32564","17851.513010000002","886893.14089999988","14565156.856389999"
2006-11-01,"7434551.1989700003","691080.66696000099","6743470.5320099993","2416035.5817600009","4173763.0670899996","23655.769339999999","236966.69817000002","6850421.1163600003","2530854.2910700003","6616477.4648800008","640.30828000000008","272853.61235999997","9420825.6765900012","620809.97360999999","13276847.187520001","17963.230799999998","933986.62543999997","14849607.01737","7434551.1989700003","691080.66696000099","6743470.5320099993","2416035.5817600009","4173763.0670899996","23655.769339999999","236966.69817000002","6850421.1163600003","2530854.2910700003","6616477.4648800008","640.30828000000008","272853.61235999997","9420825.6765900012","620809.97360999999","13276847.187520001","17963.230799999998","933986.62543999997","14849607.01737"
2006-12-01,"8773573.2238799985","761542.38984999992","8012030.8340299986","2550738.7080500005","4114264.8713599998","24841.368690000003","189168.18995999999","6879013.1380599998","3106904.44","6936561.7648299998","638.94137000000012","302275.07837999996","10346380.224579999","680173.05955999997","13456510.51275","17920.736349999999","842154.35294999997","14996758.66161","8773573.2238799985","761542.38984999992","8012030.8340299986","2550738.7080500005","4114264.8713599998","24841.368690000003","189168.18995999999","6879013.1380599998","3106904.44","6936561.7648299998","638.94137000000012","302275.07837999996","10346380.224579999","680173.05955999997","13456510.51275","17920.736349999999","842154.35294999997","14996758.66161"
2007-01-01,"8152455.2253900003","703238.90932999924","7449216.316060001","2681148.1113399998","4333292.7206899999","30882.658629999998","194787.62255999999","7240111.1132200006","3026984.6340799993","7029706.6036100006","834.56028000000003","318077.61015000008","10375603.408120001","772413.7761299999","13623207.164310001","22363.592829999998","954268.92564000003","15372253.458910001","8152455.2253900003","703238.90932999924","7449216.316060001","2681148.1113399998","4333292.7206899999","30882.658629999998","194787.62255999999","7240111.1132200006","3026984.6340799993","7029706.6036100006","834.56028000000003","318077.61015000008","10375603.408120001","772413.7761299999","13623207.164310001","22363.592829999998","954268.92564000003","15372253.458910001"
2007-02-01,"8231973.7473400002","717264.01133000012","7514709.7360100001","2592808.4656200004","4475869.8732299991","17439.944529999997","348214.65827999997","7434332.9416599991","3126773.3508600006","7181718.3461300004","564.70159999999998","306766.81109999993","10615823.209690003","833288.65145999996","13803751.693349998","21656.471159999997","968886.38768000004","15627583.203649998","8231973.7473400002","717264.01133000012","7514709.7360100001","2592808.4656200004","4475869.8732299991","17439.944529999997","348214.65827999997","7434332.9416599991","3126773.3508600006","7181718.3461300004","564.70159999999998","306766.81109999993","10615823.209690003","833288.65145999996","13803751.693349998","21656.471159999997","968886.38768000004","15627583.203649998"
2007-03-01,"8398986.7241699994","652269.87828000076","7746716.8458899986","2514005.57614","4684414.832849999","12639.019410000001","415438.08710999996","7626497.5155099994","3243597.4403999993","7298796.0208100006","568.63026000000002","329178.25516999996","10872140.34664","959113.69252000004","14047746.99659","21588.281999999999","975164.66198999994","16003613.633099999","8398986.7241699994","652269.87828000076","7746716.8458899986","2514005.57614","4684414.832849999","12639.019410000001","415438.08710999996","7626497.5155099994","3243597.4403999993","7298796.0208100006","568.63026000000002","329178.25516999996","10872140.34664","959113.69252000004","14047746.99659","21588.281999999999","975164.66198999994","16003613.633099999"
2007-04-01,"8795358.6180199999","722294.38433000073","8073064.2336899992","2410120.8937599999","4557364.9877199996","6316.9576799999995","490746.44857000001","7464549.2877299991","3214880.0726199998","7391144.0085399998","122.17516000000001","307578.41706999997","10913724.673389999","943798.35762999987","14036004.041869998","21596.647140000001","965959.45487999998","15967358.501519997","8795358.6180199999","722294.38433000073","8073064.2336899992","2410120.8937599999","4557364.9877199996","6316.9576799999995","490746.44857000001","7464549.2877299991","3214880.0726199998","7391144.0085399998","122.17516000000001","307578.41706999997","10913724.673389999","943798.35762999987","14036004.041869998","21596.647140000001","965959.45487999998","15967358.501519997"
2007-05-01,"8986333.9175300002","704609.86462000012","8281724.0529100001","2676199.67998","4851836.6443499988","2852.1000600000002","393327.25466000004","7924215.6790499985","3514893.6633899999","7556389.7685399987","117.59094999999999","348223.23843000003","11419624.261309998","1048278.80632","14262590.97673","21238.584900000002","974681.42035999999","16306789.788310001","8986333.9175300002","704609.86462000012","8281724.0529100001","2676199.67998","4851836.6443499988","2852.1000600000002","393327.25466000004","7924215.6790499985","3514893.6633899999","7556389.7685399987","117.59094999999999","348223.23843000003","11419624.261309998","1048278.80632","14262590.97673","21238.584900000002","974681.42035999999","16306789.788310001"
2007-06-01,"9410205.0303099994","671931.98008999974","8738273.0502199996","2909549.1022700006","5085761.3172499994","3128.29241","380929.14434","8379367.8562700003","3632673.35304","7702931.8983700015","120.83866","311045.39532999997","11646771.485400002","1237376.62256","14322849.043539999","21239.372910000002","966548.8155599999","16548013.85457","9410205.0303099994","671931.98008999974","8738273.0502199996","2909549.1022700006","5085761.3172499994","3128.29241","380929.14434","8379367.8562700003","3632673.35304","7702931.8983700015","120.83866","311045.39532999997","11646771.485400002","1237376.62256","14322849.043539999","21239.372910000002","966548.8155599999","16548013.85457"
2007-07-01,"9924408.1538799983","664186.57545999996","9260221.5784199983","2851230.6044000005","4941603.7099099997","1451.55908","316910.77444000001","8111196.6478300001","3933446.6050999998","7561072.9730000002","106.33177000000001","358758.48908999993","11853384.398959998","1420193.5226199999","14208621.889679998","21022.315420000003","959927.58716999996","16609765.314889997","9924408.1538799983","664186.57545999996","9260221.5784199983","2851230.6044000005","4941603.7099099997","1451.55908","316910.77444000001","8111196.6478300001","3933446.6050999998","7561072.9730000002","106.33177000000001","358758.48908999993","11853384.398959998","1420193.5226199999","14208621.889679998","21022.315420000003","959927.58716999996","16609765.314889997"
2007-08-01,"10731626.058180001","759720.53212000057","9971905.5260600001","3070133.2139100009","4686819.29966","1712.09094","353827.35100000002","8112491.9555100007","4675574.7820999995","7401479.5857000016","106.89870999999999","419652.63490000006","12496813.90141","1588679.6746100001","13907014.448760001","20536.114239999999","965411.23617999989","16481641.473790001","10731626.058180001","759720.53212000057","9971905.5260600001","3070133.2139100009","4686819.29966","1712.09094","353827.35100000002","8112491.9555100007","4675574.7820999995","7401479.5857000016","106.89870999999999","419652.63490000006","12496813.90141","1588679.6746100001","13907014.448760001","20536.114239999999","965411.23617999989","16481641.473790001"
2007-09-01,"11244396.97875","794526.32796999812","10449870.650780002","3278933.3633399997","4647055.1299900003","1157.1702500000001","290428.36186999996","8217574.0254500005","4842865.0255099991","7488470.3432300016","103.30208","522938.00540000002","12854376.67622","1660907.83079","13877518.622259999","20555.85585","1005848.7149799999","16564831.023879999","11244396.97875","794526.32796999812","10449870.650780002","3278933.3633399997","4647055.1299900003","1157.1702500000001","290428.36186999996","8217574.0254500005","4842865.0255099991","7488470.3432300016","103.30208","522938.00540000002","12854376.67622","1660907.83079","13877518.622259999","20555.85585","1005848.7149799999","16564831.023879999"
2007-10-01,"11473613.14704","824269.77287999913","10649343.374160001","3435184.82644","4506570.4794600001","780.0311999999999","392896.5401499999","8335431.8772499999","4981547.7947700005","7656008.4295199988","100.75015999999999","606339.26037000003","13243996.234819997","1704850.61204","13764598.43266","20399.215580000004","1116701.18631","16606549.446590001","11473613.14704","824269.77287999913","10649343.374160001","3435184.82644","4506570.4794600001","780.0311999999999","392896.5401499999","8335431.8772499999","4981547.7947700005","7656008.4295199988","100.75015999999999","606339.26037000003","13243996.234819997","1704850.61204","13764598.43266","20399.215580000004","1116701.18631","16606549.446590001"
2007-11-01,"12175984.80861","852808.07479000092","11323176.733819999","3434177.6090999995","4338256.1697300002","751.07956999999999","467098.09267000004","8240282.9510699995","5178778.0277900007","7527302.0157899996","46.40025","720570.48294999998","13426696.92678","1749871.8871200001","13428913.351669999","20596.869070000001","1219831.50899","16419213.616849996","12175984.80861","852808.07479000092","11323176.733819999","3434177.6090999995","4338256.1697300002","751.07956999999999","467098.09267000004","8240282.9510699995","5178778.0277900007","7527302.0157899996","46.40025","720570.48294999998","13426696.92678","1749871.8871200001","13428913.351669999","20596.869070000001","1219831.50899","16419213.616849996"
