"MES","BCBP01","BCBP02","BCBP03","BCBP04","BCBP05","BCBP06","BCBP07","BCBP08","BCBP09","BCBP10","BCBP11","BCBP12","BCBP13","BCBP14","BCBP15","BCBP16","BCBP17","BCBP18","BCBP19","BCBP20","BCBP21","BCBP22","BCBP23","BCBP24","BCBP25","BCBP26","BCBP27","BCBP28","BCBP29","BCBP30","BCBP31","BCBP32"
2012-04-01,"42804692.795341507","25083813.850930002","17720878.944411501","11252958.879666502","6467220.0767650018","148.7116","551.27638000000002","45843197.872174107","21395915.438458003","13708300.449586501","7673027.0249515017","2.0765400000000001","14585.88738","23154995.241383497","16513554.620279999","6434545.8154734997","10.733220000000001","206884.07240999999","1292287.1923326","756990.99408850004","535205.22454810003","42.232536000000003","48.741159999999994","43987025.097478464","37478799.910419993","2113632.7191559421","4301224.0831033308","93368.384799199994","408971.57402659999","1450031.3891865057","11139051.265935941","18217876.485604875"
2012-05-01,"43430774.265789196","25022699.596779998","18408074.669009201","11799842.7648452","6607423.7766140001","234.24633","573.88121999999998","46287200.577500597","21523995.125974398","13842903.708719201","7665540.5044251997","2.0765500000000001","15548.83628","23501349.4953508","17248678.915630002","6086019.7315807994","10.734170000000001","166640.11397000001","1261855.9561753999","748559.42853079992","513213.83643579995","33.786028799999997","48.905180000000001","44002835.046311103","36091739.243159994","2121436.1135447426","5696291.3048071712","93368.384799199994","337482.00153459999","1362577.8926903398","11418094.442865519","16481891.416983042"
2012-06-01,"44094272.1870469","25600848.845740002","18493423.341306899","12091501.388973901","6400636.6098629991","206.95705000000001","1078.3854199999998","47257830.425867103","22138435.527510799","14467622.120871902","7659059.5795689011","2.0765500000000001","11751.75052","23845991.9250881","17804699.821300004","5912712.6670080991","10.73512","128568.70166000001","1273402.9732681999","764656.11096309999","508721.47083350003","25.339521600000001","5.1950000000000003E-2","43715044.223297842","36179919.857139997","2234912.0874245251","5206843.893934126","93368.384799199994","266467.13645360008","1403696.4057765186","11372903.241078923","16664287.841234867"
2012-07-01,"43105647.033534601","25745708.012249999","17359939.021284599","11231246.616932601","6128176.7665719995","229.64986000000002","285.98792000000003","47619882.727903597","22114217.411597203","14463657.773324603","7640165.7013625996","2.0765500000000001","10391.860359999997","24258732.3351954","18371321.187460002","5824121.7078654002","10.736090000000001","63278.703780000003","1246932.9811109998","752565.40473539999","494350.63121119991","16.893014399999998","5.2150000000000009E-2","45729777.931587406","37455803.143860005","2247851.919301291","5934726.7896045065","91396.078821600007","267179.9200098","1373142.8273446506","11802120.958322112","17466380.87681818"
2012-08-01,"43954843.791132301","25826765.792369999","18128077.998762302","11793155.283911301","6334428.7169110002","181.24844999999999","312.74948999999998","48008514.295410097","22387653.102113601","14820173.099777302","7557800.7080663005","2.0765500000000001","9677.2177199999987","24217579.6406027","18539001.491829999","5626777.9469827004","10.737050000000002","51789.464740000003","1403281.5526937998","911939.44333769998","491333.61050890002","8.4465071999999992","5.2340000000000005E-2","47473057.490050808","37214017.044039994","2261254.0300541837","7906414.9347626315","91371.481194000007","269308.9050274","1344821.7322518933","11599078.712183768","18288395.553083587"
2012-09-01,"44619668.109871149","26297068.216540001","18322599.893331151","12122692.25176565","6199236.9027155014","244.65213","426.08672000000001","48298975.23563835","22264440.420966797","14600592.40821865","7654579.6244881488","2.0765500000000001","9266.3117100000018","24571030.438966356","19005442.020480003","5524941.7567263497","10.738","40635.923759999998","1463504.3757051998","971705.52381884982","491794.57612274995","4.2232535999999996","5.2510000000000008E-2","48350235.137968123","36724165.773169994","2268743.7351067266","9280358.4745887984","76967.155102600009","272504.69562019996","1373575.2100678193","11903543.485824557","20120807.177947354"
2012-10-01,"45587708.759468921","26745880.27414","18841828.48532892","12188632.102880521","6652132.1250983998","224.31428","839.94307000000003","48727873.162052006","22276482.21123144","14635696.078740921","7632448.3061605208","2.0765500000000001","8335.7497800000001","24857896.031847082","19418998.574900001","5409645.4892870802","10.738960000000001","29241.2287","1593494.9189734799","1121890.6009930801","471600.88666751992","3.3786028799999999","5.271E-2","52355756.173282646","36160930.27352","2321350.8295284235","13796160.569801824","77314.500432400004","275834.39311459992","1362155.3571232061","12128427.986081326","19651777.953521498"
2012-11-01,"46344770.313816696","26960854.146200001","19383916.167616691","12779846.970445387","6603549.488501301","207.34025","312.36841999999996","50130499.50504905","23152377.637506079","15637796.613843191","7506041.2757828878","2.0765500000000001","8537.6713299999992","25297918.517127808","20004782.101309996","5286118.6772378106","10.739930000000001","7006.9986500000014","1680203.3504151602","1204929.7221373101","475271.04142569005","2.5339521599999997","5.2900000000000003E-2","51818544.849011853","35451610.056690007","2333854.4345238516","13955765.857365595","77314.500432400004","278055.89879540005","1373155.0504805255","12249148.950411923","20087887.098598383"
2012-12-01,"51159375.648834452","29718886.6875","21440488.961334456","14782206.04646026","6657825.920084198","140.69821999999999","316.29656999999997","52550801.198052704","25090566.026070721","17461211.554905463","7620703.3923452608","2.0765500000000001","8649.002269999999","25706485.60722854","20529725.093180001","5169822.3453585394","10.740890000000002","6927.4277999999995","1753749.56475344","1282301.2012915399","471446.62107046001","1.6893014399999999","5.3090000000000005E-2","48122887.798773579","30287479.636979997","2456302.4237917494","15306415.540725634","72690.197276199993","278293.16972780006","1351268.0402461565","11670766.340531759","20194845.810065407"
2013-01-01,"48815694.675222233","28495662.847049996","20320031.828172233","13467935.653955132","6851563.534327101","177.41754","355.22235000000001","53536259.897396341","25103291.723565355","17333689.778107729","7761179.9961576285","2.0765500000000001","8419.8727500000005","26559008.662829269","21419518.018130001","5132579.4659592696","10.741850000000001","6900.4368900000009","1873959.5110017199","1393018.3752057699","480940.23785522999","0.84465071999999997","5.3290000000000004E-2","50234312.192087024","35421483.922880001","2476522.4783451003","12263615.593585722","72690.197276199993","284679.66162300011","1345188.7242788931","12315428.868352212","20811377.16830916"
2013-02-01,"48877101.679331109","27829347.11736","21047754.561971113","13847805.302957566","7199302.6303035477","136.71720999999999","509.91150000000005","53930004.338238172","25140047.483702675","17335073.029058859","7796467.6059738165","2.0765500000000001","8504.7721200000015","26880653.990989637","21849946.50403","5023778.7387696356","10.742810000000002","6918.0053800000005","1909302.8635458597","1428081.5890028849","481220.79871761496","0.42232535999999998","5.3499999999999999E-2","52068479.736498788","36894066.506820001","2491661.8368752236","12610057.079527361","72694.313276199988","284393.11291959992","1319781.9701609192","12511274.217093755","19464710.685230054"
2013-03-01,"48633559.199552894","27703716.419410001","20929842.780142888","13827981.538230048","7101172.0644628396","95.130049999999983","594.04739999999993","54353672.901680544","24965718.011570148","17117053.045013092","7840069.4368670536","2.0765500000000001","8593.4531400000014","27447993.611109711","22504323.906280003","4936933.6792997085","10.74377","6725.2817599999998","1939961.2790006879","1475153.1839943079","464807.70345609199","0.33786028800000001","5.3690000000000002E-2","53121146.371877752","36860694.35024","2500751.9852071321","13686393.402504217","73306.633926399998","287328.95321879996","1292113.1137259414","12681329.855695624","19467058.682100568"
2013-04-01,"48020343.93537879","27808628.861400001","20211715.073978785","13006230.722176297","7204795.7496424848","98.421330000000012","590.1808299999999","54805266.021131724","25272337.025758874","17347597.134495206","7915789.8118036706","2.0765500000000001","8948.0029099999992","27470804.480599746","22697907.210440002","4766101.6122197444","10.744729999999999","6784.9132099999988","2062124.5147731018","1609926.3923650193","452197.77285033051","0.29562775199999997","5.3929999999999999E-2","56025161.701527484","38500001.823429994","2549467.6971195019","14903802.127721984","71890.053255999999","286643.52020200004","1323074.3522236203","12736146.051967533","18645036.388976894"
2013-05-01,"48594348.932684667","28055809.177619997","20538539.75506467","13218986.440122541","7319145.7926421296","101.89207999999999","305.63022000000001","55571551.185922913","24857086.715877607","16896131.337757319","7950313.6751002902","4.0710000000000003E-2","10641.662309999998","28401484.707819786","23822547.981559999","4572377.9193997821","24.465689999999999","6534.3411700000015","2312979.7622255161","1677019.4118257309","635960.04285456904","0.25339521599999998","5.4150000000000004E-2","56051490.030094832","37565778.479000002","2559836.0322566326","15853845.902586596","72029.616251599989","288076.89797680004","1252743.9387546673","13107095.749569235","17570500.833627664"
2013-06-01,"50257030.209440559","28540723.654040001","21716306.555400554","14539935.476648781","7175682.7593517751","229.60497999999998","458.71441999999996","56423763.861444086","25554803.237006344","17521366.662139434","8023481.8230869099","4.07E-2","9954.7110800000028","28494524.346049815","24153599.032759998","4334461.3223798173","9.8918300000000006","6454.09908","2374436.2783879298","1735770.9505764425","638665.06229880755","0.21116267999999999","5.4350000000000002E-2","55261773.72497467","34764689.793439999","2677567.8442613324","17747145.751354337","72370.335919000005","289282.59206960001","1230899.0688260871","14552099.843960367","15690270.912733171"
2013-07-01,"49512796.988206446","28634370.680339999","20878426.307866443","13673737.663155025","7204147.9521714188","229.12437","311.56817000000001","57305339.528275266","26543478.670625076","18470112.699801546","8063655.2540035276","4.07E-2","9710.6761200000001","28417554.528019849","24363234.339779995","4047526.347389854","9.8926599999999993","6783.9481900000001","2344306.3296303442","1695051.606727154","649254.49939304602","0.168930144","5.4580000000000004E-2","58188343.150376216","37738311.744649999","2688619.8116823761","17689578.187306438","71833.406737400015","221167.34907460003","1270314.9088288739","15018542.742700396","17231846.421417609"
2013-08-01,"49351021.652472332","28718180.11056","20632841.541912336","13728666.658971271","6903615.1498910636","248.96156999999999","310.77148","58203240.758816443","27140603.221803803","19079207.497293659","8051708.6508601457","4.07E-2","9687.0329499999989","28814608.192079887","24979999.075270001","3828102.1289998903","16.773790000000002","6490.2140200000013","2248029.3449327578","1643699.1818878655","604329.98155728448","0.12669760799999999","5.4790000000000005E-2","61678923.685085796","38222388.621659994","2704753.1282388959","20680693.70033991","71088.234847","219956.50878960005","1246572.3180767731","15186166.092056634","13921449.090900667"
2013-09-01,"50564099.776058219","28955282.719319999","21608817.05673822","14220856.28053751","7387327.8464107085","316.28082000000006","316.64896999999996","58966595.217747629","27003555.922522534","18926947.362585772","8067561.5641867621","0","9046.99575","29500845.234239925","25851550.416989997","3642838.6676599272","9.4341399999999993","6446.7154499999997","2462194.0609851717","1694790.837148577","767403.08433152293","8.4465072000000002E-2","5.5039999999999999E-2","61890556.150438376","39200385.953829996","2717777.8085060543","19900674.003670927","71718.384431400002","222797.27164160003","1235256.3281604769","14750158.919043807","13803859.78886353"
2013-10-01,"51958651.99709411","29421968.763550002","22536683.233544108","14916130.473043755","7619926.8625703538","304.93252999999999","320.96539999999993","59959618.94112882","27650180.923171271","19507473.025257889","8134031.1784533821","0","8676.7194600000003","29745252.290749967","26145252.041830003","3593422.1713599632","9.434899999999999","6568.6426600000004","2564185.7272075857","1808393.8707092884","755791.75892576145","4.2232536000000001E-2","5.534E-2","62690507.930831008","39073749.653030008","2777919.5138485814","20767120.379521016","71718.384431400002","223502.04505020002","1168847.5092402955","14918869.114457205","14237193.699935379"
2013-11-01,"52888458.0396","29842345.14491","23046112.89469","15357196.780200001","7688429.17631","106.38019","380.55798999999996","59790095.348829992","27313189.516140003","19193281.59392","8111693.5490000006","0","8214.3732199999995","29789629.538739994","26309785.854149997","3473498.3098599999","9.435649999999999","6335.9390800000001","2687276.2939499998","1924555.3343399998","762720.90395000007","0","5.5659999999999994E-2","62590066.153042726","39222062.972139992","2797562.0635642735","20500037.603581667","70403.513756799992","227314.62434380001","1318606.5902484711","16679658.191770552","13166598.913200527"
2013-12-01,"58147967.712590002","33343144.102050003","24804823.610539999","17406162.680769999","7397577.868280001","186.60693000000001","896.45456000000001","63961267.361079998","30886096.137539998","22536506.4538","8341362.3910299987","0","8227.2927099999997","30393690.143499997","26975309.936109997","3412161.4070100002","9.4364100000000004","6209.3639699999985","2681481.0800399999","1950429.3327100002","731051.69134000002","0","5.5990000000000005E-2","57022839.800428949","36042187.783569999","2931570.8679082114","17979918.728832342","69162.420118400012","228335.09923440003","1311786.0892188905","16826479.153859973","13262166.218196157"
2014-01-01,"55926421.32807","31826435.200690001","24099986.127379999","16780823.89579","7318657.0422299989","186.92646999999997","318.26288999999997","63598211.140410006","30463638.480519999","22126349.259349998","8329534.9623999996","0","7754.2587700000004","30437772.360450003","27053441.081650004","3378490.1458800002","9.4371799999999997","5831.6957399999992","2696800.2994400007","1951472.0807200002","745328.16243000014","0","5.629E-2","58575636.181801394","36658845.654590003","2953693.5667632408","18894187.682836141","68909.277612000005","228730.38132760001","1296809.8589242471","17308530.278224677","13225816.090734633"
2014-02-01,"55349900.569009997","31407886.050129998","23942014.518879998","16815714.730270002","7125712.8852799991","189.83463999999998","397.06868999999995","63255871.420469999","29939723.421409998","21525247.610199999","8406718.8027199991","0","7757.0084900000002","30626556.601310004","27290252.79682","3330471.7063600007","9.4379400000000011","5822.6601900000005","2689591.3977500005","1947884.2773400003","741707.06384000008","0","5.6570000000000002E-2","59519962.643396676","38379001.978500009","2974351.2734573828","18097950.090443682","68659.300995600002","232355.02633380005","1281511.4849387598","17545843.439886741","14228073.597229166"
2014-03-01,"55560865.361979991","30800064.618329994","24760800.743649997","17370853.505919997","7389247.8959600003","330.91789000000006","368.42387999999994","63584446.766860001","30256664.003329996","21756562.586389996","8492226.4615099989","0","7874.95543","30647850.281350005","27350806.381240003","3291255.5860699997","9.4387000000000008","5778.8753399999987","2679932.4821799998","1934233.26978","745699.15555000002","0","5.6850000000000005E-2","61186405.085418671","40063420.040189996","2989085.602382435","18070026.609575838","63872.833270399999","234827.82069120003","1267251.4519967358","17788855.889013797","14050938.958759859"
2014-04-01,"55000204.660559997","30839836.28571","24160368.374849997","16674531.424789999","7485294.3746800013","174.49986999999999","368.07551000000001","65160446.315849997","31785045.826780003","23193763.296580002","8582802.5281499997","0","8480.002050000001","30685789.610829994","27445374.354979996","3234480.0137100001","9.4394500000000008","5925.8026900000004","2689610.87824","1923355.44242","766255.37867999997","0","5.7140000000000003E-2","62989847.781546183","41276877.413230009","3042722.613391798","18609131.767141178","61115.987783200006","234402.67402860007","1251902.5658024854","18784851.263645232","14278393.853567947"
2014-05-01,"55630365.708750002","31027651.077090003","24602714.631659999","16801159.185909998","7801112.8294900004","88.498739999999998","354.11752000000001","64795790.199349992","31238067.363669995","22584588.586479995","8643165.1373299994","0","10313.639860000001","30870869.594899997","27783521.411709998","3082093.5110300002","9.4402299999999997","5245.231929999999","2686853.2407800001","1935051.8384999998","751801.34486000007","0","5.7419999999999999E-2","64079672.857720017","41574820.268699996","3057631.3813868584","19386105.219849959","61115.987783200006","237720.44442100002","1241650.9255863726","20231838.373603228","13963707.725121897"
2014-06-01,"56679104.995399997","31519761.628030002","25159343.367369998","17438799.26605","7719963.1858399985","75.845389999999995","505.07008999999999","65833609.630080007","31520982.92334","22832822.337549999","8678129.1085199993","0","10031.477269999999","31648372.701830003","28687825.794710003","2954827.2931099995","9.4409899999999993","5710.1730200000002","2664254.0049100001","1932383.7772100002","731870.16998000001","0","5.772E-2","63671778.642591573","40667910.02634","3186917.6574000106","19756105.279284164","60845.679567400002","236744.52081780008","1372498.621219377","20090234.776196413","14808708.517333701"
2014-07-01,"55594841.21988","31201424.637600001","24393416.582279999","16912385.487550002","7480699.8339999989","70.580889999999997","260.67984000000001","75771892.670669988","34271140.947920002","25173406.464880001","9087856.9297000002","0","9877.5533400000004","38697210.934859991","35252049.074829996","3440057.7028299998","9.4417500000000008","5094.7154500000006","2803540.7878899998","2013916.8982099998","789623.83163000003","0","5.8049999999999997E-2","66744946.313889451","43981874.22422","3314404.9186411574","19387999.105847489","60668.065180800004","237095.70288880001","1407307.4266073203","22231771.52751356","15747948.707411844"
2014-08-01,"55505561.10662999","31461860.581759993","24043700.524869997","16794033.261529997","7249333.8811500007","68.538449999999997","264.84373999999997","77089981.01162","34470103.643850006","25414210.455100004","9046255.2137500029","0","9637.9750000000004","39843651.50931","36357290.144129999","3480896.8741100002","9.4425000000000008","5455.0485699999999","2776225.8584600003","1998215.9895599999","778009.8105299999","0","5.8369999999999998E-2","69417394.915624008","43991999.635000005","3338691.5184309077","22026130.478682496","60573.283510599998","237556.93296400001","1405786.7858502222","22804641.658557504","15633578.06278168"
2014-09-01,"57159683.788250007","31572307.853680003","25587375.934570003","18465427.746160001","7121467.1347299991","68.503430000000009","412.55025000000001","78978123.223280013","35497397.863370001","26424019.737330005","9063786.8767099995","0","9591.2493299999987","40501020.301969998","37041660.328390002","3453866.6001899997","9.4432700000000001","5483.9301199999991","2979705.0579400002","2194349.0516500003","785355.94757999992","0","5.8709999999999998E-2","67808737.228008956","42907698.993180007","3357838.9097382319","21482815.168350108","60384.156740600003","169848.70097180002","1502163.2976251889","22628639.950723674","14314482.965229452"
2014-10-01,"58085121.748010002","32132591.536529999","25952530.211480003","18454766.256070003","7497541.4976599999","68.503430000000009","153.95432","80801506.982669994","36303863.420850001","27264026.801990002","9030181.8477099985","0","9654.7711500000005","41569299.470229991","38166835.604409993","3397369.3254900007","9.4440200000000001","5085.0963099999999","2928344.0915899999","2192253.31703","736090.71561000007","0","5.8950000000000002E-2","66370673.073082462","41578871.069800004","3371373.5534176179","21360044.293124244","60384.156740600003","170935.08217500002","1502378.0253499108","22860660.855533782","14227370.433119103"
2014-11-01,"60534161.10994","32489980.590870004","28044180.519069996","20460067.983679999","7583474.7033900004","196.48584999999997","441.34614999999991","81344910.273890004","35842808.805369996","26854895.370269999","8978340.3098899964","0","9573.1252099999983","42237993.863409996","38883249.93536","3349671.0388799999","9.4447800000000015","5063.4443899999997","3264107.6051100004","2386354.9871900002","877752.5588","0","5.9119999999999999E-2","65982890.697633803","42017730.96373","3381318.0612268797","20524689.56082312","59152.111853800001","174361.19694020002","1471473.0954854239","22967302.304146439","14099468.869283929"
2014-12-01,"65923025.800159991","36899588.181949995","29023437.618209995","21275663.936239999","7747479.4844599999","126.99000000000001","167.20751000000001","86768587.875889987","40001592.636809997","30781999.704319999","9209139.6770199984","0","10453.255469999998","43432389.487869993","40214053.437399991","3213280.2964300006","9.4455400000000012","5046.3085000000001","3334605.7512100004","2352954.8376000002","981650.85427999997","0","5.9330000000000001E-2","56559804.62123587","35568164.055939995","3454940.9517534445","17477094.371591631","59605.241950800002","177336.45364900006","1458602.9681641103","22302008.402275044","14048816.969571218"
2015-01-01,"63865976.669909999","35121752.416840002","28744224.253069997","20923001.854979996","7820748.6648000013","91.336579999999998","382.39670999999998","85671878.650930002","38441146.751800001","29139870.397410002","9290613.3366800006","0","10663.01771","43953424.935829997","40796345.444480002","3151700.5481400001","9.446299999999999","5369.4969099999998","3277306.9632999999","2370718.5700900001","906588.33364999993","0","5.9560000000000002E-2","58928340.720982589","37581750.188900009","3566804.5284723975","17720180.761659387","59605.241950800002","177833.77318200006","1416478.8021444939","23264407.380298637","13523267.357684897"
2015-02-01,"62182415.053330004","34059614.787040003","28122800.266290002","20170135.432320002","7951853.1233600006","69.103319999999997","742.60729000000003","86808822.305920005","38827501.05917","29522660.335580006","9295036.4527699985","0","9804.2708200000015","44529097.320659995","41389948.97146","3134377.9686500002","9.4470599999999987","4760.9334899999994","3452223.9260900002","2403665.1215300001","1048558.7447299999","0","5.9830000000000001E-2","59318855.062597752","37624636.301969998","3589114.3914599712","18045499.12721698","59605.241950800002","176951.76742740005","1393719.5431078197","25123553.620196883","12788082.753221622"
2015-03-01,"62238950.568129994","33349226.351839997","28889724.216289997","20571430.994739994","8317414.6987600019","69.153279999999995","809.36950999999999","86046515.64452","37963445.661030002","28570711.027310003","9383264.9545500018","0","9469.6791699999994","44703523.393849999","41592781.210299999","3105909.5656400002","11.249049999999999","4821.3688600000005","3379546.5896399999","2341611.48642","1037935.04311","0","6.0109999999999997E-2","59543994.483918525","38441845.920850009","3605996.5633639875","17436546.757753734","59605.241950800002","181477.49848480005","1451618.2088151467","26793242.019246429","13033636.535580348"
2015-04-01,"61157732.178440005","33140291.020689998","28017441.157750003","19585396.904510003","8431159.3791199997","69.153279999999995","815.72084000000007","87388650.820209995","38958036.016410001","29434600.544599999","9513647.5312099997","0","9787.9406000000017","44988306.785950005","41871731.444250003","3113535.9510299996","11.24981","3028.1408600000004","3442308.0178499999","2405103.73698","1037204.2205099999","0","6.0359999999999997E-2","61594021.539976239","40899293.431139991","3620492.2502344511","17014630.616650991","59605.241950800002","182554.16317900002","1549820.3721668748","26845805.357657995","13151998.739545187"
2015-05-01,"62333768.974370003","33635813.483299993","28697955.491070006","19850039.676770005","8847600.7117199991","69.153279999999995","245.94929999999999","89853868.087679982","39777172.022509992","30134036.824309994","9630552.4787399974","0","12582.71946","46758878.888800003","43695088.316630006","3060873.1021599993","11.25057","2906.2194399999998","3317817.1763700005","2352287.6656300002","965529.45017999993","0","6.0560000000000003E-2","60004172.011922203","39279088.744429998","3632477.7084029573","17033000.317138445","59605.241950800002","184295.33726960002","1546045.8269493433","25688388.504567251","13280234.3319287"
2015-06-01,"63093379.458219998","33615303.411279999","29478076.046939999","20858149.119139999","8619152.1124900002","69.153279999999995","705.66203000000007","92602396.348979995","41188712.243530005","31454679.214329999","9722897.8907800019","0","11135.138419999996","48101690.263579994","44962526.754610002","3136345.6292000003","11.25132","2806.6284500000002","3311993.8418699997","2365890.2086399999","946103.57245999994","0","6.0770000000000005E-2","61615607.303937949","40135789.873619996","3707083.1436221236","17715233.132008627","57501.154687199996","114196.15973740001","1533717.9863054419","24249371.289935704","13588832.663220515"
2015-07-01,"61111679.664159998","33438191.436089996","27673488.228070002","18917953.933780003","8755261.4599900004","69.153270000000006","203.68103000000002","93933166.747310013","41099046.172150008","31363895.351360008","9723822.9672300015","0","11327.853560000001","49507940.092540003","46353923.40008001","3151190.94514","11.252090000000001","2814.49523","3326180.4826199999","2322251.2043599999","1003928.10549","0","1.1727700000000001","64225319.980487086","43237835.327780001","3830277.2453014171","17099706.252718464","57501.154687199996","114497.52028500001","1805392.2709281258","22386666.033352956","13766915.87545426"
2015-08-01,"60593178.218319997","33183627.6547","27409550.563620001","19022712.06504","8386509.2565199994","69.153279999999995","260.08877999999999","96246878.814089984","43201257.635809995","33229312.792149998","9961666.5711299982","0","10278.27253","49776964.27336999","46676600.033679999","3097227.5681099999","3.77963","3132.8919500000002","3268656.90491","2350546.9859699998","918109.17920000001","0","0.73974000000000006","65022189.124710567","43031495.932730004","3846108.3079646314","18087083.729328733","57501.154687199996","114891.89401540002","1792609.2024674066","21165915.667318411","13951115.964833071"
2015-09-01,"61503701.145710006","32909910.78963","28593790.356080007","20001628.602860004","8591876.5684200004","69.153279999999995","216.03152000000003","98028141.27245","44669248.891839996","34606929.428269997","10049717.690670002","0","12601.772900000002","49926255.80962","46885625.874289997","3037669.3813499999","3.7803200000000001","2956.7736600000003","3432636.5709899999","2509475.1145000001","923161.39523000002","0","6.1259999999999995E-2","64059945.624603055","42363917.32643","3855940.3473770604","17782586.796108793","57501.154687199996","119061.78031680001","1777137.0530627957","19402275.747245885","14144173.909678109"
2015-10-01,"61919384.527030006","33432736.399800006","28486648.12723","20509962.590679999","7976403.5819600001","69.153279999999995","212.80131","99979221.809850007","45540741.55037","35577736.479369998","9950304.9260900002","0","12700.144909999999","50939868.587340005","47875449.721620001","3061456.4417099999","3.7810199999999998","2958.6429900000003","3498611.6721399999","2620717.40203","877894.04258000001","0","0.22753000000000001","62381496.827621661","40778361.994780004","3867441.9783878271","17678191.699766632","57501.154687199996","119328.58547759999","1829622.9849443764","18771100.012474615","14336636.421544395"
2015-11-01,"63600795.271350011","33292504.746120006","30308290.525230002","22279573.565730002","8028095.1762500005","69.153279999999995","552.62996999999996","100519200.30262999","46469583.657769993","36532011.081890002","9925142.1480599977","0","12430.427820000001","50278906.052100003","47230202.052620001","3045731.0171399997","3.7816999999999998","2969.20064","3770710.5927599999","2805260.5471199998","965449.97768000001","0","6.7959999999999993E-2","61289221.552410863","40276411.710439995","3881392.3437428209","17073916.343540851","57501.154687199996","122628.4905628","1813421.97236672","16124733.990463432","14465559.671040714"
2015-12-01,"70680230.347829998","37435604.478590004","33244625.869239997","24634217.966589995","8610098.2820999995","69.153279999999995","240.46726999999998","107613401.58716001","51701830.457790002","41722853.355660006","9966972.43774","0","12004.664390000002","51376017.80562","48319270.156570002","3053768.0195900002","3.7823800000000003","2975.8470800000005","4535553.3237500004","3568921.0871900003","966632.17470999993","0","6.1850000000000002E-2","48285584.129904576","28003538.663240001","3955381.1922945376","16269840.779706432","56823.494663600002","123795.2675326","1820167.0225707123","15226169.950029977","15749034.043184629"
