"MES","BZCD01","BZCD02","BZCD03","BZCD04","BZCD05","BZCD06","BZCD07","BZCD08","BZCD09","BZCD10","BZCD11","BZCD12","BZCD13","BZCD14","BZCD15","BZCD16","BZCD17","BZCD18","BZCD19","BZCD20","BZCD21","BZCD22","BZCD23","BZCD24","BZCD25","BZCD26","BZCD27","BZCD28","BZCD29","BZCD30","BZCD31","BZCD32","BZCD33","BZCD34","BZCD35","BZCD36","BZCD37","BZCD38","BZCD39","BZCD40","BZCD41","BZCD42","BZCD43","BZCD44","BZCD45","BZCD46","BZCD47","BZCD48","BZCD49","BZCD50","BZCD51","BZCD52","BZCD53","BZCD54","BZCD55","BZCD56","BZCD57","BZCD58","BZCD59","BZCD60","BZCD61","BZCD62","BZCD63","BZCD64","BZCD65","BZCD66","BZCD67","BZCD68","BZCD69","BZCD70","BZCD71","BZCD72"
2004-05-01,"120.69999999999999","5.6999999999999993",,,,,,,,,,,"5.6999999999999993","5.0999999999999996","0.6",,"5.4","90.6","9.1","81.5","11.5","11.5","11.5",,,,,,,,"7.5",,"7.5","100.89999999999999","6.8","1.7",,,,,,"1.7","5.0999999999999996","1",,,,"1.2","2.9","15.299999999999999","10.299999999999999","9.1999999999999993",,"1.1000000000000001","5","5",,,"39.9","10.1","29.799999999999997",,"26.1","3","9.8000000000000007",,"9.8000000000000007",,,,,"19.799999999999997"
2004-06-01,"168.99999999999997","3","2",,,,,,,,,"2","1","0.4","0.6",,"0.3","82.36099999999999","13","69.36099999999999","64.3","23.8","23.8",,"15.7","24.8",,,"13.439",,"5.6",,"5.6","173.6","18.8","14",,,,,"11.9","2.1","4.8","1.5",,,,"1.3","2","40.700000000000003","33.4","29.1",,"4.3","7.3000000000000007","6.9",,"0.4","104.5","5.4","99.1",,,"3","6.6",,"6.6",,,,,"-4.6000000000000227"
2004-07-01,"203.20000000000002","2.2999999999999998","1.3",,,,,,,,,"1.3","1","0.4","0.6",,"0.1","151.959","15","136.959","37.5","37.5","37.5",,,,,,"0.84099999999999997",,"10.5",,"10.5","148.69999999999999","10.5","3.5",,,,,,"3.5","7","1.2",,,,"4.3","1.5","37.5","33.4","33.4",,,"4.0999999999999996","4.0999999999999996",,,"86.399999999999991","2.8","83.6",,,"5.5","8.8000000000000007",,"8.8000000000000007",,,,,"54.500000000000028"
2004-08-01,"95.500000000000014","6.7","5.2",,,,,,,,,"5.2","1.5","0.8","0.7",,"6.6","30.428999999999998","1.7","28.728999999999999","16.2","16.2","16.2",,,,,,"18.048999999999999","10.722000000000001","6.8",,"6.8","72.8","4.8","1.2",,,,,,"1.2","3.5999999999999996","1.9",,,,"1","0.7","18.3","13.1","13.1",,,"5.2","5.2",,,"42.1","7.1","35",,,,"7.6",,"7.6",,,,,"22.700000000000017"
2004-09-01,"162.10000000000002","6.6","5",,,,,,,,,"5","1.6","0.4","1.2",,"5.4","2.1469999999999971","2.1","4.6999999999997044E-2","101.9","62.6","62.6",,"39.299999999999997",,,,"15.626000000000001","18.126999999999999","12.3",,"12.3","78.899999999999991","7.9","2.9",,,,,"0.1","2.8","5","0.9",,,,"1.1000000000000001","3","22.9","17.5","14.6",,"2.9","5.4","5.4",,,"41.8","4.4000000000000004","37.4",,,,"6.3",,"6.3",,,,,"83.200000000000031"
2004-10-01,"125.69999999999999","2.0999999999999996","0.7",,,,,,,,,"0.7","1.4","0.4","1",,"1.4","60.884999999999991","2.8","58.084999999999994","11.8","11.8","11.8",,,,,,"5.32","33.394999999999996","10.8",,"10.8","93.100000000000009","19","13.1",,,,,"10.7","2.4","5.9","0.3",,,,"3.2","2.4","17.100000000000001","13.1","10.199999999999999",,"2.9","4","4",,,"50.3","0.7","49.599999999999994",,,,"6.7",,"6.7",,,,,"32.59999999999998"
2004-11-01,"162.1","7.2","2.7",,,,,,,,,"2.7","4.5","3.3","1.2",,"32.4","43.460999999999999","3","40.460999999999999","57.4","57.4","57.4",,,,,,"0.85","10.289","10.5",,"10.5","115.6","31.200000000000003","27.400000000000002",,,,,"24.3","3.1","3.8","1.2",,,,"0.2","2.4","37.9","31.2","31.2",,,"6.7","6.7",,,"34.5","4.9000000000000004","29.599999999999998",,,,"12",,"12",,,,,"46.5"
2004-12-01,"228.39999999999998","2.5","0.6",,,,,,,,,"0.6","1.9","0.7","1.2",,"7.8","111.6","0.1","111.5","87.8","87.8","87.8",,,,,,,"6","12.7",,"12.7","156.6","50","45.5",,,,,"43.1","2.4","4.5","0.1","0.9",,,,"3.5","27.799999999999997","20.399999999999999","14.9",,"5.5","7.4","6.4",,"1","43.949999999999996","4.5999999999999996","39.349999999999994",,"23.65",,"11.2",,"11.2",,,,,"71.799999999999983"
2005-01-01,"35","2.2999999999999998","0.5",,,,,,,,,"0.5","1.7999999999999998","0.4","1.4",,"0.4","21.9","3.9","18","2.2000000000000002","2.2000000000000002","2.2000000000000002",,,,,,,,"8.1999999999999993",,"8.1999999999999993","137.29999999999998","70.5","63.499999999999993","1.9",,"1.9",,"58.3","3.3","7","1.2","0.6",,,"4.4000000000000004","0.8","13.600000000000001","7.7","7.7",,,"5.9","5.9",,,"2.9599999999999969","2.9","5.9999999999996945E-2",,"30.64","8.6","11",,"11",,,,,"-102.29999999999998"
2005-02-01,"66.8","3","0.7",,,,,,,,,"0.7","2.2999999999999998","0.4","1.9",,"1.6","39.099000000000004","2.6","36.499000000000002","12.9","12.9","12.9",,,,,,,"2.5009999999999999","7.7",,"7.7","42.899999999999991","6.5","3.1","0.3",,,"0.3","1.5","1.3","3.4","0.9",,,,"1","1.5","16.5","12.7","12.7",,,"3.8","3.8",,,"2.0499999999999989","2","4.9999999999998934E-2",,"13.05",,"4.8",,"4.8",,,,,"23.900000000000006"
2005-03-01,"100.5","2.7","0.7",,,,,,,,,"0.7","2","0.5","1.5",,"6.7","22.726000000000003","2.8","19.926000000000002","50.5","25.5",,,,"25",,,"0.47","4.3040000000000003","13.1",,"13.1","110","20.5","14.9","0.4",,,"0.4","11","3.5","5.6","0.9",,,,"1","3.7","19.599999999999998","15.7","13",,"2.7","3.9","3.9",,,"56","4.5999999999999996","51.4",,,,"13.9",,"13.9",,,,,"-9.5"
2005-04-01,"177.39999999999998","3.6","0.9",,,,,"0.4","0.4",,,"0.5","2.7","0.6","2.1",,"1.7","120.09399999999999","0.6","119.494","25.9","14.7","14.7",,"11.2",,,,"7.6","8.1059999999999999","10.4",,"10.4","108.3","13.5","1.4",,,,,,"1.4","12.1","0.9",,,,"5.5","5.6999999999999993","48","33.5","12","20","1.5","14.5","9.4","5.0999999999999996",,"38.1","9.4","28.7",,,,"8.6999999999999993",,"8.6999999999999993",,,,,"69.09999999999998"
2005-05-01,"238.6","4.2","0.4",,,,,,,,,"0.4","3.8","1.9","1.9",,"1.8","212.6","23.6","189","10.6","10.6","10.6",,,,,,"1.6",,"7.8",,"7.8","239.5","11.3","5.7",,,,,"2.5","3.2","5.6","0.9",,,,"1","3.7","35.299999999999997","25.9","25.9",,,"9.4","9.4",,,"170.602","79.599999999999994","91.00200000000001",,,"5.1980000000000004","17.100000000000001",,"17.100000000000001",,,,,"-0.90000000000000568"
2005-06-01,"236.51999999999998","3.1199999999999997","0.32",,,,,,,,,"0.32","2.8","1.1000000000000001","1.7",,"6.7","149.69999999999999","7.2","142.5","70.099999999999994","45.7","45.7",,,"24.4",,,,,"6.9",,"6.9","198.4","14.9","5.6","2.6",,"2.6",,,"3","9.3000000000000007","0.9",,,,"1","7.4","23.200000000000003","14.6","10.199999999999999",,"4.4000000000000004","8.6000000000000014","8.3000000000000007",,"0.3","128.94500000000002","14.3","114.64500000000001",,"17.649999999999999","3.5049999999999999","10.199999999999999",,"10.199999999999999",,,,,"38.119999999999976"
2005-07-01,"187.81000000000003","7.9099999999999993","3.3",,,,,,,,,"3.3","4.6099999999999994","1.71","2.9",,"9.6999999999999993","153.5","4.4000000000000004","149.1","6.9","6.9","6.9",,,,,,,,"9.7999999999999989",,"9.7999999999999989","101.14","10.629999999999999","1.61",,,,,,"1.61","9.02",,,,,"5.31","3.71","46.809999999999995","37.409999999999997","5.31","24.4","7.7","9.4","9.3000000000000007","0.1",,"15.349","5.81","9.5390000000000015",,"12.551","7.61","8.1900000000000013",,"8.1900000000000013",,,,,"86.67000000000003"
2005-08-01,"167.95400000000001","5.0999999999999996","1.6",,,,,,,,,"1.6","3.5","0.9","2.6",,"8.3000000000000007","133.25399999999999","5.0999999999999996","128.154","14","14","14",,,,,,,,"7.3",,"7.3","80.693999999999988","8.6999999999999993","4.5999999999999996","2.2000000000000002",,"2.2000000000000002",,,"2.4","4.0999999999999996",,,,,"1","3.1","14","9.1999999999999993","7.6",,"1.6","4.8","4.8",,,"11.2","11.2",,,"22.899000000000001","17.454999999999998","6.44",,"6.44",,,,,"87.260000000000019"
2005-09-01,"122.1","7.3","0.1",,,,,,,,,"0.1","7.2","4.4000000000000004","2.8",,"2.1","97.1","5.8","91.3","8","8","8",,,,,,,,"7.6",,"7.6","115.7","6.6","2.6",,,,,,"2.6","4","0.9",,,,"0.9","2.2000000000000002","23.6","17.5","14.5",,"3","6.1","6.1",,,"24.906999999999996","24.9","6.9999999999961204E-3",,"36.597999999999999","14.994999999999999","9",,"9",,,,,"6.3999999999999915"
2005-10-01,"232.6","7.5","4",,,,,,,,,"4","3.5","0.5","3",,"3.9","191.6","14.4","177.2","20.2","20.2","20.2",,,,,,,,"9.4",,"9.4","117.5","11.5","3.6","2.5",,"2.5",,,"1.1000000000000001","7.9","0.9",,,,"5.0999999999999996","1.9","44.400000000000006","33.1","20.5",,"12.6","11.3","11.3",,,"40","4.9000000000000004","35.1",,"7","5.0999999999999996","9.5",,"9.5",,,,,"115.1"
2005-11-01,"268.3","4.4000000000000004","0.2",,,,,,,,,"0.2","4.2","0.5","3.7",,"6.5","222.5","14.4","208.1","24.9","24.9","24.9",,,,,,,,"10",,"10","163.6","5.6","1.4",,,,,,"1.4","4.2","1.2",,,,"0.4","2.6","39.799999999999997","28","28",,,"11.8","11.8",,,"53.798000000000002","21.3","32.498000000000005",,"7.3019999999999996","13.3","43.8",,"43.8",,,,,"104.70000000000002"
2005-12-01,"313.92824458340004","8.2887020163000003","3.8444049999999996",,,,,,,,,"3.8444049999999996","4.4442970163000002","0.51971695250000005","3.9245800637999997",,"17.0400970496","226.82125500000001","14.721255000000001","212.1","55.392633620000005","55.392633620000005","55.392633620000005",,,,,,,,"6.3855568975000043",,"6.3855568975000043","273.13617119970053","8.2593125788000012","1.3470318000000001",,,,,,"1.3470318000000001","3.4545657588000003","1.5749126800000002","0.2",,,"0.06","1.6196530787999999","31.635930651629998","24.210371241819999","21.329480031819998",,"2.8808912099999997","7.4255594098100008","7.4255594098100008",,,"207.99343000000002","15.68093","192.31250000000003",,"9.8130000000000006","7.1","8.3344979692704939",,"8.3344979692704939",,,,,"40.792073383699517"
2006-01-01,"183.60000000000002","8.1999999999999993","2",,,,,,,,,"2","6.1999999999999993","1.9","4.3",,"6.2","154.9","28.4","126.5","2.2999999999999998","2.2999999999999998","2.2999999999999998",,,,,,,,"12",,"12","190.29999999999998","9.1000000000000014","4.9000000000000004","3.1",,"3.1",,,"1.8","4.2","0.9","0.1",,,"1.2","2","20.5","8.6999999999999993","8.6999999999999993",,,"11.8","11.8",,,"135.00199999999998","8.8000000000000007","126.20199999999998",,"6.1970000000000001","9.9009999999999998","9.6",,"9.6",,,,,"-6.6999999999999602"
2006-02-01,"167.10000000000002","3.6999999999999997","0.1",,,,,,,,,"0.1","3.5999999999999996","1.7","1.9",,"1.6","142.6","8.1","134.5","9.3000000000000007","9.3000000000000007","9.3000000000000007",,,,,,,,"9.9",,"9.9","98.100000000000009","3.9000000000000004","2.1",,,,,,"2.1","1.8",,,,,"0.1","1.7","9.3000000000000007","6","6",,,"3.3","3.3",,,"62.099000000000004","10.6","51.499000000000002",,"4.8","11.701000000000001","6.3",,"6.3",,,,,"69.000000000000014"
2006-03-01,"182","10.7","3.7",,,,,,,,,"3.7","7","1.2","5.8",,"8.5","139.5","19.399999999999999","120.1","15.4","15.4","15.4",,,,,,,,"7.9",,"7.9","80.099999999999994","9.8000000000000007","4.7","2.6",,"2.6",,,"2.1","5.0999999999999996","0.8",,,,"2","2.2999999999999998","16.8","12.9","12.9",,,"3.9","3.9",,,"47.460999999999999","24.6","22.861000000000001",,"1.9390000000000001","2","2.1",,"2.1",,,,,"101.9"
2006-04-01,"259.48754675980615","7.6604518694629888","0.32132254999999998",,,,,,,,,"0.32132254999999998","7.3391293194629892","1.6285032585629899","5.7106260608999992",,"2.3276423695999999","237.10136","26.201360000000001","210.9","4.8753568520999995","4.8753568520999995","4.8753568520999995",,,,,,,"3.4","4.1227356686431555",,"4.1227356686431555","98.6193286551391","9.0209718492918007","2.1913920026999998",,,,,,"2.1913920026999998","6.8295798465918001","0.77289996000000005",,,,"4.6923595599999999","1.3643203265917998","36.18975325001","23.088168281399998","23.088168281399998",,,"13.10158496861","13.10158496861",,,"45.911184999999996","13.914185000000002","31.996999999999996",,"2.3029999999999999",,"5.1944185558372986",,"5.2",,,,,"160.86821810466705"
2006-05-01,"355.81048432242227","10.28153486205275","1.90385296",,,,,,,,,"1.90385296","8.3776819020527498","1.25824233155275","7.1194395705",,"37.339594086700004","293.32163700000001","25.487636999999999","267.834","10.961331854800001","10.961331854800001","10.961331854800001",,,,,,,"1.6","2.3063865188695081",,"2.3063865188695081","193.61911125740659","9.3163249325337993","3.9578590093999999","2.6582731900000001",,"2.6582731900000001",,,"1.2995858193999998","5.3584659231337994","0.98503250919100005",,,,"2.1299359999999998","2.2434974139428001","54.6","41.7","41.7",,,"12.9","12.9",,,"124.638378","3.895378","120.74300000000001",,"2.8769999999999998",,"2.1874083248727518",,"2.1874083248727518",,,,,"162.19137306501568"
2006-06-01,"247.94774030417918","18.299705310952536","3.8232447099999995",,,,,,,,,"3.8232447099999995","14.476460600952537","1.7537540577525359","12.722706543200001",,"1.7719512996","213.227608","10.118608","203.10900000000001","9.3927026769999991","9.3927026769999991","9.3927026769999991",,,,,,,,"5.2557730166266436",,"5.2557730166266436","121.4638208002107","11.881785976195999","6.6892411805399998","2.8215110000000001",,"2.8215110000000001",,,"3.8677301805399997","5.1925447956559996","1.32967754",,,,"1.2544000000000002","2.608467255656","20.322614637099001","12.16426351","12.16426351",,,"8.1583511270989995","8.1583511270989995",,,"77.649973000000003","0.850773","76.799199999999999",,"3.8479999999999999","1","6.7614471869157073",,"6.7614471869157073",,,,,"126.48391950396848"
2006-07-01,"263.28491457393164","15.613660121298","5.2799988397000002",,,,,,,,,"5.2799988397000002","10.333661281598001","1.7967312532980002","8.5369300283000005",,"2.940310599","227.57776099999998","15.989761","211.58799999999999","10.96011697306","10.96011697306","10.96011697306",,,,,,,,"6.1930658805736627",,"6.1930658805736627","100.44586704728664","20.011016860665602","6.2829666881000001","3.69684664",,"3.69684664",,,"2.5861200480999997","13.728050172565602","0.66646040075000001","0.1577209899",,,"5.7441041600000009","7.1597646219156008","17.837809794438499","5.3112489121100008","5.3112489121100008",,,"12.5265608823285","12.5265608823285",,,"50.377096999999999","9.4870970000000003","40.89",,"2.96","1.35","7.9099433921825462",,"7.9099433921825462",,,,,"162.839047526645"
2006-08-01,"221.20764223717737","15.900160621622808","4.0001161899",,,,,,,,,"4.0001161899","11.900044431722808","2.0205615388228102","9.8794828928999987",,"0.50882679929999997","183.51082299999999","2.4055569999999999","181.105266","11.252134485200001","11.252134485200001","11.252134485200001",,,,,,"0.77700000000000002",,"9.2586973310545897",,"9.2586973310545897","108.43468613717739","14.8190869473747","8.8056652713500014","6.5868860310000006",,"6.5868860310000006",,,"2.21877924035","6.0134216760246995","1.04274776105",,,,"1.0664854094999998","3.9041885054746999","15.035129258129999","10.5707761","10.5707761",,,"4.4643531581299998","4.4643531581299998",,,"55.586765","7.5517649999999996","48.035000000000004",,,"12.414999999999999","10.578704931672704",,"10.578704931672704",,,,,"112.77295609999997"
2006-09-01,"253.54576856163277","20.0488148719189","7.2935160999999997",,,,,,,,,"7.2935160999999997","12.755298771918898","0.94519329363890003","11.810105478279999",,"11.7982257637","195.61731600000002","5.9073159999999998","189.71","11.331520512399999","11.331520512399999","11.331520512399999",,,,,,"0.51500000000000001",,"14.23489141361388",,"14.23489141361388","123.50612085123748","31.436261666148795","19.522629196599997","17.666963631999998",,"17.666963631999998",,,"1.8556655645999998","11.913632469548798","1.1174708501820001","6.0665102419999997","1.3420807389999998",,"1.0262049996","2.3613656387667996","16.378034919979999","12.363381116189998","12.363381116189998",,,"4.0146538037899999","4.0146538037899999",,,"35.650244000000001","7.5362439999999999","28.114000000000001",,,"31.763999999999999","8.277580265108698",,"8.277580265108698",,,,,"130.03964771039529"
2006-10-01,"245.71484282391287","21.43403965071813","5.4127950596999996",,,,,,,,,"5.4127950596999996","16.021244591018132","0.85060176821812994","15.170642822800001",,"11.641146749800001","177.572497","4.1964969999999999","173.376","8.3382810488000008","8.3382810488000008","8.3382810488000008",,,,,,"0.7",,"26.028878374594726",,"26.028878374594726","163.20738357486113","27.6117812926204","18.5879122234","16.336968621600001",,"16.336968621600001",,,"2.2509436018","9.0238690692203996","0.9944108009999999","1.19843E-2","1.1849433498739999",,"5.3385412200000006","1.4939893983464003","38.257636515158993","24.965109712109996","24.965109712109996",,,"13.292526803049","13.292526803049",,,"49.090688","4.8306880000000003","44.26",,,"19.5","28.747277767081719",,"28.747277767081719",,,,,"82.507459249051749"
2006-11-01,"243.93682668876377","28.998191308409293","16.059381109869999",,,,,,,,,"16.059381109869999","12.938810198539294","0.85421992512929201","12.084590273410001",,"0.21676817609999999","157.427449","4.1724490000000003","153.255","30.789686602399996","30.789686602399996","30.789686602399996",,,,,,,,"26.504731601854473",,"26.504731601854473","172.54653842876374","36.582675224463038","22.478769338699998","20.343585739399998",,"20.343585739399998",,,"2.1351835993000003","14.103905885763041","1.0043616101269999","3.7860590004373602","4.3354386180199995",,"0.66985528929999993","4.3081913678786803","47.244246678368","34.440122224516998","34.440122224516998",,,"12.804124453850999","12.804124453850999",,,"64.345667000000006","3.556667","60.789000000000009",,"1","5.37","18.003949525932722",,"18.003949525932722",,,,,"71.390288260000034"
2006-12-01,"335.95619318578969","17.2478884114667","6.3687393300000004",,,,,,,,,"6.3687393300000004","10.8791490814667","1.3685877333667","9.5105613480999995",,"14.680622700000001","269.65855199999999","3.793552","265.86500000000001","12.079479152300001","12.079479152300001","12.079479152300001",,,,,,,,"22.289650922022993",,"22.289650922022993","224.74944981578983","21.720448353466303","12.342319009600002","9.7533622100000024",,"9.7533622100000024",,,"2.5889567996","9.378129343866302","0.70861995964699998","0.27109755000000002","2.9899736403800006",,"7.2539999999999993E-2","5.3358981938393004","24.603787885172999","15.456875105841","15.456875105841",,,"9.1469127793320002","9.1469127793320002",,,"135.27769000000001","6.1566900000000002","129.12100000000001",,"0.34899999999999998","4","38.798523577150547",,"38.798523577150547",,,,,"111.20674336999986"
2007-01-01,"202.90960769000003","20.635534189999845","7.5939351000000004",,,,,,,,,"7.5939351000000004","13.041599089999844","0.67490992000000005","12.366689169999844",,"3.1358216699999999","153.005109","1.523109","151.482","5.6745944899999996","5.6745944899999996","5.6745944899999996",,,,,,"1.5",,"18.958548340000171",,"18.958548340000171","152.96024800000001","26.546211819999996","17.534412879999998","13.94218699",,"13.94218699",,,"3.5922258899999999","9.0117989399999985","0.73119603999999983","0.72866805999999995","1.13187002",,"6.0698188299999991","0.35024599000000001","30.43749064","21.94207471","21.94207471",,,"8.4954159300000001","8.4954159300000001",,,"71.865638000000004","21.345638000000001","50.52",,,"2.9","21.210907540000001",,"21.210907540000001",,,,,"49.949359690000023"
2007-02-01,"206.48809753756743","21.215191514897001","5.4524821303",,,,,,,,,"5.4524821303","15.762709384596999","0.75949320449700009","15.003216180099999",,"1.057892976","170.21266700000001","0.21166699999999999","170.001","3.3517780564000001","3.3517780564000001","3.3517780564000001",,,,,,,,"10.65056799027041",,"10.65056799027041","89.360241937567153","32.030156894892727","28.21393042624284","25.765263466942841",,"25.061609466942841","0.703654",,"2.4486669593000001","3.8162264686498899","0.71705016039199998","0.11704320033","0.47108629999000001",,"1.406586329384","1.1044604785538901","8.0480137391499991","6.0910464499999994","6.0910464499999994",,,"1.9569672891499998","1.9569672891499998",,,"29.451754999999999","12.451755","17",,"1.7","11.5","6.6303163035244301",,"6.6303163035244301",,,,,"117.12785560000027"
2007-03-01,"247.5795267865677","14.235972086772932","1.4932189996999998",,,,,,,,,"1.4932189996999998","12.742753087072932","1.10053044437293","11.642222642700002",,"0.28534079470000001","200.70475999999999","13.66376","187.041","6.0035273497999988","6.0035273497999988","6.0035273497999988",,,,,,"0.93600000000000005",,"25.413926555294744",,"25.413926555294744","86.192592386567242","26.654290967402005","18.039607978600003","14.073316599600002",,"14.073316599600002",,,"3.9662913790000003","8.6146829888020005","1.0307888599999999","3.1407457900000004","1.6418683687",,"1.3306894900000001","1.470590480102","12.497840790309999","10.412131359999998","10.412131359999998",,,"2.0857094303100001","2.0857094303100001",,,"16.949959","14.572959000000001","2.3769999999999989",,,"15.3","14.790501628855235",,"14.790501628855235",,,,,"161.38693440000046"
2007-04-01,"289.22578178971492","16.146592493333632","2.4840198501000001",,,,,,,,,"2.4840198501000001","13.662572643233631","1.6337163081336301","12.0288563351",,"0.91454809250000002","258.67401799999999","3.6350180000000001","255.03899999999999","8.4149631127000006","8.4149631127000006","8.4149631127000006",,,,,,,,"5.0756600911813328",,"5.0756600911813328","105.97801255871552","22.743038505074431","11.506109391799999","9.7019849708999999",,"8.6575514800000004","1.0444334908999999",,"1.8041244209","11.236929113274432","1.045934580076","2.5124171000000001E-2","0.48663952346199996",,"6.8836752000000008","2.7955556387364302","37.717036908677997","24.909535643889999","24.909535643889999",,,"12.807501264788","12.807501264788",,,"33.428654000000002","5.7896539999999996","27.639000000000003",,"1.3","4.8109999999999999","5.9782831449631031",,"5.9782831449631031",,,,,"183.24776923099938"
2007-05-01,"283.61329850800416","25.192217083685563","6.0104152504000004",,,,,"5.8661626099999999",,,"5.8661626099999999","0.14425264040000002","19.181801833285562","5.3263195109055621","13.855482322379999",,"0.11503512959999999","232.22552999999999","15.133730000000002","217.09179999999998","7.9877703703999998","7.9877703703999998","7.9877703703999998",,,,,,"0.83",,"17.262745924318605",,"17.262745924318605","149.80298075093776","23.786098441858361","16.698721002449002","13.173052391049001",,"12.14491100975","1.0281413812990001",,"3.5256686113999995","7.0873774394093596","1.35997754","0.17748705563","0.79675120218000006",,"1.12372105426","3.62944058733936","49.600514309079401","39.389194360000005","39.389194360000005",,,"10.2113199490794","10.2113199490794",,,"52.171368000000001","10.476368000000001","41.695",,,"3.8050000000000002","20.440000000000001",,"20.440000000000001",,,,,"133.8103177570664"
2007-06-01,"236.26138446613578","37.922600315851469","20.97362382","16.787633119999999",,,,"16.787633119999999",,,,"4.1859906999999996","16.948976495851468","2.53461029235147","14.4143662035",,"1.3039188541","162.14455599999999",,"162.14455599999999","25.4761766385","25.4761766385","25.4761766385",,,,,,,,"9.414132657684311",,,"200.63470873613574","94.224857994987005","84.404466995200011","80.061747287200006",,"78.100418461000004","1.9613288262000002",,"4.3427197080000006","9.8203909997869996","0.72928325000000005","4.9419074136599992","0.70803470090999998",,"1.0903774396000001","2.350788195617","37.897948415968898","28.321135210000001","13.70025641",,"14.6208788","9.5768132059689002","9.5768132059689002",,,"50.284877999999999","13.992877999999997","36.292000000000002",,"3","7.8079999999999998","7.4190243251798638",,"7.4190243251798638",,,,,"35.626675730000045"
2007-07-01,"352.90296179848565","102.289168489834","80.623034379799989","65.454329909999998",,,"65.454329909999998","7.0489547000000004",,,"7.0489547000000004","8.1197497698000003","21.666134110034001","1.9082208308339998","19.7579132792",,"7.8024220097000008","227.75434000000001",,"227.75434000000001","3.7798314336000001","3.7798314336000001","3.7798314336000001",,,,,,,,"11.277199865351651",,"11.277199865351651","140.74341696948554","41.648165813086138","16.31856373458","9.1516814853799993",,"5.7476157800000003","3.4040657053799999",,"7.1668822492000004","25.329602078506138","0.74832111099999998","4.574688201E-3","16.017172564618999",,"6.8318525095380007","1.7276812051481398","27.927256470789999","14.97855246","14.97855246",,,"12.948704010790001","12.948704010790001",,,"52.58463900000001","22.801639000000002","29.783000000000005",,"1.8819999999999999","8.0990000000000002","8.6023556856093837",,"8.6023556856093837",,,,,"212.15954482900011"
2007-08-01,"427.92729337639946","111.7337536277671","88.44926111049999","75.391368329999992",,,"75.391368329999992","12.39328158",,,"12.39328158","0.6646112005","23.284492517267104","0.91375791626710001","22.370734601000002",,"8.7130457214000003","279.93793899999997",,"279.93793899999997","21.189504179900002","21.189504179900002","21.189504179900002",,,,,,,,"6.3530508473324128",,"6.3530508473324128","162.43765560639955","89.530692507735409","68.843517919299998","65.422512739599995",,"62.109891830099997","3.3126209095000001",,"3.4210051797000003","20.687174588435404","1.1187719415399999","3.1511925740900004","13.828557468587",,"1.24928856921","1.3393640350084","7.616759899759999","5.6168091869999994","5.6168091869999994",,,"1.9999507127599998","1.9999507127599998",,,"15.764581000000002","13.830581","1.9340000000000011",,"5.5E-2","15.773","33.697622198904128",,"33.697622198904128",,,,,"265.48963776999994"
2007-09-01,"417.05538852015559","142.11291415025158","121.08792528999999","104.77788704999999",,,"104.77788704999999","9.3072005400000002",,,"9.3072005400000002","7.0028376999999997","21.0249888602516","1.8098064831016001","19.215182377150001",,"5.1633721543000002","226.46488500000001",,"226.46488500000001","4.5382436889999997","4.5382436889999997","4.5382436889999997",,,,,,,,"38.775973526603984",,"38.775973526603984","119.54663360415556","58.737693910569995","34.906056351299995","31.809275132599996",,"31.622875858999997","0.1863992736",,"3.0967812186999994","23.83163755927","1.30509963898","3.5821598696199999","16.951259530310001",,"0.88951042020000004","1.10360810016","11.640260601060501","8.9296710400000006","8.9296710400000006",,,"2.7105895610605","2.7105895610605",,,"20.607268999999999","6.0492689999999998","14.558","1.5149999999999999","9.8000000000000007",,"17.246410092525068",,"17.246410092525068",,,,,"297.50875491600004"
2007-10-01,"301.15608150941301","188.23759317215419","165.33721531892999","145.0525691496","21.343285999599999",,"123.70928314999999","15.21918595863","0.4",,"14.819185958629999","5.0654602106999995","22.900377853224199","3.0588862089242004","19.8414916443",,"5.78072560734","71.930202999999992","10.130203","61.8","9.7423030510400004","9.7423030510400004","9.7423030510400004",,,,,,"1.45",,"24.015256678878856",,"24.015256678878856","170.26506048841233","49.393584149814103","17.063393245899999","13.8426976777","7.0835600000000012E-2","12.9640026308","0.8078594469",,"3.2206955681999996","32.330190903914101","1.09280227","3.8451535695200003","19.255862141447",,"6.9334935501199988","1.2028793728271001","37.085804298639999","24.565066246800001","24.565066246800001",,,"12.52073805184","12.52073805184",,,"38.1",,"38.1",,,"8","14.017919700958231",,"14.017919700958231",,,"23.667752339",,"130.89102102100068"
2007-11-01,"334.09971644875782","220.23055497927288","190.71547222099997","154.27821905079998","18.3526674698",,"135.92555158099998","30.816291690199996","2.5",,"28.316291690199996","5.6209614800000001","29.5150827582729","0.93331874919289992","28.58176400908",,"2.7665419341000002","54.978391000000002","16.094391000000002","38.884","13.96141482036","13.96141482036","13.96141482036",,,,,,,"18.815000000000001","23.347813715024934",,"23.347813715024934","183.76161909375821","44.087310217302004","26.63938231353","23.143751901999998",,"22.795313411999999","0.34843848999999999",,"3.4956304115300001","17.447927903772001","1.0361662415719999",,"14.220461591000001",,,"2.1913000711999997","20.183031970609996","10.527794869999999","10.527794869999999",,,"9.6552371006099982","9.6552371006099982",,,"68.236391999999995","7.1673920000000004","61.068999999999996",,"4.2249999999999996",,"18.62703553584619",,"18.62703553584619",,,"28.402849370000002",,"150.3380973549996"
