"MES","AMBM01","AMBM02","AMBM03","AMBM04","AMBM05","AMBM06","AMBM07","AMBM08","AMBM09","AMBM10","AMBM11","AMBM12","AMBM13","AMBM14","AMBM15","AMBM16"
2000-10-01,"6238512.6520000007","6749397.4910000004","510884.83900000004","-199532.32500000001","2836927.4789999998","2362199.3489999999","474728.13","488723.23782000004",,"-5389804.9419999998","2997379.6261799997","1776120.889","507731.86662999995",,"713526.87029400002","1221258.7369240001"
2000-11-01,"6227797.8049999997","6723111.29","495313.4850000001","-164043.5509999998","2808676.5010000002","2315896.483","492780.01799999998","456732.65793000004",,"-5485330.483","2930367.6140699992","1709849.8759999999","507988",,"712530","1220518"
2000-12-01,"6921009.0300000012","7398951.5280000009","477942.49800000002","328651.4809999998","2707238.0520000001","2224361.8110000002","482876.24099999998","398436.76949999999",,"-5454379.722000001","4104082.0714999996","2175276.057","1072162.76251",,"856643.25222740008","1928806.0147374002"
2001-01-01,"6243807.9560000002","6697806.0669999998","453998.11100000003","241666.24799999973","2698538.6690000002","2242644.5240000002","455894.14500000002","446255.10676999995",,"-5543164.7210000008","3194593.0452299993","1829624.9569999999","575441.56992000004",,"789526.51799650001","1364968.0879164999"
2001-02-01,"6306448.2189999996","6760681.1629999997","454232.9439999999","353332.2709999996","2642180.716","2173629.466","468551.25","553543.84749999992",,"-5568566.4719999991","3179850.886500001","1839035.2720000001","755195.19044999988",,"585620.42452330003","1340815.6149732999"
2001-03-01,"6252024.8269999996","6674558.2929999996","422533.46600000001","440964.46199999959","2631575.8059999999","2163505.3849999998","468070.42099999997","612139.94984999998",,"-5549113.0489999987","3163312.0961499996","1764517.8810000001","617209.83947000001",,"781584.37593259988","1398794.2154025999"
2001-04-01,"6374396.5","6810721.4069999997","436324.90700000001","195505.67099999968","2638919.361","2190581.642","448337.71899999998","555455.4643900001",,"-5560628.1799999997","3092737.8876099996","1792486.81","638864.03995999997",,"661387.03767500003","1300251.077635"
2001-05-01,"6540378.9699999997","6946140.0029999996","405761.03300000005","273297.6810000001","2627988.5609999998","2180677.0929999999","447311.46799999999","526131.44533000002",,"-5682974.3549999986","3232559.4116700012","1781368.493","684105.72732999991",,"767085.191781","1451190.9191109999"
2001-06-01,"6915568.0539999995","7418011.0460000001","502442.99200000009","-91771.143999999447","2783695.895","2360293.2579999999","423402.63699999999","529142.11617000005",,"-5701313.727","3377036.9618299995","1901505.5830000001","614606.45694000006",,"860924.92253039998","1475531.3794704"
2001-07-01,"7036180.0579999993","7537837.2679999992","501657.21","-110566.37599999917","2665622.9330000002","2224184.3650000002","441438.56800000003","507615.95892999996",,"-5789650.5390000008","3293970.1170699988","1863309.4180000001","693787.08766999992",,"736873.61082960002","1430660.6984995999"
2001-08-01,"6976103.7379999999","7513613.9519999996","537510.21400000015","72987.870999999519","2572102.5120000001","2205119.4350000001","366983.07699999999","500165.47589",,"-5829291.0769999987","3291737.5681100013","1859145.656","717109.40336",,"715482.50813199999","1432591.9114919999"
2001-09-01,"6887187.9000000004","7425697.699","538509.79899999988","225225.60199999961","2589866.5190000003","2214282.1370000001","375584.38199999998","474934.39910000004",,"-6025727.6430000002","3201617.9789000014","1871172.182","585319.64936000004",,"745126.14731520007","1330445.7966752001"
2001-10-01,"6977378.595999999","7411465.8589999992","434087.26300000004","194429.26799999963","2679421.2209999999","2288980.8339999998","390440.38699999999","475888.98930000002",,"-6109336.7529999986","3266003.342699999","1893638.0150000001","566786.48927000002",,"805578.8378772001","1372365.3271472002"
2001-11-01,"7521849.3029999994","7931943.1339999996","410093.83100000001","-306334.07600000058","2608747.1710000001","2225289.915","383457.25599999999","470835.49868999998",,"-6055352.3039999995","3298074.5953099988","1888554.8089999999","536943.46652000002",,"872576.31960149982","1409519.7861214997"
2001-12-01,"7337142.3059999999","7689999.9619999994","352857.65599999996","653300.70700000017","2617547.2409999999","2235109.6719999998","382437.56900000002","373408.44041000004",,"-5779405","4455176","2396358.2650000001","1049080",,"1009737.9110099998","2058817.9110099999"
2002-01-01,"7517651.4850000003","7931349.4810000006","413697.99600000004","-62759.210999999079","2639367.4819999998","2249688.7009999999","389678.78100000002","279170.31741999998",,"-6078460.8610000005","3736628.5775800003","1958220.148","607847.12171000009",,"1170561.3078731","1778408.4295831001"
2002-02-01,"7219796.1129999999","7641200.4780000001","421404.36500000011","193985.96500000072","2680024.6720000003","2274147.145","405877.527","246699.05728000001",,"-6284991.4020000007","3562116.290719999","1952256.3160000001","669488.70027999999",,"940371.27420959983","1609859.9744895999"
2002-03-01,"6764398.2359999996","7185510.0429999996","421111.80699999991","310974.68500000075","2768335.63","2351463.7620000001","416871.86800000002","298994.72151",,"-6257710.5710000005","3287003.2584899981","1956145.2080000001","460550.19604999997",,"870307.85489079985","1330858.0509407998"
2002-04-01,"6577482.7549999999","7014409.9500000002","436927.19500000007","481179.93499999982","2771717.3840000001","2360833.4530000002","410883.93099999998","329124.6679",,"-6360460.2149999999","3140795.1910999995","1918356.6660000002","483050.58064",,"739387.94448640011","1222438.5251264002"
2002-05-01,"6924082.5479999995","7368862.8819999993","444780.33399999992","577906.74299999955","2737960.9019999998","2320595.162","417365.74","284609.30161000002","70700","-6506437.7199999988","3378203.1713900007","2055322.983","518242.30078999995",,"804637.88797210017","1322880.1887621002"
2002-06-01,"6472816.6029999992","6889740.6999999993","416924.09700000007","834965.59499999962","3191099.6","2742016.855","449082.745","197730.21997999999","64361.062619999997","-6593507.2680000002","3643283.2473999979","2040595.9649999999","628423.32048999995",,"974263.96152800019","1602687.2820180003"
2002-07-01,"5920115.8870000001","6344413.9249999998","424298.03800000006","-90587.575999999652","4884289.5049999999","4262915.6030000001","621373.902","136621.77837000001","0","-5905989.6580000008","4671206.3796299985","2086684.4989999998","510405.51594000001",,"2074116.3646783999","2584521.8806183999"
2002-08-01,"6842278.2209999999","7278659.4979999997","436381.277","425497.78","3375184.327","3167816.5789999999","207367.74799999999","102899.21968000001","0","-5850550.7980000004","4689510.3103199992","2084063.2429999998","488625.37182000006",,"2116821.6947695999","2605447.0665895999"
2002-09-01,"6769836.6490000002","7181986.8990000002","412150.25","859915.60399999958","2711291.068","2506053.4369999999","205237.63099999999","104472.91941","0","-5938394.6120000007","4298175.7895899983","2088086.5529999998","561115.48541999992",,"1648973.7509915002","2210089.2364115003"
2002-10-01,"6631058.6969999997","6979095.801","348037.10400000005","1144215.3739999994","2553017.6579999998","2309255.6809999999","243761.97700000001","135169.89347000001","295229.95048","-6003773.8879999993","3894117.9970499994","1989117.577","726260.92440000013",,"1178739.4951439998","1905000.4195439999"
2002-11-01,"6460842.8530000001","6801036.8689999999","340194.01600000006","1572019.14","2516803.8849999998","2287800.2089999998","229003.67600000001","138795.54340999998","367806.62560999999","-6070271.5009999983","3972792.2079800013","2155613.273","588646.92348",,"1228532.0704050998","1817178.9938850999"
2002-12-01,"6386748.5860000001","6709143.699","322395.1129999999","2190136.6800000002","2500685.5530000003","2264649.9720000001","236035.58100000001","135536.85999","7497.1416900000004","-6290437.4720000001","4644099.3453199966","2677867.9640000002","923124.5956499998",,"1043106.7856484002","1966231.3812984"
2003-01-01,"6653295.5719999997","6998815.8149999995","345520.24300000002","2178583.1429999992","2479823.9910000004","2249396.3930000002","230427.598","192776.16113999998","271185.65425999998","-6491503.4189999998","4356237.4715999998","2294603.9410000001","524576.56091999996",,"1537056.9693455999","2061633.5302656"
2003-02-01,"5471177.709999999","5819461.1509999996","348283.44100000011","2375580.8519999995","2784940.4780000001","2471647.7760000001","313292.70199999999","273675.72034","75572.323789999995","-6409491.2239999985","3872959.7718699994","2350976.821","546325.89384999988",,"975657.05658549955","1521982.9504354994"
2003-03-01,"5525010.4239999996","5845484.1969999997","320473.77300000004","2460531.8339999993","2544043.1680000001","2282219.3810000001","261823.78700000001","272196.19818000001","136466.98480000001","-6240169.4789999994","3880752.7640200006","2171032.645","650727.03617999994",,"1058993.0828484001","1709720.1190284002"
2003-04-01,"5760089.3859999999","6528692.8729999997","768603.4870000002","2222458.9179999996","2542654.2980000004","2278480.8820000002","264173.41600000003","217823.38953000001","159577.11248000001","-6240187.9899999993","3907614.1099900017","2288261.4700000002","575687.06201999995",,"1043665.5781133999","1619352.6401334"
2003-05-01,"5731133.1619999995","6484110.2149999999","752977.05300000007","2400938.5980000002","2559586.1859999998","2296038.8089999999","263547.37699999998","242253.88128","182790.33554999999","-6493460.6159999995","3773153.1131699989","2345089.0079999999","618699.45080999995",,"809364.65381460008","1428064.1046246001"
2003-06-01,"6627953.9689999986","7319922.8579999991","691968.88899999997","1902978.3004164002","2496222.9070000001","2270472.9870000002","225749.92","367039.42830999999","244688.14034000001","-6354942.2194163976","4060485.3883500015","2389145.878","745317.75737999997",,"926021.75381759997","1671339.5111976"
2003-07-01,"6676785.4189999998","7496223.892","819438.473","2186201.5794674996","2472162.8389999997","2271572.0669999998","200590.772","543170.54177999997","76837.024550000002","-6485461.3904674994","4229680.8806699989","2449231.9550000001","773007.08205999993",,"1007441.8436563","1780448.9257163"
2003-08-01,"6638350.0670000007","7417484.2540000007","779134.18700000015","2235427.702","2510655.7069999999","2284340.2280000001","226315.47899999999","591395.90443","0","-6652049.8690000009","4140987.7025700007","2469227.15","681008.41268999991",,"990752.13971550029","1671760.5524055003"
2003-09-01,"6968899.4960000012","7776966.347000001","808066.85100000002","1913575.65","2519607.372","2288022.3539999998","231585.01800000001","580868.75358999998","38672.084150000002","-6700758.3790000016","4081783.3012599992","2450985.3939999999","691070.32443000004",,"939727.5827767998","1630797.9072067998"
2003-10-01,"7825216","8774877","949661","2387626","5698735","2529536","169199","437522","77511","-6766592","5629951","2623736","623948",,"2382267","3006215"
2003-11-01,"6915935","7850527","934592","2469539","2492560","2344281","148279","279162","62229","-6855597","4681046","2646297","631639",,"1403110","2034749"
2003-12-01,"7631109","8571642","940533","2262455","2497080","2326422","170658","165831",,"-6987167","5237647","3193035","965415",,"1079196","2044611"
2004-01-01,"6995268.8740000008","7952113.4700000007","956844.5959999999","2459075.0410000002","2496801.733","2328139.915","168661.818","183212.87765000001","78424.402000000002","-6968634.3520000009","4720874.0163500002","2690186.5102200001","638557.02207999991",,"1392130.4834080003","2030687.5054880003"
2004-02-01,"6760038.7449999992","7707079.7229999993","947040.97799999989","2460965.1379999998","2551615.091","2347644.0109999999","203971.08","245987.91119000001","196421.03187999999","-6924412.5449999981","4405797.4859300014","2702238.8119999999","635721.6176900001",,"1067837.0563410001","1703558.6740310001"
2004-03-01,"7004280.3849999998","7909395.5899999999","905115.20500000007","2026529.176","2611810.088","2388288.7239999999","223521.364","277765.52278","197218.44013999999","-7089051.8119999999","4078583.8740800014","2494378.9369999999","616152.70433999994",,"968052.29945040052","1584205.0037904005"
2004-04-01,"6243883.2490000008","7065351.2310000006","821467.98200000008","2344049.64","2924422.023","2668465.4730000002","255956.55","174186.68313000002","237041.36306","-6915771.0000000009","4185355.8658100003","2672383.8020000001","637007.52734999999",,"875964.53611019952","1512972.0634601996"
2004-05-01,"6459503.8970000008","7276850.2820000006","817346.38500000001","2322713.1389999995","2651596.7309999997","2420688.9619999998","230907.769","106645.08930000001","118773.63632999999","-7003005.3030000003","4205389.7383700022","2607354.693","673688.40651",,"924346.63978299988","1598035.0462929998"
2004-06-01,"6373649.1390000004","7249974.6300000008","876325.49099999992","2149551.044999999","2473963.7450000001","2610291.9330000002","-136328.18799999999","92362.27212899999","261809.34564000001","-6314201.2989999996","4328791.0122310026","2777063.094","822795.13206000009",,"728932.79242079996","1551727.9244808001"
2004-07-01,"6816625.8960000006","7655434.2500000009","838808.35400000005","2325825.213","2183913.193","2376140.1189999999","-192226.92600000001","182299.31948000001","88942.108173100001","-6341458.8030000012","4713664.0713468995","2969547.8840000001","813738.39160999993",,"930377.79482309998","1744116.1864330999"
2004-08-01,"7147682.4550000001","8023976.1370000001","876293.68200000003","2405307.8939999994","2160394.7909999997","2354809.3029999998","-194414.51199999999","286950.10554000002","63763.482730000003","-6554184.3879999993","4808487.1637300001","2953561.1949999998","970428.83920000005",,"884497.12928760028","1854925.9684876003"
2004-09-01,"7585826.4879999999","8749258.057","1163431.5689999999","1888405.3589999999","2169959.2019999996","2360895.1009999998","-190935.899","599101.92378000007","114186.29186","-6644870.6509999996","4286032.18236","2995944.7280000001","951501.18119999999",,"338586.27332879993","1290087.4545288"
2004-10-01,"7968009.9799999995","9132782.5779999997","1164772.598","1787264.352","2179241.0439999998","2370034.8459999999","-190793.802","661460.38189999992","0","-6777922.6089999992","4495132.3850999996","3118356.7829999998","913714.99008999998",,"463060.61153549992","1376775.6016254998"
2004-11-01,"8496477.4670000002","9734208.9010000005","1237731.4340000001","1391265.9389999998","2188633.321","2373563.7889999999","-184930.46799999999","652729.99520000012","0","-6990036.2260000007","4433610.5057999985","3109938.392","936979.23436",,"386692.89325580001","1323672.1276158001"
2004-12-01,"9031337.9810000006","10224678.534","1193340.5530000001","1905030.993","2182129.534","2458305.9879999999","-276176.45400000003","535050.54488000006","0","-6814229.7340000011","5769218.2291199993","3865381.4359999998","1195564.0620799998",,"708272.73036719987","1903836.7924471996"
2005-01-01,"8179865.8199999994","9323292.0189999994","1143426.199","2149129.054","2110832.5373415002","2379382.1282995003","-268549.59095799999","480688.87407000002","0","-6795401.8038769998","5163736.7333944999","3320524.8810000001","1116101.1314499998",,"727110.72093800001","1843211.8523879997"
2005-02-01,"8428292.9533685986","9579055.876582399","1150762.9232138006","2138155.4665344004","2116340.9249796001","2382469.2148508001","-266128.28987120005","464962.15398800006","0","-6907373.6361781983","5310453.5547164017","3272207.5392200011","1064664.240969999",,"973581.77452640003","2038246.015496399"
2005-03-01,"8366324.7488231985","9460857.4769271985","1094532.7281039997","1594655.4839619999","2078737.2009812002","2340573.3805956002","-261836.17961440003","470982.43644720007","0","-6783956.6165051972","4784778.3808140019","3214677.4009000002","999975.45230999973",,"570125.52760399983","1570100.9799139996"
2005-04-01,"8906262.2316143997","10077668.482667999","1171406.2510536001","1532264.1971796018","2086225.8392252","2333945.7515516002","-247719.91232640005","432064.32826880005","0","-6768727.0022792015","5323960.9374712016","3556461.5163799999","942919.30641999957",,"824580.11467120016","1767499.4210911999"
2005-05-01,"8840937.8495544009","9958133.8985744007","1117196.0490200003","1421268.7800812006","2132311.6254803999","2357099.2362476001","-224787.61076720001","422971.19168719999","0","-6831717.0988612007","5139829.9645676017","3552434.9242700003","912194.5855199995",,"675200.45477759989","1587395.0402975995"
2005-06-01,"9396650.5587056","10397272.508079201","1000621.9493736003","1194823.2034099442","2091503.6640659994","2324082.6177763995","-232578.9537104","410354.57077399996","0","-7019702.0914607663","5252920.7639467772","3670032.0855899998","822222.8838500001","8123.9742755774996","752541.82023119996","1582888.6783567774"
2005-07-01,"10044202.447163502","10987597.840520002","943395.39335650043","958881.81386732659","2063927.4131655004","2295422.5558085004","-231495.142643","485156.04519200005","0","-6993429.8347791685","5588425.794225161","3848861.8106900002","1181601.3118099999","8186.3849801601","549776.28674500016","1739563.9835351601"
2005-08-01,"10741173.7723631","11675622.328539399","934448.55617629993","697860.95087353722","2068229.6177248002","2295838.4415787002","-227608.82385389996","578695.28804043424","0","-7104391.2250430211","5824177.8278779816","4031246.70952","1132101.8989699993","23200.262276683203","637628.95711129985","1792931.1183579825"
2005-09-01,"11148344.251475601","12015032.6634512","866688.41197559959","684844.88857781072","2075237.2631166","2299433.5338454","-224196.27072879998","645936.48043214483","0","-7459652.5470533557","5802837.3756845109","4255116.3583700005","965983.82925999956","34421.234364510405","547315.95368999976","1547721.0173145097"
2005-10-01,"12141657.459759997","12909864.849519998","768207.38975999993","260950.38407806822","2011828.8409800003","2266887.7471800004","-255058.9062","640059.40865918237","0","-7483152.6358585972","6291224.6403002869","4406013.5654499996","1133481.0139000008","28460.781350287496","723269.27960000013","1885211.0748502887"
2005-11-01,"13196180.05376","13921781.29208","725601.23831999977","156407.42023376306","2044144.8835399998","2273672.1037099999","-229527.22017000002","686512.2416020066","0","-7737380.3480242128","6972839.767907544","4504632.6917000003","1757029.9757900001","38967.598817543803","672209.50159999996","2468207.0762075437"
2005-12-01,"13713292.655440003","14387087.775680002","673795.12023999984","688091.27811208984","2071439.2541300002","2296622.2714300002","-225183.01730000001","710090.77405354741","0","-7880024.9925035462","7882707.4211249985","5594201.0735100005","1710202.1113900004","29333.697664999814","548970.53856000002","2288506.3476150003"
2006-01-01,"14587729.9892","14714299.331599999","126569.34240000001","-1648687.4877806045","2114275.9948799997","2318365.1538299997","-204089.15894999998","949805.64578936214","0","-6879911.7483814023","7223601.1021286305","5086728.4899399998","1465318.5822299998","38634.763478630543","632919.26647999999","2136872.6121886303"
2006-02-01,"14990601.474666702","15105361.178061001","114759.70339430001","-1861520.5366064245","2156549.3971356","2360409.5976783","-203860.20054269998","1028162.181602814","0","-6781219.2648076871","7476248.8887853762","5120841.04471","1617798.0211799999","38855.088763776184","698754.73413160001","2355407.8440753762"
2006-03-01,"16051614.3274276","16167929.237878099","116314.9104505","-3092549.6995381424","2106930.4973109001","2307738.8156622001","-200808.3183513","1085721.4807168685","0","-6871264.1581207635","7109009.4863627246","5009120.0395200001","1524519.9972199996","47087.3163933264","528282.13322939991","2099889.4468427259"
2006-04-01,"17644597.494134001","17757974.478464402","113376.98433039998","-3801233.9963053539","2057737.1183431998","2270096.4536267999","-212359.3352836","1158361.5025489652","0","-7212612.1842837799","7530126.9293391034","5279907.0948000001","1611878.7606999993","50382.702996702254","587958.37084240012","2250219.8345391015"
2006-05-01,"19114272.9039272","19208852.053100798","94579.149173599988","-4739770.1017086795","2040605.7025151995","2248664.1293403995","-208058.42682520003","1181609.9581547759","0","-7430785.5848526107","7802712.961726333","5454209.7470200006","1684472.1665999994","67167.583518731946","596863.46458759997","2348503.2147063315"
2006-06-01,"19693618.620678406","19808932.740658805","115314.11998039999","-5224216.5695206607","2104661.8024987997","2314047.3731644","-209385.57066560001","1318761.4980610195","0","-7097183.7864490356","8158118.5691464897","5825656.9895000001","1590587.9211699995","64968.19276008958","676905.46571640007","2332461.5796464891"
2006-07-01,"21263532.736699998","21377776.595278397","114243.85857839999","-6036423.0854640286","2029819.2230087996","2248585.6194979995","-218766.39648920001","1347669.6905705226","0","-7446723.6884095613","8462535.4952646848","6078312.8509400003","1736525.5300500004","68825.431602685814","578871.68267199991","2384222.6443246859"
2006-08-01,"22066547.459922001","22128368.667456001","61821.207534000008","-6696649.4550510412","2034003.5030140001","2251674.7237565001","-217671.22074250001","1439017.3828980988","0","-7410149.6533822799","8554734.4716045782","6145235.1605600007","1681453.6136699996","67572.929990580087","660472.76738400001","2409499.3110445798"
2006-09-01,"22937480.7200085","23037901.606585499","100420.886577","-7524650.3316732291","2017883.6619065003","2232433.4577495004","-214549.795843","1386235.865740313","0","-7405020.4798066774","8639457.7046947815","6338124.0058500003","1659781.9967800002","58347.856697779236","583203.84536700009","2301333.6988447793"
