"MES","BCCP01","BCCP02","BCCP03","BCCP04","BCCP05","BCCP06","BCCP07","BCCP08","BCCP09","BCCP10","BCCP11","BCCP12","BCCP13","BCCP14","BCCP15","BCCP16","BCCP17","BCCP18","BCCP19","BCCP20","BCCP21","BCCP22","BCCP23","BCCP24","BCCP25","BCCP26","BCCP27","BCCP28","BCCP29","BCCP30","BCCP31","BCCP32"
2001-02-01,"2073514.2720000001","1659880.4620000001","1363291.966","296588.49599999998","454232.9439999999","1301923.4669999999","-847690.52300000004","164261.61499999999","2205318.1710000001","186184.35321530001","167998.82378470001","167998.82378470001","0","4636732.3130000001","4412336.7630000003","3262676.4139999999","1528494.429",,"1479724.7609999999","254457.22399999999","251802.239","251198.57",,"603.66899999999998","555836.65500000003","458355.39799999999",,"97481.256999999998","342021.45500000002","250538.13500000001",,"91483.32"
2001-03-01,"1937998.8810000001","1837453.165","1507513.6310000001","329939.53399999999","422533.46600000001","1280790.051","-858256.58499999996","169144.18700000001","2179636.6439999999","192405.3302153","113536.69878469998","113536.69878469998","0","4611062.4450000003","4351748.58","3285921.3369999998","1543328.865",,"1494318.2749999999","248274.19699999999","239957.15900000001","239364.04500000001",,"593.11400000000003","519280.74300000002","420481.27299999999",,"98799.47","306589.34100000001","222009.55",,"84579.790999999997"
2001-04-01,"2022508.81","1625684.5420000001","1279273.7960000001","346410.74599999998","436324.90700000001","1292497.8810000001","-856172.97400000005","170693.99100000001","2132615.8050000002","183087.20838000003","104116.86662","104116.86662","0","4690523.4460000005","4618556.8109999998","3417234.9789999998","1571010.433",,"1600991.561","245232.98499999999","236006.91700000002","235411.05300000001",,"595.86400000000003","523230.67300000001","409750.16100000002",,"113480.512","442084.24200000003","356566.34700000001",,"85517.895000000004"
2001-05-01,"1979226.493","1779464.3640000001","1457091.98","322372.38400000002","405761.03300000005","1274146.5","-868385.46699999995","174687.598","2130468.031","185599.540507","102604.84649299999","102604.84649299999","0","4812815.0779999997","4575044.6030000001","3327946.4939999999","1569941.476",,"1502289.115","255715.90299999999","224997.78400000001","224397.33600000001",,"600.44799999999998","587731.32700000005","464335.35600000003",,"123395.97100000001","434368.99799999996","347265.79499999998",,"87103.202999999994"
2001-06-01,"2097479.5830000001","1808699.4949999999","1499039.43","309660.065","502442.99200000009","1381175.5870000001","-878732.59499999997","172666.13","2118620.2230000002","204265.99564520002","103074.7923548","103074.7923548","0","4829282.1359999999","4965215.9420000007","3719543.0380000002","1386140.2960000001",,"2075374","258028.742","206494.935","205891.73699999999",,"603.19799999999998","587277.34200000006","472199.81400000001",,"115077.52800000001","451900.62700000004","366394.83",,"85505.797000000006"
2001-07-01,"2121464.4180000001","1680121.6579999998","1368662.379","311459.27899999998","501657.21","1386087.3419999999","-884430.13199999998","177446.367","2137126.2590000001","210577.17392160004","103549.88407839999","103549.88407839999","0","4921784.0829999996","5026829.335","3681016.8030000003","1424991.274",,"1994045.88","261979.649","219221.19099999999","218612.49299999999",,"608.69799999999998","646911.25799999991","530394.56299999997",,"116516.69500000001","479680.08299999998","377081.23300000001",,"102598.85"
2001-08-01,"2130460.656","1661442.388","1332286.8060000001","329155.58199999999","537510.21400000015","1422203.37","-884693.15599999996","179342.77499999999","2079330.112","214475.8014392","104173.67856079999","104173.67856079999","0","5075084.8629999999","4865566.3499999996","3580871.6739999996","1332746.8130000001",,"2002575.8559999999","245549.005","207694.50899999999","207082.144",,"612.36500000000001","603184.83100000001","479391.98",,"123792.851","473815.33600000001","371624.94699999999",,"102190.389"
2001-09-01,"2103394.182","1573158.196","1237026.071","336132.125","538509.79899999988","1427667.5049999999","-889157.70600000001","181092.1","2108615.7820000001","217536.2299568","104797.47304319999","104797.47304319999","0","5283225.5240000002","4741019.0039999997","3410281.1529999999","1197171.868",,"1963608.9609999999","249500.32399999999","193771.68799999999","193155.65599999999",,"616.03200000000004","648069.51500000001","518120.32799999998",,"129949.18700000001","488896.64800000004","394522.39500000002",,"94374.252999999997"
2001-10-01,"2130942.0150000001","1610950.317","1316670.378","294279.93900000001","434087.26300000004","1412951.257","-978863.99399999995","181360.91","2074135.544","216079.7642332","105733.16476679999","105733.16476679999","0","5412353.3640000001","4817594.87","3422927.3939999999","1286859.31",,"1878510.1040000001","257557.98","195115.495","194493.96299999999",,"621.53200000000004","687884.17500000005","556590.27500000002",,"131293.9","511667.80599999998","416985.87400000001",,"94681.932000000001"
2001-11-01,"2084826.8089999999","1684083.2850000001","1403284.9310000001","280798.35399999999","410093.83100000001","1394369.013","-984275.18200000003","186058.83499999999","2046248.1459999999","209092.99637140002","105247.61062859998","105247.61062859998","0","5397699.0180000002","5336533.5219999999","3962855.5749999997","1309119.997",,"2389357.9079999998","264377.67","182904.25900000002","182279.97700000001",,"624.28200000000004","709494.85899999994","574176.35699999996",,"135318.50200000001","481278.82900000003","386550.859",,"94727.97"
2001-12-01,"2700240.2650000001","2128344.645","1828952.3759999999","299392.26899999997","352857.65599999996","1333595.534","-980737.87800000003","189070.10800000001","1787596.7620000001","199761.15430530004","105227.56069469999","105227.56069469999","0","5396028.1200000001","4783157.6730000004","3448463.6090000002","1360172.8559999999",,"1838412.139","249878.614","169458.36300000001","168834.08100000001",,"624.28200000000004","684827.97200000007","557634.58600000001",,"127193.386","480407.72899999999","388474.43199999997",,"91933.297000000006"
2002-01-01,"2175362.148","1840436.747","1537826.1470000001","302610.59999999998","413697.99600000004","1414794.0090000001","-1001096.013","192324.86499999999","1801294.84","160693.83187569998","106463.71412429999","106463.71412429999","0","5561112.2659999998","5660331.3389999988","4323249.7529999996","1494716.2860000001",,"2583714.804","244818.663","172443.09600000002","171811.48",,"631.61599999999999","678149.97","550255.34600000002",,"127894.624","486488.52","387838.74699999997",,"98649.773000000001"
2002-02-01,"2191288.3160000001","1617527.0320000001","1335596.4410000001","281930.59100000001","421404.36500000011","1425209.4350000001","-1003805.07","193812.31400000001","1801803.169","163696.22203120001","107532.2159688","107532.2159688","0","5780721.6799999997","5440895.6050000004","4029069.5839999998","1516375.648",,"2278596.6809999999","234097.255","177488.13800000001","176850.10500000001",,"638.03300000000002","741899.27500000002","585206.46400000004",,"156692.81099999999","492438.60800000001","383927.70699999999",,"108510.901"
2002-03-01,"2171259.2080000001","1414738.7720000001","1088515.9720000001","326222.8","421111.80699999991","1433631.9879999999","-1012520.181","200274.397","1811734.9609999999","169759.99794000003","80553.354059999998","80553.354059999998","0","5781832.8990000002","5292433.93","3926530.923","1414297.9550000001",,"2277691.591","234541.37700000001","166888.67300000001","166246.057",,"642.61599999999999","714404.69200000004","556500.88800000004",,"157903.804","484609.64199999999","377778.30599999998",,"106831.336"
2002-04-01,"2126790.6660000002","1343129.193","989369.53599999996","353759.65700000001","436927.19500000007","1450481.003","-1013553.808","200075.18900000001","1832155.118","163414.43892320001","74603.608076799996","74603.608076799996","0","5926636.5420000004","5154477.6469999999","3798036.0860000001","1469695.0460000001",,"2091120.35","237220.69","165702.17799999999","165056.81099999999",,"645.36699999999996","718236.81700000004","551051.39800000004",,"167185.41899999999","472502.56599999999","379240.48499999999",,"93262.081000000006"
2002-05-01,"2292925.983","1440586.49","1091444.014","349142.47600000002","444780.33399999992","1462468.9779999999","-1017688.644","203481.01500000001","1798373.1540000001","176572.36517999999","74240.839819999994","74240.839819999994","0","6105429.7960000001","5060097.3109999998","3652769.0389999999","1355036.8959999999",,"2056754.8470000001","240977.296","165388.372","164740.255",,"648.11699999999996","751372.65399999998","586787.41399999999",,"164585.24","490567.24600000004","394148.86300000001",,"96418.383000000002"
2002-06-01,"2293387.9649999999","1611986.5649999999","1338804.024","273182.54100000003","416924.09700000007","1446841.243","-1029917.1459999999","209366.53599999999","1874042.737","160439.47710000002","75080.905899999998","75080.905899999998","0","5786379.7699999996","4857954.1380000003","3535358.6850000001","1319042.4029999999",,"1960990.977","255325.30499999999","141171.72500000001","140516.27499999999",,"655.45","711203.99400000006","581711.45400000003",,"129492.54","470219.734","375288.81400000001",,"94930.92"
2002-07-01,"2305186.4989999998","2502641.659","1990069.365","512572.29399999999","424298.03800000006","1467588.334","-1043290.296","211516.61799999999","1206912.5919999999","160823.24448220001","74564.618517800001","74564.618517800001","0","5783315.4960000003","5530777.1949999994","4151519.6460000002","1257873.8840000001",,"2652318.31","241327.45199999999","142876.97200000001","142215.10500000001",,"661.86699999999996","742875.527","629039.853",,"113835.674","493505.05","396144.75300000003",,"97360.297000000006"
2002-08-01,"2261738.2429999998","2530671.287","2061885.7450000001","468785.54200000002","436381.277","1480479.44","-1044098.1629999999","214168.42499999999","863741.06099999999","167041.55991279997","75184.269087200009","75184.269087200009","0","5951368.233","5529928.6369999992","4085469.3169999998","1446270.625",,"2404597.0819999999","234601.61","122836.242","122168.874",,"667.36800000000005","834048.43800000008","728497.99100000004",,"105550.447","487574.64","389610.353",,"97964.286999999997"
2002-09-01,"2309290.5529999998","2093358.156","1728468.0619999999","364890.09399999998","412150.25","1469239.3130000001","-1057089.0630000001","218850.38","847373.42","168285.94661000001","29573.49339","29573.49339","0","6102643.3930000002","5144669.0599999996","3673639.3059999999","1197320.9939999999",,"2251503.0860000001","224815.226","139266.913","138594.962",,"671.95100000000002","853268.01800000004","744315.50600000005",,"108952.512","478494.82299999997","379624.91499999998",,"98869.907999999996"
2002-10-01,"2212148.577","2112369.264","1798718.7279999999","313650.53600000002","348037.10400000005","1466024.054","-1117986.95","215545.66899999999","848473.18400000001","166896.72911059999","3596.6328893999998","3596.6328893999998","0","6214225.4699999997","5260408.4009999996","3773403.44","1408807.5859999999",,"2133778.5090000001","230817.345","135583.644","134907.109",,"676.53499999999997","881029.20400000003","773464.79700000002",,"107564.40700000001","470392.11300000001","380173.54499999998",,"90218.567999999999"
2002-11-01,"2350047.273","2129347.1039999998","1807329.3729999999","322017.73100000003","340194.01600000006","1467537.703","-1127343.6869999999","217175.353","857666.66200000001","167512.2086791","3621.0003209000001","3621.0003209000001","0","6287840.551","4870380.4330000002","3567731.4720000001","1399105.517",,"1933542.003","235083.95199999999","137608.875","136927.75700000001",,"681.11800000000005","935310.13","823060.02599999995",,"112250.10400000001","229729.95600000001","151159.06700000001",,"78570.888999999996"
2002-12-01,"3037420.9640000002","1749712.3829999999","1539557.889","210154.49400000001","322395.1129999999","1456695.4779999999","-1134300.365","214813.52499999999","875789.78500000003","170862.76724760002","3645.3677524000004","3645.3677524000004","0","6905262.0650000004","4301923.4040000001","3134603.27","1208665.0870000001",,"1682844.871","243093.31200000001","108263.37400000001","107577.67200000001",,"685.702","898438.47500000009","789736.58200000005",,"108701.893","160618.285","82527.099000000002",,"78091.186000000002"
2003-01-01,"2522877.9410000001","2297321.3459999999","2103980.8849999998","193340.46100000001","345520.24300000002","1487065.4140000001","-1141545.1710000001","218898.12299999999","861713.57400000002","199119.46606599999","3570.3329340000005","3570.3329340000005","0","7113163.2249999996","4357202.8779999996","3144387.2109999997","1121859.3689999999",,"1774395.6640000001","248132.17800000001","122593.87400000001","121903.58900000001",,"690.28499999999997","926400.26300000004","819429.39899999998",,"106970.864","163821.53","86150.993000000002",,"77670.536999999997"
2003-02-01,"2597042.821","1625164.9949999999","1432964.6089999999","192200.386","348283.44100000011","1491516.7720000001","-1143233.331","208714.68299999999","862466.58400000003","202211.73778649999","2426.0322135000001","2426.0322135000001","0","7039486.2419999996","4563481.2070000004","3348074.094","1229242.0970000001",,"1869440.5519999999","249391.44500000001","128109.163","127417.04399999999",,"692.11900000000003","942394.00100000005","830974.87600000005",,"111419.125","144903.94899999999","67807.966",,"77095.982999999993"
2003-03-01,"2443955.645","1845460.3020000001","1648594.5020000001","196865.8","320473.77300000004","1469600.879","-1149127.1059999999","215543.45800000001","861123.45","202373.96792340002","2435.6720766000003","2435.6720766000003","0","6863420.9369999999","4416672.8010000009","3111817.0750000002","1069078.7039999999",,"1792413.621","250324.75","148125.26500000001","147430.39600000001",,"694.86900000000003","1015340.778","868300.27500000002",,"147040.503","141389.68299999999","64261.000999999997",,"77128.682000000001"
2003-04-01,"2510696.4700000002","1774318.142","1586598.317","187719.82500000001","768603.4870000002","1914707.37","-1146103.8829999999","215305.65100000001","860368.63300000003","203834.4386357","2438.8853643000002","2438.8853643000002","0","6878422.017","4671023.068","3347122.443","1272058.399",,"1822547.797","252516.247","144703.55499999999","144007.769",,"695.78599999999994","1044074.0009999999","898268.86199999996",,"145805.139","135123.06900000002","65577.615000000005",,"69545.453999999998"
2003-05-01,"2563887.0079999999","1634310.3219999999","1362846.1769999999","271464.14500000002","752977.05300000007","1947624.466","-1194647.4129999999","220482.86600000001","879223.54099999997","210912.49306029998","2445.3119397","2445.3119397","0","7124198.2280000001","4511860.3310000002","3078554.0640000002","1187672.7819999999",,"1637663.8149999999","253217.467","144441.32700000002","143743.70800000001",,"697.61900000000003","1143977.5819999999","954890.71299999999",,"189086.86900000001","144887.35800000001","74819.184999999998",,"70068.172999999995"
2003-06-01,"2658653.878","2013559.0789999999","1692686.666","320872.413","691968.88899999997","1885396.3540000001","-1193427.4650000001","221395.541","876516.272","207913.06308359999","2341.3239164000001","2341.3239164000001","0","7063487.7989999996","5036027.2530000005","3595178.523","1164972.5490000001",,"2186486.2560000001","243719.71799999999","167827.40600000002","167127.03700000001",,"700.36900000000003","1125629.5390000001","953883.48400000005",,"171746.05499999999","147391.785","80961.678",,"66430.107000000004"
2003-07-01,"2713210.9550000001","2136477.4920000001","1742513.054","393964.43800000002","819438.473","2016656.6910000001","-1197218.2180000001","224947.60800000001","878321.03899999999","197847.21840330001","2350.5175967","2350.5175967","0","7203053.1359999999","4724157.4249999998","3334392.3689999999","1285786.814",,"1803589.719","245015.83600000001","152049.52800000002","151507.85800000001",,"541.66999999999996","1094392.0560000001","946909.223",,"147482.83300000001","143323.47200000001","101563.357",,"41760.114999999998"
2003-08-01,"2739069.15","1993314.4569999999","1606053.861","387260.59600000002","779134.18700000015","1984424.62","-1205290.433","228776.91899999999","868385.36782110005","222245.8478587","1956.1891413000001","1956.1891413000001","0","7409136.017","4648369.0619999999","3212633.4130000002","1244464.656",,"1722724.0970000001","245444.66","176107.52499999999","175563.03",,"544.495","1122187.2209999999","978155.55900000001",,"144031.66200000001","137440.90299999999","99749.43",,"37691.472999999998"
2003-09-01,"2749365.3939999999","1951958.7450000001","1497999.486","453959.25900000002","808066.85100000002","2016153.419","-1208086.568","229935.723","891172.67701109999","201601.0754381","1961.2635619","1961.2635619","0","7480547.568","4889576.7170000002","3413011.3849999998","947819.25600000005",,"2220077.943","245114.18599999999","191044.14499999999","190498.23699999999",,"545.90800000000002","1146842.253","989407.70799999998",,"157434.54500000001","138678.93400000001","102521.693",,"36157.241000000002"
2003-10-01,"2882272.6970000002","3262711.7649999997","2596585.5639999998","666126.201","949661.08199999994","2159318.0159999998","-1209656.9339999999","232598.745","899570.74572749995","206362.8630175","1966.3379825","1966.3379825","0","7530565.3779999996","4601023.5379999997","3092179.3120000004","1116405.4809999999",,"1727535.1","248238.731","174127.236","173579.916",,"547.32000000000005","1204263.612","970258.36499999999",,"234005.247","130453.378","93811.475000000006",,"36641.902999999998"
2003-11-01,"2908994.0980000002","2113442.8930000002","1676864.497","436578.39600000001","934592.06499999994","2150137.111","-1215545.0460000001","231985.47899999999","901671.53305950004","204231.65500130001","624.45399870000006","624.45399870000006","0","7614861.0029999996","4774731.1729999995","3167190.5589999999","1064054.4339999999",,"1870424.415","232711.71","168277.02800000002","167728.29500000001",,"548.73299999999995","1312201.3879999998","1071069.1259999999",,"241132.26199999999","127062.19799999999","90692.68",,"36369.517999999996"
2003-12-01,"3524676.1239999998","1878801.8539999998","1644964.2649999999","233837.58900000001","940533.42499999981","2165853.1069999998","-1225319.682","228134.236","917578.8246702","82285.893424199996","381.61357579999998","381.61357579999998","0","7913906.5719999997","4990119.3320000004","3491023.557","902576.48",,"2381266.2609999999","207180.81599999999","185454.73300000001","185069.38200000001",,"385.351","1194276.047","921045.71",,"273230.337","119364.995","85588.611000000004",,"33776.383999999998"
2004-01-01,"2966547.125","2015964.1710000001","1789139.764","226824.40700000001","956844.5959999999","2183639.9169999999","-1226795.321","229329.58600000001","918701.50050560001","88750.936430400005","382.5895696","382.5895696","0","7884593.4939999999","4835178.517","3274752.6719999998","1242459.523",,"1829451.3729999999","202841.77600000001","188506.99","188120.65400000001",,"386.33600000000001","1260087.987","995321.54299999995",,"264766.44400000002","111830.86800000002","78803.070000000007",,"33027.798000000003"
2004-02-01,"3000852.8119999999","1847353.6170000001","1600341.145","247012.47200000001","947040.97799999989","2173091.443","-1226050.4650000001","233370.356","915119.05989699997","90332.151689999999","377.40131000000002","377.40131000000002","0","7836709.3890000004","4931536.7750000004","3306222.6350000002","1209445.442",,"1894109.331","202667.86199999999","213783.946","213397.117",,"386.82900000000001","1291744.912","996007.81599999999",,"295737.09600000002","119785.28200000001","85976.312000000005",,"33808.97"
2004-03-01,"2785731.9369999999","1767835.9","1515961.1910000001","251874.709","905115.20500000007","2136981.5520000001","-1231866.3470000001","240457.60500000001","913527.93279480003","91730.796392000004","378.84360800000002","378.84360800000002","0","8039208.9369999999","5306015.852","3562734.679","1316889.18",,"2044963.8359999999","200881.663","242161.87400000001","241773.56700000001",,"388.30700000000002","1380889.49","1044767.89",,"336121.59999999998","120229.80899999999","104118.299",,"16111.51"
2004-04-01,"2941902.8020000001","1654681.11","1409374.192","245306.91800000001","821467.98200000008","2056886.949","-1235418.9669999999","242823.94","892794.35071170004","84915.477625999993","379.32437399999998","379.32437399999998","0","7868414.648","5344069.760999999","3567204.8259999999","1395958.4110000001",,"1974071.186","197175.22899999999","261928.079","261539.27900000001",,"388.8","1393308.602","1083272.4069999999",,"310036.19500000001","121628.254","102762.697",,"18865.557000000001"
2004-05-01,"2924532.693","1506275.7709999999","1292781.7509999999","213494.02","817346.38500000001","2078123.44","-1260777.0549999999","247427.557","907967.61481299996","144853.31886","379.80513999999999","379.80513999999999","0","7886806.585","5383433.3430000003","3386349.4849999999","1217060.044",,"1969776.5630000001","199512.878","334234.45400000003","333845.16100000002",,"389.29300000000001","1497462.845","1200229.966",,"297232.87900000002","165386.55900000001","145760.97899999999",,"19625.580000000002"
2004-06-01,"3072095.094","1610867.5360000001","1425077.628","185789.908","876325.49099999992","2147046.736","-1270721.2450000001","245595.07699999999","123054.978816","83204.217327999999","380.76667200000003","380.76667200000003","0","7988808.8119999999","5747559.0190000003","3737706.5090000001","1402324.824",,"2127208.7400000002","208172.94500000001","346872.71600000001","346482.43800000002",,"390.27800000000002","1495531.963","1210709.767",,"284822.196","167447.83100000001","148309.272",,"19138.559000000001"
2004-07-01,"3289359.8840000001","1695545.615","1493820.8030000001","201724.81200000001","838808.35400000005","2134730.361","-1295922.007","247390.821","118246.9562547","83476.749561999997","381.24743799999999","381.24743799999999","0","8014869.7319999998","5519455.5799999991","3461151.3530000001","1294571.6880000001",,"1961332.827","205246.83799999999","356196.25","355805.47899999999",,"390.77100000000002","1539734.4279999998","1267375.4909999999",,"272358.93699999998","162373.549","143263.78400000001",,"19109.764999999999"
2004-08-01,"3294916.1949999998","1864284.557","1600164.51","264120.04700000002","876293.68200000003","2143020.54","-1266726.858","250151.90700000001","115941.73406079999","88571.024264000007","382.68973599999998","382.68973599999998","0","8229709.3329999996","5631838.8959999997","3455461.13","1370315.351",,"1882078.398","203067.38099999999","360649.11100000003","360256.86200000002",,"392.24900000000002","1651274.615","1354357.375",,"296917.24","164454.04","144841.66800000001",,"19612.371999999999"
2004-09-01,"3338106.7280000001","1661213.67","1190870.155","470343.51500000001","1163431.5689999999","2441939.463","-1278507.8940000001","256166.39799999999","115328.03410800001","89135.308732000005","383.65126800000002","383.65126800000002","0","8334069.8030000003","5993416.1809999989","3898756.4979999997","1475156.122",,"2221804.2119999998","201796.16399999999","326972.647","326579.41200000001",,"393.23500000000001","1598011.4809999999","1302063.811",,"295947.67","169675.55499999999","150198.01699999999",,"19477.538"
2004-10-01,"3431970.7829999998","1724621.9839999999","1202605.176","522016.80800000002","1164772.598","2457401.6510000001","-1292629.0530000001","259210.27100000001","115438.9268304","90619.590433999998","385.09356600000001","385.09356600000001","0","8448716.2630000003","6022153.9589999998","3886094.4189999998","1627618.2520000001",,"2053284.048","205192.11900000001","341435.913","341041.2",,"394.71300000000002","1657018.898","1371614.65",,"285404.24800000002","137604.72899999999","118755.00900000001",,"18849.72"
2004-11-01,"3492411.392","1593929.1090000002","1094633.53","499295.57900000003","1237731.4340000001","2517687.35","-1279955.916","263541.69","117071.18184439999","89340.03766799999","385.57433200000003","385.57433200000003","0","8665064.0240000002","6345738.6859999998","4201852.04","1478117.0919999999",,"2521164.5279999999","202570.42","355247.82199999999","354852.61599999998",,"395.20600000000002","1642001.916","1370826.8559999999",,"271175.06","146636.908","121240.257",,"25396.651000000002"
2004-12-01,"4282951.4359999998","2021317.338","1633604.719","387712.61900000001","1193340.5530000001","2468255.1880000001","-1274914.635","269765.46399999998","50138.311134000003","84960.271135999996","386.535864","386.535864","0","8568331.4590000007","5590691.0249999994","3609444.7189999996","1618285.936",,"1788861.648","202297.13500000001","309788.40600000002","309391.72200000001",,"396.68400000000003","1519928.666","1310877.531",,"209051.13500000001","151529.234","125212.882",,"26316.351999999999"
2005-01-01,"3751692.4309999999","1892733.1764644999","1537260.5569569999","355472.61950749997","1143426.199","2432667.5449999999","-1289241.3459999999","270249.67599999998","44958.830999999998","86905.888370000001","387.01663000000002","387.01663000000002","0","8552887.0989999995","5590691.0249999994","3609444.7189999996","1618285.936",,"1788861.648","202297.13500000001","309788.40600000002","309391.72200000001",,"396.68400000000003","1519928.666","1310877.531",,"209051.13500000001","151529.234","125212.882",,"26316.351999999999"
2005-02-01,"3692718.7312600003","2082696.9774444001","1711525.1757672001","371171.80167720001","1150762.9232138006","2433680.2914554006","-1282917.3682416","272364.68584420002","45615.620939200002","86133.069499199948","387.49739599999998","387.49739599999998","0","8649177.8881547991","5712591.5548793999","3605018.1946752002","1628429.4592500001",,"1773250.4701080001","203338.26531720004","333025.33590359997","332628.15876999998",,"397.17713359999999","1624781.7280559998","1404126.9478399998",,"220654.78021600004","149766.2962446","122844.28094",,"26922.015304600001"
2005-03-01,"3571867.8354699998","1683892.9817912001","1308468.2108588","375424.77093240008","1094532.7281039997","2378086.8327455996","-1283554.1046415998","279256.73530080001","47386.1906848","86173.148232399952","388.45892800000001","388.45892800000001","0","8589256.2131532002","5833972.9013059996","3641859.6556423996","1526837.3424200001",,"1911317.5215367998","203704.79168559998","355099.35587480001","354701.19319000002",,"398.16268479999997","1738550.7770704001","1505564.89714",,"232985.8799304","98463.112718399992","72511.073999999993",,"25952.038718400003"
2005-04-01,"3898221.9580799998","1857803.3076599999","1469432.7723043999","388370.5353556","1171406.2510536001","2467566.5393143999","-1296160.2882607998","277781.93596439995","44860.106995199996","87835.00696439996","202.61892799999998","202.61892799999998","0","8657400.6563808005","6169410.9270591997","3955046.8417643993","1883681.58543",,"1864943.1161279997","206422.14020639998","336139.21541479998","335741.05273",,"398.16268479999997","1769625.4126567999","1526735.5932799999",,"242889.81937679998","108599.45722319999","81737.727179999987",,"26861.730043200001"
2005-05-01,"3913727.0439599999","1649074.1122947999","1219441.8777379999","429632.23455679993","1117196.0490200003","2414390.5191048002","-1297194.4700847999","281662.70132280001","44108.318181599992","89304.984619999988","202.61892799999998","202.61892799999998","0","8654500.6615424007","6192080.1698096003","3821185.0809904002","1847053.99764",,"1767173.1586672","206957.92468319999","385261.53774479998","384863.37505999999",,"398.16268479999997","1878062.0575579999","1647587.7933499999",,"230474.26420800001","107571.49351640001","79339.187090000007",,"28232.306426400002"
2005-06-01,"4044459.5171699999","1618815.8175507777","1204601.1130570152","414214.70449376252","1000621.9493736003","2314959.0708400002","-1314337.1214663999","287989.20404640003","43303.618619200024","89772.499253569971","155.16137119999999","155.16137119999999","0","8794309.5169351995","6627546.4464298813","4208851.3839886822","1494602.1310700001","334682.72646028246","2162367.8632040001","217198.66325440002","388201.45936480002","387803.29668000003","0","398.16268479999997","1917381.4527868","1737431.9932899999","0","179949.4594968","113112.1502896","88657.972760000004","0","24454.177529600001"
2005-07-01,"4165149","1908433","1481948","426484","943395","2234610","-1291215","289545","40201","87819","155","155","0","8756956","6777593","4092016","1903178","245896","1729087","213854","400859","400463","0","397","2169752","1985831","0","183921","114966","88378",,"26588"
2005-08-01,"4365181","2037692","1636136","401556","934449","2222382","-1287934","289507","39480","88939","154","154","0","8800841","6760972","3795917","1658063","214103","1709729","214021","397224","396828","0","396","2446521","2249215","0","197307","121310","91835",,"29475"
2005-09-01,"4577927","1780847","1459568","411279","866688","2171069","-1304381","293301","40487","86927","154","154","0","9159117","6819570","3620923","1527947","221709","1658764","212503","401293","400897","0","395","2672230","2481399","0","190831","125124","99985",,"25139"
2005-10-01,"4767226.4950400004","2164057.5539194699","1743662.4280005877","420395.12591888226","768207.38975999993","2056181.2818400001","-1287973.8920800001","292642.33885","42070.162400000008","85403.787283739599","153.62511999999998","153.62511999999998","0","9176041.0189600009","7286825.0747365532","3793633.8691465533","1676702.1063300003","246454.46009655326","1706925.4208799999","163551.88184000002","391676.14912999998","391281.92864999996","0","394.22048000000001","2970846.2816900001","2767707.5335300001","0","203138.74815999999","130668.77476999999","107266.45204999999","0","23402.32272"
2005-11-01,"4888492.8885900006","2770859.1209195503","2345337.4676909721","425521.65322857804","725601.23831999977","2010934.97416","-1285333.7358400002","296044.86721999996","41617.05232000001","115027.5666859224","153.62511999999998","153.62511999999998","0","9439750.4877400026","7285967.0674505075","3668336.5346905068","1543479.8354","200157.74265050722","1758439.4468799999","166259.50976000002","398294.76385000005","397900.54337000003","0","394.22048000000001","3097091.7986599999","2915289.2012199997","0","181802.59743999998","122243.97024999998","100893.58584999999","0","21350.384400000003"
2005-12-01,"6179509.4853500007","2413288.7098285467","2035141.2435600967","378147.4662684502","673795.12023999984","1959884.4319200001","-1286089.3116800003","297604.87977999996","40579.761360000011","86976.80575303339","153.62511999999998","153.62511999999998","0","9624077.0361099988","7337110.3345671333","3833586.9521071324","1552419.175","221574.44670713219","1898886.8665600002","160706.46384000001","306019.35006999999","305625.12958999997","0","394.22048000000001","3092647.1404400002","2910897.2063600002","0","181749.93408000001","104856.89195","86825.386750000005","0","18031.505200000003"
2006-01-01,"5649941.5343699995","2523465.2135479925","2064656.004523488","458809.2090245047","126569.34240000001","121051.88400000001","5517.4584000000059","299912.51386000001","35887.275839999988","100956.9599523247","153.62511999999998","153.62511999999998","0","10067752.174529999","7850649.7459721304","4080404.1757721314","2006313.7629299997","131925.9167621315","1799431.6756","142732.82048000002","365241.73520000005","364847.51472000004","0","394.22048000000001","3283402.9708699998","3125370.7297499999","0","158032.24111999999","121600.86413","102462.54876999999","0","19138.315360000001"
2006-02-01,"5668062.0792899998","2836348.9910981907","2301268.877311693","535080.11378649739","114759.70339430001","111404.39198280001","3355.3114115000071","298717.35310500005","35987.513387400017","101979.43337733818","153.43308859999999","153.43308859999999","0","9957719.2203598004","8054567.3973700739","4189289.3922884748","2074646.7397500002","179358.84168757443","1792629.0162013001","142654.79464960002","365556.38104439998","365162.65333999996","0","393.72770439999999","3378024.9079854996","3230385.2928799996","0","147639.61510549998","121696.7160517","103520.594","0","18176.1220517"
2006-03-01,"5497840.2634499995","2696890.7036295948","2086806.5503409805","610084.15328861435","116314.9104505","111809.63403100001","4505.2764194999936","300985.6443704","37462.463283799989","99822.057353358396","153.04902580000001","153.04902580000001","0","10044475.702437598","9079002.9735821653","4751266.1664936654","2446071.1615900001","239647.18963246557","1922254.0238827995","143293.79138839999","393254.98194319999","392862.23979000002","0","392.74215319999996","3809858.6757743","3667749.54941","0","142109.12636429997","124623.14937099998","105032.66381999997","0","19590.485550999998"
