"MES","BCTP01","BCTP02","BCTP03","BCTP04","BCTP05","BCTP06","BCTP07","BCTP08","BCTP09","BCTP10","BCTP11","BCTP12","BCTP13","BCTP14","BCTP15","BCTP16","BCTP17","BCTP18","BCTP19","BCTP20","BCTP21","BCTP22","BCTP23"
2014-11-01,"2257033.43805","1526699.8908199999","730333.54723000003","0","0","880205.80248000007","531827.23962000001","348345.79828000005","0","32.764580000000002","853.76141000000007","133.90217999999999","719.85923000000003","0","113115.16575","0","113115.16575","0","5888.5387599999995","5773.4841899999992","115.05456999999998","463912.26235000003","905647.40601000004"
2014-12-01,"2291796.0401500002","1560723.0650800001","731072.97507000004","0","0","878227.15091999993","537398.20126","340796.07506","0","32.874600000000001","1117.3412499999999","397.48202000000003","719.85923000000003","0","112387.9151","0","112387.9151","0","5144.9443300000003","4944.2006600000004","200.74367000000001","459682.21661000012","897377.07637999998"
2015-01-01,"2328162.3327000001","1588718.6900599999","739443.64264000009","0","0","879029.26090999995","546713.5343099999","332282.72027000005","0","33.006329999999998","867.33153000000004","149.63854999999998","717.69298000000003","0","107931.16054","0","107931.16054","0","6193.6515200000003","5979.19416","214.45736000000002","458071.91757999995","902546.13999000005"
2015-02-01,"2338902.0679599997","1598563.45891","740338.60904999985","0","0","871458.40836","550245.99925999995","321179.24979999999","0","33.159300000000002","876.22946999999999","157.81440000000001","718.41507000000001","0","107349.27907000002","0","107349.27907000002","0","9538.8891899999999","9358.4408299999996","180.44835999999998","463242.89442999999","906615.89297000004"
2015-03-01,"2340726.3271299996","1604938.3124099998","735788.01471999998","0","0","869609.97536999988","557652.01370999997","311924.65201999992","0","33.309640000000002","867.35220000000004","149.52202","717.83018000000004","0","106509.01276000001","0","106509.01276000001","0","9760.2967599999993","9558.814049999999","201.48271","468573.22786999989","911670.95520999993"
2015-04-01,"2323563.9702700004","1589475.6918700002","734088.27839999995","0","0","865502.82354000001","562175.86279000004","303293.51707999996","0","33.443669999999997","889.45264999999995","171.75966","717.69299000000001","0","112888.46020999999","0","112888.46020999999","0","16522.495709999999","16296.980299999999","225.51540999999997","462099.34162999998","915275.03964999993"
2015-05-01,"2335838.6269200002","1606872.9723200002","728965.65459999989","0","0","869255.67927000008","572779.46330000006","296442.65427999996","0","33.561690000000006","882.96590000000003","165.27291999999997","717.69298000000003","0","109713.96294","0","109713.96294","0","5806.5024100000001","5600.0825100000002","206.41989999999998","464846.20428000006","919455.92606999993"
2015-06-01,"2386872.56067","1658171.80855","728700.75211999996","0","0","870725.80737000017","582230.00581000012","288462.12706999999","0","33.674489999999999","1014.37035","297.39945","716.97090000000003","0","107887.11279","0","107887.11279","0","5335.8020800000013","5125.7267100000008","210.07537000000002","464218.2989799999","924620.28157999995"
2015-07-01,"2372699.4724399997","1647949.33152","724750.14091999992","0","0","874559.22597000003","594712.80347000004","279812.65366000001","0","33.768839999999997","1017.9647600000001","300.99385999999998","716.97090000000003","0","104756.55495999999","0","104756.55495999999","0","5740.9933600000004","5523.39005","217.60330999999999","460332.8981600001","930177.60314999986"
2015-08-01,"2384958.25972","1662454.9864699999","722503.27324999997","0","0","877519.26110999985","600628.46088999999","276856.94454999996","0","33.855669999999996","984.18092000000001","266.48793000000001","717.69299000000001","0","104244.19567","0","104244.19567","0","5004.7445299999999","4728.5140999999994","276.23043000000007","463999.32896999997","936917.26146999991"
2015-09-01,"2392724.7252900004","1670662.6352400002","722062.09005000012","0","0","878715.46328000003","604897.30517000007","273784.21577000001","0","33.942339999999994","1008.87427","292.62545999999998","716.24881000000005","0","103561.84828000001","0","103561.84828000001","0","6918.4416099999999","6640.3610199999994","278.08059000000003","464096.28188999998","940613.40090000001"
2015-10-01,"2371901.9972400004","1651618.2882900001","720283.70895000012","0","0","883636.40674999985","614755.61746999994","268846.74197999993","0","34.0473","926.19143999999994","209.94255999999999","716.24887999999999","0","106223.86016","205.8","106018.06015999999","0","8467.1129099999998","6383.5378299999993","2083.5750800000001","463283.24600000004","944384.27947999991"
2015-11-01,"2386666.18358","1666918.7891900002","719747.39439000003","0","0","884665.28307999996","618059.28399999999","266571.83244000003","0","34.166640000000001","1160.7901400000001","300.85816","859.93197999999995","0","117722.13916000001","537.20000000000005","117184.93916000001","0","6055.4378399999996","5724.40013","331.03770999999995","465286.16629000014","955016.12169000006"
2015-12-01,"2412947.0002199998","1688252.9029999999","724694.09722","0","0","875552.30346000008","617599.61356000009","257918.41535","0","34.274550000000005","917.04584","200.79695999999998","716.24887999999999","0","114824.92843","0","114824.92843","0","8263.5517499999987","7652.4555999999993","611.09614999999997","413463.20828999998","986361.64978999994"
