"MES","STIC01","STIC02","STIC03","STIC04","STIC05","STIC06","STIC07","STIC08","STIC09","STIC10","STIC11","STIC12","STIC13","STIC14","STIC15","STIC16","STIC17","STIC18","STIC19","STIC20","STIC21","STIC22","STIC23","STIC24","STIC25","STIC26"
2009-04-01,"65.327568091550944","77.720367240787624","113.91904255889882","80.046551505667395","93.303623964438401","91.812118754542468","105.75553887445555","68.809247879162641","84.3719662075938","78.941806771959762","80.30614650429915","72.050008682677898",,"74.076179404599642","77.967481202495236","63.69844578225144","76.365024268153419","115.28098199304335","87.250954749116303","66.23894315266115","70.651037007781198","81.606078473934915","106.08534458633974","137.71339358342945","85.147657189194661","86.385146318862184"
2009-05-01,"59.442568344470686","76.7747704051894","126.66081928556972","88.169342404626477","96.669045487825187","91.701222827075426","112.6900051568537","70.537764774078255","90.728949696463573","79.171193859695663","80.597584815160715","72.473992165214199",,"76.25111556849528","79.805303421065375","67.495409153277279","76.343651221849925","115.62534694140174","87.329510830715947","73.309191954169165","75.710499477503461","87.438042080929122","110.51174947811481","141.03879280929257","91.347327479514107","89.425672281607035"
2009-06-01,"59.148954779885912","76.601438057734896","129.42554446031517","83.843382170631031","102.35153379204893","91.227826917728407","112.99860093481243","69.45176691733478","90.687906110574403","79.110236830911802","80.744560477169685","73.099590122985518",,"75.588975707574306","79.329992453651812","67.421712211575269","76.721090289261042","117.65261939024528","86.426876917977026","75.1293557351283","74.739043167322563","86.575381143709876","110.47932854070724","143.95883219642354","91.314492389965054","89.708230616808507"
2009-07-01,"57.2843363489648","76.493674469189969","135.21723884238102","89.718515170630553","99.931059790938193","91.272062052648479","119.11033225576016","72.325254273412611","91.394470007006518","79.10925623654289","80.673663738686557","73.036177407562377",,"76.699761526062659","79.469044629305984","67.352943119513256","77.150789830002566","118.52991328034858","87.246294032526762","75.965630704183994","79.410381449425998","87.282162894670236","112.95763731237436","147.46465642544311","91.836512232151733","91.075842353736675"
2009-08-01,"56.58950979326746","77.176939144729815","133.09491282229573","86.849253784270417","96.638745976517313","91.211430676980527","116.93959916966966","70.971297909703395","91.319430740271997","78.417099863052755","80.020280715491808","72.77250802209781",,"77.861952623460411","79.185445361731226","66.526251854614983","76.948459902547526","119.22782916932152","87.52744956393893","73.679175033675435","79.761492905559223","87.37585016889993","116.58928316772933","149.59933394765304","91.79360753854246","90.667281320215039"
2009-09-01,"54.214943454530577","77.712402358290703","140.8778363732435","89.098864004642863","98.112084272284108","91.54413140023145","124.56251987018148","75.235174358415918","93.356733385326422","78.825661645436313","79.784455904141268","72.746641671776388",,"80.656294121842976","80.800952756656642","65.846984213915675","76.43906601836953","121.13716970588935","89.515375737857909","72.443019380800294","81.384417918511389","89.136540676448234","123.04665509232916","153.31450677620825","93.732526995433375","92.860986451358343"
2009-10-01,"53.137248843630282","78.577555551548571","145.49454544403017","88.616245153106618","101.16892283880793","91.173948155953809","120.93590716781604","74.56656113825872","94.412824262767231","78.78922357214347","78.966624502725438","72.60654289242342",,"78.984680309356605","81.806342568344377","68.120557253180493","76.403896471838891","122.44324593968399","88.536954037134493","74.934151979101841","81.196078325094433","90.962466170001548","127.47295575306995","156.14509394970847","95.000056570643366","93.242473994386344"
2009-11-01,"52.407925741181899","79.771294012637867","144.96008586535689","91.200013501145477","108.66696089538847","91.668476288101346","120.3116648063866","76.111072337452114","96.049464137432167","79.237128569573358","78.834956585826802","72.829607853522035",,"83.019743715042281","82.730502354397942","69.446595427457311","76.64638645093379","124.24466321188139","89.52182114390547","75.117001214487587","82.091423336164993","93.047232760063224","131.01144568103564","159.40887053437308","96.787825364556312","94.677849096869792"
2009-12-01,"53.524618737908938","79.19422835258915","145.72850808402572","91.470610929640102","105.50278407072058","91.863284878013715","117.51059772760397","76.237635343707211","91.78746439497813","79.627370461008638","79.51555749410943","72.638032245984775","n.d.","77.307124746682803","82.00194534006333","68.749136537177691","76.641550427230513","127.60003569139208","89.495836744559924","74.112558402428604","80.272874175391806","90.320212334880225","136.05852200458676","161.39108731248285","92.894599378968365","93.469132367096037"
2010-01-01,"54.434256619629579","79.531615314764821","136.96968541890885","89.993701588563269","102.91708316730055","92.262504554408181","121.41920901012091","76.530924459190757","89.098049512402355","80.148770231097842","79.730562655496115","72.763192732543615","97.852153132519817","78.754722052929424","82.428941556863833","69.790179468145737","77.130161212024234","126.60451966421499","90.585092274135036","73.518459661516204","77.451747702864012","88.412358501002842","137.09842175188771","136.2449156075235","89.269699268343658","92.082256883204394"
2010-02-01,"53.744451701617862","79.391405004826368","141.15693732770501","90.997923472101803","101.74225621659019","93.129605121545296","125.41558375765598","76.714579147402077","87.453158500858237","80.209709832597639","79.622450360962517","72.588684621553412","96.653705811491676","79.742639408569801","82.379882714276263","71.067265646817972","77.110927553889979","126.47409112067056","90.952782847646674","69.427889622514869","79.526987919749388","85.999123931755278","135.3697193942175","137.9455511456365","86.85819599286863","92.354624719729856"
2010-03-01,"52.717508378060472","81.269608018476134","144.63290542510492","94.757690985789196","102.41696151808746","92.653970745002567","126.96309948967563","79.069300207709688","87.564464853264994","80.489860792060753","80.021730057668094","73.019917397171028","99.347113018998783","76.897256656052519","86.045226318523461","74.26421631755025","77.560568337061284","127.93264408023195","91.532989776886581","69.809325052901258","79.336397751554401","87.929514640693711","139.59265852036978","141.53337924061844","87.436702770028376","93.181334682470606"
2010-04-01,"52.283118708179614","81.035434068596459","149.82949947751817","95.942019914487602","104.11438465195771","92.595513986297178","124.83986870149711","80.912497428534749","86.314562749657071","80.685241501085244","79.663553337999261","72.949491000616021","100.31308927814193","75.512044200792474","87.969435346012062","74.811468068863476","77.597754140571936","129.29874254430294","91.159887153770924","70.669264576337071","79.118646132152421","86.830515583277361","140.91052585643516","148.51821187928803","86.378660609542621","93.555676937463787"
2010-05-01,"57.297956305848665","80.738800766634","145.49889093322739","92.772079329712184","102.35108480343236","92.541734890087056","124.10790253437771","74.715852477255339","79.920395547558172","80.764009209733786","79.562533653538694","73.065820311856044","97.189226134247491","78.098339471852725","86.201852279352053","70.432474631745833","77.84620084207917","126.92808069862105","91.499478391005169","67.211912905387905","73.238403457050183","80.862933710507491","141.3231024468258","151.89007951713739","80.025479253646921","92.039952108055189"
2010-06-01,"57.737329644218477","80.3737343210978","144.2430655925312","90.856648834483167","99.166661291853416","92.557064484219907","128.8798694333789","73.352584526643369","79.14373975700471","80.713597914270821","79.883092915275526","72.954663173400817","98.091534097477947","80.721434567298601","86.993955413585113","70.07074156631181","77.865330710630118","127.79077687897768","92.317097232001487","69.276649995147849","73.317604013609937","86.373293453133428","129.036358816416","154.81799930311146","79.488183064411928","92.291207806022783"
