"MES","BCMP01","BCMP02","BCMP03","BCMP04","BCMP05","BCMP06","BCMP07","BCMP08","BCMP09","BCMP10","BCMP11","BCMP12","BCMP13","BCMP14","BCMP15","BCMP16","BCMP17","BCMP18","BCMP19","BCMP20","BCMP21","BCMP22","BCMP23","BCMP24","BCMP25","BCMP26","BCMP27","BCMP28","BCMP29","BCMP30","BCMP31","BCMP32","BCMP33","BCMP34","BCMP35","BCMP36","BCMP37","BCMP38","BCMP39","BCMP40","BCMP41","BCMP42","BCMP43","BCMP44","BCMP45","BCMP46","BCMP47","BCMP48"
2000-05-01,"1876379.936","3901049","1052050","2848987","12",,"16598748.0510954","4000257","256238","3742938","1081",,"12176866","107879","11948662","120325",,"421625.05109540001","36441","384004.05109540001","1180",,"4955239.1719999993","3952392.72","1594282.2779999999",,"1920654.3419999999","437456.1","258514.16500000001","257900.04800000001",,"0","614.11699999999996","471866.84600000002","384046.90299999999",,"87819.942999999999","0","272465.44099999999","182936.91800000001",,"89528.523000000001","0","1719749.0160000001","151557.22","3616041.2310000001","5362862.8579046","5529186.6430000002"
2000-06-01,"1938664.8840000001","3621524","868873","2752651","0",,"16666334.9719781","3962233","270526","3690594","1113",,"12280036","132788","12028704","118544",,"424065.97197810002","36505","386375.97197810002","1185",,"4877406.4630000005","3780683.3110000002","1466680.834",,"1890327.118","423675.359","259051.617","258434.5",,"0","617.11699999999996","476164.598","393180.24800000002",,"82984.350000000006","0","361506.93700000003","272739.39500000002",,"88767.542000000001","0","1694759.1810000001","150154.71599999999","3521304.4589999998","5450939.1930219","5741709.5329999998"
2000-07-01,"1933664.094","3868779","1020323","2848456","0",,"16715275.565558","4075775","268097","3806559","1119",,"12186664","137239","11929688","119737",,"452836.565558","46858","405120.565558","858",,"4913200.2259999998","3843916.2340000002","1680592.04",,"1778073.3489999999","385250.84499999997","270756.17300000001","270135.44900000002",,"0","620.72400000000005","514921.16700000002","430721.21799999999",,"84199.948999999993","0","283606.652","193179.72200000001",,"90426.93","0","1704511.784","154525.41800000001","3556961.5469999998","5658943.2234420003","5733004.273"
2000-08-01,"1891477.3230000001","3912986","968403","2944583","0",,"16723469.8763908","4133183","267253","3865930","0",,"12194446","136794","11936983","120669",,"395840.8763908","36251","358770.8763908","819",,"4822684.6620000005","3696545.49","1625130.3430000001",,"1730787.044","340628.103","271701.31","271077.58299999998",,"0","623.72699999999998","524054.38500000001","436291.359",,"87763.025999999998","0","330383.47700000001","240078.23",,"90305.247000000003","0","1607652.716","154269.80100000001","3565141.5240000002","5727724.9706092002","5751156.2429999998"
2000-09-01,"1964221.328","3829876","1011744","2818132","0",,"16814471.351793502","4256200","260565","3995635","0",,"12159588","132303","11911503","115782",,"398683.35179350001","38840","359019.35179350001","824",,"4567775.8550000004","3420878.7379999999","1464645.557",,"1674508.017","281725.16399999999","268125.63399999996","267536.98599999998",,"0","588.64800000000002","536887.21499999997","455095.19",,"81792.024999999994","0","341884.26800000004","180533.15700000001",,"161351.111","0","1594965.3360000001","159783.677","3473649.9219999998","6010408.5192064997","5759868.9160000002"
2000-10-01,"1987740.889","3779723","906455","2873268","0",,"16535142.106906001","4149975","223437","3926538","0",,"12010525","132501","11757861","120163",,"374642.106906","42339","331491.106906","812",,"4926508.5249999994","3777090.3049999997","1725299.1769999999",,"1788355.18","263435.94799999997","258978.69","258387.226",,"0","591.46400000000006","576698.57700000005","495836.038",,"80862.539000000004","0","313740.95299999998","232776.03599999999",,"80964.917000000001","0","1593309.1839999999","157265.57999999999","3402308.3670000001","5784189.2550940001","5845135.0990000004"
2000-11-01,"1901568.8759999999","3961136","933912","3027224","0",,"16387712.3393308","4156034","241727","3914307","0",,"11863986","126159","11625050","112777",,"367692.33933079999","38507","328368.33933079999","817",,"4903983.5240000002","3707662.8289999999","1746961.041",,"1716078.0730000001","244623.715","254327.04800000001","253731.82800000001",,"0","595.22","601380.46299999999","521442.28",,"79938.183000000005","0","340613.18400000001","263188.81800000003",,"77424.365999999995","0","1593273.1270000001","157506.73800000001","3270027.0290000001","6062835.3816692","5877315.6030000001"
2000-12-01,"2424155.057","4230588","1111815","3118773","0",,"16730380.571755599","4515872","284788","4231084","0",,"11855569","120212","11619586","115771",,"358939.57175559999","38099","320018.57175559999","822",,"4448204.0309999995","3419753.1639999999","1316493.2749999999",,"1858549.077","244710.81200000001","256198.95699999999","255599.98199999999",,"0","598.97500000000002","486454.19799999997","403302.07199999999",,"83152.126000000004","0","285797.712","213235.859",,"72561.853000000003","0","1599782.852","161091.01999999999","3291092.2889999999","5983045.0322444001","5918397.2620000001"
2001-01-01,"2059413.9569999999","4189089","1004639","3184450","0",,"16713296.9960742","4509098","252376","4256722","0",,"11834592","130169","11587481","116942",,"369606.99607420003","38677","330103.99607420003","826",,"4755122.2089999998","3652513.0959999999","1696047.6869999999",,"1705187.8289999999","251277.58","237816.514","237214.723",,"0","601.79100000000005","554740.62300000002","459753.245",,"94987.377999999997","0","310051.97600000002","236743.98199999999",,"73307.994000000006","0","1606761.0759999999","162574.54399999999","3326891.4190000002","5875355.1089257998","5968885.2750000004"
2001-02-01,"2073514.2720000001","4440924","1254591","3186333","0",,"17342872.823784702","4551892","238499","4313393","0",,"12398967","140975","12140874","117118",,"392013.82378470001","40873","350312.82378470001","828",,"4547321.7630000003","3397661.4139999999","1650939.429",,"1492264.7609999999","254457.22399999999","251802.239","251198.57",,"0","603.66899999999998","555836.65500000003","458355.39799999999",,"97481.256999999998","0","342021.45500000002","250538.13500000001",,"91483.32","0","1632686.496","164261.61499999999","3302484.1710000001","6001579.3532152995","6048029.3130000001"
2001-03-01,"1937998.8810000001","4417107","1117603","3299504","0",,"17073846.698784702","4550928","257640","4293288","0",,"12184534","133253","11935912","115369",,"338384.69878470001","41609","295941.69878470001","834",,"4457949.58","3392122.3369999998","1635993.865",,"1507854.2749999999","248274.19699999999","239957.15900000001","239364.04500000001",,"0","593.11400000000003","519280.74300000002","420481.27299999999",,"98799.47","0","306589.34100000001","222009.55",,"84579.790999999997","0","1654738.534","169144.18700000001","3275142.6439999999","6106070.3302153004","6017981.4450000003"
2001-04-01,"2022508.81","4087185","1032318","3054867","0",,"17119193.86662","4409850","231091","4178759","0",,"12339242","131042","11910169","298031",,"370101.86661999999","83913","285350.86661999999","838",,"4861147.8109999998","3659825.9789999998","1800817.433",,"1613775.561","245232.98499999999","236006.91700000002","235411.05300000001",,"0","595.86400000000003","523230.67300000001","409750.16100000002",,"113480.512","0","442084.24200000003","356566.34700000001",,"85517.895000000004","0","1656922.746","170693.99100000001","3200029.8050000002","6124246.2083799997","6015990.4460000005"
2001-05-01,"1979226.493","4396899","1000171","3396728","0",,"17224056.846492998","4657056","252101","4404955","0",,"12255836","133046","11831168","291622",,"311164.84649299999","40804","269516.84649299999","844",,"4677422.6030000001","3430324.4939999999","1659060.476",,"1515548.115","255715.90299999999","224997.78400000001","224397.33600000001",,"0","600.44799999999998","587731.32700000005","464335.35600000003",,"123395.97100000001","0","434368.99799999996","347265.79499999998",,"87103.202999999994","0","1620710.3840000001","174687.598","3177967.031","6151937.5405069999","6146128.0779999997"
2001-06-01,"2097479.5830000001","4537092","969417","3567675","0",,"16824928.7923548","4531907","247506","4284401","0",,"11959493","118291","11547685","293517",,"333528.79235479998","53212","279468.79235479998","848",,"5056584.9420000007","3810912.0380000002","1464023.2960000001",,"2088860","258028.742","206494.935","205891.73699999999",,"0","603.19799999999998","587277.34200000006","472199.81400000001",,"115077.52800000001","0","451900.62700000004","366394.83",,"85505.797000000006","0","1604931.0649999999","172666.13","3118912.2230000002","6191906.9956451999","6171003.1359999999"
2001-07-01,"2121464.4180000001","4362324","1095419","3266905","0",,"16692372.8840784","4577095","257384","4319711","0",,"11799717","107647","11412611","279459",,"315560.88407839998","45849","268855.88407839998","856",,"5133870.335","3788057.8030000003","1518033.274",,"2008044.88","261979.649","219221.19099999999","218612.49299999999",,"0","608.69799999999998","646911.25799999991","530394.56299999997",,"116516.69500000001","0","479680.08299999998","377081.23300000001",,"102598.85","0","1618755.2790000001","177446.367","3177756.2590000001","6323214.1739216","6272274.0829999996"
2001-08-01,"2130460.656","4787090","1126907","3660183","0",,"16429973.678560801","4739045","273120","4465925","0",,"11386735","104067","11001398","281270",,"304193.67856079998","37094","266238.67856079998","861",,"4955587.3499999996","3670892.6739999996","1410349.8130000001",,"2014993.8559999999","245549.005","207694.50899999999","207082.144",,"0","612.36500000000001","603184.83100000001","479391.98",,"123792.851","0","473815.33600000001","371624.94699999999",,"102190.389","0","1653100.5819999999","179342.77499999999","3102099.1119999997","6333654.8014391996","6370318.8629999999"
2001-09-01,"2103394.182","4675125","1024809","3650316","0",,"16410789.4730432","4690958","271186","4419772","0",,"11398737","113857","10924121","360759",,"321094.47304319998","48831","271397.47304319998","866",,"4821795.0039999997","3491057.1529999999","1277136.868",,"1964419.9609999999","249500.32399999999","193771.68799999999","193155.65599999999",,"0","616.03200000000004","648069.51500000001","518120.32799999998",,"129949.18700000001","0","488896.64800000004","394522.39500000002",,"94374.252999999997","0","1751762.125","181092.1","3114884.7820000001","6403124.2299568001","6616039.5240000002"
2001-10-01,"2130942.0150000001","4802705","1097901","3704804","0",,"16402512.1647668","4878109","254533","4623576","0",,"11202673","134300","10563045","505328",,"321730.16476680001","39008","281848.16476680001","874",,"4883158.87","3488491.3939999999","1351589.31",,"1879344.1040000001","257557.98","195115.495","194493.96299999999",,"0","621.53200000000004","687884.17500000005","556590.27500000002",,"131293.9","0","511667.80599999998","416985.87400000001",,"94681.932000000001","0","2049130.939","181360.91","3047247.5439999998","6423846.7642331999","6755163.3640000001"
2001-11-01,"2084826.8089999999","4996271","1052866","3943405","0",,"16347445.610628599","5342072","283142","5058930","0",,"10681564","123118","10152073","406373",,"323809.6106286","45163","277769.6106286","877",,"5452855.5219999999","4079177.5749999997","1389263.997",,"2425535.9079999998","264377.67","182904.25900000002","182279.97700000001",,"0","624.28200000000004","709494.85899999994","574176.35699999996",,"135318.50200000001","0","481278.82900000003","386550.859",,"94727.97","0","2258374.3539999998","186058.83499999999","3012768.1459999997","6435533.9963713996","6772381.0180000002"
2001-12-01,"2700240.2650000001","5133629","1309999","3823630","0",,"16389151.5606947","5522097","387463","5134634","0",,"10561365","94192","10069295","397878",,"305689.56069469999","43192","261620.56069469999","877",,"4921811.6730000004","3587117.6090000002","1440552.8559999999",,"1896686.139","249878.614","169458.36300000001","168834.08100000001",,"0","624.28200000000004","684827.97200000007","557634.58600000001",,"127193.386","0","480407.72899999999","388474.43199999997",,"91933.297000000006","0","2753861.2689999999","189070.10800000001","2724396.7620000001","6495593.1543052997","6718090.1200000001"
2002-01-01,"2175362.148","5405540","1122206","4283334","0",,"16085381.7141243","5708305","267522","5440783","0",,"10077625","95877","9579111","402637",,"299451.71412429999","44655","253908.71412429999","888",,"5728768.3389999988","4391686.7529999996","1562471.2860000001",,"2584396.804","244818.663","172443.09600000002","171811.48",,"0","631.61599999999999","678149.97","550255.34600000002",,"127894.624","0","486488.52","387838.74699999997",,"98649.773000000001","0","2734309.6","192324.86499999999","2678927.84","6518709.8318756996","6891809.2659999998"
2002-02-01,"2191288.3160000001","5433493","1139008","4294485","0",,"15834586.215968801","5581606","254376","5327230","0",,"9941726","93740","9432310","415676",,"311254.21596880001","43056","267301.21596880001","897",,"5515309.6050000004","4103483.5839999998","1590291.648",,"2279094.6809999999","234097.255","177488.13800000001","176850.10500000001",,"0","638.03300000000002","741899.27500000002","585206.46400000004",,"156692.81099999999","0","492438.60800000001","383927.70699999999",,"108510.901","0","2759309.591","193812.31400000001","2649145.1689999998","6533931.2220312003","7133891.6799999997"
2002-03-01,"2171259.2080000001","4961825","1006916","3954909","0",,"15849501.35406","5541556","242890","5298666","0",,"10036754","99010","9533737","404007",,"271191.35405999998","37165","233123.35405999998","903",,"5353406.93","3987503.923","1474711.9550000001",,"2278250.591","234541.37700000001","166888.67300000001","166246.057",,"0","642.61599999999999","714404.69200000004","556500.88800000004",,"157903.804","0","484609.64199999999","377778.30599999998",,"106831.336","0","2848161.8","200274.397","2648677.9610000001","6637328.9979400001","7151951.8990000002"
2002-04-01,"2126790.6660000002","5118575","989291","4129284","0",,"15772114.6080768","5497318","235697","5261621","0",,"9989567","99544","9460091","408212","21720","285229.60807680001","46887","237435.60807680001","907",,"5401311.6469999999","4044870.0860000001","1716068.0460000001",,"2091581.35","237220.69","165702.17799999999","165056.81099999999",,"0","645.36699999999996","718236.81700000004","551051.39800000004",,"167185.41899999999","0","472502.56599999999","379240.48499999999",,"93262.081000000006","0","2856355.6570000001","200075.18900000001","2641866.1179999998","6826231.4389231997","7267937.5420000004"
2002-05-01,"2292925.983","4995544","973143","4022401","0",,"15469818.839819999","5351920","262891","5089029","0",,"9827650","95901","9292777","392687","46285","290248.83981999999","40727","248610.83981999999","911",,"5140593.3109999998","3733265.0389999999","1434640.8959999999",,"2057646.8470000001","240977.296","165388.372","164740.255",,"0","648.11699999999996","751372.65399999998","586787.41399999999",,"164585.24","0","490567.24600000004","394148.86300000001",,"96418.383000000002","0","2835715.4759999998","203481.01500000001","2599212.1540000001","6812468.3651799997","7483549.7960000001"
2002-06-01,"2293387.9649999999","5144976","1084845","4060131","0",,"14926729.9059","5137893","246430","4891463","0",,"9494783","92501","8998130","381276","22876","294053.90590000001","39985","253147.90590000001","921",,"4923024.1380000003","3600428.6850000001","1383598.4029999999",,"1961504.977","255325.30499999999","141171.72500000001","140516.27499999999",,"0","655.45","711203.99400000006","581711.45400000003",,"129492.54","0","470219.734","375288.81400000001",,"94930.92","0","2803827.5410000002","209366.53599999999","2667163.7369999997","7177111.4770999998","7238162.7699999996"
2002-07-01,"2305186.4989999998","4459846","932574","3527272","0",,"13272826.618517799","4173641","229042","3944599","0",,"8811441","71050","8377469","340589","22333","287744.6185178","30187","256627.6185178","930",,"5588913.1949999994","4209655.6459999997","1315435.8840000001",,"2652892.31","241327.45199999999","142876.97200000001","142215.10500000001",,"0","661.86699999999996","742875.527","629039.853",,"113835.674","0","493505.05","396144.75300000003",,"97360.297000000006","0","3074803.2939999998","211516.61799999999","1995942.5919999999","7441556.2444821997","7283450.4960000003"
2002-08-01,"2261738.2429999998","4641885","998645","3643240","0",,"13568788.269087199","4334713","293928","4040785","0",,"8951573","58210","8537381","333672","22310","282502.26908719999","36756","244808.26908719999","938",,"5616823.6369999992","4172364.3169999998","1532694.625",,"2405068.0819999999","234601.61","122836.242","122168.874",,"0","667.36800000000005","834048.43800000008","728497.99100000004",,"105550.447","0","487574.64","389610.353",,"97964.286999999997","0","3094869.5419999999","214168.42499999999","1608980.061","7422617.5599127999","7467374.233"
2002-09-01,"2309290.5529999998","4709569","1074340","3635229","0",,"14139074.493389999","4483109","268550","4214559","0",,"9431060","37810","9072433","298557","22260","224905.49338999999","39796","184164.49338999999","945",,"5220039.0599999996","3749009.3059999999","1272222.9939999999",,"2251971.0860000001","224815.226","139266.913","138594.962",,"0","671.95100000000002","853268.01800000004","744315.50600000005",,"108952.512","0","478494.82299999997","379624.91499999998",,"98869.907999999996","0","3013843.094","218850.38","1580682.42","7085470.94661","7673947.3930000002"
2002-10-01,"2212148.577","4881485","1034479","3847006","0",,"14499903.632889399","4517810","273372","4244438","0",,"9770088","62356","9448486","258968","278","212005.6328894","36258","174796.6328894","951",,"5334086.4009999996","3847081.44","1481990.5859999999",,"2134273.5090000001","230817.345","135583.644","134907.109",,"0","676.53499999999997","881029.20400000003","773464.79700000002",,"107564.40700000001","0","470392.11300000001","380173.54499999998",,"90218.567999999999","0","2962600.5359999998","215545.66899999999","1551890.1839999999","7178042.7291106004","7802324.4699999997"
2002-11-01,"2350047.273","5033115","970069","4063046","0",,"14665199.0003209","4625266","303757","4321509","0",,"9793646","42160","9501711","249707","68","246287.0003209","41282","204048.0003209","957",,"4935717.4330000002","3633068.4720000001","1464012.517",,"1933972.003","235083.95199999999","137608.875","136927.75700000001",,"0","681.11800000000005","935310.13","823060.02599999995",,"112250.10400000001","0","229729.95600000001","151159.06700000001",,"78570.888999999996","0","2991079.7310000001","217175.353","1526419.662","7056808.2086790996","7901036.551"
2002-12-01,"3037420.9640000002","5433488","1227190","4206298","0",,"15085387.367752399","4881322","322529","4558793","0",,"9969352","52180","9666038","234986","16148","234713.36775239999","43803","189946.36775239999","964",,"4398923.4040000001","3231603.27","1304796.0870000001",,"1683713.871","243093.31200000001","108263.37400000001","107577.67200000001",,"0","685.702","898438.47500000009","789736.58200000005",,"108701.893","0","160618.285","82527.099000000002",,"78091.186000000002","0","2978636.4939999999","214813.52499999999","1549501.7850000001","6877304.7672476005","8511979.0650000013"
2003-01-01,"2522877.9410000001","5377291.0730000008","1060205.7239999999","4317085.3490000004","0",,"15392983.413933998","5175560.2740000002","323046.527","4852513.7470000004","0",,"10031058.225999998","56057.953999999998","9717574.9039999992","222823.802","34601.565999999999","186364.91393400001","32861.550999999999","152533.134934","970.22799999999995",,"4437026.8779999996","3224211.2109999997","1201267.3689999999",,"1774811.6640000001","248132.17800000001","122593.87400000001","121903.58900000001",,"0","690.28499999999997","926400.26300000004","819429.39899999998",,"106970.864","0","163821.53","86150.993000000002",,"77670.536999999997","0","2957555.4610000001","218898.12299999999","1527678.574","6989072.4660660001","8747030.2249999996"
2003-02-01,"2597042.821","4873755.4570000004","1003472.895","3870282.5619999999","0",,"14759526.006213501","4809949.5889999997","331106.908","4478842.6809999999","0",,"9771098.9550000019","56211.981","9433471.1860000007","222473.15900000001","58942.629000000001","178477.4622135","34804.216","142700.44121350002","972.80499999999995",,"4648540.2070000004","3433133.094","1313858.0970000001",,"1869883.5519999999","249391.44500000001","128109.163","127417.04399999999",,"0","692.11900000000003","942394.00100000005","830974.87600000005",,"111419.125","0","144903.94899999999","67807.966",,"77095.982999999993","0","2960568.3859999999","208714.68299999999","1516617.584","7071087.7377864998","8681097.2419999987"
