"MES","SIED01","SIED02","SIED03","SIED04","SIED05","SIED06","SIED07","SIED08","SIED09","SIED10","SIED11","SIED12","SIED13"
2011-12-01,"79.368404999999996",,"26.939164390641402","21.151020224839648","3.4356039313119533","51.525788546793002","63.569689902846008","8.5526841239896783","72.122374026835686","136.49977118921382","208.62214521604949","199.95057455250731",539.46691331535
2012-01-01,"39.813839999999999",,"27.934432979591829","4.7710432595335277","4.5180362895918362","37.223512528717194","28.111376120000003","4.4403295272303236","32.551705647230328","43.451807636122453","76.003513283352788","125.72934915906704",278.770214971137
2012-02-01,"68.693599999999989",,"18.888729210000001","3.5318083500000004","2.24410848","24.664646040000001","32.756138669999999","5.8071298799999997","38.563268549999997","67.185475409999995","105.74874395999998","92.59574465",291.70273465
2012-03-01,"28.185137000000005",,"40.907870160000002","24.357783150000003","1.0772308900000001","66.3428842","39.280502189999993","6.7850642485714294","46.065566438571423","22.79025369","68.855820128571423","157.77984237999999",321.163683708571
2012-04-01,"293.88795700000003",,"40.498591259999998","3.8878677600000002","2.3086031500000002","46.69506217","38.653535669999997","11.943270260612241","50.596805930612234","40.404290230000001","91.001096160612235","93.204556939999989",524.788672270612
2012-05-01,"112.40222800000001",,"81.799919500000001","36.111184180000002","4.1087268100000003","122.01983049","48.639047570000002","8.9970461385131131","57.636093708513116","29.103461410000005","86.739555118513124","217.39965435999852",538.561267968512
2012-06-01,"154.22949700000001",,"52.086853409999989","0.26129669","2.8111241199999997","55.159274219999993","56.390050987504381","9.2291317564897906","65.619182743994173","76.140344200000001","141.75952694399416","105.84163749999999",456.989935663994
2012-07-01,"80.099999999999994",,"56.257291859999995","33.36698767","7.4861042599999994","97.11038379","20.470777780495624","6.171785218133822","26.642562998629444","46.830882545597674","73.473445544227118","131.45523788",382.139067214227
2012-08-01,"190.278989",,"48.037750868892125","20.915168640000001","2.9786365785714284","71.931556087463548","15.643661429912539","9.163836810204085","24.807498240116622","18.715838793119534","43.52333703323616","90.125060809795912",395.858942930496
2012-09-01,"126.464761",,"93.218915330000002","6.0262612200000003","2.5846464400000002","101.82982299","46.575467554999996","8.208683885000001","54.784151439999995","30.933430479999998","85.717581919999986","68.997599890000004",383.0097658
2012-10-01,"330.712986",,"45.143820690408198","15.569301209999999","1.4585875799999999","62.171709480408197","53.730727610000002","4.6398357694752184","58.370563379475222","231.72574003973762","290.09630341921286","106.9",789.880998899621
2012-11-01,"146.69999999999999",,"56.554611350000002","10.98227698364431","2.0696291499999999","69.606517483644311","15.7950447","7.3534954299999997","23.148540130000001","61.830708283090388","84.979248413090389","81.5",382.785765896735
2012-12-01,"297.19524000000001",,"52.637132350000002","65.157685680058307","1.7103537799999999","119.50517181005831","27.025167320000001","8.4901669700000006","35.515334289999998","73.99828780930028","109.51362209930028","74.627532113177836",600.841566022536
2013-01-01,"218.31716800000001",,"107.76929330000002","8.2146384000000001","2.5049834800000004","118.48891518000002","52.637953009999997","5.01228155","57.650234559999994","125.66831895885423","183.31855351885423","89.075669610000006",609.200306308854
2013-02-01,"151.184336","4.5787315700000004","36.440190680000001","15.321246420000001","1.5773077099999999","57.917476380000004","16.922415168380002","4.5748086216199999","21.497223790000003","28.2175695","49.714793290000003","143.47884993000002",402.2954556
2013-03-01,"191.34044","2.8098086699999998","78.521995790000005","23.658564820000002","2.6852216699999998","107.67559095000001","14.02557726","10.14696453","24.17254179","34.37462945","58.547171239999997","123.21681251000001",480.7800147
2013-04-01,"84.698958000000005","7.5013823799999999","89.564843249999996","22.665015960000002","1.6148388800000002","121.34608046999999","20.950088630000003","16.684986439999999","37.635075069999999","51.531904909912541","89.16697997991254","71.014375020000003",366.226393469913
2013-05-01,"114.441315","1.9997891400000001","71.301069229999996","17.380187450000001","2.9006327700000005","93.58167859000001","16.46016565","7.5895710800000007","24.049736729999999","147.08547964000002","171.13521637000002","185.75771051000001",564.91592047
2013-06-01,"46.133831999999998","4.49988163","63.226635000000002","8.2140805999999991","2.7756917299999997","78.716288960000014","18.76025585","9.8857880799999993","28.646043929999998","106.14376791000001","134.78981184","127.98510105999901",387.625033859999
2013-07-01,"75.211882000000003",,"80.265851590000011","28.381374190000002","3.23320403","111.88042981000001","5.1683674899999996","2.59419668","7.7625641699999992","92.826050809999998","100.58861498","177.53777638000003",465.21870317
2013-08-01,"138.378942","4.1617215999999999","80.437054140000015","61.369495790000002","2.8166639499999997","148.78493548","18.425238320000002","4.8727939999999998","23.298032320000001","65.845209420000003","89.143241740000008","715.9866245799999",1092.2937438
2013-09-01,"63.285985000000011",,"122.02770972999998","41.802620089999998","1.1809702","165.01130001999996","13.750856819999999","9.7395247300000012","23.490381550000002","65.850874159999989","89.341255709999984","95.637400239999977",413.27594097
2013-10-01,"94.575669000000005",,"46.24951196","16.345909750000001","3.5185571100000002","66.11397882","13.13201437","16.709814430000002","29.841828800000002","80.991224240000008","110.83305304000001","681.15309643000001",952.67579729
2013-11-01,"161.84237899999999","77.400072929999993",,"19.302406380000004","2.9200815900000001","99.622560899999996","14.036739580000003","7.5794946899999998","21.616234270000003","79.769799849999998","101.38603412000001","142.50219621000113",505.353170230001
2013-12-01,"276.64388385000001","0.70650000000000002","156.02295628999997","41.333176039999998","2.8990089799999996","200.96164130999998","19.864412489999999","9.9662237000000005","29.83063619","143.79692012941692","173.62755631941693","117.14358969463555",768.376671174052
2014-01-01,"225.19267000000002",,"62.26831378","1.5374697499999999","1.7414124799999997","65.547196009999993","5.6220631700000006","2.6537341300000001","8.2757973000000007","54.400664249999991","62.676461549999992","143.49157604000001",496.9079036
2014-02-01,"267.335307",,"58.966917299999999","32.475923829999999","0.92426429999999993","92.367105430000009","18.63538818","18.952972030000002","37.588360210000005","103.51096971","141.09932992","73.858013330000006",574.65975568
2014-03-01,"299.70410699999996",,"43.988099870000006","26.823674449999999","1.76364108","72.575415400000011","37.715187379999996","8.4087514900000002","46.123938869999996","53.41918089","99.543119759999996","122.91442950000001",594.73707166
2014-04-01,"175.80763100000001",,"79.481711380000007","95.861529980000014","2.1492438000000003","177.49248516000003","18.85370108","16.912417060000003","35.766118140000003","119.35926881999998","155.12538695999999","96.757902760000007",605.18340588
2014-05-01,"188.021525",,"83.351185100000009","42.27950165","1.0036600200000001","126.63434677000001","18.7633525","9.4713689400000014","28.234721440000001","107.47192538","135.70664682","124.03150832999968",574.39402692
2014-06-01,"123.64170999999999",,"92.981056840000008","10.396612859999999","0.48686205999999999","103.86453176000001","22.187273119999997","10.854299339999999","33.041572459999998","93.638536749999986","126.68010920999998","65.337293969999692",419.52364494
2014-07-01,"162.76000000000002",,"96.959294780000008","20.209577670000002","1.8305178499999999","118.99939030000002","6.4880145599999999","2.9095795500000001","9.39759411","91.263686849999999","100.66128096","210.62821907999975",593.04889034
2014-08-01,"217.17161100000001",,"86.47927116000001","22.557554250000003","1.5587280100000001","110.59555342","18.13633725","19.549017120000006","37.685354370000006","92.346352859999996","130.03170722999999","225.12629529999998",682.92516695
2014-09-01,"125.11258000000001","0.16181000000000001","114.20168418","32.706636499999995","2.3793010900000002","149.44943177000002","19.948755299999998","9.07486557","29.023620869999998","102.68926974","131.71289060999999","167.26061049999998",573.53551288
2014-10-01,"138.94970999999998",,"106.68156675","13.367195630000001","1.29165328","121.34041566000001","15.177638250000001","17.348775750000001","32.526414000000003","84.268491650000001","116.79490565","155.10847331999992",532.19350463
2014-11-01,"150.07805399999998",,"53.823206570000004","9.9785033599999995","1.6247696500000002","65.426479580000006","21.510036289999999","10.224260009999998","31.734296299999997","68.155047389999979","99.889343689999976","239.36573136000004",554.75960863
2014-12-01,"332.51581278000003",,"145.02214677000001","11.103385190000001","0.60663462000000001","156.73216658000001","21.830085910000001","11.005384040000001","32.835469950000004","107.07497753000001","139.91044748000002","588.84864810999966",1218.00707495
2015-01-01,"18.854348000000002",,"1.0658342599999999","32.002533979999995","6.3346056300000004","39.402973869999997","8.3078266200000002","4.6989606199999994","13.00678724","94.679866450000006","107.68665369","516.12931708999997",682.07329265
2015-02-01,"14.447702",,"15.236951839999998","22.199206939999996","1.2168554199999999","38.653014199999994","17.831112279999999","19.567485530000003","37.398597809999998","34.181571999999996","71.580169810000001","368.25759539999996",492.93848141
2015-03-01,"47.507632000000015","6.93E-2","76.288335889999999","10.95939957","0.89914620000000001","88.216181660000004","20.290755970000003","8.7573079599999986","29.048063930000001","91.649925920000001","120.69798985","482.6754880799989",739.097291589999
2015-04-01,"135.39321099999998",,"26.17534508","10.255693219999998","2.1439941999999999","38.575032499999999","17.259912980000003","17.957310679999999","35.217223660000002","163.50478078","198.72200444000001","402.01833126000002",774.7085792
2015-05-01,"48.040832999999992","2.1499999999999998E-2","62.478151480000001","11.667813629999999","1.51877124","75.686236350000016","57.342285360000005","11.613591239999998","68.955876600000011","109.24249702","178.19837362000001","359.17783582000004",661.10327879
2015-06-01,"12.513350000000001",,"94.834801249999998","75.479854589999988","2.9253464699999996","173.24000230999999","33.896324826161639","10.808303263838367","44.704628090000007","85.848134770000001","130.55276286","424.49751545000026",740.80363062
2015-07-01,"186.59234455000001","0.91230696","93.094987410000002","25.706029879999996","2.2093860200000002","121.92271027","8.8044274599999994","5.7822563699999998","14.586683829999998","52.222355700000008","66.809039530000007","167.60404396000018",542.92813831
2015-08-01,"414.66796441999998","78.933758349999991","28.609302409999998","17.485872990000001","1.2846681099999999","126.31360185999999","20.12028582558035","19.290275664419653","39.410561490000006","61.538325709999995","100.9488872","151.5535383400001",793.48399182
2015-09-01,"309.04082",,"50.870688330000007","15.939442579999998","0.72967231999999993","67.539803230000004","21.169421140190355","9.7826623698096462","30.952083510000001","88.630457320001355","119.58254083000136","130.57584751000007",626.739011570001
2015-10-01,"372.20984999999996",,"67.804140180000005","24.168884150000007","9.4811729399999987","101.45419727000001","19.42336117","18.93592756","38.359288730000003","68.292205490000001","106.65149422","189.07321552000002",769.38875701
2015-11-01,"326.13246400000003",,"105.51676996","13.774676700000001","0.64790475999999997","119.93935142000001","24.134946440000004","10.79514799","34.930094430000004","113.71891434","148.64900876999999","141.93926605999999",736.66009025
2015-12-01,"696.87993300000005",,"83.83557694000001","28.075065519999999","5.0578819799999994","116.96852444000001","34.493870857862163","12.725960545509505","47.219831403371671","98.078674840000005","145.29850624337166","143.13412111",1102.28108479337
