"MES","BCOP01","BCOP02","BCOP03","BCOP04","BCOP05","BCOP06","BCOP07","BCOP08","BCOP09","BCOP10","BCOP11","BCOP12","BCOP13","BCOP14","BCOP15","BCOP16","BCOP17","BCOP18","BCOP19","BCOP20","BCOP21","BCOP22","BCOP23","BCOP24","BCOP25","BCOP26","BCOP27","BCOP28","BCOP29","BCOP30"
2006-07-01,"1906705.6420199997","17.691099999999999","17.691099999999999","0","0","666828.58846999996","96932.337960000004","567096.2000699999","0","2800.05044","1238230.0338499998","21160.433509999999","1217069.6003399999",,,"1629.3285999999998","927.99343999999996","701.33515999999986","38636.641920000002","0","7942.969790000001","30693.672129999999","2096.4368100000002","1835.6518600000002","260.78495000000004","-","0","792.55117000000007","368507.96704000002","407007.45396999991"
2006-08-01,"1928123.9356500006","14.421100000000001","14.421100000000001","0","0","690216.06064000004","107118.32645000001","580020.00280999998","0","3077.7313799999997","1236367.4808400003","23898.829300000005","1212468.6515400002",,,"1525.9730699999998","867.60385999999983","658.36920999999995","38477.147870000001","0","7819.9929699999993","30657.154900000001","2084.4530599999998","1745.9320700000001","338.52098999999998","-","0","791.55550000000005","373870.80000999989","410641.36087999993"
2006-09-01,"1940489.4609099999","54.799860000000002","1.9457200000000001","52.854140000000001","0","717165.26687000005","119066.45425000001","594318.27243000001","0","3780.5401900000002","1221181.7616699999","26310.39961","1194871.36206",,,"2087.6325099999999","1321.4907599999999","766.14175","37974.955139999998","0","7427.6170899999997","30547.338049999998","2092.1804899999997","1731.9433899999999","360.2371","-","0","0","382946.63491999998","410933.89947"
2006-10-01,"1943703.1794499997","15.2501","15.2501","0","0","733913.58856999991","126471.46483000001","604724.73338999995","0","2717.3903500000001","1208263.4772099997","28852.451249999998","1179411.0259599998","0",,"1510.86357","868.32058999999992","642.54297999999994","37567.216789999999","0","7019.8787400000001","30547.338049999998","2075.20631","1728.38894","346.81736999999998","-","0","0","388103.95694","417894.35059999989"
2006-11-01,"1964955.47404","12.950100000000001","12.950100000000001","0","0","760775.10622999992","137117.18320000003","619550.80066999991","0","4107.1223600000003","1202332.9651299999","30911.694990000007","1171421.2701399999","0",,"1834.4525799999999","930.50531999999987","903.94726000000003","34541.54423","0","4391.6743800000004","30149.869849999995","1967.1320799999999","1614.3353699999998","352.79671000000002","-","0","0","406694.10939","410737.05556000001"
2006-12-01,"2011511.6033000001","1.8340999999999998","1.8340999999999998","0","0","804973.21386000002","157288.76732999997","642165.10905000009","0","5519.3374800000001","1204196.41872","32312.299580000003","1171884.1191399998","0",,"2340.1366200000002","1186.36814","1153.76848","30517.448829999998","0","4482.50407","26034.944759999998","11317.669260000002","10901.839810000003","415.82945000000001","-","0","0","399828.63219999999","413839.17307000002"
2007-01-01,"2032112.6029399997","12.584100000000001","12.584100000000001","0","0","822482.14697999973","170301.34046000004","646061.93845999974","0","6118.8680600000007","1208516.7156100001","39643.978179999991","1168872.73743","0",,"1101.15625","769.17068999999992","331.98556000000002","31873.181180000003","0","5924.2394599999998","25948.941720000003","10826.322990000001","10455.30075","371.02224000000001","-","0","0","404575.15492","415712.60970999999"
2007-02-01,"2059250.6972400001","9.6971000000000007","9.6971000000000007","0","0","834569.22802000004","173026.81706999999","655104.68431000004","0","6437.7266399999999","1223264.36604","45514.489219999996","1177749.8768199999","0",,"1407.4060800000002","931.97991000000002","475.42617000000007","31696.25215","0","5808.8097600000001","25887.44239","10641.062380000003","10323.590470000003","317.47191000000004","-","0","0","404279.12216999999","418849.69013999996"
2007-03-01,"2089092.88962","0","0","0","0","855603.64861000003","192709.68919999996","655588.57084000006","0","7305.3885700000001","1231902.21028","56497.044299999987","1175405.16598","0",,"1587.0307299999999","1191.6524399999998","395.37828999999999","31420.883330000001","0","5533.4409400000004","25887.44239","10916.148959999999","10500.737079999999","415.41188","-","0","0","409071.43004999997","424308.90568999999"
2007-04-01,"2132584.8607700006","0","0","0","0","888440.25688000023","212972.12927","668809.99657000019","0","6658.1310400000002","1242658.8182200002","61780.152589999998","1180878.6656300002","0",,"1485.7856699999998","1106.0901399999998","379.69552999999996","31564.948330000003","0","5696.7826300000006","25868.165700000001","2524.4095600000001","2166.7280000000001","357.68155999999999","-","0","0","411681.79992999998","423480.77109999995"
2007-05-01,"2158712.3256800002","0","0","0","0","913935.58038000006","219858.63707999999","687523.35840000003","0","6553.5849000000007","1243553.0836499999","68844.05584999999","1174709.0278","0",,"1223.66165","784.04318000000001","439.61847","33217.042390000002","0","7487.9514199999994","25729.090970000005","2538.1898199999996","2190.0453399999997","348.14447999999999","-","0","0","432690.89440999995","426087.29626999993"
2007-06-01,"2204274.9006400001","0","0","0","0","961015.85283000011","250043.77620000005","702914.19552000007","0","8057.8811100000003","1241510.7976299999","75456.655050000016","1166054.14258","0",,"1748.25018","1184.9546499999999","563.29552999999999","34276.90814","0","8846.7747500000005","25430.133389999999","2637.37183","2288.2251299999998","349.14670000000001","-","0","0","415053.95143000002","433109.30223999999"
2007-07-01,"2209264.7999999998","0","0","0","0","976648.70463000005","273899.53891","693654.37256000005","0","9094.7931599999993","1231352.0305300001","88222.545409999992","1143129.4851200001","0",,"1264.06484","865.47710999999993","398.58772999999997","34400.550040000002","0","9260.68966","25139.860379999998","2533.1348699999999","2159.7613900000001","373.37347999999997","-","0","0","414585.39672000002","432994.52768999996"
2007-08-01,"2223505.4491999997","0","0","0","0","998850.68215000001","321279.40668000001","666273.43304000003","0","11297.842430000001","1223249.1125699999","106199.06438","1117050.04819","0",,"1405.6544799999999","1040.1746699999999","365.47980999999999","34460.096019999997","0","9717.5347199999997","24742.561299999998","2467.4297299999998","2123.37284","344.05689000000001","-","0","0","418474.62650999997","436683.84387999994"
2007-09-01,"2244752.3566500004","0","0","0","0","1023717.8492600002","352745.85721999995","657968.01790000021","0","13003.97414","1219401.3625400004","114666.45895","1104432.7529900002","0","302.1506","1633.1448499999999","1287.7314799999999","345.41336999999999","37663.890319999999","0","12622.79782","25041.092499999999","2372.7859600000002","2021.9542799999999","350.83168000000001","-","0","0","422613.20606000011","444297.04628999991"
2007-10-01,"2281753.8713400001","0","0","0","0","1065485.7229899999","395142.21729999996","654920.50726999983","0","15422.998420000002","1214933.3888100001","122108.81701","1092519.9073200002","0","304.66447999999997","1334.75954","965.40985999999998","369.34968000000003","37788.572560000001","0","11677.416590000001","26111.15597","2396.56529","2053.9281000000001","342.63718999999998","-","0","0","415806.38744999998","450090.42799999996"
2007-11-01,"2250567.2220699997","0","0","0","0","1058746.1437299999","405350.55405999999","639161.90289999999","0","14233.68677","1190168.99868","127671.10979999999","1061923.7186400001","0","574.17024000000004","1652.0796599999999","1297.6622399999999","354.41741999999999","37101.66646","0","11193.636489999999","25908.029970000003","2196.9366599999998","1873.3853599999998","323.55129999999997","-","0","0","417375.92340000003","452070.70237000001"
2007-12-01,"2235457.19411","0","0","0","0","1066266.85038","424114.02129","626761.97534","0","15390.85375","1167003.6762999999","136205.29957","1029915.16128","0","883.21544999999992","2186.66743","1732.38102","454.28641000000005","34628.028859999999","0","12696.28198","21931.746879999999","8357.5067099999997","7990.7654700000003","366.74124","-","0","0","423132.95734000008","448122.49662999995"
2008-01-01,"2245642.7246900001","0","0","0","0","1082735.8885799998","460028.76873999991","609739.78612999991","0","12967.333710000001","1161531.8688500002","150443.73884000001","1010069.0861100001","0","1019.0439","1374.9672599999999","936.21233999999993","438.75491999999997","34575.070820000008","0","12921.697830000001","21653.372990000003","7906.3578399999997","7547.0392999999995","359.31853999999998","-","0","0","423291.62842000002","454691.32361999998"
2008-02-01,"2228591.9837000002","0","0","0","0","1073484.6769699997","479789.19269","582683.45043999981","0","11012.03384","1153352.7602900001","160835.43589000002","991046.79449000012","0","1470.5299100000002","1754.5464399999998","1117.9905999999999","636.55583999999999","32682.32877","0","11137.04105","21545.28772","7690.8858500000024","7377.2220500000021","313.66379999999998","-","0","0","423516.83893999999","461134.32395999989"
2008-03-01,"2181091.3802699996","0","0","0","0","1046607.3803899999","474176.66547999997","562983.93067000003","0","9446.7842400000009","1132497.50896","169179.29895000003","961486.45609999995","0","1831.7539100000001","1986.49092","1524.29027","462.20065","35842.542549999998","0","14540.4467","21302.095849999998","9308.5467399999998","7636.6896500000003","1671.85709","-","0","0","421641.61532999994","466607.14162999997"
2008-04-01,"2183070.8469799999","0","0","0","0","1059483.6892899999","510593.99508999998","538421.74359000009","0","10467.95061","1121715.10375","185363.84030000001","933211.05211000005","0","3140.2113399999998","1872.05394","1353.999","518.05493999999999","34461.263569999996","0","13511.54997","20949.713599999999","3015.1979099999999","2610.43885","404.75906000000003","-","0","0","413876.92856000009","465351.88967"
2008-05-01,"2160778.1642300002","0","0","0","0","1052380.4290199999","533325.09494999994","504511.72469","0","14543.609379999998","1105975.6872000003","202867.98564","898948.26313000009","0","4159.4384300000002","2422.04801","1916.15003","505.89797999999996","33725.597160000005","0","13034.167710000002","20691.429450000003","2864.7687099999998","2567.5337399999999","297.23496999999998","-","0","0","413413.22831999988","470130.61637"
2008-06-01,"2177202.1584199998","0","0","0","0","1072353.54171","574086.2746","483035.71052999998","0","15231.55658","1101750.10919","220622.30763999996","876816.82449000003","0","4310.9770600000002","3098.5075200000001","2626.0684999999999","472.43902000000003","32040.406060000001","0","11607.260749999999","20433.14531","3016.9255600000001","2714.2183500000001","302.70720999999998","-","0","0","405558.85833000002","478850.93771999999"
2008-07-01,"2150214.0195499999","0","0","0","0","1064682.1230199998","592571.53742999991","457705.34303999995","0","14405.242550000001","1082459.1711700002","239242.85616999998","838967.67057000019","0","4248.6444299999994","3072.7253600000004","2550.4595800000002","522.26578000000006","31142.295889999998","0","10938.73647","20203.559419999998","2876.2176199999999","2578.5517199999999","297.66589999999997","-","0","3520","405055.58412000007","484951.31602000003"
2008-08-01,"2130105.6164000002","0","0","0","0","1049784.8574100002","599845.78894999996","434615.72698000015","0","15323.341480000001","1076673.2198000001","249848.32900000003","822495.11164000002","0","4329.77916","3647.5391899999995","3176.2185499999996","471.32064000000003","30200.17596","0","10014.398810000001","20185.777150000002","2684.2553400000002","2387.80564","296.44970000000001","-","0","4836.8999999999996","408102.02831000008","487830.10719000001"
2008-09-01,"2119474.1268000002","0","0","0","0","1037277.7904300001","591742.77973000007","427885.30957000004","0","17649.701129999998","1078217.84216","252524.99528999996","821339.86025999999","0","4352.9866099999999","3978.4942099999998","3380.7333399999998","597.76087000000007","26845.16259","0","6716.9768199999999","20128.18577","2921.9212599999996","2689.9110399999995","232.01022","-","0","4823.1000000000004","409390.44933000003","489207.88577000005"
2008-10-01,"2134610.6084399996","0","0","0","0","1048283.6258099999","592916.84341999993","445543.70534000004","0","9823.0770499999999","1082268.3405799998","245290.10600999999","832648.13713000005","0","4330.0974399999996","4058.6420500000004","3411.2464400000003","647.39561000000003","28391.840520000002","0","8261.3237200000003","20130.516800000001","2770.6933800000002","2479.8933000000002","290.80007999999992","-","0","4649.2356900000004","410656.64986","492192.65985"
2008-11-01,"2124451.0103500001","0","0","0","0","1035075.7823099999","565976.6778699999","460566.24916999997","0","8532.85527","1084517.8966000001","237248.45766999995","843249.44031000009","0","4019.9986200000003","4857.3314399999999","4137.1486199999999","720.18281999999999","29303.463299999999","0","9186.3472199999997","20117.11608","2528.3853300000005","2282.0684400000005","246.31689","-","0","4649.2356900000004","420264.91114999994","496389.86343000008"
2008-12-01,"2176592.3788899998","0","0","0","0","1070587.3154299997","582395.92476999981","479748.20657999994","0","8443.1840800000009","1103103.8302200001","231720.0269","867732.58611000015","0","3651.2172099999998","2901.23324","2658.6619500000002","242.57129000000003","22148.733650000002","0","5516.6175700000003","16632.11608","7140.7138900000009","6853.6162700000004","287.09762000000001","-","0","4068.40238","413449.76379","498790.94518000016"
2009-01-01,"2197403.3188399998","0","0","0","0","1068273.7101499997","565259.32975999999","494563.67723999987","0","8450.7031500000012","1124920.75532","227950.97567999997","893597.73852000001","0","3372.0411200000003","4208.8533699999998","3730.1629299999995","478.69043999999997","22721.062749999997","0","5600.8445400000001","17120.218209999999","6436.1747899999982","6105.0182799999984","331.15651000000003","-","0","3907.6024600000001","426345.50758999994","509364.80420000001"
2009-02-01,"2199709.9480599998","0","0","0","0","1058984.3993599999","552737.87421000004","497699.85878000001","0","8546.666369999999","1138320.9117999999","225376.94944","909473.63804999995","0","3470.32431","2404.6369","2147.6367700000001","257.00013000000001","29807.632699999995","1585.01982","11102.394669999998","17120.218209999999","6264.0668800000012","5985.0149700000011","279.05190999999996","-","0","3907.6024600000001","431710.23264999996","504941.18600000005"
2009-03-01,"2210957.8791399999","0","0","0","0","1057552.52","538603.68374000001","510595.82440999994","0","8353.011849999999","1151608.4394799999","224048.26291999995","924087.8467900001","0","3472.3297699999994","1796.9196599999998","1489.4401699999999","307.47949","27831.73517","0","10711.516960000001","17120.218209999999","6596.9575399999985","6257.6613499999985","339.29619000000002","-","0","3907.6024600000001","440236.17340999999","507964.60941000003"
2009-04-01,"2257461.9837400005","7.2988999999999997","7.2988999999999997","0","0","1078859.4122900004","551239.64546999999","519552.76522000018","0","8067.0015999999996","1174737.7436300002","224073.89864999999","947623.69370000006","0","3040.15128","3857.5289199999997","3483.94391","373.58501000000001","29511.004269999998","0","12390.78606","17120.218209999999","3112.0868999999998","2810.2629499999998","301.82395000000002","-","0","3745.5621599999999","447359.04349000001","507145.09788000002"
2009-05-01,"2278307.7411199999","0","0","0","0","1076782.0124700002","533091.66665000003","535637.70371999999","0","8052.6421","1199653.9058099999","229214.21666000001","968132.63297999988","0","2307.0561699999998","1871.8228399999998","1645.6270999999999","226.19574","33167.499239999997","0","16047.281029999998","17120.218209999999","2966.8217300000001","2667.6833799999999","299.13835","-","0","3744.6361299999999","453907.66108000005","508984.91188000003"
2009-06-01,"2338405.2823099997","0","0","0","0","1099643.9886399999","541882.15181999991","550241.32111000002","0","7520.5157099999988","1236814.74327","233666.67187999998","1000876.6120000001","0","2271.45939","1946.5504000000001","1710.10724","236.44316000000003","34902.573649999998","0","17782.355439999999","17120.218209999999","3696.5154199999997","2895.3753599999995","801.14005999999995","-","0","3744.6361299999999","449980.67965999991","519401.47109000001"
2009-07-01,"2413791.6715699998","0","0","0","0","1128469.63424","556249.77005000005","565375.19098000007","0","6844.6732099999999","1282794.2555199999","249549.49791000001","1031063.4940899999","0","2181.26352","2527.7818100000004","2267.9363100000005","259.84550000000002","36991.913549999997","0","19871.695339999998","17120.218209999999","3632.82699","2776.6604600000001","856.16652999999997","-","0","2999.1788099999999","454721.17947000003","523765.78724999994"
2009-08-01,"2483031.3844200005","0","0","0","0","1161761.7626500004","567756.6671000002","587532.24145000009","0","6472.8540999999996","1319309.97385","255310.47033000001","1062164.5773400001","0","1834.9261800000002","1959.6479199999999","1727.9047399999999","231.74318","36150.770199999999","0","19030.55199","17120.218209999999","3530.0388199999998","2706.6828999999998","823.35591999999997","-","0","2999.1788099999999","456261.39484000008","531818.14182000014"
2009-09-01,"2538774.4799699998","0","0","0","0","1194848.0794500001","585961.26545000006","602502.54047999997","0","6384.2735199999997","1342162.38885","267974.03314999997","1072632.96132","0","1555.39438","1764.0116699999999","1470.4367099999999","293.57496000000003","38854.610229999998","0","21734.392019999999","17120.218209999999","3567.0672500000001","2734.96531","832.10194000000001","-","0","2999.1788099999999","464105.86199","535455.10365000006"
2009-10-01,"2591984.4848499997","0","0","0","0","1230087.1107099999","609256.17662000004","614830.22056999989","0","6000.7135199999993","1359579.7873999998","273760.19438999996","1084342.34821","0","1477.2447999999999","2317.5867399999997","2081.5282399999996","236.05850000000001","41708.900320000001","0","24588.682109999998","17120.218209999999","3568.1377199999997","2730.9059199999997","837.23180000000002","-","0","2832.3895000000002","470052.47856000002","540063.73055000009"
2009-11-01,"2618288.3982299999","0","0","0","0","1236264.44301","610274.44991999993","620413.92673000006","0","5576.0663600000007","1380102.6516499999","279555.43890000001","1099177.66555","0","1369.5472","1921.3035699999998","1657.1704899999997","264.13308000000001","35189.529349999997","0","18069.311140000002","17120.218209999999","3625.2390399999999","2719.3856900000001","905.85334999999998","-","0","2832.3895000000002","473633.89130000013","546376.18604000006"
2009-12-01,"2683528.5699800001","0","0","0","0","1301212.8522099999","660906.45302000002","634911.74206000008","0","5394.6571299999996","1380601.4827399999","277923.50639000005","1101714.2303499999","0","963.74599999999998","1714.2350299999998","1446.2295999999999","268.00542999999999","45999.094539999998","0","32363.876329999999","13635.218209999999","9465.8705999999984","8442.3420799999985","1023.5285200000001","-","0","2251.5561899999998","473566.42084999999","545196.61906000006"
2010-01-01,"2690366.6456100005","0","0","0","0","1284333.6573200002","645540.28347000014","633660.36436999997","0","5133.0094800000006","1403216.78847","287648.17357999994","1114622.35399","0","946.26089999999999","2816.1998200000003","2395.1930000000002","421.00681999999995","48190.158239999997","0","34554.940029999998","13635.218209999999","9030.3479000000025","8121.4228600000024","908.92504000000008","-","0","2082.5189099999998","476457.64751000004","550297.22174000007"
2010-02-01,"2718132.8705099993","0","0","0","0","1285643.15812","644369.8783000001","636267.10453000013","0","5006.1752900000001","1430026.1126699997","299977.49847999995","1129350.81228","0","697.80191000000002","2463.5997200000002","2245.04045","218.55927","43020.629240000002","0","29385.411030000003","13635.218209999999","8854.2391499999994","8012.6801499999992","841.55899999999997","-","0","2082.5189100000002","489082.27620000008","553057.45914999989"
2010-03-01,"2763534.5680500004","0","0","0","0","1311957.2737200006","666517.68723000027","640496.04144000018","0","4943.5450499999997","1449707.4806900001","306379.51728999999","1142660.8406700001","0","667.12272999999993","1869.8136399999996","1641.3278199999995","228.48582000000002","42312.972110000002","0","28677.7539","13635.218209999999","9864.5942999999988","8259.8178199999984","1604.77648","-","0","2082.5189100000002","491133.58332000003","560065.02641000005"
2010-04-01,"2824708.6484500007","0","0","0","0","1346333.3173600002","690028.52134000021","651366.43085999996","0","4938.3651600000003","1476083.76887","312261.45991999994","1163544.06327","0","278.24567999999999","2291.5622200000003","2085.4269600000002","206.13526000000005","40162.120970000004","0","26654.747820000004","13507.373149999999","3670.8118899999999","2746.8645700000002","923.94731999999999","-","0","1910.83248","486630.86095000006","561484.79448000004"
2010-05-01,"2842131.8415300003","0","0","0","0","1349934.8485500002","692142.23330999992","652872.82988000009","0","4919.7853599999999","1489905.48957","318722.36813999998","1171005.77975","0","177.34168","2291.5034100000003","2085.5151500000002","205.98826","39474.256590000005","0","25966.883440000001","13507.373149999999","3358.7062500000002","2948.1104100000002","410.59584000000007","-","0","1910.5954999999999","501345.9183100001","562027.97007000016"
2010-06-01,"2855375.1816000002","0","0","0","0","1347923.12944","682232.90552000003","660820.74410000001","0","4869.4798200000005","1505455.0570200002","326690.98396999994","1178586.5344200002","0","177.53863000000001","1996.9951399999998","1796.3627299999998","200.63240999999996","37377.555319999999","0","25091.69558","12285.85974","2607.8790400000003","2233.3533600000001","374.52568000000002","-","0","1329.7621899999999","496959.66334000003","569278.55398999993"
2010-07-01,"2883103.34308","0","0","0","0","1361597.9982400001","689232.19167000009","668059.06499999983","0","4306.7415700000001","1519187.6582199999","329553.55526000005","1189550.5024699997","0","83.600490000000008","2317.6866199999999","2047.6458199999997","270.04080000000005","35633.224369999996","0","23390.26784","12242.956529999999","2458.5587599999999","2032.0174099999997","426.54135000000008","-","0","1161.6667600000001","501414.31629999995","574156.79576999997"
2010-08-01,"2926777.8368600002","0","0","0","0","1398518.1945799999","700827.96548000013","693617.78987999982","0","4072.4392199999998","1526409.4657300001","330209.51197000005","1196159.05584","0","40.897919999999999","1850.1765499999999","1569.66868","280.50786999999997","34665.231350000002","0","22422.274819999999","12242.956529999999","2445.8865799999999","2026.9609599999997","418.92562000000009","-","0","1161.6667600000001","510316.34491000004","580151.11407000013"
2010-09-01,"2962550.7691000006","0","0","0","0","1418555.1482400002","712804.81929000025","701952.36528000003","0","3797.9636700000001","1542108.7417600004","342263.31748000009","1199804.4440100002","0","40.980269999999997","1886.8791000000001","1639.3341400000002","247.54496000000003","38014.092300000004","0","25771.135770000001","12242.956529999999","2696.8223899999998","2112.3744899999997","584.4479","-","0","1161.6667600000001","520284.12174000003","578660.56268999993"
2010-10-01,"2983703.73587","0","0","0","0","1423841.8771299997","712240.51576999982","709997.35484999989","0","1604.0065099999999","1557695.0709500003","348932.11733000004","1208721.8717100003","0","41.081910000000001","2166.7877899999999","1966.36104","200.42675","39264.772809999995","0","27138.272649999999","12126.50016","2342.2839300000005","1947.6982100000002","394.58572000000004","-","0","1161.6667600000001","523239.20012999995","584372.04618000006"
2010-11-01,"3011073.4947099993","0","0","0","0","1438400.0322899998","752055.92965999979","685059.66688000015","0","1284.4357500000001","1570659.62371","362774.09987000009","1207844.3093299998","0","41.214510000000004","2013.8387099999998","1735.9736799999998","277.86502999999999","41383.817849999999","0","29274.715819999998","12109.102030000002","2542.6327300000003","2030.0081700000005","512.62455999999997","-","0","1160.00009","526543.73819999991","590186.99504000007"
2010-12-01,"3108446.5215099999","0","0","0","0","1426492.2436299999","831506.43504999985","593907.08400999999","0","1078.7245699999999","1680025.5598100002","410904.81134000007","1269087.9562800003","0","32.792190000000005","1928.7180699999999","1710.3732","218.34486999999993","45970.167310000004","6170","30723.372469999998","9076.7948400000005","10748.917710000002","10239.446110000001","509.47160000000002","-","0","1443.2644500000001","550701.11115000001","617214.43440000003"
2011-01-01,"3076556.2097800002","0","0","0","0","1402723.71205","814808.6960600001","586978.91997999989","0","936.09600999999998","1671293.49113","417526.09109000012","1253734.4317300001","0","32.968309999999995","2539.0066000000002","2351.4404500000001","187.56615000000002","41378.740380000003","0","32301.945540000001","9076.7948400000005","10306.745680000004","9872.2279800000033","434.51769999999999","-","0","1443.2644500000001","550496.91720999999","625853.55859999999"
2011-02-01,"3084233.92301","0","0","0","0","1392176.9163900001","807702.19119999977","583670.54891000025","0","804.17628000000002","1689379.9981499999","445041.652","1244305.1662899998","0","33.179859999999998","2677.0084699999998","2256.6955899999998","420.31288000000001","58084.330289999998","0","29033.693360000001","29050.636930000001","10167.371539999996","9785.045449999996","382.32608999999997","-","0","4209.5977800000001","566953.02057999989","626762.44274000009"
2011-03-01,"3126299.0901500001","0","0","0","0","1407113.69676","822317.28090000001","584084.30476999993","0","712.11108999999999","1716682.83008","465924.15014000004","1250725.24807","0","33.431870000000004","2502.56331","2299.9312500000001","202.63206","65083.67267","0","26059.193640000001","39024.479030000002","9822.659969999997","9416.3074699999979","406.35249999999991","-","0","4198.0152699999999","575811.91566000006","629484.75668999995"
2011-04-01,"3186573.93731","0","0","0","0","1452899.3231500003","859087.20121000009","593101.22764000006","0","710.89430000000004","1730111.6069099999","478699.36796","1251397.86726","0","14.371690000000001","3563.0072500000001","3214.8790800000002","348.12817000000001","65630.074949999995","0","26618.674879999999","39011.400069999996","3041.3823100000004","2699.6139700000003","341.76833999999997","-","0","4193.1819299999997","571585.52924000006","632569.75728999998"
2011-05-01,"3220375.8788200002","0","0","0","0","1460712.3474400002","865806.39783999987","594225.6797900002","0","680.26981000000001","1756512.5078699999","488854.36884000007","1267643.6407199998","0","14.49831","3151.0235099999995","2908.2875999999997","242.73590999999996","65886.489489999993","0","26875.08942","39011.400069999996","3245.0060300000005","2843.6715600000007","401.33446999999995","-","0","4167.64959","586947.2193600001","633257.74539000005"
2011-06-01,"3268325.6600100002","0","0","0","0","1498101.2233799999","899843.72649999987","597552.28388000012","0","705.21299999999997","1767362.47899","503999.67813000013","1263348.1742199999","0","14.62664","2861.9576400000005","2640.6105300000004","221.34711000000001","61445.036169999999","0","22446.715049999999","38998.321120000001","3227.1661300000001","2886.8956400000002","340.27048999999994","-","0","3589.48281","608832.21513999999","640150.3894300001"
2011-07-01,"3281923.2489200006","0","0","0","0","1495950.4829700002","906833.04940000025","588346.58843999996","0","770.84513000000004","1782256.3197399999","523757.15394000005","1258484.4088699999","0","14.756930000000001","3716.4462100000001","3398.6225800000002","317.82362999999998","59112.194799999997","0","20126.952650000003","38985.242149999998","3234.9596099999999","2731.8981800000001","503.06142999999997","-","0","3585.48281","587870.38234999997","644048.66161000007"
2011-08-01,"3338033.1590800001","0","0","0","0","1514831.0550799998","933511.22454999981","580580.94432999997","0","738.88619999999992","1820482.3347199999","567809.22219999996","1252658.2248499999","0","14.88767","2719.7692800000004","2506.5055900000002","213.26369","59112.450270000001","0","20127.208120000003","38985.242149999998","3147.3540200000002","2773.1571100000001","374.19691","-","0","3127.48279","617642.21405000018","650190.82556000003"
2011-09-01,"3412166.6039100001","0","0","0","0","1554272.4113299998","970811.06279999996","582750.98180999979","0","710.36671999999999","1854780.4738799999","606085.57712999987","1248679.8829900001","0","15.01376","3113.7186999999999","2818.6886199999999","295.03008000000005","56933.783479999998","0","17948.54133","38985.242149999998","3043.7489400000004","2695.4970800000006","348.25185999999997","-","0","3125.5669400000002","615535.44524999999","658000.36340999999"
2011-10-01,"3425520.90943","0","0","0","0","1549411.32024","974966.28793999995","573800.86332","0","644.16898000000003","1872934.2746800003","627930.13126000005","1245004.1434200001","0","0","3175.3145099999997","2871.7257999999997","303.58870999999994","58457.047279999999","0","19471.805130000001","38985.242149999998","3051.2226099999998","2677.7381099999998","373.48449999999997","-","0","3125.5669400000002","617197.17579000001","659485.03612999991"
2011-11-01,"3437283.8254699996","0","0","0","0","1546695.3303299998","973260.86883999989","572832.20403999998","0","602.25744999999995","1886753.4658999997","641707.24700999993","1245046.2188899999","0","0","3835.0292399999998","3612.1795499999998","222.84969000000001","64532.093989999994","0","26248.9601","38283.133889999997","2977.6161900000002","2639.9671200000003","337.64907000000005","-","0","3096.7012599999998","628455.55493999994","666750.26778999995"
2011-12-01,"3555993.7431599996","0","0","0","0","1605130.9444799998","1032160.7452699998","572379.60475000006","0","590.59445999999991","1947565.7097","671326.55975000001","1276239.14995","0","0","3297.08898","3117.17794","179.91104000000001","57043.006739999997","0","22386.033099999997","34656.973639999997","10725.27939","10353.428689999999","371.85070000000007","-","0","3096.7012599999998","615927.12961999991","673519.62992000009"
2012-01-01,"3537387.7857999997","0","0","0","0","1575945.9001800001","999381.17252999998","575985.7188700001","0","579.00878","1958980.41438","689698.08961000002","1269282.3247700001","0","0","2461.4712399999999","2224.1316299999999","237.33960999999999","57501.440139999999","0","22844.466500000002","34656.973639999997","10258.74279","9840.9100400000007","417.83275000000003","-","0","3096.7012599999998","640649.22499000002","681784.56563000008"
2012-02-01,"3570694.8451899998","0","0","0","0","1594721.3065799996","1021040.9134499999","573105.74886999989","0","574.64426000000003","1973492.8616400003","706921.56918000011","1266571.2924600001","0","0","2480.67697","2286.38285","194.29411999999999","56214.776189999997","0","21557.80255","34656.973639999997","9952.5223199999982","9649.9293599999983","302.59296000000001","-","0","2639.3679099999999","631627.44220000005","684233.6261600001"
2012-03-01,"3582678.1532400004","0","0","0","0","1589220.4538300002","1020990.73467","567685.96573000017","0","543.75343000000009","1990321.7437800001","731059.22735000006","1259262.5164300001","0","0","3135.9556299999999","2887.1684","248.78723000000005","91595.391490000009","0","40184.745849999999","51410.645640000002","9686.900010000003","9334.9557600000026","351.94425000000012","-","0","2637.4520600000001","643287.40155000018","689865.67148000002"
2012-04-01,"3601411.7176299999","0","0","0","0","1581574.3450099998","1021643.3448499998","559403.38207000005","0","527.61808999999994","2016635.3289899998","782117.66756000009","1234517.6614299999","0","0","3202.0436299999997","2933.8143699999996","268.22926000000001","94384.416140000001","5145","37828.770499999999","51410.645640000002","2964.7194899999995","2583.6447799999992","381.0747100000001","-","0","2637.4520600000001","643623.18698","693686.23638000013"
2012-05-01,"3628821.9939400004","0","0","0","0","1580365.8427200001","1019019.5168199998","560869.38363000017","0","476.94227000000001","2046299.2646500003","822122.73669000005","1224176.5279600001","0","0","2156.8865700000001","1946.61861","210.26795999999999","120851.42742000001","2744","66696.781780000005","51410.645640000002","2988.4890799999998","2440.9998099999998","547.48927000000003","-","0","2611.9197199999999","649733.15834000008","701539.65269000002"
